season,variable,week,metric,model,n_init,point,ci_lo,ci_hi
jfm,tp,4,bias,ecmwf,90,-0.18419134818391716,-0.3390105347643273,-0.03352786935850829
jfm,tp,4,bias,fuxi,90,-0.2911763326816822,-0.4492366724010578,-0.13809837951219892
jfm,tp,4,bias,mme,90,-0.05697296980714332,-0.2001426000922096,0.07939412254891369
jfm,tp,4,bias,ncep,90,-0.06777604315618528,-0.21597426952955662,0.0784918239041127
jfm,tp,4,bias,spire,90,0.11290015297379154,-0.03737268766746775,0.2556911998482361
jfm,tp,4,bias,ukmo,90,0.1453787220122762,0.008088322871245269,0.2819227618720791
jfm,tp,5,bias,ecmwf,90,-0.34066715127805886,-0.516272170983663,-0.17500554859573564
jfm,tp,5,bias,fuxi,90,-0.38210824969833834,-0.5494636228047441,-0.2246474146670274
jfm,tp,5,bias,mme,90,-0.12791862334015655,-0.28221579210339354,0.018351186202065127
jfm,tp,5,bias,ncep,90,-0.006154403753007625,-0.1616503174200178,0.1419381553071474
jfm,tp,5,bias,spire,90,0.028392355115950077,-0.12884900466959578,0.1775033654713948
jfm,tp,5,bias,ukmo,90,0.06094433291267199,-0.09844056454933822,0.2135802690388122
jfm,tp,6,bias,ecmwf,90,-0.4420893483218445,-0.6097475524853325,-0.2820769432632126
jfm,tp,6,bias,fuxi,90,-0.5138488712832954,-0.6693314956561078,-0.3651307565459138
jfm,tp,6,bias,mme,90,-0.172128393856983,-0.32123375576106694,-0.03351517366465139
jfm,tp,6,bias,ncep,90,0.06526630012729694,-0.09286855482908514,0.21351048801886102
jfm,tp,6,bias,spire,90,-0.009045917787413336,-0.16112879335408087,0.13326191749036734
jfm,tp,6,bias,ukmo,90,0.039075867980341544,-0.11366423301653235,0.18084237222071553
jfm,tp,1,crpss_clim,ecmwf,90,0.58509338759133,0.5206895640979827,0.6483353047772713
jfm,tp,1,crpss_clim,fuxi,90,0.45164180947002847,0.35519027510711926,0.5416364351410676
jfm,tp,1,crpss_clim,ncep,90,0.4223239891436995,0.3417032794557997,0.499076339977288
jfm,tp,1,crpss_clim,spire,90,0.6107411741637476,0.5572676174579071,0.6613359329781822
jfm,tp,1,crpss_clim,ukmo,90,0.4459285121663945,0.36909026362839253,0.5201685607337091
jfm,tp,2,crpss_clim,ecmwf,90,0.5083521122601388,0.4430543781580786,0.5713589079836253
jfm,tp,2,crpss_clim,fuxi,90,0.27315542031948054,0.1469538788406003,0.3833401168631855
jfm,tp,2,crpss_clim,ncep,90,0.33238276375702563,0.24924415354212745,0.4123386690629733
jfm,tp,2,crpss_clim,spire,90,0.39713942285211007,0.3468228258929906,0.4464941213755422
jfm,tp,2,crpss_clim,ukmo,90,0.2662341554720455,0.18396345259383629,0.34447573452071517
jfm,tp,3,crpss_clim,ecmwf,90,0.40166199368852057,0.3317903188198233,0.4717756164639064
jfm,tp,3,crpss_clim,fuxi,90,0.31178111455287993,0.22960711830886224,0.3905257792137353
jfm,tp,3,crpss_clim,ncep,90,0.2877999903392666,0.20540655104010383,0.3700975277050081
jfm,tp,3,crpss_clim,spire,90,0.2509397658979689,0.19150263231740816,0.306122381554465
jfm,tp,3,crpss_clim,ukmo,90,0.1782833023471448,0.07898662557011554,0.2691479801942244
jfm,tp,4,crpss_clim,ecmwf,90,0.35347076836408053,0.28456904331457245,0.42159373189952365
jfm,tp,4,crpss_clim,fuxi,90,0.3175428088131392,0.2433820643281299,0.39025476820934724
jfm,tp,4,crpss_clim,ncep,90,0.2610699161610033,0.17504844991263427,0.34599140998561967
jfm,tp,4,crpss_clim,spire,90,0.18886330184024047,0.14745580188328547,0.2292894429820964
jfm,tp,4,crpss_clim,ukmo,90,0.24888527338553135,0.18304928421372169,0.31514073436615686
jfm,tp,5,crpss_clim,ecmwf,90,0.29955013355654353,0.22398400825165177,0.37575741968232285
jfm,tp,5,crpss_clim,fuxi,90,0.285526535361936,0.21038135449932724,0.36020089483464357
jfm,tp,5,crpss_clim,ncep,90,0.23660970980375937,0.15341824337423451,0.31928353820899513
jfm,tp,5,crpss_clim,spire,90,0.18296498796835753,0.15641932172976714,0.20970843847575701
jfm,tp,5,crpss_clim,ukmo,90,0.22925404180069886,0.17144174732619233,0.2873720184047558
jfm,tp,6,crpss_clim,ecmwf,90,0.24917169829224334,0.1772869252659189,0.3207299537048601
jfm,tp,6,crpss_clim,fuxi,90,0.25889755973987455,0.18743626308289543,0.3322674670435255
jfm,tp,6,crpss_clim,ncep,90,0.14461320594434868,0.0732095652297257,0.21963064016258194
jfm,tp,6,crpss_clim,spire,90,0.1672305811169998,0.14161660536675538,0.19370820210196063
jfm,tp,6,crpss_clim,ukmo,90,0.184143254481157,0.1238696460451608,0.2445929359205486
jfm,tp,1,crps,ecmwf,90,0.4035470627139727,0.3338705762262135,0.47995470417594993
jfm,tp,1,crps,fuxi,90,0.5266853879617551,0.43413420621807436,0.6277165953874868
jfm,tp,1,crps,ncep,90,0.5529985848082981,0.4648928764759325,0.6498839308278697
jfm,tp,1,crps,spire,90,0.3656871430167759,0.3121377039786662,0.4231903533385009
jfm,tp,1,crps,ukmo,90,0.5246369104655056,0.4437299216072735,0.6121751874112009
jfm,tp,2,crps,ecmwf,90,0.49430338799114476,0.41795798645764654,0.5744689965692109
jfm,tp,2,crps,fuxi,90,0.6971696881666305,0.5945100857127789,0.8061778656771914
jfm,tp,2,crps,ncep,90,0.6708899992951397,0.5683156272660419,0.7777526114677753
jfm,tp,2,crps,spire,90,0.5718107993603129,0.5144530681896617,0.6302542219240473
jfm,tp,2,crps,ukmo,90,0.7063607306214502,0.6208370773159975,0.7947135919122019
jfm,tp,3,crps,ecmwf,90,0.6190724182675876,0.5268222735934507,0.7170560705519838
jfm,tp,3,crps,fuxi,90,0.6876089552637141,0.5954529214698523,0.7863242004806582
jfm,tp,3,crps,ncep,90,0.7370586755295991,0.6292971777351354,0.850150193688882
