season,variable,week,metric,model,n_init,point,ci_lo,ci_hi
jfm,z500,6,crpss_clim,ncep,90,-0.29618502594073876,-0.5069717356082822,-0.10357601235569344
jfm,z500,6,crpss_clim,spire,90,0.23681784198562356,0.1992007566839942,0.27057630470991406
jfm,z500,6,crpss_clim,ukmo,90,0.0678007580994676,-0.009565410048048735,0.14095551735172746
jfm,z500,1,crps,delysm,90,9.06882188929028,8.015376248023887,10.135886240861673
jfm,z500,1,crps,ecmwf,90,3.4140468099769268,3.075070414665203,3.7912926158412166
jfm,z500,1,crps,fuxi,90,5.970899759027053,5.48761599644446,6.460880417272912
jfm,z500,1,crps,ncep,90,14.675749829091883,13.358763930696258,16.053636471453206
jfm,z500,1,crps,spire,90,8.182658326184045,7.471830802813748,8.906274692504228
jfm,z500,1,crps,ukmo,90,4.880670058761969,4.462992385569276,5.319166844922352
jfm,z500,2,crps,delysm,90,14.857425653811603,13.347927486946965,16.431149022268965
jfm,z500,2,crps,ecmwf,90,9.441289773581415,8.32057884806116,10.67489228411249
jfm,z500,2,crps,fuxi,90,16.818705018843442,14.950620205508212,18.71741198363303
jfm,z500,2,crps,ncep,90,24.923766502634386,21.64983209259862,28.45499839552636
jfm,z500,2,crps,spire,90,11.768802348357385,10.656913200567582,12.99095242188847
jfm,z500,2,crps,ukmo,90,14.386226640133147,12.780251996638887,16.115491106074508
jfm,z500,3,crps,delysm,90,20.01288195154173,17.877814458710112,22.332380905452297
jfm,z500,3,crps,ecmwf,90,14.340153228326484,12.503526868738263,16.431412059324543
jfm,z500,3,crps,fuxi,90,23.798230885279196,21.261943583932045,26.460842666603163
jfm,z500,3,crps,ncep,90,26.866975461337223,22.573066954465965,31.587128810696946
jfm,z500,3,crps,spire,90,15.663908200445452,14.01483394071878,17.47204465561303
jfm,z500,3,crps,ukmo,90,19.461667812511113,16.809113614239607,22.361624348007254
jfm,z500,4,crps,delysm,90,22.47306349404445,19.818426825911448,25.36966140195827
jfm,z500,4,crps,ecmwf,90,16.299059217132996,14.43110400213857,18.407373227203173
jfm,z500,4,crps,fuxi,90,24.283090804793527,21.48721912473193,27.416873824366178
jfm,z500,4,crps,ncep,90,25.871686325052107,22.47547363412299,29.64497307123288
jfm,z500,4,crps,spire,90,16.375216567057006,14.544266295031298,18.35016220403014
jfm,z500,4,crps,ukmo,90,19.044910276401197,16.58088144446143,21.834662967138318
jfm,z500,5,crps,delysm,90,19.552140166105197,17.449527919918683,21.9101993058471
jfm,z500,5,crps,ecmwf,90,17.08207393069398,15.077831285153412,19.304124938900067
jfm,z500,5,crps,fuxi,90,20.77287064544127,18.175428042181814,23.68863293433513
jfm,z500,5,crps,ncep,90,25.21010679674864,21.872057819988314,28.82155060500543
jfm,z500,5,crps,spire,90,16.762662880451895,15.087634919841248,18.55393204252299
jfm,z500,5,crps,ukmo,90,20.061932685126255,17.50952175391354,22.8616029005427
jfm,z500,6,crps,delysm,90,20.160696779543642,18.0166393976303,22.39961712994188
jfm,z500,6,crps,ecmwf,90,18.51311409576064,16.275014048036603,20.879494656177716
jfm,z500,6,crps,fuxi,90,18.968955598903733,16.851233146937908,21.24340539817741
jfm,z500,6,crps,ncep,90,25.355432110804426,22.019045692887527,28.948350037538972
jfm,z500,6,crps,spire,90,17.36664188756921,15.612289263482827,19.195471751808487
jfm,z500,6,crps,ukmo,90,21.830957533338168,18.863804749423053,24.975705563680762
jfm,z500,1,spread_skill_ratio,delysm,90,0.36310109602347196,0.317973476205256,0.4124705697436478
jfm,z500,1,spread_skill_ratio,ecmwf,90,0.8898339840884328,0.8203682617652145,0.9597586233573803
jfm,z500,1,spread_skill_ratio,fuxi,90,0.2436537451242878,0.22526946800315564,0.26263284917388785
jfm,z500,1,spread_skill_ratio,ncep,90,0.22275156691125866,0.20592869109808085,0.2402887412279038
jfm,z500,1,spread_skill_ratio,spire,90,1.1408150365489598,1.0310563542532436,1.2567608744227678
jfm,z500,1,spread_skill_ratio,ukmo,90,0.3437413453746093,0.3119497504275457,0.3783252904768894
jfm,z500,2,spread_skill_ratio,delysm,90,0.5827488647452034,0.5220973114786231,0.6459843015010807
jfm,z500,2,spread_skill_ratio,ecmwf,90,1.367631554714019,1.2030750993000099,1.5470198136402453
jfm,z500,2,spread_skill_ratio,fuxi,90,0.47107746147170876,0.4017963349720574,0.544373480691436
jfm,z500,2,spread_skill_ratio,ncep,90,0.4542196493063357,0.40860463365985533,0.5024972179413641
jfm,z500,2,spread_skill_ratio,spire,90,1.5530279693212283,1.383463171513339,1.7479436060009272
jfm,z500,2,spread_skill_ratio,ukmo,90,0.6612498592177946,0.5760853369607584,0.7504028834480337
jfm,z500,3,spread_skill_ratio,delysm,90,0.7239918484708352,0.6398595490409195,0.817697251993301
jfm,z500,3,spread_skill_ratio,ecmwf,90,1.3898542243739802,1.2109553600406775,1.592341311250844
jfm,z500,3,spread_skill_ratio,fuxi,90,0.581621246941409,0.5166558596629032,0.6517223983584289
jfm,z500,3,spread_skill_ratio,ncep,90,0.7109182721476878,0.614425615747863,0.8151601876629426
jfm,z500,3,spread_skill_ratio,spire,90,1.7244060074939256,1.4973961544221617,1.9878962150984256
jfm,z500,3,spread_skill_ratio,ukmo,90,0.8871001421103849,0.7702703781645583,1.0134638592326133
jfm,z500,4,spread_skill_ratio,delysm,90,0.7418025223491986,0.6651792345551517,0.8207950714759704
jfm,z500,4,spread_skill_ratio,ecmwf,90,1.1106027141382977,1.0209832366095977,1.2012152183165428
jfm,z500,4,spread_skill_ratio,fuxi,90,0.6974823632477386,0.6336183876400205,0.7661759799996561
jfm,z500,4,spread_skill_ratio,ncep,90,0.7238351826407269,0.6328224054871702,0.8182829835610436
jfm,z500,4,spread_skill_ratio,spire,90,1.7504605970658522,1.5298083554194917,1.9862500686640523
jfm,z500,4,spread_skill_ratio,ukmo,90,1.027541193116137,0.8644168027204281,1.2371683969873069
jfm,z500,5,spread_skill_ratio,delysm,90,0.8329582354523307,0.756613386885475,0.9181367038661998
jfm,z500,5,spread_skill_ratio,ecmwf,90,1.0594499135036477,0.9624741333974002,1.169387313994969
jfm,z500,5,spread_skill_ratio,fuxi,90,0.9279313835824532,0.8100774539892511,1.0646439977999953
jfm,z500,5,spread_skill_ratio,ncep,90,0.7706199674326165,0.6715683753104609,0.8842397410454477
jfm,z500,5,spread_skill_ratio,spire,90,1.543288050317012,1.3486484159716654,1.751620893218177
jfm,z500,5,spread_skill_ratio,ukmo,90,0.9570707827897382,0.8449182869943004,1.0715454975992913
jfm,z500,6,spread_skill_ratio,delysm,90,0.8667049039633458,0.7922311731974958,0.943240463465221
jfm,z500,6,spread_skill_ratio,ecmwf,90,1.0448126786923275,0.9315469313342917,1.1649086594891362
jfm,z500,6,spread_skill_ratio,fuxi,90,0.9798347694901338,0.8644097336047905,1.1115119266522155
jfm,z500,6,spread_skill_ratio,ncep,90,0.735917556765727,0.6458237083588872,0.8391791685548632
jfm,z500,6,spread_skill_ratio,spire,90,1.3518208360137907,1.2056718772775776,1.5133163236040195
jfm,z500,6,spread_skill_ratio,ukmo,90,1.0205049423650354,0.8833209372400198,1.168215680703573
jjas_tp,tp,1,acc,ecmwf,35,0.3887997581310515,0.33004608115989115,0.44386620922710285
jjas_tp,tp,1,acc,fuxi,35,0.24554471563246466,0.13573430896022992,0.3491546054469774
jjas_tp,tp,1,acc,mme,35,0.3932622182127648,0.333588297854695,0.45196746664874515
jjas_tp,tp,1,acc,ncep,35,0.28371930094784514,0.2144582281435197,0.35075078781044866
jjas_tp,tp,1,acc,ukmo,35,0.38534538916145405,0.33029618226726026,0.4401381535114452
jjas_tp,tp,2,acc,ecmwf,35,0.17217686808886443,0.09960019475833619,0.24146587585451051
jjas_tp,tp,2,acc,fuxi,35,0.08589768248596702,-0.017884834272083313,0.18888589817818607
jjas_tp,tp,2,acc,mme,35,0.1675942926358343,0.08670487542642472,0.24774131469539445
jjas_tp,tp,2,acc,ncep,35,0.07480814255567846,-0.016662586773451202,0.16633951739854252
jjas_tp,tp,2,acc,ukmo,35,0.1975680402467276,0.1210481257100611,0.2736802060455012
jjas_tp,tp,3,acc,ecmwf,35,0.034523526989788,-0.030722320662747334,0.09544717093521318
jjas_tp,tp,3,acc,fuxi,35,-0.025961317328749664,-0.11614570337911818,0.06239251115939176
jjas_tp,tp,3,acc,mme,35,0.01184342662540796,-0.06305948833441472,0.08278105118856914
jjas_tp,tp,3,acc,ncep,35,-0.022312523407849484,-0.11089058167335442,0.06223340466140156
jjas_tp,tp,3,acc,ukmo,35,0.04321826722294405,-0.028146638461988234,0.11099239337989826
jjas_tp,tp,4,acc,ecmwf,35,-0.003339949576535434,-0.07402177270892167,0.06329988382817502
jjas_tp,tp,4,acc,fuxi,35,-0.054439432474352026,-0.13347172753786618,0.024572378508237774
jjas_tp,tp,4,acc,mme,35,-0.07172263984318647,-0.14836166260005787,0.0004604585943241492
jjas_tp,tp,4,acc,ncep,35,-0.1111893175100398,-0.1880323115236125,-0.038146066493173494
jjas_tp,tp,4,acc,ukmo,35,-0.07111535008318702,-0.14782857657607038,0.0015650217384157216
jjas_tp,tp,5,acc,ecmwf,35,-0.024449679982678135,-0.0863020000912071,0.03474396316289023
jjas_tp,tp,5,acc,fuxi,35,-0.0737784484289145,-0.15898917066770396,0.012381778204949453
jjas_tp,tp,5,acc,mme,35,-0.08668895706714763,-0.1626239373017507,-0.01115642952085896
jjas_tp,tp,5,acc,ncep,35,-0.11418015965869371,-0.19088730945480792,-0.037274484095127826
jjas_tp,tp,5,acc,ukmo,35,-0.06977161696607632,-0.14715190910622783,0.003897647251515583
jjas_tp,tp,6,acc,ecmwf,35,-0.04187772211541476,-0.12349224890241219,0.036982666431099764
jjas_tp,tp,6,acc,fuxi,35,-0.07581249834770484,-0.16980066072502498,0.015229532737037409
jjas_tp,tp,6,acc,mme,35,-0.09058712278671563,-0.18738761056346356,0.004708774410815951
jjas_tp,tp,6,acc,ncep,35,-0.0942538917296956,-0.17142190638154425,-0.015895524310093705
jjas_tp,tp,6,acc,ukmo,35,-0.09101677434545283,-0.1916945850849304,0.0064073194503191395
jjas_tp,tp,1,rmse,ecmwf,35,7.595699373953903,6.700281832337871,8.564398219171649
jjas_tp,tp,1,rmse,fuxi,35,8.096894807919403,6.894042584253408,9.407502854705434
jjas_tp,tp,1,rmse,mme,35,6.939691452585633,6.052882046215588,7.927581631009324
jjas_tp,tp,1,rmse,ncep,35,7.807009056945709,6.841739034910848,8.853308399675935
jjas_tp,tp,1,rmse,ukmo,35,7.370016676557074,6.56886557766074,8.23471179235299
jjas_tp,tp,2,rmse,ecmwf,35,8.214951329287478,7.267375646275766,9.214921243809084
jjas_tp,tp,2,rmse,fuxi,35,8.91670474237108,7.617779269248461,10.309823559279957
jjas_tp,tp,2,rmse,mme,35,7.806902943465573,6.759669247510709,8.918994637037006
jjas_tp,tp,2,rmse,ncep,35,8.666846781981906,7.542399692267142,9.868520162830661
jjas_tp,tp,2,rmse,ukmo,35,8.129359383980244,7.121073729253607,9.16219810662572
jjas_tp,tp,3,rmse,ecmwf,35,8.26708744397794,7.252762856542712,9.327334286837695
jjas_tp,tp,3,rmse,fuxi,35,9.293201556586109,8.009085456585535,10.65325329035126
jjas_tp,tp,3,rmse,mme,35,8.313340183290999,7.197304001565854,9.478335258998843
jjas_tp,tp,3,rmse,ncep,35,8.79409063148258,7.577780445419311,10.101902198426469
jjas_tp,tp,3,rmse,ukmo,35,8.619695615919708,7.600725710414879,9.673994968491725
jjas_tp,tp,4,rmse,ecmwf,35,8.347483876037542,7.255032951412823,9.505612851964152
jjas_tp,tp,4,rmse,fuxi,35,9.252952039190054,7.967421158508464,10.585509298073156
jjas_tp,tp,4,rmse,mme,35,8.602603874625904,7.42925007988343,9.849200610110074
jjas_tp,tp,4,rmse,ncep,35,8.959161345496087,7.717676056533902,10.298230014089745
jjas_tp,tp,4,rmse,ukmo,35,9.256458810195536,8.057395522822993,10.517709897224382
jjas_tp,tp,5,rmse,ecmwf,35,8.168270130218112,7.002540754164808,9.347737242931492
jjas_tp,tp,5,rmse,fuxi,35,9.040567139941933,7.669158096957883,10.474079368343872
jjas_tp,tp,5,rmse,mme,35,8.412026572884969,7.178015267196568,9.68928176454387
jjas_tp,tp,5,rmse,ncep,35,8.735804485842921,7.4384708768154155,10.046993272504034
jjas_tp,tp,5,rmse,ukmo,35,8.903336733719726,7.678535127801848,10.16610824236853
jjas_tp,tp,6,rmse,ecmwf,35,7.936048139454105,6.72589541994685,9.183481084130324
jjas_tp,tp,6,rmse,fuxi,35,8.602059536846852,7.189681349698755,10.079700366780747
jjas_tp,tp,6,rmse,mme,35,8.074975886249355,6.8035753303548585,9.417394484266683
jjas_tp,tp,6,rmse,ncep,35,8.232643645800442,6.986687626443036,9.523433803558628
jjas_tp,tp,6,rmse,ukmo,35,8.694939257587237,7.3843208356815095,10.083952797221885
jjas_tp,tp,1,bias,ecmwf,35,0.9736590635733771,0.626061442623483,1.2979715411521444
jjas_tp,tp,1,bias,fuxi,35,-2.285432249369798,-3.2182133532373993,-1.4113576631498053
jjas_tp,tp,1,bias,mme,35,-0.12496862936836163,-0.5404894927743283,0.2566651068109819
jjas_tp,tp,1,bias,ncep,35,-0.10329178861743796,-0.6233840637905657,0.3547757901653953
jjas_tp,tp,1,bias,ukmo,35,0.9151904569404113,0.5566447127033827,1.2485650600002638
jjas_tp,tp,2,bias,ecmwf,35,0.46414546043991955,0.002649731936538998,0.9020648525728912
jjas_tp,tp,2,bias,fuxi,35,-2.80971400948458,-3.8721851288725126,-1.8022673545732166
jjas_tp,tp,2,bias,mme,35,-0.9326420450706355,-1.4527076092874682,-0.45999861939271003
jjas_tp,tp,2,bias,ncep,35,-0.6885240283301342,-1.3322563500596574,-0.07430010755383556
jjas_tp,tp,2,bias,ukmo,35,-0.6964756029077469,-1.1424690060377676,-0.27639653058164865
jjas_tp,tp,3,bias,ecmwf,35,-0.3959415499327887,-1.0086481611267935,0.21914266122932236
jjas_tp,tp,3,bias,fuxi,35,-3.266053222009655,-4.357520515607717,-2.1780148013218485
jjas_tp,tp,3,bias,mme,35,-1.692725604173848,-2.3579900594424585,-1.0334778044217694
jjas_tp,tp,3,bias,ncep,35,-1.3119844417231974,-2.0394600949565422,-0.5878061700654791
jjas_tp,tp,3,bias,ukmo,35,-1.7969232030297488,-2.4429488419075294,-1.144769221937679
jjas_tp,tp,4,bias,ecmwf,35,-0.7023359062845985,-1.4736927636921306,0.08647488192349785
jjas_tp,tp,4,bias,fuxi,35,-3.322535057298021,-4.363236206375662,-2.3057481693193367
jjas_tp,tp,4,bias,mme,35,-2.1532255849768824,-2.899530869514372,-1.394470844526795
jjas_tp,tp,4,bias,ncep,35,-1.9990848732249622,-2.7682358811977963,-1.2471140053625742
jjas_tp,tp,4,bias,ukmo,35,-2.5889465030999483,-3.413421240773601,-1.7546030203792577
jjas_tp,tp,5,bias,ecmwf,35,-0.9044381362994495,-1.5915049704954,-0.17638144697033065
jjas_tp,tp,5,bias,fuxi,35,-3.258230146616511,-4.29063630228841,-2.260320999438142
jjas_tp,tp,5,bias,mme,35,-2.253793016845215,-2.961486661625075,-1.5479023129972185
jjas_tp,tp,5,bias,ncep,35,-1.981333541745028,-2.7875920618690464,-1.1841813118887106
jjas_tp,tp,5,bias,ukmo,35,-2.871170242719869,-3.5411080813348805,-2.1896311335331977
jjas_tp,tp,6,bias,ecmwf,35,-0.8049457156647404,-1.5406333789965536,-0.08382975138051346
jjas_tp,tp,6,bias,fuxi,35,-3.0559895397772556,-4.118380764193535,-2.0666255633393815
jjas_tp,tp,6,bias,mme,35,-2.0389704603430054,-2.815850171209428,-1.300393652370921
jjas_tp,tp,6,bias,ncep,35,-1.5869421228492542,-2.3660093122023262,-0.8459334661727634
jjas_tp,tp,6,bias,ukmo,35,-2.708004463080773,-3.488493120240463,-1.9527831035567125
jjas_tp,tp,1,crpss_clim,ecmwf,35,0.2383529171691162,0.19558719123474538,0.28052736660072136
jjas_tp,tp,1,crpss_clim,fuxi,35,0.15660930961303404,0.08913112380720999,0.2252850738767589
jjas_tp,tp,1,crpss_clim,ncep,35,0.09211006560924788,0.024740958031022914,0.154315230640634
jjas_tp,tp,1,crpss_clim,ukmo,35,0.11525496106111284,0.06244970227752461,0.16750473517789835
jjas_tp,tp,2,crpss_clim,ecmwf,35,0.19852014025353984,0.15293774705109722,0.24143499325432183
jjas_tp,tp,2,crpss_clim,fuxi,35,0.04785527050901508,-0.03297081855935784,0.12403243295714769
jjas_tp,tp,2,crpss_clim,ncep,35,0.031041665680923314,-0.02771848156383464,0.09089516568979285
jjas_tp,tp,2,crpss_clim,ukmo,35,0.0848598007393794,0.02150696932223054,0.1461214868597372
jjas_tp,tp,3,crpss_clim,ecmwf,35,0.18223918405025874,0.15445150784551062,0.2095830736423403
jjas_tp,tp,3,crpss_clim,fuxi,35,0.01838310745770173,-0.05615501177185063,0.08622495521785814
jjas_tp,tp,3,crpss_clim,ncep,35,0.06699244031034628,0.01653454731034076,0.11686857686303254
jjas_tp,tp,3,crpss_clim,ukmo,35,0.01564817687367574,-0.060062643447858804,0.08447936772491053
jjas_tp,tp,4,crpss_clim,ecmwf,35,0.19322894807280191,0.16941103424205825,0.21844645296198864
jjas_tp,tp,4,crpss_clim,fuxi,35,0.050743131473808184,-0.02737214738309519,0.12263562802019351
jjas_tp,tp,4,crpss_clim,ncep,35,0.06589899654327151,0.02418970330115385,0.10656404525482586
jjas_tp,tp,4,crpss_clim,ukmo,35,-0.019024739535418025,-0.08207542519435394,0.03887888757551335
jjas_tp,tp,5,crpss_clim,ecmwf,35,0.19768302293108522,0.17519905267260516,0.22239882287392687
jjas_tp,tp,5,crpss_clim,fuxi,35,0.05951243049337163,-0.018299782840944915,0.1325030808582802
jjas_tp,tp,5,crpss_clim,ncep,35,0.08515494329662328,0.03719816226060219,0.13286616349172986
jjas_tp,tp,5,crpss_clim,ukmo,35,0.014979843655444476,-0.036460456691072105,0.06832760585013334
jjas_tp,tp,6,crpss_clim,ecmwf,35,0.1918340943096165,0.1635215092503705,0.22112466424827812
jjas_tp,tp,6,crpss_clim,fuxi,35,0.08799000728816353,0.022303843274621062,0.15055430529246744
jjas_tp,tp,6,crpss_clim,ncep,35,0.12323435263817788,0.08111447119774323,0.16489035169367078
jjas_tp,tp,6,crpss_clim,ukmo,35,0.007430689453829183,-0.05253067657740831,0.0692357786227671
jjas_tp,tp,1,crps,ecmwf,35,3.838057869692982,3.3907955676818244,4.302141442084905
jjas_tp,tp,1,crps,fuxi,35,4.332244339449586,3.7218180526102813,4.958581011931539
jjas_tp,tp,1,crps,ncep,35,4.569089954265236,4.019204028171671,5.132805427771844
jjas_tp,tp,1,crps,ukmo,35,4.3874775756172575,3.924382893381975,4.86536187236791
jjas_tp,tp,2,crps,ecmwf,35,3.980278298050451,3.537793260339827,4.457197572032859
jjas_tp,tp,2,crps,fuxi,35,4.8605817862335075,4.174444168618444,5.5813163816263796
jjas_tp,tp,2,crps,ncep,35,4.863000978909441,4.264450561011049,5.480666259776139
jjas_tp,tp,2,crps,ukmo,35,4.567710057699134,4.018519003211201,5.126644271959841
jjas_tp,tp,3,crps,ecmwf,35,4.024320549841486,3.548793461296987,4.485295756980909
jjas_tp,tp,3,crps,fuxi,35,4.921869059818873,4.231030626109866,5.638555427071276
jjas_tp,tp,3,crps,ncep,35,4.648961644468507,4.030866090652874,5.280613376392037
jjas_tp,tp,3,crps,ukmo,35,4.783102770349686,4.228835408507389,5.325521320635409
jjas_tp,tp,4,crps,ecmwf,35,4.039058601900125,3.538012675520297,4.55562066206867
jjas_tp,tp,4,crps,fuxi,35,4.77812834145934,4.094758136590481,5.497427143055633
jjas_tp,tp,4,crps,ncep,35,4.680364869079994,4.061051881522987,5.319019713812389
jjas_tp,tp,4,crps,ukmo,35,5.064182895466213,4.404798365157829,5.742435615377114
jjas_tp,tp,5,crps,ecmwf,35,3.9292690445367855,3.396472424104638,4.454639923888689
jjas_tp,tp,5,crps,fuxi,35,4.63735655307447,3.905465445213946,5.376649921574917
jjas_tp,tp,5,crps,ncep,35,4.539724754883402,3.8611466431320056,5.213718625491769
jjas_tp,tp,5,crps,ukmo,35,4.754442955012089,4.1071731797747795,5.383983799341547
jjas_tp,tp,6,crps,ecmwf,35,3.815181096622377,3.226841413739569,4.3994499857850515
jjas_tp,tp,6,crps,fuxi,35,4.351764690195553,3.5965278514640584,5.13362380963293
jjas_tp,tp,6,crps,ncep,35,4.140771747337939,3.4967724258887722,4.779539821703483
jjas_tp,tp,6,crps,ukmo,35,4.628998054455639,3.9018714480792,5.372459349278134
jjas_tp,tp,1,spread_skill_ratio,ecmwf,35,0.425066612407463,0.39311643416281244,0.45883515135380776
jjas_tp,tp,1,spread_skill_ratio,fuxi,35,0.17934563018977215,0.14168565609818787,0.2207681525971135
jjas_tp,tp,1,spread_skill_ratio,ncep,35,0.21944446699645515,0.19696467925891625,0.24272833979870964
jjas_tp,tp,1,spread_skill_ratio,ukmo,35,0.18779248268137322,0.16692179072688001,0.2094556626051976
jjas_tp,tp,2,spread_skill_ratio,ecmwf,35,0.5993048650510667,0.5520585549459422,0.6502823726560676
jjas_tp,tp,2,spread_skill_ratio,fuxi,35,0.22966222525228364,0.19825545864360591,0.26249928513898646
jjas_tp,tp,2,spread_skill_ratio,ncep,35,0.3325923528576173,0.30361305223443014,0.36093020104071005
jjas_tp,tp,2,spread_skill_ratio,ukmo,35,0.2865479425925506,0.2510064456007002,0.3236162866040427
jjas_tp,tp,3,spread_skill_ratio,ecmwf,35,0.6011277610847379,0.5536123852707423,0.6505690104814327
jjas_tp,tp,3,spread_skill_ratio,fuxi,35,0.2804183571488488,0.24341539052298997,0.32452669394572486
jjas_tp,tp,3,spread_skill_ratio,ncep,35,0.44866176955165216,0.3969092218953996,0.50277712586213
jjas_tp,tp,3,spread_skill_ratio,ukmo,35,0.34617946436343594,0.29644854888079525,0.4048570710085909
jjas_tp,tp,4,spread_skill_ratio,ecmwf,35,0.6204358079330342,0.5603006902041328,0.6809104839775691
jjas_tp,tp,4,spread_skill_ratio,fuxi,35,0.34503645539717587,0.30092909630561393,0.3910422644564753
jjas_tp,tp,4,spread_skill_ratio,ncep,35,0.4024083666849105,0.3574068327352104,0.449261996009875
jjas_tp,tp,4,spread_skill_ratio,ukmo,35,0.35552586883304377,0.3071606223103877,0.4075614138289524
jjas_tp,tp,5,spread_skill_ratio,ecmwf,35,0.6253514201008663,0.5601252427100233,0.6924585333821701
jjas_tp,tp,5,spread_skill_ratio,fuxi,35,0.3751877771345025,0.32676180851997816,0.42698106718324996
jjas_tp,tp,5,spread_skill_ratio,ncep,35,0.44803919600824105,0.38837209224912506,0.5121211797866895
jjas_tp,tp,5,spread_skill_ratio,ukmo,35,0.3472279524956446,0.3062582390545649,0.39079147086937843
jjas_tp,tp,6,spread_skill_ratio,ecmwf,35,0.6495289839172734,0.5745545660893638,0.7258334931684391
jjas_tp,tp,6,spread_skill_ratio,fuxi,35,0.3900082592426387,0.3408026075490206,0.4372766521044094
jjas_tp,tp,6,spread_skill_ratio,ncep,35,0.5028185125470414,0.4314346861546641,0.5758464822518358
jjas_tp,tp,6,spread_skill_ratio,ukmo,35,0.38655671935346014,0.3218146717402774,0.45806036046441506
jjas_z500,z500,1,acc,ecmwf,35,0.9144563993329894,0.8936836139957108,0.9341051279170742
jjas_z500,z500,1,acc,fuxi,35,0.675470167170289,0.538736546532333,0.7943204220107528
jjas_z500,z500,1,acc,mme,35,0.8863112593738133,0.8462322408073017,0.9205052170851146
jjas_z500,z500,1,acc,ncep,35,0.7050541315997748,0.6226673022449726,0.7830033993862345
jjas_z500,z500,1,acc,ukmo,35,0.8769496808700223,0.8491382119486337,0.9027488886685857
jjas_z500,z500,2,acc,ecmwf,35,0.642080013559018,0.5405220696203167,0.7357888398367147
jjas_z500,z500,2,acc,fuxi,35,0.3455693097109164,0.18216959478023584,0.5018796053530218
jjas_z500,z500,2,acc,mme,35,0.5619045803956636,0.4585011603167867,0.6596307299916015
jjas_z500,z500,2,acc,ncep,35,0.25847334887903123,0.10404369412022485,0.40685188273621153
jjas_z500,z500,2,acc,ukmo,35,0.5294049529791552,0.4145216943644682,0.632897295844359
jjas_z500,z500,3,acc,ecmwf,35,0.37129973134453126,0.2344749168044367,0.4988781964920759
jjas_z500,z500,3,acc,fuxi,35,0.13192326946215172,-0.03712323912530824,0.2947910906631372
jjas_z500,z500,3,acc,mme,35,0.22799591908730174,0.08209025135618614,0.3697098247344332
jjas_z500,z500,3,acc,ncep,35,0.07893030811466595,-0.07081365296012353,0.22322412760647467
jjas_z500,z500,3,acc,ukmo,35,0.20859596299541933,0.045406169120419025,0.3648939727466972
jjas_z500,z500,4,acc,ecmwf,35,0.35668012534218674,0.23802611022696837,0.47127666367888443
jjas_z500,z500,4,acc,fuxi,35,0.18410601030040305,0.0266674379519661,0.34233687732313184
jjas_z500,z500,4,acc,mme,35,0.22375900977691388,0.09889387608269617,0.3483594098536859
jjas_z500,z500,4,acc,ncep,35,0.002487617892277931,-0.1541594030969222,0.15687957598994223
jjas_z500,z500,4,acc,ukmo,35,0.15688245470944015,0.017133738762527703,0.2956287443177894
jjas_z500,z500,5,acc,ecmwf,35,0.25101489485133827,0.10293804208254898,0.3898074675657519
jjas_z500,z500,5,acc,fuxi,35,0.019334538338056463,-0.12214035466384611,0.15682233467746648
jjas_z500,z500,5,acc,mme,35,0.1701141925433792,0.03491267184210819,0.298798935173998
jjas_z500,z500,5,acc,ncep,35,0.04236887371225122,-0.09597605584258943,0.18151066814662029
jjas_z500,z500,5,acc,ukmo,35,0.1242269645381427,-0.043182394606500855,0.29247361855225307
jjas_z500,z500,6,acc,ecmwf,35,0.29223379401250577,0.1358752053856742,0.43175174423046936
jjas_z500,z500,6,acc,fuxi,35,0.06635731020258351,-0.07057800932836938,0.20247928331753912
jjas_z500,z500,6,acc,mme,35,0.1558152223968719,0.03500627344046895,0.2760688282486711
jjas_z500,z500,6,acc,ncep,35,0.11010425407795983,-0.02916482253387444,0.24944296000213786
jjas_z500,z500,6,acc,ukmo,35,0.08340879313560517,-0.07250601302495749,0.23725920814580032
jjas_z500,z500,1,rmse,ecmwf,35,5.204940568856057,4.63686864466894,5.803165617498672
jjas_z500,z500,1,rmse,fuxi,35,9.09056778408043,7.26307874456576,11.006736570597623
jjas_z500,z500,1,rmse,mme,35,7.54145690186411,6.821992781020634,8.32207551607888
jjas_z500,z500,1,rmse,ncep,35,13.472309872676883,12.038443815041864,14.994963174810264
jjas_z500,z500,1,rmse,ukmo,35,13.595059873716684,12.438372331429727,14.743796573778123
jjas_z500,z500,2,rmse,ecmwf,35,8.920594559648109,7.655640889588542,10.487965112193512
jjas_z500,z500,2,rmse,fuxi,35,24.04844620349254,19.05692768941545,29.189039671699707
jjas_z500,z500,2,rmse,mme,35,10.46137726816655,8.851928463179593,12.425059786651811
jjas_z500,z500,2,rmse,ncep,35,18.10128472656015,15.175780845206427,21.23174050535277
jjas_z500,z500,2,rmse,ukmo,35,16.659146727070947,14.605677948203557,18.912023500675815
jjas_z500,z500,3,rmse,ecmwf,35,10.784417291283036,9.455894014001535,12.26915017080373
jjas_z500,z500,3,rmse,fuxi,35,32.270096214566124,25.329230961533206,39.436989816093735
jjas_z500,z500,3,rmse,mme,35,14.013405610240037,12.075449798996592,16.16064193588395
jjas_z500,z500,3,rmse,ncep,35,22.3814945513814,18.64125338670134,26.61394531907113
jjas_z500,z500,3,rmse,ukmo,35,18.789760920235693,16.542726015701394,21.239774802962852
jjas_z500,z500,4,rmse,ecmwf,35,11.58675027561588,10.132512316500465,13.09555860214812
jjas_z500,z500,4,rmse,fuxi,35,33.9090151479717,26.558369444071253,41.48997865547162
