season,variable,week,metric,model_a,model_b,n_init,diff,ci_lo,ci_hi,p_value,significant_95
jfm,tp,4,acc,ncep,spire,90,-0.052255486686111186,-0.0892517729835262,-0.014572201518215889,0.0104,True
jfm,tp,4,acc,ncep,ukmo,90,-0.011057128035305286,-0.08518873149678857,0.06232022345025967,0.7656,False
jfm,tp,4,acc,spire,ukmo,90,0.0411983586508059,-0.028811379020606456,0.10732558944884325,0.2386,False
jfm,tp,5,acc,ecmwf,fuxi,90,-0.02369029881303214,-0.040267361161331054,-0.0068670199433957906,0.006,True
jfm,tp,5,acc,ecmwf,ncep,90,-0.01803317743016636,-0.04303287851679475,0.0074937620904417255,0.166,False
jfm,tp,5,acc,ecmwf,spire,90,-0.03408277714439567,-0.05687626865081564,-0.011524439128046682,0.003,True
jfm,tp,5,acc,ecmwf,ukmo,90,-0.03122405712121029,-0.09580914035974146,0.03314217920460911,0.3428,False
jfm,tp,5,acc,fuxi,ncep,90,0.005657121382865782,-0.021605949268809873,0.033726747046511206,0.7158,False
jfm,tp,5,acc,fuxi,spire,90,-0.01039247833136353,-0.03609089716677685,0.014070823398922107,0.4102,False
jfm,tp,5,acc,fuxi,ukmo,90,-0.007533758308178151,-0.06983270729835458,0.05453268088032262,0.8258,False
jfm,tp,5,acc,ncep,spire,90,-0.016049599714229312,-0.045311776399083244,0.012199475701690683,0.2726,False
jfm,tp,5,acc,ncep,ukmo,90,-0.013190879691043933,-0.07930683960386369,0.053357773639975146,0.7048,False
jfm,tp,5,acc,spire,ukmo,90,0.0028587200231853793,-0.05877500010974877,0.06493381878187279,0.9178,False
jfm,tp,6,acc,ecmwf,fuxi,90,-0.04249600678772436,-0.06150939845555172,-0.023934045036470588,0.0,True
jfm,tp,6,acc,ecmwf,ncep,90,0.00873066206374673,-0.019100197692781557,0.03728538112946491,0.5422,False
jfm,tp,6,acc,ecmwf,spire,90,-0.0431100469572856,-0.06633548621245938,-0.019971624933526003,0.0004,True
jfm,tp,6,acc,ecmwf,ukmo,90,-0.008509008357143966,-0.07659189541470168,0.05852091229644072,0.8134,False
jfm,tp,6,acc,fuxi,ncep,90,0.05122666885147109,0.017057361184481448,0.08633260336649619,0.003,True
jfm,tp,6,acc,fuxi,spire,90,-0.0006140401695612363,-0.024227568128147615,0.023289522492119446,0.9612,False
jfm,tp,6,acc,fuxi,ukmo,90,0.033986998430580395,-0.035003190799661334,0.10248754298110309,0.3326,False
jfm,tp,6,acc,ncep,spire,90,-0.05184070902103233,-0.0838637668288661,-0.019696839070198004,0.002,True
jfm,tp,6,acc,ncep,ukmo,90,-0.017239670420890696,-0.08845602538933127,0.05256389656263911,0.6282,False
jfm,tp,6,acc,spire,ukmo,90,0.03460103860014163,-0.036238801660709245,0.10527468084039307,0.333,False
