season,variable,week,metric,model_a,model_b,n_init,diff,ci_lo,ci_hi,p_value,significant_95
jfm,z500,4,rmse,delysm,ecmwf,90,6.651854182864547,4.505691648155158,8.833298090540723,0.0,True
jfm,z500,4,rmse,delysm,fuxi,90,-4.373441835621364,-7.9790932098881076,-0.7923441437089591,0.0194,True
jfm,z500,4,rmse,delysm,ncep,90,-2.7371061132745496,-6.494808442226375,1.0762192722084742,0.158,False
jfm,z500,4,rmse,delysm,spire,90,8.423470210725558,5.465837136672596,11.389521615696738,0.0,True
jfm,z500,4,rmse,delysm,ukmo,90,6.076835114391795,3.613205775624141,8.56958070035126,0.0,True
jfm,z500,4,rmse,ecmwf,fuxi,90,-11.02529601848591,-13.78378616458991,-8.265515296899489,0.0,True
jfm,z500,4,rmse,ecmwf,ncep,90,-9.388960296139096,-12.191481757128852,-6.561361438755659,0.0,True
jfm,z500,4,rmse,ecmwf,spire,90,1.7716160278610111,-1.2236299840344784,4.609249726058265,0.2396,False
jfm,z500,4,rmse,ecmwf,ukmo,90,-0.5750190684727521,-2.6939019227743124,1.4450234064591954,0.5784,False
jfm,z500,4,rmse,fuxi,ncep,90,1.6363357223468142,-1.7663715421515886,5.078216820306037,0.3622,False
jfm,z500,4,rmse,fuxi,spire,90,12.796912046346922,8.039770884084163,17.36424949965748,0.0,True
jfm,z500,4,rmse,fuxi,ukmo,90,10.450276950013158,7.078821789270233,13.699948381637347,0.0,True
jfm,z500,4,rmse,ncep,spire,90,11.160576324000107,6.165376017082597,15.929393287556731,0.0,True
jfm,z500,4,rmse,ncep,ukmo,90,8.813941227666344,5.43663878167223,12.12678422669049,0.0,True
jfm,z500,4,rmse,spire,ukmo,90,-2.346635096333763,-5.311203228703919,0.703644310305336,0.127,False
jfm,z500,5,rmse,delysm,ecmwf,90,2.783118408764018,1.1745030098205729,4.372609927594238,0.0006,True
jfm,z500,5,rmse,delysm,fuxi,90,-2.0459731650359494,-4.210446325569977,0.12037987982519248,0.061,False
jfm,z500,5,rmse,delysm,ncep,90,-4.588081114138827,-7.7355449521700415,-1.545166575821941,0.0016,True
jfm,z500,5,rmse,delysm,spire,90,4.50958747089976,1.602593328118299,7.467352395002974,0.0028,True
jfm,z500,5,rmse,delysm,ukmo,90,1.8189700037426917,-0.6290117931432173,4.196583059892434,0.1514,False
jfm,z500,5,rmse,ecmwf,fuxi,90,-4.829091573799968,-7.210675299141834,-2.459215418641786,0.0002,True
jfm,z500,5,rmse,ecmwf,ncep,90,-7.371199522902845,-10.31303127781559,-4.43470426314496,0.0,True
jfm,z500,5,rmse,ecmwf,spire,90,1.7264690621357417,-0.7580974696705283,4.294092632620954,0.1736,False
jfm,z500,5,rmse,ecmwf,ukmo,90,-0.9641484050213265,-2.9402208645197754,1.009163033755819,0.3302,False
jfm,z500,5,rmse,fuxi,ncep,90,-2.5421079491028777,-5.557023735622893,0.37471281811436796,0.0878,False
jfm,z500,5,rmse,fuxi,spire,90,6.555560635935709,2.5197938218130225,10.641407650377904,0.0022,True
jfm,z500,5,rmse,fuxi,ukmo,90,3.864943168778641,0.858957403278786,6.793496183052919,0.0112,True
jfm,z500,5,rmse,ncep,spire,90,9.097668585038587,4.6715118443882035,13.477620360854134,0.0,True
jfm,z500,5,rmse,ncep,ukmo,90,6.407051117881519,3.1573769184676554,9.704194747419894,0.0002,True
jfm,z500,5,rmse,spire,ukmo,90,-2.690617467157068,-5.5371698659740005,0.027566759155489142,0.053,False
jfm,z500,6,rmse,delysm,ecmwf,90,1.7746168965683893,0.48725727324968837,3.0393896816896855,0.0076,True
jfm,z500,6,rmse,delysm,fuxi,90,0.7027803429248607,-1.289429080547313,2.6881096669807514,0.479,False
jfm,z500,6,rmse,delysm,ncep,90,-4.429426317182418,-7.627436520413241,-1.2195282225398514,0.0044,True
jfm,z500,6,rmse,delysm,spire,90,3.493362236782275,1.127573337638128,5.853468906517375,0.0024,True
jfm,z500,6,rmse,delysm,ukmo,90,0.884716904102028,-1.416680672488904,3.2265315147453664,0.4638,False
jfm,z500,6,rmse,ecmwf,fuxi,90,-1.0718365536435286,-3.2423710562319266,1.189248027649212,0.3548,False
jfm,z500,6,rmse,ecmwf,ncep,90,-6.204043213750808,-9.422900099952203,-2.9811228567221093,0.0,True
jfm,z500,6,rmse,ecmwf,spire,90,1.7187453402138857,-0.1842309677447442,3.7754353269123713,0.0822,False
jfm,z500,6,rmse,ecmwf,ukmo,90,-0.8898999924663613,-2.8427917651819268,1.1115746246843197,0.375,False
jfm,z500,6,rmse,fuxi,ncep,90,-5.132206660107279,-8.261053895518879,-1.9901759868655142,0.0018,True
jfm,z500,6,rmse,fuxi,spire,90,2.7905818938574143,-0.36069211708004556,5.987618399161522,0.083,False
jfm,z500,6,rmse,fuxi,ukmo,90,0.18193656117716728,-3.2061493259461273,3.410252560844391,0.9106,False
jfm,z500,6,rmse,ncep,spire,90,7.922788553964693,3.8031468352487967,12.135157211916217,0.0,True
jfm,z500,6,rmse,ncep,ukmo,90,5.314143221284446,1.3822471012017945,9.265560562494683,0.0072,True
jfm,z500,6,rmse,spire,ukmo,90,-2.608645332680247,-5.049133935202184,-0.2708222667830849,0.0272,True
jfm,z500,1,bias,delysm,ecmwf,90,4.967592236489271,3.766268222654146,6.185834942250374,0.0,True
jfm,z500,1,bias,delysm,fuxi,90,10.924033012243601,9.618999944591003,12.237182145217911,0.0,True
jfm,z500,1,bias,delysm,ncep,90,23.653280108356665,22.259418836383347,25.03657112454701,0.0,True
jfm,z500,1,bias,delysm,spire,90,-2.5632855909625345,-3.45777280983909,-1.6619167938676351,0.0,True
jfm,z500,1,bias,delysm,ukmo,90,9.099192631108254,7.988131425865052,10.251560667602012,0.0,True
jfm,z500,1,bias,ecmwf,fuxi,90,5.956440775754332,4.9153420540643395,7.041897463800075,0.0,True
jfm,z500,1,bias,ecmwf,ncep,90,18.685687871867394,16.96424674629369,20.441398127006615,0.0,True
jfm,z500,1,bias,ecmwf,spire,90,-7.530877827451805,-8.674676004500338,-6.38815584723696,0.0,True
jfm,z500,1,bias,ecmwf,ukmo,90,4.131600394618984,3.1257695469111884,5.117994216753048,0.0,True
jfm,z500,1,bias,fuxi,ncep,90,12.729247096113063,10.815047525439851,14.672715918115077,0.0,True
jfm,z500,1,bias,fuxi,spire,90,-13.487318603206136,-14.540712030914653,-12.394093040628146,0.0,True
jfm,z500,1,bias,fuxi,ukmo,90,-1.8248403811353477,-3.1310515624348265,-0.5384325365508831,0.0044,True
jfm,z500,1,bias,ncep,spire,90,-26.216565699319197,-27.81737357450071,-24.61653373039648,0.0,True
jfm,z500,1,bias,ncep,ukmo,90,-14.55408747724841,-16.02858229442643,-13.150303757743002,0.0,True
jfm,z500,1,bias,spire,ukmo,90,11.662478222070789,10.542863102385247,12.795588087705557,0.0,True
jfm,z500,2,bias,delysm,ecmwf,90,5.781703292841464,3.316118046207803,8.237270007315205,0.0,True
jfm,z500,2,bias,delysm,fuxi,90,18.34791192312573,15.248943995601902,21.47054805981646,0.0,True
jfm,z500,2,bias,delysm,ncep,90,29.896686862364188,26.588592131059233,33.19865625580291,0.0,True
jfm,z500,2,bias,delysm,spire,90,-5.137213268741001,-7.661225618456738,-2.569611000587265,0.0002,True
jfm,z500,2,bias,delysm,ukmo,90,8.512819338827242,5.598501039287914,11.245301289057757,0.0,True
jfm,z500,2,bias,ecmwf,fuxi,90,12.566208630284263,9.386396048560119,15.71215581128161,0.0,True
jfm,z500,2,bias,ecmwf,ncep,90,24.114983569522725,21.686261024477393,26.56671809678154,0.0,True
jfm,z500,2,bias,ecmwf,spire,90,-10.918916561582465,-13.080416563572781,-8.807338272916034,0.0,True
jfm,z500,2,bias,ecmwf,ukmo,90,2.731116045985777,0.6905322563350363,4.751645581219851,0.008,True
jfm,z500,2,bias,fuxi,ncep,90,11.548774939238461,7.352834091040858,15.884095462937161,0.0,True
jfm,z500,2,bias,fuxi,spire,90,-23.48512519186673,-26.345740089246846,-20.64109638163392,0.0,True
jfm,z500,2,bias,fuxi,ukmo,90,-9.835092584298486,-12.987574823486757,-6.605585765738337,0.0,True
jfm,z500,2,bias,ncep,spire,90,-35.03390013110519,-38.14108354954113,-32.15756705059352,0.0,True
jfm,z500,2,bias,ncep,ukmo,90,-21.38386752353695,-24.20771559795534,-18.642608966193986,0.0,True
jfm,z500,2,bias,spire,ukmo,90,13.650032607568242,10.971199550592962,16.257414845836227,0.0,True
jfm,z500,3,bias,delysm,ecmwf,90,5.590428290246276,2.843222508585223,8.225652736700878,0.0,True
jfm,z500,3,bias,delysm,fuxi,90,22.182052639164983,18.608286782878054,25.84017429622572,0.0,True
jfm,z500,3,bias,delysm,ncep,90,27.839481468709828,24.156989330253833,31.526710131764723,0.0,True
jfm,z500,3,bias,delysm,spire,90,-7.947979479897385,-10.754685844523951,-5.16675476797292,0.0,True
jfm,z500,3,bias,delysm,ukmo,90,8.0422464485696,3.9977016183179037,11.9019364045238,0.0002,True
jfm,z500,3,bias,ecmwf,fuxi,90,16.591624348918707,13.392032429850806,19.835004703613844,0.0,True
jfm,z500,3,bias,ecmwf,ncep,90,22.24905317846355,19.91074323732091,24.614298670193467,0.0,True
jfm,z500,3,bias,ecmwf,spire,90,-13.53840777014366,-15.368168331293859,-11.681850281518567,0.0,True
jfm,z500,3,bias,ecmwf,ukmo,90,2.4518181583233236,-0.3769739043701282,5.163671200016385,0.09,False
jfm,z500,3,bias,fuxi,ncep,90,5.657428829544845,1.2341883277424168,10.153166125095654,0.0116,True
jfm,z500,3,bias,fuxi,spire,90,-30.130032119062367,-33.172493606648075,-27.1230664734331,0.0,True
jfm,z500,3,bias,fuxi,ukmo,90,-14.139806190595383,-18.599225974367048,-9.858345730111491,0.0,True
jfm,z500,3,bias,ncep,spire,90,-35.78746094860721,-39.10390283875959,-32.50273737439762,0.0,True
jfm,z500,3,bias,ncep,ukmo,90,-19.797235020140228,-23.51803692940205,-16.25407422856533,0.0,True
jfm,z500,3,bias,spire,ukmo,90,15.990225928466984,12.225967768216282,19.589316704074243,0.0,True
jfm,z500,4,bias,delysm,ecmwf,90,5.002947550264807,2.545334530621019,7.456875062581725,0.0,True
jfm,z500,4,bias,delysm,fuxi,90,19.1658817384983,16.127831951287607,22.128855894024415,0.0,True
jfm,z500,4,bias,delysm,ncep,90,25.34758311995135,21.935816775322913,28.60552327008817,0.0,True
jfm,z500,4,bias,delysm,spire,90,-10.135792625291554,-13.01873429570971,-7.287213999848323,0.0,True
jfm,z500,4,bias,delysm,ukmo,90,3.3461715742498317,-0.16282466605368082,6.8397735922636045,0.0604,False
jfm,z500,4,bias,ecmwf,fuxi,90,14.162934188233493,11.979648782905329,16.406524398012685,0.0,True
jfm,z500,4,bias,ecmwf,ncep,90,20.34463556968654,17.764990622702047,22.78454617451216,0.0,True
jfm,z500,4,bias,ecmwf,spire,90,-15.13874017555636,-16.710688761942386,-13.577130089262774,0.0,True
jfm,z500,4,bias,ecmwf,ukmo,90,-1.6567759760149752,-4.103939506390747,0.8325538381820969,0.1976,False
jfm,z500,4,bias,fuxi,ncep,90,6.181701381453049,2.7146706213711567,9.543690156008873,0.0008,True
jfm,z500,4,bias,fuxi,spire,90,-29.301674363789854,-31.964163860118443,-26.71226964141627,0.0,True
jfm,z500,4,bias,fuxi,ukmo,90,-15.819710164248468,-18.96143995031935,-12.57079529042753,0.0,True
jfm,z500,4,bias,ncep,spire,90,-35.4833757452429,-38.1674131274901,-32.759292869566124,0.0,True
jfm,z500,4,bias,ncep,ukmo,90,-22.001411545701515,-24.884656147131327,-19.003533106022378,0.0,True
jfm,z500,4,bias,spire,ukmo,90,13.481964199541387,10.668907747530477,16.372630505395367,0.0,True
jfm,z500,5,bias,delysm,ecmwf,90,1.249202462854539,-0.6216425034040564,3.0304580739756113,0.1998,False
jfm,z500,5,bias,delysm,fuxi,90,11.462266605665247,9.25628464061774,13.562996788399632,0.0,True
jfm,z500,5,bias,delysm,ncep,90,22.97726645203332,20.29444290931296,25.55273271569806,0.0,True
jfm,z500,5,bias,delysm,spire,90,-11.818600247041982,-14.18981071934406,-9.542648691213003,0.0,True
jfm,z500,5,bias,delysm,ukmo,90,0.005681877364278165,-2.6486521564721963,2.652505904485905,1.0,False
jfm,z500,5,bias,ecmwf,fuxi,90,10.213064142810708,8.071510601457634,12.368179165674144,0.0,True
jfm,z500,5,bias,ecmwf,ncep,90,21.72806398917878,19.44174000855329,23.909376520332597,0.0,True
jfm,z500,5,bias,ecmwf,spire,90,-13.067802709896522,-14.723687009341235,-11.370250542546867,0.0,True
jfm,z500,5,bias,ecmwf,ukmo,90,-1.243520585490261,-3.56907788350018,1.097636550631539,0.2932,False
jfm,z500,5,bias,fuxi,ncep,90,11.51499984636807,8.688728286743249,14.219290799302591,0.0,True
jfm,z500,5,bias,fuxi,spire,90,-23.28086685270723,-26.00360796168445,-20.522378353285667,0.0,True
jfm,z500,5,bias,fuxi,ukmo,90,-11.45658472830097,-14.319326031866423,-8.630582678933916,0.0,True
jfm,z500,5,bias,ncep,spire,90,-34.7958666990753,-36.55034046371484,-33.100367512230584,0.0,True
jfm,z500,5,bias,ncep,ukmo,90,-22.971584574669038,-26.040216553371973,-19.910374719684786,0.0,True
jfm,z500,5,bias,spire,ukmo,90,11.82428212440626,8.95965889365602,14.656672205830526,0.0,True
jfm,z500,6,bias,delysm,ecmwf,90,0.4565726781652468,-0.8358128351184517,1.7308050022226884,0.4722,False
jfm,z500,6,bias,delysm,fuxi,90,6.9493370655997975,4.724323715041023,9.12000628081397,0.0,True
jfm,z500,6,bias,delysm,ncep,90,25.176144063679505,23.067420588284033,27.349623717896947,0.0,True
jfm,z500,6,bias,delysm,spire,90,-9.396230977537984,-11.263758977863946,-7.460684284984885,0.0,True
jfm,z500,6,bias,delysm,ukmo,90,-3.04240705858675,-5.275018606596847,-0.7367187806999642,0.0128,True
jfm,z500,6,bias,ecmwf,fuxi,90,6.49276438743455,4.331589936143085,8.571522054280077,0.0,True
jfm,z500,6,bias,ecmwf,ncep,90,24.71957138551426,22.672649101484083,26.75356748119426,0.0,True
jfm,z500,6,bias,ecmwf,spire,90,-9.85280365570323,-11.36484904748651,-8.347946052226657,0.0,True
jfm,z500,6,bias,ecmwf,ukmo,90,-3.4989797367519966,-5.653305879138855,-1.3031436953578717,0.0028,True
jfm,z500,6,bias,fuxi,ncep,90,18.22680699807971,15.737027753706572,20.78759533815194,0.0,True
jfm,z500,6,bias,fuxi,spire,90,-16.34556804313778,-18.860777768145017,-13.740430022039112,0.0,True
jfm,z500,6,bias,fuxi,ukmo,90,-9.991744124186548,-13.002445538349354,-6.853302570918221,0.0,True
jfm,z500,6,bias,ncep,spire,90,-34.57237504121749,-36.04234157620147,-33.138541277551596,0.0,True
jfm,z500,6,bias,ncep,ukmo,90,-28.218551122266256,-31.089079837806874,-25.32168068967327,0.0,True
jfm,z500,6,bias,spire,ukmo,90,6.353823918951234,3.635358469206492,9.04762014469421,0.0,True
jfm,z500,1,crpss_clim,delysm,ecmwf,90,-0.2739654814980401,-0.3312879691045498,-0.22114376612445252,0.0,True
jfm,z500,1,crpss_clim,delysm,fuxi,90,-0.13760067215262428,-0.2044964063360821,-0.07338730463131149,0.0,True
jfm,z500,1,crpss_clim,delysm,ncep,90,0.2765817902927154,0.16285896201547365,0.39134005545990647,0.0,True
jfm,z500,1,crpss_clim,delysm,spire,90,-0.04393574754595231,-0.08103399666750331,-0.007119192214902906,0.0186,True
jfm,z500,1,crpss_clim,delysm,ukmo,90,-0.2137297957815003,-0.28003890690417815,-0.15165257475494143,0.0,True
jfm,z500,1,crpss_clim,ecmwf,fuxi,90,0.13636480934541584,0.10190300838592303,0.17199538796878583,0.0,True
jfm,z500,1,crpss_clim,ecmwf,ncep,90,0.5505472717907556,0.47203471052612156,0.6321742533417752,0.0,True
jfm,z500,1,crpss_clim,ecmwf,spire,90,0.2300297339520878,0.19164111274010803,0.2708866228151904,0.0,True
jfm,z500,1,crpss_clim,ecmwf,ukmo,90,0.06023568571653981,0.03281863063376451,0.08737854217973152,0.0,True
jfm,z500,1,crpss_clim,fuxi,ncep,90,0.4141824624453397,0.3428592831782965,0.4870081324761973,0.0,True
jfm,z500,1,crpss_clim,fuxi,spire,90,0.09366492460667197,0.04234369727352026,0.1472321790523166,0.0002,True
jfm,z500,1,crpss_clim,fuxi,ukmo,90,-0.07612912362887603,-0.11406968663587062,-0.03930162957643169,0.0,True
jfm,z500,1,crpss_clim,ncep,spire,90,-0.3205175378386677,-0.41444241725137365,-0.22757185296702376,0.0,True
jfm,z500,1,crpss_clim,ncep,ukmo,90,-0.4903115860742157,-0.566385419148606,-0.4170892518264542,0.0,True
jfm,z500,1,crpss_clim,spire,ukmo,90,-0.169794048235548,-0.2195325161892823,-0.12312062177760982,0.0,True
jfm,z500,2,crpss_clim,delysm,ecmwf,90,-0.2918084531892714,-0.3702166904825413,-0.2177039308653916,0.0,True
jfm,z500,2,crpss_clim,delysm,fuxi,90,0.20634973659733874,0.04622299864352711,0.38860621729732114,0.0086,True
jfm,z500,2,crpss_clim,delysm,ncep,90,0.4420456877331239,0.29461712338736595,0.5913176579126952,0.0,True
jfm,z500,2,crpss_clim,delysm,spire,90,-0.12080605856697252,-0.19197366379261158,-0.04775569390014896,0.0008,True
jfm,z500,2,crpss_clim,delysm,ukmo,90,-0.03291231240673531,-0.12857481494795903,0.06426500813292049,0.5234,False
jfm,z500,2,crpss_clim,ecmwf,fuxi,90,0.49815818978661014,0.35525080989585356,0.664738683473979,0.0,True
jfm,z500,2,crpss_clim,ecmwf,ncep,90,0.7338541409223953,0.6175153114148975,0.8513275067937423,0.0,True
jfm,z500,2,crpss_clim,ecmwf,spire,90,0.17100239462229888,0.10555831735912945,0.24296459689017186,0.0,True
jfm,z500,2,crpss_clim,ecmwf,ukmo,90,0.2588961407825361,0.19586490806534312,0.3293936105232512,0.0,True
jfm,z500,2,crpss_clim,fuxi,ncep,90,0.23569595113578515,0.05958595710475992,0.39224291800321764,0.0094,True
jfm,z500,2,crpss_clim,fuxi,spire,90,-0.32715579516431126,-0.4983459415879011,-0.17398904077505328,0.0,True
jfm,z500,2,crpss_clim,fuxi,ukmo,90,-0.23926204900407405,-0.3791366851215836,-0.10982162302502393,0.0,True
jfm,z500,2,crpss_clim,ncep,spire,90,-0.5628517463000964,-0.7142767918485511,-0.41004934822757527,0.0,True
jfm,z500,2,crpss_clim,ncep,ukmo,90,-0.4749580001398592,-0.6030060341360003,-0.348285093069907,0.0,True
jfm,z500,2,crpss_clim,spire,ukmo,90,0.08789374616023721,0.011957621780589813,0.1652577191148808,0.025,True
jfm,z500,3,crpss_clim,delysm,ecmwf,90,-0.2746201684269331,-0.3465235932821224,-0.2058508482386055,0.0,True
jfm,z500,3,crpss_clim,delysm,fuxi,90,0.3315457873320765,0.16169097821156594,0.5077817507311266,0.0002,True
jfm,z500,3,crpss_clim,delysm,ncep,90,0.32489766242842094,0.16661004242089622,0.48632422463778185,0.0,True
jfm,z500,3,crpss_clim,delysm,spire,90,-0.18920251979496439,-0.2544285517061304,-0.126956233361156,0.0,True
jfm,z500,3,crpss_clim,delysm,ukmo,90,-0.015304374758257772,-0.13613146456864822,0.1116187833784673,0.8044,False
jfm,z500,3,crpss_clim,ecmwf,fuxi,90,0.6061659557590097,0.4495308265622914,0.771787715858285,0.0,True
jfm,z500,3,crpss_clim,ecmwf,ncep,90,0.599517830855354,0.4732554943567442,0.7283960518632338,0.0,True
jfm,z500,3,crpss_clim,ecmwf,spire,90,0.08541764863196871,0.023087460937567465,0.148412214514027,0.0084,True
jfm,z500,3,crpss_clim,ecmwf,ukmo,90,0.2593157936686753,0.1643803982422792,0.36187606487953916,0.0,True
jfm,z500,3,crpss_clim,fuxi,ncep,90,-0.0066481249036556,-0.18507360743533402,0.164270869614227,0.9466,False
jfm,z500,3,crpss_clim,fuxi,spire,90,-0.5207483071270409,-0.7014877286947957,-0.3468819846711208,0.0,True
jfm,z500,3,crpss_clim,fuxi,ukmo,90,-0.3468501620903343,-0.5371527972584911,-0.1672682343333417,0.0002,True
jfm,z500,3,crpss_clim,ncep,spire,90,-0.5141001822233853,-0.6838823117658639,-0.346759233637493,0.0,True
jfm,z500,3,crpss_clim,ncep,ukmo,90,-0.34020203718667874,-0.5086291411296568,-0.1776293700451555,0.0,True
jfm,z500,3,crpss_clim,spire,ukmo,90,0.17389814503670661,0.05098886567759245,0.30298386109017283,0.0036,True
jfm,z500,4,crpss_clim,delysm,ecmwf,90,-0.25410671960631537,-0.3329367213041348,-0.17614243366897225,0.0,True
jfm,z500,4,crpss_clim,delysm,fuxi,90,0.20386627276275132,0.06825430102975873,0.34122512488931245,0.0026,True
jfm,z500,4,crpss_clim,delysm,ncep,90,0.27543536741786845,0.10287714984694211,0.4577263376311514,0.0018,True
jfm,z500,4,crpss_clim,delysm,spire,90,-0.2536498903529198,-0.3424554430218982,-0.16942884782097084,0.0,True
jfm,z500,4,crpss_clim,delysm,ukmo,90,-0.12906050574620767,-0.21783978098257767,-0.039628362282279145,0.0058,True
jfm,z500,4,crpss_clim,ecmwf,fuxi,90,0.4579729923690667,0.3482400694738741,0.5680161683540274,0.0,True
jfm,z500,4,crpss_clim,ecmwf,ncep,90,0.5295420870241838,0.40088211118143324,0.6673588923747028,0.0,True
jfm,z500,4,crpss_clim,ecmwf,spire,90,0.00045682925339557423,-0.07294265426148548,0.07468773908199314,0.996,False
jfm,z500,4,crpss_clim,ecmwf,ukmo,90,0.1250462138601077,0.06097352234684031,0.1891358646712113,0.0002,True
jfm,z500,4,crpss_clim,fuxi,ncep,90,0.07156909465511713,-0.0875471977171752,0.23984183836297365,0.3894,False
jfm,z500,4,crpss_clim,fuxi,spire,90,-0.4575161631156711,-0.6038840549159603,-0.3135879742652826,0.0,True
jfm,z500,4,crpss_clim,fuxi,ukmo,90,-0.332926778508959,-0.4482464700700377,-0.21841231444820758,0.0,True
jfm,z500,4,crpss_clim,ncep,spire,90,-0.5290852577707883,-0.6966133262680217,-0.3598607388622586,0.0,True
jfm,z500,4,crpss_clim,ncep,ukmo,90,-0.4044958731640761,-0.5561310207635578,-0.26411322788690655,0.0,True
jfm,z500,4,crpss_clim,spire,ukmo,90,0.12458938460671212,0.038117084761547196,0.2136675425201557,0.0042,True
jfm,z500,5,crpss_clim,delysm,ecmwf,90,-0.12680615317971353,-0.17770647703032388,-0.07470513089976857,0.0,True
jfm,z500,5,crpss_clim,delysm,fuxi,90,0.07681146595479542,0.008849238043965512,0.14962333029843009,0.0284,True
jfm,z500,5,crpss_clim,delysm,ncep,90,0.4014634880973885,0.23134252682583095,0.5883228393494445,0.0,True
jfm,z500,5,crpss_clim,delysm,spire,90,-0.1230137743251078,-0.1895730794540638,-0.05703857996726843,0.0,True
jfm,z500,5,crpss_clim,delysm,ukmo,90,0.031150418870418167,-0.051804561491874866,0.12473415614884487,0.4932,False
jfm,z500,5,crpss_clim,ecmwf,fuxi,90,0.20361761913450893,0.12976168742449393,0.28084903449824317,0.0,True
jfm,z500,5,crpss_clim,ecmwf,ncep,90,0.5282696412771021,0.3668481590420066,0.7030263091905915,0.0,True
jfm,z500,5,crpss_clim,ecmwf,spire,90,0.0037923788546057324,-0.05925390766406361,0.06949661887140224,0.906,False
jfm,z500,5,crpss_clim,ecmwf,ukmo,90,0.1579565720501317,0.09012718647000173,0.23288789907467247,0.0,True
jfm,z500,5,crpss_clim,fuxi,ncep,90,0.3246520221425931,0.15853847560403173,0.5033611355754759,0.0002,True
jfm,z500,5,crpss_clim,fuxi,spire,90,-0.19982524027990323,-0.30498008143032435,-0.09297365558433886,0.0002,True
jfm,z500,5,crpss_clim,fuxi,ukmo,90,-0.04566104708437725,-0.14652646174528136,0.058487735862681585,0.3896,False
jfm,z500,5,crpss_clim,ncep,spire,90,-0.5244772624224963,-0.7140445905340544,-0.34157239731514055,0.0,True
jfm,z500,5,crpss_clim,ncep,ukmo,90,-0.3703130692269704,-0.5355113597797408,-0.21322612871182564,0.0,True
jfm,z500,5,crpss_clim,spire,ukmo,90,0.15416419319552596,0.0693712633482306,0.24696515056430046,0.0,True
jfm,z500,6,crpss_clim,delysm,ecmwf,90,-0.10919805293611766,-0.15430570346835495,-0.06279635372305438,0.0,True
jfm,z500,6,crpss_clim,delysm,fuxi,90,-0.02703486246499072,-0.09904825996654684,0.04662799959473476,0.4622,False
jfm,z500,6,crpss_clim,delysm,ncep,90,0.4038189040325108,0.218835896660343,0.6026823466602266,0.0,True
jfm,z500,6,crpss_clim,delysm,spire,90,-0.1291839638938515,-0.19175755045263093,-0.06888603222820511,0.0,True
jfm,z500,6,crpss_clim,delysm,ukmo,90,0.03983311999230443,-0.030661235145943398,0.10977277382899515,0.2692,False
jfm,z500,6,crpss_clim,ecmwf,fuxi,90,0.08216319047112694,0.014412965697743883,0.1507144752658901,0.0178,True
jfm,z500,6,crpss_clim,ecmwf,ncep,90,0.5130169569686285,0.3261320003427024,0.7165181601127399,0.0,True
jfm,z500,6,crpss_clim,ecmwf,spire,90,-0.01998591095773386,-0.07179737616559025,0.02841911597547362,0.4288,False
jfm,z500,6,crpss_clim,ecmwf,ukmo,90,0.1490311729284221,0.08739362322345054,0.21048496355431118,0.0,True
jfm,z500,6,crpss_clim,fuxi,ncep,90,0.4308537664975015,0.2526769666048916,0.6246229206589129,0.0,True
jfm,z500,6,crpss_clim,fuxi,spire,90,-0.1021491014288608,-0.18667382077450928,-0.018736314188584735,0.0142,True
jfm,z500,6,crpss_clim,fuxi,ukmo,90,0.06686798245729515,-0.037483435510433157,0.17140576129283203,0.2052,False
jfm,z500,6,crpss_clim,ncep,spire,90,-0.5330028679263623,-0.740315088006079,-0.338348490928427,0.0,True
jfm,z500,6,crpss_clim,ncep,ukmo,90,-0.3639857840402064,-0.5784173426758471,-0.1626797165339832,0.0,True
jfm,z500,6,crpss_clim,spire,ukmo,90,0.16901708388615594,0.0993185362551662,0.24370422105420117,0.0,True
jfm,z500,1,crps,delysm,ecmwf,90,5.654775079313353,4.701714712342435,6.632061971499522,0.0,True
jfm,z500,1,crps,delysm,fuxi,90,3.0979221302632274,1.934505235476139,4.280545885749959,0.0,True
jfm,z500,1,crps,delysm,ncep,90,-5.6069279398016025,-7.702768478660382,-3.528154539072528,0.0,True
jfm,z500,1,crps,delysm,spire,90,0.8861635631062352,0.19904165613834246,1.5872596484404649,0.0124,True
jfm,z500,1,crps,delysm,ukmo,90,4.188151830528311,3.0805309631134548,5.320301284185238,0.0,True
jfm,z500,1,crps,ecmwf,fuxi,90,-2.556852949050126,-3.11019229931562,-2.0011268484375884,0.0,True
jfm,z500,1,crps,ecmwf,ncep,90,-11.261703019114956,-12.811636200316135,-9.752774813850687,0.0,True
jfm,z500,1,crps,ecmwf,spire,90,-4.768611516207118,-5.483142898573261,-4.078330891240641,0.0,True
jfm,z500,1,crps,ecmwf,ukmo,90,-1.4666232487850421,-2.0123708637904945,-0.9277855887475225,0.0,True
jfm,z500,1,crps,fuxi,ncep,90,-8.704850070064829,-10.10895861053309,-7.346465335114722,0.0,True
jfm,z500,1,crps,fuxi,spire,90,-2.211758567156992,-3.144195900367999,-1.2779940575270596,0.0,True
jfm,z500,1,crps,fuxi,ukmo,90,1.090229700265084,0.47440529782781304,1.7079595348291252,0.0002,True
jfm,z500,1,crps,ncep,spire,90,6.493091502907838,4.760407387082891,8.295059806478026,0.0,True
jfm,z500,1,crps,ncep,ukmo,90,9.795079770329913,8.456925260098638,11.134155375865168,0.0,True
jfm,z500,1,crps,spire,ukmo,90,3.301988267422076,2.468900149124555,4.135773044355529,0.0,True
jfm,z500,2,crps,delysm,ecmwf,90,5.416135880230188,3.848823821106179,6.9989609695626305,0.0,True
