season,variable,model,region,init_date,scale,lead,week,clim_basis,pcc,rmse,bias,msss_clim,msss_pers,fcst_std,obs_std,fcst_mean,obs_mean,std_ratio
JFM2026,TP,ECMWF,All India,2026-01-01,daily,4,Week 1,era5,0.9498815322350568,0.2701172047458735,0.08793577636743669,0.9265882925241633,0.6632699033374008,0.76496705798936,0.816318504523578,0.14027942145066413,0.052343645083227405,0.9370938595050129
JFM2026,TP,ECMWF,All India,2026-01-08,daily,4,Week 1,era5,0.7576613872004541,2.0391122325085953,0.7200872855297517,-1.1095995543967603,-4.5893211057197485,2.704051207412259,1.3242154110826931,0.9170048717438085,0.1969175862140569,2.042002520723873
JFM2026,TP,ECMWF,All India,2026-01-15,daily,4,Week 1,era5,0.8107268646781494,0.6876790077397209,-0.0759021780454615,0.6999981358186635,0.7453705981153287,1.0482125200710979,1.1507720357698434,0.14901335042012068,0.22491552846558208,0.9108776434334057
JFM2026,TP,ECMWF,All India,2026-01-22,daily,4,Week 1,era5,0.26765482371327154,1.823250472383104,-0.18979815817668128,-0.663952401891613,-0.5989676275586466,1.5890104830666463,1.396980183369963,0.3887629472222831,0.5785611053989645,1.1374610048035503
JFM2026,TP,ECMWF,All India,2026-01-29,daily,4,Week 1,era5,0.47108492723526874,1.5380239477638662,0.48976233518845064,-0.005050863796532967,0.7851535755048137,1.4382333738111872,1.3959883228439893,0.72309482836715,0.23333249317869958,1.0302617509587284
JFM2026,TP,ECMWF,All India,2026-02-05,daily,4,Week 1,era5,0.9319970502044979,0.5454281149318546,-0.03497084212130804,0.8998266105535087,0.23011334725000143,1.398972453092308,1.5016739774124184,0.07159306352959452,0.10656390565090257,0.9316086408468777
JFM2026,TP,ECMWF,All India,2026-02-12,daily,4,Week 1,era5,0.9736322769201154,0.4473990633785553,0.095572006584682,0.9476676277342448,-0.3234225862957927,1.4297294407145331,1.6829863891431858,0.11200657888735328,0.016434572302671282,0.8495193127749615
JFM2026,TP,ECMWF,All India,2026-02-19,daily,4,Week 1,era5,0.64549063105194,1.750008051101394,0.10939112958985463,0.23877140620303816,-0.6555290405731307,2.190546522365937,1.915374680827676,0.5706182995799421,0.46122716999008745,1.1436647588028852
JFM2026,TP,ECMWF,All India,2026-02-26,daily,4,Week 1,era5,0.8792583189294572,0.8333241242335502,0.018792358560645483,0.748303613822368,0.2710494879592835,1.72281551915096,1.3712683537937418,0.17998527030362435,0.16119291174297884,1.2563664248391864
JFM2026,TP,ECMWF,All India,2026-03-05,daily,4,Week 1,era5,0.4172411502897115,2.747676092679515,-0.7908654456653864,0.014875804449556385,-0.07783603851645138,1.9474990567341837,2.759827154323516,0.13059000521031233,0.9214554508756986,0.7056597923834658
JFM2026,TP,ECMWF,All India,2026-03-12,daily,4,Week 1,era5,0.4545516913279813,4.9351769335995135,0.4652788279085277,-0.1329523610876615,0.43131112753661094,4.891554402975682,4.4941417843376295,2.813592882250856,2.348314054342328,1.0884290344428076
JFM2026,TP,ECMWF,All India,2026-03-19,daily,4,Week 1,era5,0.4699474994231492,1.7772436971688896,-0.01819160581497379,-0.5364157896017221,0.8986270092767116,1.9703890974906,1.2910396058033036,0.6586889091107474,0.6768805149257211,1.5262034476971722
JFM2026,TP,ECMWF,All India,2026-03-26,daily,4,Week 1,era5,0.653595174246471,2.362569431620832,-0.531396919750417,0.3803266377243957,0.5623903496667586,2.344771672452509,2.9988363572963794,0.9870649484186396,1.5184618681690567,0.7818938391711554
JFM2026,TP,ECMWF,All India,2026-01-01,daily,5,Week 1,era5,0.8813512704695651,0.41337070296959444,0.09075630168145815,0.8279197070554203,0.32572665713269855,0.8358793330043829,0.8184109769687358,0.15065730269436017,0.05990100101290203,1.0213442347759645
JFM2026,TP,ECMWF,All India,2026-01-08,daily,5,Week 1,era5,0.5411006167095471,2.971338312725835,0.038583382315414395,0.2904080803390434,0.21690319769475386,1.7069153885664943,3.524932531655266,0.5796160980150475,0.5410327156996331,0.48424058424884153
JFM2026,TP,ECMWF,All India,2026-01-15,daily,5,Week 1,era5,0.6709736120988773,0.8713714778622655,0.20616933109558347,0.40431769210227897,0.37440866012131224,1.1050286139423218,0.9545998432394794,0.3396833454258813,0.13351401433029775,1.1575830666306788
JFM2026,TP,ECMWF,All India,2026-01-22,daily,5,Week 1,era5,0.3756813923512018,7.629514777536532,-2.5706616712936143,0.13037768085599943,0.23008282213111086,2.0145388008882454,7.693366489659808,1.0166893555100998,3.5873510268037134,0.26185400157341604
JFM2026,TP,ECMWF,All India,2026-01-29,daily,5,Week 1,era5,0.6760224527683376,1.3050570099081062,0.4138827584431294,0.029749046618066544,0.793539792276745,1.6730179500937374,1.2407318917869057,0.8310896214224773,0.41720686297934784,1.348412143806711
JFM2026,TP,ECMWF,All India,2026-02-05,daily,5,Week 1,era5,0.7267002137018437,1.1597681328059741,-0.22646694672485795,0.5408469768294321,0.07132405921887541,1.458206117467178,1.598500285618058,0.12343911853469756,0.34990606525955553,0.9122338798352887
JFM2026,TP,ECMWF,All India,2026-02-12,daily,5,Week 1,era5,0.9947129243885462,0.19325949690842537,-0.02179236548894067,0.9907153673707642,0.8321241041357547,1.6758936890845593,1.7522039219186343,0.02193461514006294,0.043726980629003605,0.9564490000966802
JFM2026,TP,ECMWF,All India,2026-02-19,daily,5,Week 1,era5,0.7652973837797785,1.2390420420450743,-0.0001390427408816171,0.5404433781103599,-0.1203203498426928,1.875600459130774,1.7141368662022,0.4293843308816393,0.4295233736225209,1.094195274666899
JFM2026,TP,ECMWF,All India,2026-02-26,daily,5,Week 1,era5,0.9701085130248924,0.461285084245682,0.04551757307946412,0.9451725560594175,0.7011039509785624,1.8406947029946255,1.6799130222345744,0.11977304505555053,0.07425547197608642,1.095708336462672
JFM2026,TP,ECMWF,All India,2026-03-05,daily,5,Week 1,era5,0.7500831793173288,2.0191294043330057,-0.35114657835655355,0.5474395863701891,0.4858259552329991,1.995739989803965,2.9840902554240842,0.47375885706055554,0.8249054354171093,0.6687934408741066
JFM2026,TP,ECMWF,All India,2026-03-12,daily,5,Week 1,era5,0.46553575465040253,7.436489575295232,-0.35523796369284066,0.22315857197461975,0.433275734604458,3.464338612648868,8.378464844647583,1.8578777027950901,2.2131156664879303,0.41348130915199727
JFM2026,TP,ECMWF,All India,2026-03-19,daily,5,Week 1,era5,-0.08725123319575104,2.7737862507770514,-0.11257921970314358,-0.8143935744490112,0.6223548728893764,1.7132501590457552,2.0341686147465805,0.8822563621307354,0.9948355818338789,0.8422360597964462
JFM2026,TP,ECMWF,All India,2026-03-26,daily,5,Week 1,era5,0.28509942864705273,3.675890972402637,0.7267638559759647,-1.562099548826883,-0.9639848851663357,3.5221302871778852,2.263887036513042,1.753030312582812,1.0262664566068471,1.555788884503202
JFM2026,TP,ECMWF,All India,2026-01-01,daily,6,Week 1,era5,0.7198033901459095,0.7207965835416126,0.17129894223509395,0.5404534285038722,-1.0329303183021614,0.9793106268142077,0.8724066473306428,0.19644923356408983,0.025150291328995832,1.1225391619959175
JFM2026,TP,ECMWF,All India,2026-01-08,daily,6,Week 1,era5,0.9509058541918659,0.3598072268117386,0.09613053999679858,0.911032633920556,-0.1787985835473811,1.1144790429685851,1.024300183176722,0.1391132418809492,0.04298270188415063,1.0880394841990422
JFM2026,TP,ECMWF,All India,2026-01-15,daily,6,Week 1,era5,0.7209045956050458,0.810553952031564,0.20372539715650764,0.5820874335233843,0.4405387678445174,1.0390103777705548,1.060464487837617,0.2809643959518847,0.07723899879537698,0.9797691386056604
JFM2026,TP,ECMWF,All India,2026-01-22,daily,6,Week 1,era5,0.16186229672862087,4.553202889537307,1.8104020330066823,-4.180641278050142,-5.918614315529011,4.0171165727241025,1.969181863761804,2.2722454140463677,0.46184338103968525,2.039992672413735
JFM2026,TP,ECMWF,All India,2026-01-29,daily,6,Week 1,era5,0.23844495991173495,2.7234749412557373,1.1872668879741335,-2.092823098427837,0.41369937605341855,2.4080066255377632,1.3082727187880336,1.2531603073213549,0.06589341934722127,1.8405998924815221
JFM2026,TP,ECMWF,All India,2026-02-05,daily,6,Week 1,era5,0.7003206975283786,1.2410110041791618,0.32677084151528324,0.5416859587570515,-2.4956300067570494,1.5193783586447058,1.5710288666550278,0.3531175565535682,0.026346715038284906,0.9671231324219433
JFM2026,TP,ECMWF,All India,2026-02-12,daily,6,Week 1,era5,0.8343913852747381,1.197421525825961,-0.26574184892941133,0.7081219085699352,0.16728431717703562,1.7655462520616885,2.118320384068671,0.10863922905779659,0.37438107798720793,0.8334651667141082
JFM2026,TP,ECMWF,All India,2026-02-19,daily,6,Week 1,era5,0.8000305217960711,1.09658538619393,0.1771328193081164,0.6698191142418153,-0.23777502378572812,1.6844102462448995,1.7346925069722914,0.4524801935718185,0.2753473742637021,0.9710137326786787
JFM2026,TP,ECMWF,All India,2026-02-26,daily,6,Week 1,era5,0.9822928260152841,0.3883665359491767,0.06111481985791221,0.9698054322131577,0.8911103877573575,1.8969973174583736,2.0075589743315287,0.1870580231153027,0.12594320325739053,0.9449273180580064
JFM2026,TP,ECMWF,All India,2026-03-05,daily,6,Week 1,era5,0.8796360156104299,1.3762542912081277,-0.18262328014037987,0.7183350817344114,0.7354928934392243,2.8641379329666363,2.5887474674937727,0.8220545677605011,1.004677847900881,1.106379810673258
JFM2026,TP,ECMWF,All India,2026-03-12,daily,6,Week 1,era5,0.1384850388155982,4.319556808131219,-1.2530417896691495,-0.2619119776869192,0.2588624754043851,2.5563113868103193,3.6218929312106516,1.268551841340706,2.5215936310098552,0.7057943002075018
JFM2026,TP,ECMWF,All India,2026-03-19,daily,6,Week 1,era5,0.6378304261479149,1.4046727566503103,0.24638118162626585,0.1863996873344974,0.9256573997066463,1.7692173039145365,1.364459323125348,0.8247317152261455,0.5783505335998799,1.2966434938214753
JFM2026,TP,ECMWF,All India,2026-03-26,daily,6,Week 1,era5,-0.32456146043126777,6.997497818165779,-0.8047676832684456,-0.35036004221369255,-0.12198654148381016,2.048844813440262,6.010482929743372,0.9883309201971409,1.7930986034655867,0.3408785678936686
JFM2026,TP,ECMWF,All India,2026-01-01,daily,7,Week 1,era5,0.9352284898125702,0.34514194919063074,0.08833717392308274,0.9066112789632951,0.5993755291768001,0.9140364031708607,0.9360500241786804,0.09442065275436258,0.006083478831279846,0.9764824310248427
JFM2026,TP,ECMWF,All India,2026-01-08,daily,7,Week 1,era5,0.9894688308237903,0.14979017176727788,0.003580035701720384,0.9845660130191002,0.761487414404955,1.0334242337866861,1.015550475601968,0.04314066207013173,0.03956062636841134,1.0176000687451043
JFM2026,TP,ECMWF,All India,2026-01-15,daily,7,Week 1,era5,0.165493400035728,3.951315729778715,-1.0735846038610828,-0.06031301133041178,0.16294149926429924,1.1872250698353775,3.8144071966875788,0.1008712158485736,1.1744558197096568,0.3112475959216836
JFM2026,TP,ECMWF,All India,2026-01-22,daily,7,Week 1,era5,-0.46066598325336827,3.310014053061671,1.1505038271157986,-7.534790046162067,-8.43985570650478,2.556868635502702,0.9392858191418316,1.3413692672454975,0.19086544012969853,2.7221412091995147
JFM2026,TP,ECMWF,All India,2026-01-29,daily,7,Week 1,era5,0.9730820263120293,0.3410352808186779,0.10649796381322787,0.9468750869971754,0.9908468913287588,1.3519208326268117,1.2266922033310077,0.1862750035682371,0.07977703975500922,1.10208643126267
JFM2026,TP,ECMWF,All India,2026-02-05,daily,7,Week 1,era5,0.8187878918698023,0.9071224852355689,0.14350126170052183,0.7355370955644571,-0.28925650516551626,1.4316531948922104,1.528237373292944,0.24230387160739075,0.09880260990686897,0.9368002771764308
JFM2026,TP,ECMWF,All India,2026-02-12,daily,7,Week 1,era5,0.9612280716001039,0.5506987265559533,0.2329362628340359,0.9251628881377039,-0.3008942401739747,1.807992101226224,1.7590018888940624,0.28649423119824824,0.05355796836421243,1.0278511425379782
JFM2026,TP,ECMWF,All India,2026-02-19,daily,7,Week 1,era5,0.8003270742497215,1.1051132667978467,0.06934943656270388,0.6754562224946487,0.07302320038735555,1.7390582563271295,1.7513880612554955,0.3124336464278306,0.24308420986512674,0.9929599811708621
JFM2026,TP,ECMWF,All India,2026-02-26,daily,7,Week 1,era5,0.9256817136153098,0.7942891958764309,0.030443358315897253,0.8802411487773719,0.5779304305140374,1.8004903629514197,2.0741470183014203,0.1608928531781628,0.1304494948622655,0.8680630384753989
JFM2026,TP,ECMWF,All India,2026-03-05,daily,7,Week 1,era5,0.3463563040603763,3.7043419011974676,-0.9159226403275141,0.013202975988418464,0.3322529218581959,2.2148819996321953,3.693917050946865,0.7607992801768506,1.6767219205043649,0.5996025273671083
JFM2026,TP,ECMWF,All India,2026-03-12,daily,7,Week 1,era5,0.3995272527353767,4.317072936166156,-1.2324555833001793,0.19288233731984483,0.461324733454611,2.6563718624059645,4.406170114729283,1.9277907539723957,3.160246337272575,0.602875466275358
JFM2026,TP,ECMWF,All India,2026-03-19,daily,7,Week 1,era5,0.5065927719019916,1.8779331973104938,0.0392003470895303,-0.035727177989605785,0.8958365681081019,2.0668191719415643,1.638338110792449,0.5322347851669957,0.49303443807746544,1.2615339644036376
JFM2026,TP,ECMWF,All India,2026-03-26,daily,7,Week 1,era5,0.5813785218989174,4.234206562760764,-0.7983212302110662,0.3086460487269317,0.49043218485859186,2.533837310940512,5.084342108030255,0.9282701909871584,1.7265914211982245,0.49836090040804826
JFM2026,TP,ECMWF,All India,2026-01-01,daily,8,Week 2,era5,0.6650452759948885,1.2082724592097085,0.002949834011273549,0.47854909087547726,0.27455065713648197,1.1432426532446536,1.615280824957836,0.20975403577219154,0.20680420176091802,0.707767117383131
JFM2026,TP,ECMWF,All India,2026-01-08,daily,8,Week 2,era5,0.4172682283757142,1.527116767462003,-0.27465603789106524,0.13633450558182625,-0.06605327144300177,1.013763349296568,1.6095490829073313,0.09336294395079595,0.36801898184186116,0.6298430784511433
JFM2026,TP,ECMWF,All India,2026-01-15,daily,8,Week 2,era5,0.23530171446815165,11.026313217370353,-3.5947394634590797,0.035530338654726545,0.17125452636196192,1.674447906237286,10.69006242543134,0.6030326640876998,4.19777212754678,0.15663593341174736
JFM2026,TP,ECMWF,All India,2026-01-22,daily,8,Week 2,era5,0.870780610241101,0.57457350046184,-0.05328001113466715,0.773887368992638,-0.520482324378406,1.1632731641089586,1.0260238265243948,0.14361846576504556,0.19689847689971268,1.133768177732762
JFM2026,TP,ECMWF,All India,2026-01-29,daily,8,Week 2,era5,0.898744052983832,0.6406641356803607,-0.04069775651980746,0.8402700909079767,0.9647045070535467,1.437386326244448,1.3994137626239933,0.0964170998207654,0.13711485634057288,1.0271346221072268
JFM2026,TP,ECMWF,All India,2026-02-05,daily,8,Week 2,era5,0.9764573985262894,0.35700605888208453,0.05969144637659843,0.9623704562834245,0.6664134262825057,1.5005340948517603,1.6034865153555493,0.14476052721863722,0.08506908084203878,0.9357946452820897
JFM2026,TP,ECMWF,All India,2026-02-12,daily,8,Week 2,era5,0.9726569898629135,0.43824755062115905,0.15291911202112984,0.9494240799241183,-0.4012167079166662,1.7628654560580481,1.682218879154234,0.20724835216259765,0.054329240141467776,1.0479405967339759
JFM2026,TP,ECMWF,All India,2026-02-19,daily,8,Week 2,era5,0.5482463946642488,1.687697416357584,-0.12643553150601558,0.19823726174105716,0.047636144741650566,1.7941750745263236,1.7457784707222865,0.2458448245892753,0.3722803560952908,1.0277220762059311
JFM2026,TP,ECMWF,All India,2026-02-26,daily,8,Week 2,era5,0.6770841016998028,1.8232295326810408,-0.2710344433778008,0.4818926297084204,-0.34151464445362145,1.8989710489957017,2.424974229258791,0.11571159446075617,0.38674603783855704,0.7830891669212231
JFM2026,TP,ECMWF,All India,2026-03-05,daily,8,Week 2,era5,0.23548870198372399,7.256818923838674,-1.1596334316002535,0.05142171469967427,0.2828553414420666,2.0360377098839346,7.3643100813970666,1.1493680897366059,2.3090015213368593,0.27647365298035936
JFM2026,TP,ECMWF,All India,2026-03-12,daily,8,Week 2,era5,0.43097520590194843,6.565791426655009,-0.8620466487262416,0.2937930057072238,0.4030109553044623,4.167788289001336,7.10869080868158,3.6363783297407473,4.498424978466989,0.5862947765165663
JFM2026,TP,ECMWF,All India,2026-03-19,daily,8,Week 2,era5,-0.00950813467811002,4.04524992989311,-0.5380120656101312,-0.8275040843264283,0.38901345387375785,2.6435268712442443,2.9893280375730145,0.6821963078919993,1.2202083735021312,0.8843214388041801
JFM2026,TP,ECMWF,All India,2026-03-26,daily,8,Week 2,era5,0.37208740699210413,3.2444165470105464,-1.2057561210655807,-0.1272901876899144,0.21642153626185168,2.228449404099036,3.018684811341042,0.723353517628367,1.9291096386939472,0.7382186426773897
JFM2026,TP,ECMWF,All India,2026-01-01,daily,9,Week 2,era5,0.7883871544561135,1.7721837596688546,-0.2438787874612297,0.5620399646631098,0.5288243003991837,1.5051522328248303,2.677882450280235,0.40557466588027796,0.6494534533415077,0.5620680745965227
JFM2026,TP,ECMWF,All India,2026-01-08,daily,9,Week 2,era5,0.9272241815884386,0.421648506615463,-0.0049626985118090055,0.8889923032533253,0.5290407786515849,1.0280956880805554,1.1250764209825723,0.12397701957505466,0.12893971808686366,0.913800759581007
JFM2026,TP,ECMWF,All India,2026-01-15,daily,9,Week 2,era5,-0.1478560237257629,5.986963264558772,1.9391083800794982,-4.522017233856436,-10.135274557140853,4.716571787409401,2.5157041433361544,2.3108938498097737,0.37178546973027654,1.8748515400362646
JFM2026,TP,ECMWF,All India,2026-01-22,daily,9,Week 2,era5,0.8450525617549627,0.7590012014349358,-0.1919789035594096,0.7224440277753765,-0.2568230126548696,1.2992574784071573,1.3359136790019455,0.11478823977680165,0.30676714333621125,0.9725609512268982
