season,variable,model,region,init_date,scale,lead,week,clim_basis,crps,crps_clim,crps_pers,crpss_clim,crpss_pers,spread,rmse,ssr
JFM2026,TP,ECMWF,east_northeast_india,2026-01-01,daily,5,Week 1,era5,0.22251590437761168,1.5613990195444687,0.18701567656258752,0.8574894043147729,-0.18982487707731543,0.23268456508453628,0.46993643377461447,0.4951405091441235
JFM2026,TP,ECMWF,east_northeast_india,2026-01-01,daily,6,Week 1,era5,0.16789370810103807,1.5627091495184682,0.17100639390450695,0.8925624079485471,0.018202160354349406,0.19724996783709992,0.40109775371511536,0.49177529918853435
JFM2026,TP,ECMWF,east_northeast_india,2026-01-01,daily,7,Week 1,era5,0.0545303506208083,1.5936668753850343,0.29361391925656366,0.9657830934036113,0.8142787277971009,0.11773804166861193,0.1432694818353369,0.8217942869642757
JFM2026,TP,ECMWF,east_northeast_india,2026-01-01,daily,8,Week 2,era5,0.03335309755082179,1.5941839489104777,0.2767600091319537,0.9790782628481384,0.879487294224941,0.07260716356019413,0.07778248228098898,0.9334642123904066
JFM2026,TP,ECMWF,east_northeast_india,2026-01-01,daily,9,Week 2,era5,0.09919477009534997,1.5981973216881091,0.27099438560032063,0.9379333398015117,0.633960054649809,0.21754681968132675,0.3548490576623397,0.6130686132139477
JFM2026,TP,ECMWF,east_northeast_india,2026-01-01,daily,10,Week 2,era5,0.14908171930636946,1.5674527744361224,0.17888161195253155,0.9048891796054268,0.1665900274538551,0.2579125621125669,0.41679172357493705,0.6188044232269778
JFM2026,TP,ECMWF,east_northeast_india,2026-01-01,daily,11,Week 2,era5,0.10484281361595667,1.6170515190219317,0.2995093763330246,0.9351642094375753,0.6499514809867525,0.29659185875834826,0.2536422295707643,1.1693315393902155
JFM2026,TP,ECMWF,east_northeast_india,2026-01-01,daily,12,Week 2,era5,0.1030794478160875,1.6173120706143096,0.2791487401357602,0.9362649610492708,0.6307364748773138,0.32801069144693945,0.23518455871469648,1.3946948440813702
JFM2026,TP,ECMWF,east_northeast_india,2026-01-01,daily,13,Week 2,era5,0.13763777752301234,1.6089589799913422,0.21800796186164162,0.9144553843605429,0.36865710615484804,0.38006541362499374,0.35189746592057003,1.080045895274454
JFM2026,TP,ECMWF,east_northeast_india,2026-01-01,daily,14,Week 2,era5,0.12633397373488228,1.6189304817568833,0.2749466637348784,0.9219645468669024,0.5405146146574021,0.42802561318074217,0.2399262920888441,1.7839879466909168
JFM2026,TP,ECMWF,east_northeast_india,2026-01-01,daily,15,Week 3,era5,0.18501630776256167,1.640287053385145,0.29441592888046,0.8872049210040803,0.3715818690038242,0.6806494175731617,0.2321649310049157,2.931749487861929
JFM2026,TP,ECMWF,east_northeast_india,2026-01-01,daily,16,Week 3,era5,0.18074281090393998,1.6395926196468764,0.2691554511285266,0.8897635859431552,0.3284817002735271,0.6685314538830985,0.24804308828795946,2.6952230699005955
JFM2026,TP,ECMWF,east_northeast_india,2026-01-01,daily,17,Week 3,era5,0.23729121796000155,1.6344379091388843,0.22426781202713375,0.8548178449403316,-0.05807077625251056,0.8079900253458744,0.3754925085274833,2.1518139696433796
JFM2026,TP,ECMWF,east_northeast_india,2026-01-01,daily,18,Week 3,era5,0.3813062793741937,1.6141380149268334,0.3092381961927258,0.7637709564807704,-0.2330503930910044,0.7835233934701963,0.9246138402082934,0.8474060839211397
JFM2026,TP,ECMWF,east_northeast_india,2026-01-01,daily,19,Week 3,era5,0.40591972144439525,1.5820788970208701,0.16172171109307626,0.7434263725982557,-1.5099890342538789,1.159724859115634,0.7608329834950966,1.5242831005934012
JFM2026,TP,ECMWF,east_northeast_india,2026-01-01,daily,20,Week 3,era5,0.5947442392447255,1.603365666879,0.1974516532185932,0.6290651274812356,-2.0121005803192786,1.9190751187764883,0.7857441234937702,2.442366492342852
JFM2026,TP,ECMWF,east_northeast_india,2026-01-01,daily,21,Week 3,era5,0.5428137897534999,1.6746336791115286,0.25776312550698954,0.6758611769700655,-1.1058628486361246,2.005071696495398,0.6334851031903473,3.1651441942320164
JFM2026,TP,ECMWF,east_northeast_india,2026-01-01,daily,22,Week 4,era5,0.6708171883391683,1.6771910436151636,0.24457138013281904,0.6000353144664841,-1.7428278320009007,2.491876459265253,0.7681812210607851,3.2438653678935405
JFM2026,TP,ECMWF,east_northeast_india,2026-01-01,daily,23,Week 4,era5,0.6725468781628521,1.667205448111327,0.1950117314714206,0.596602279026416,-2.4487508679005567,2.4462679048161786,0.8691809398199911,2.8144518508687097
JFM2026,TP,ECMWF,east_northeast_india,2026-01-01,daily,24,Week 4,era5,0.8265819137712765,1.625730506315231,0.2447793514258433,0.4915627709756457,-2.376844937926442,2.673502148861178,1.1524253182972843,2.319891889230006
JFM2026,TP,ECMWF,east_northeast_india,2026-01-01,daily,25,Week 4,era5,1.0357734652047297,1.6373527528158418,0.13055317585897985,0.3674097023848676,-6.9337286005477585,3.804735832168249,1.2791378895301364,2.9744532339401157
JFM2026,TP,ECMWF,east_northeast_india,2026-01-01,daily,26,Week 4,era5,1.325975490639339,1.7287104135444873,0.2959974974849992,0.232968413766534,-3.479684801073488,4.766928591329362,1.637441894977829,2.911204730958656
JFM2026,TP,ECMWF,east_northeast_india,2026-01-01,daily,27,Week 4,era5,1.422922807252021,1.7152622614589406,0.23310471196635188,0.17043425998206596,-5.1042215545493415,5.119544130079135,1.7559639534058828,2.9155177816430817
