season,variable,model,week,lat,lon,n,bias,rmse,local_acc
jjas_tp,tp,ecmwf,1,9.5,77.0,35,-7.22543997598003,14.704112197399049,0.6892827081886724
jjas_tp,tp,ecmwf,1,9.5,78.5,35,0.17808520268792924,1.6158434698531061,0.5464387001961165
jjas_tp,tp,ecmwf,1,11.0,77.0,35,8.651322965908387,9.686409616171327,0.653032475776774
jjas_tp,tp,ecmwf,1,11.0,78.5,35,1.009332055357768,2.4049805915329823,0.502434271159785
jjas_tp,tp,ecmwf,1,12.5,75.5,35,-9.773194009560942,23.023315025527303,0.5699097307760831
jjas_tp,tp,ecmwf,1,12.5,77.0,35,0.48036452966083965,4.373910300260216,0.5436952066343502
jjas_tp,tp,ecmwf,1,12.5,78.5,35,0.17873436826783573,5.630172717500937,0.14554338771417127
jjas_tp,tp,ecmwf,1,14.0,75.5,35,12.57644862433321,14.193518189744005,0.7468287928892227
jjas_tp,tp,ecmwf,1,14.0,77.0,35,0.6346447879216065,6.144422479589762,0.2609332770968344
jjas_tp,tp,ecmwf,1,14.0,78.5,35,0.3327798917316321,4.825794687291918,0.46614991464233885
jjas_tp,tp,ecmwf,1,14.0,80.0,35,0.5231533649502744,3.3760161587204824,0.374750105745089
jjas_tp,tp,ecmwf,1,15.5,74.0,35,-26.262474282462016,35.89480906797337,0.05181724772922465
jjas_tp,tp,ecmwf,1,15.5,75.5,35,3.2200514138125205,4.0998071480072324,0.71787313132178
jjas_tp,tp,ecmwf,1,15.5,77.0,35,1.0708988828749337,3.3338171223151902,0.5303125730723987
jjas_tp,tp,ecmwf,1,15.5,78.5,35,-0.8066086590569785,5.656588752737078,0.1675024891946128
jjas_tp,tp,ecmwf,1,15.5,80.0,35,-0.40210869043963715,3.257679417429687,0.6709961359264648
jjas_tp,tp,ecmwf,1,17.0,74.0,35,5.371646502105141,10.665815470726379,0.7326620336660795
jjas_tp,tp,ecmwf,1,17.0,75.5,35,1.07493745350686,3.9357664696097077,0.40741609573163456
jjas_tp,tp,ecmwf,1,17.0,77.0,35,1.204537573400749,3.084335420195916,0.549271058548104
jjas_tp,tp,ecmwf,1,17.0,78.5,35,1.0420677439966335,4.127572009386601,0.4506071982055602
jjas_tp,tp,ecmwf,1,17.0,80.0,35,0.5815486356034705,4.82188934241197,0.34057620485573653
jjas_tp,tp,ecmwf,1,17.0,81.5,35,0.5950153600642943,4.803371202013164,0.26453658674297625
jjas_tp,tp,ecmwf,1,18.5,74.0,35,14.41925003890047,18.43328901806721,0.34222694824132116
jjas_tp,tp,ecmwf,1,18.5,75.5,35,1.286684503369633,4.361134699836793,0.38431473925773457
jjas_tp,tp,ecmwf,1,18.5,77.0,35,1.0265554398601966,4.1673955203871795,0.47497491489346855
jjas_tp,tp,ecmwf,1,18.5,78.5,35,-0.9872579826114158,4.472199051488183,0.6038558100676026
jjas_tp,tp,ecmwf,1,18.5,80.0,35,-2.53495849976661,11.950323341376807,0.13596556979614666
jjas_tp,tp,ecmwf,1,18.5,81.5,35,-2.601143809062464,11.080078777091318,0.329423144021007
jjas_tp,tp,ecmwf,1,18.5,83.0,35,1.6081661577178517,4.820667694103364,0.3692683957292689
jjas_tp,tp,ecmwf,1,20.0,74.0,35,12.100308841245848,14.617485328835652,0.5807872085606882
jjas_tp,tp,ecmwf,1,20.0,75.5,35,1.5730290164543699,5.416985368899728,0.3473173793869432
jjas_tp,tp,ecmwf,1,20.0,77.0,35,1.1550415507857326,3.5891333307458306,0.7187398886257492
jjas_tp,tp,ecmwf,1,20.0,78.5,35,3.4932685346298857,6.043635603851219,0.6027840965296968
jjas_tp,tp,ecmwf,1,20.0,80.0,35,-5.036865930731107,10.41756309605279,0.6761273703598801
jjas_tp,tp,ecmwf,1,20.0,81.5,35,2.165744062223397,5.869965692712682,0.5339479474299239
jjas_tp,tp,ecmwf,1,20.0,83.0,35,-0.6580581402391458,5.808831812106778,0.5448794329087219
jjas_tp,tp,ecmwf,1,20.0,84.5,35,-0.8641424650263619,5.4401802018326135,0.4936060592394449
jjas_tp,tp,ecmwf,1,21.5,71.0,35,0.6909130373111109,4.297580903110339,0.7558683658540877
jjas_tp,tp,ecmwf,1,21.5,74.0,35,0.33752639190378675,8.395375081497852,0.6188465388875817
jjas_tp,tp,ecmwf,1,21.5,75.5,35,3.1519122986341372,5.7398039285461415,0.6437178231493501
jjas_tp,tp,ecmwf,1,21.5,77.0,35,-0.41898287899377434,7.904184871735273,0.49359261347359223
jjas_tp,tp,ecmwf,1,21.5,78.5,35,2.5205509997547417,6.982137269279695,0.5815546277874984
jjas_tp,tp,ecmwf,1,21.5,80.0,35,0.8928975107425251,4.423901116624087,0.8393859330529703
jjas_tp,tp,ecmwf,1,21.5,81.5,35,0.13237534962263214,5.223754292459291,0.762253782461891
jjas_tp,tp,ecmwf,1,21.5,83.0,35,-1.356056073229692,5.499781693096976,0.7629136307969988
jjas_tp,tp,ecmwf,1,21.5,84.5,35,0.45599217943679315,5.544709102585637,0.6710772362588585
jjas_tp,tp,ecmwf,1,21.5,86.0,35,-0.7296538231164652,3.452476898980763,0.7893160831960363
jjas_tp,tp,ecmwf,1,23.0,71.0,35,-0.6290845774485228,6.56028425756053,0.8196781912044152
