method,season,year,model,week,n_cases,acc_mean,acc_fisher_z_mean,acc_median,acc_q25,acc_q75,rmse_mean_mm_day,mae_mean_mm_day,bias_mean_mm_day
common_imd_1991_2020,OND,2024,FuXi-S2S,1,13,0.38339862135055225,0.4346026458520723,0.4532649309783962,0.23549970370120046,0.6858151760744361,2.067129946132813,0.9080904896841205,-0.0039565190329510485
common_imd_1991_2020,OND,2024,FuXi-S2S,2,13,0.15242210852069565,0.16353761269813677,0.2581805872668286,-0.03298003164153949,0.4321589204861509,2.541662633244466,1.2003938804431153,0.3316313536534721
common_imd_1991_2020,OND,2024,FuXi-S2S,3,13,0.0723278979918299,0.09318068718318352,0.18189703512369398,-0.23029735047215769,0.3773582320205377,2.1209064935103337,0.9449473063628567,0.21640093335123142
common_imd_1991_2020,OND,2024,FuXi-S2S,4,13,0.14680871120912953,0.16791343825387306,0.20910253158850667,-0.08368128912531755,0.42036344892221056,1.8244544788429118,0.8371180965294022,0.24764958265042475
common_imd_1991_2020,OND,ALL,ERPAS,1,26,0.5209712359829491,0.5806313992100752,0.5972825909974637,0.4379033049079104,0.7063384460150056,1.809686856965214,0.793788323619735,0.023214418309050633
common_imd_1991_2020,OND,ALL,ERPAS,2,26,0.3140605844344514,0.35004256379217275,0.47661707091094285,0.017673295290799865,0.5669094881976499,2.012513120588296,1.0179522868808901,0.19367202951594334
common_imd_1991_2020,OND,ALL,ERPAS,3,26,0.28807730118011865,0.34853363950720545,0.30846670908883866,0.06188031820862886,0.5031498484764405,1.8089842161776086,0.9533659851347852,0.2297144465892035
common_imd_1991_2020,OND,ALL,ERPAS,4,26,0.25695733771588725,0.3005144619747525,0.20637065290639492,0.052676898859084074,0.44051595595469184,1.7619232971806578,0.9028498663083901,0.18679840669147976
common_imd_1991_2020,OND,ALL,FuXi-S2S,1,26,0.4648618437681733,0.5457813230462284,0.5025071542587731,0.24622666202448226,0.7276141589414299,1.8192331451760522,0.7649641072200285,-0.10443301058446539
common_imd_1991_2020,OND,ALL,FuXi-S2S,2,26,0.23143152515014537,0.29314439532966347,0.28978326248456987,-0.1175589312188911,0.5644559629765014,2.233744619153519,1.0188688637328036,0.04652914779777983
common_imd_1991_2020,OND,ALL,FuXi-S2S,3,26,0.12461995569838075,0.1821928976653846,0.11650130922959308,-0.2555410016575438,0.49128672772789606,1.9935619299547453,0.9225805210873735,0.09423991542049921
common_imd_1991_2020,OND,ALL,FuXi-S2S,4,26,0.09527544769924813,0.11294498179545835,0.1549833677925686,-0.18536807529068738,0.39912620418079225,1.9063880008273342,0.921321417058195,0.18836327730339564
system_specific_jjas,ALL,2023,ERPAS,1,17,0.4844967297428893,0.51426181766077,0.47184243327339254,0.4328113780427185,0.6417102202118782,5.572490590705688,3.5498752108067,0.35455758087474953
system_specific_jjas,ALL,2023,ERPAS,2,17,0.12963983199665868,0.14488952551848536,0.14008370853200514,-0.06930127663327507,0.315119652150124,6.621272922311624,4.73580670678403,1.3202892547818803
system_specific_jjas,ALL,2023,ERPAS,3,17,0.027298508469498446,0.03297413110573182,-0.01861085985301904,-0.12901263990053258,0.24058410792162013,6.482012857800561,4.8135836805329815,1.6798698563128285
system_specific_jjas,ALL,2023,ERPAS,4,17,-0.03923087559360147,-0.04299685851289348,0.038593677723544134,-0.2778927562279028,0.13823747340123718,6.010359297046638,4.4359604109300195,1.1749254413997903
system_specific_jjas,ALL,2023,FuXi-S2S,1,17,0.5914687816558798,0.6063817029276817,0.5939757987388011,0.5211571167349086,0.6978639869134982,5.444900854733181,3.357114875214073,-0.1809170882694721
system_specific_jjas,ALL,2023,FuXi-S2S,2,17,0.32439926129833624,0.3828234336316356,0.5000529315010496,-0.10562047029261917,0.6077967839880533,6.199645283205971,4.015116858368324,-0.18435123539088719
system_specific_jjas,ALL,2023,FuXi-S2S,3,17,0.25701530346804546,0.2796636202129479,0.26837690257721136,0.09076314529364023,0.5347969073278332,5.756396203851908,3.884983645657137,-0.06998477962696859
system_specific_jjas,ALL,2023,FuXi-S2S,4,17,0.172333604735732,0.20419726676904015,0.10467596660917111,-0.07244712151806015,0.44710989265104456,5.750125272636647,3.9680600203994905,0.6036356400845657
system_specific_jjas,ALL,2024,ERPAS,1,14,0.5222536546673093,0.5503534202770407,0.5456972418736451,0.413375647336343,0.6514272049424319,6.0614677865150695,4.094872007430128,0.44901544781864544
system_specific_jjas,ALL,2024,ERPAS,2,14,0.2721020263578651,0.27927512378197417,0.3457456480522151,0.17915809677561284,0.403119957134882,6.996141954424358,4.761757798806819,0.8062220728869978
system_specific_jjas,ALL,2024,ERPAS,3,14,0.1249820418582186,0.13312920409289336,0.14716037431421425,-0.03795209222364862,0.38151549595445367,6.89434944004265,5.0306829189507365,1.1785488565918285
system_specific_jjas,ALL,2024,ERPAS,4,14,0.17717783298511391,0.1841002350168562,0.16255993314577877,0.02952999248881061,0.32418767250530045,6.685331512073899,4.692933896401521,0.08157870416947001
system_specific_jjas,ALL,2024,FuXi-S2S,1,14,0.5041741802787228,0.5254091370520371,0.4965296288163292,0.4267690351676344,0.6594413166801949,6.088296891968788,3.94610069157894,0.08156764594153555
system_specific_jjas,ALL,2024,FuXi-S2S,2,14,0.3579067390954008,0.3706162118227384,0.39658480631954157,0.3109674673807748,0.46707795072769387,6.846056774205995,4.4142441004123665,0.10783037290946365
system_specific_jjas,ALL,2024,FuXi-S2S,3,14,0.21448018815392908,0.22315138491947198,0.1884528602072597,0.08124763334804946,0.3794918334663353,6.311197453462252,4.3072385573194785,-0.05860409262914155
system_specific_jjas,ALL,2024,FuXi-S2S,4,14,0.2155325877013438,0.22622704157361676,0.24037663045226282,0.08211916437043074,0.33342697978110647,6.21926100265699,4.185095383753419,-0.1048166398710589
system_specific_jjas,ALL,ALL,ERPAS,1,31,0.5015482442248856,0.5308009675708553,0.49534183034572327,0.41789120115152834,0.6531656871018513,5.793319001716377,3.7960027963785707,0.3972159723977992
system_specific_jjas,ALL,ALL,ERPAS,2,31,0.19397759719204216,0.20656872626897443,0.20013096852592327,0.07956748446548075,0.3899939997030626,6.7905686142335036,4.747526554794322,1.0881298823132237
system_specific_jjas,ALL,ALL,ERPAS,3,31,0.07141365258053334,0.07840974616397528,0.08789065334613994,-0.12088152029611002,0.2514975295850594,6.668229378813118,4.911628497882935,1.4534668241807642
system_specific_jjas,ALL,ALL,ERPAS,4,31,0.05850208957097967,0.06043372305832446,0.08016004287487268,-0.09121370899384992,0.2526305143952966,6.315185458671854,4.5520129527558595,0.6811559471667424
system_specific_jjas,ALL,ALL,FuXi-S2S,1,31,0.5520454132920024,0.571170200981494,0.5377413473505688,0.479970199538869,0.681623752083272,5.7354668070331325,3.623108469701432,-0.06237559539998477
system_specific_jjas,ALL,ALL,FuXi-S2S,2,31,0.3395316706260427,0.37732670353906694,0.42872480667424884,0.20790629791834458,0.5671160367596665,6.491573053335014,4.1953678709043425,-0.05239825099718031
system_specific_jjas,ALL,ALL,FuXi-S2S,3,31,0.23780589655199294,0.2543550858457724,0.23092008265319186,0.0772051944830135,0.4585072834013374,6.006951606901741,4.075679412214323,-0.06484511453117575
system_specific_jjas,ALL,ALL,FuXi-S2S,4,31,0.19184282284923407,0.21417328338947303,0.20302967678708825,0.027079885990805654,0.35331368514338973,5.961993021678091,4.066075990946427,0.2836894491368643
system_specific_jjas,JJAS,2023,ERPAS,1,17,0.4844967297428893,0.51426181766077,0.47184243327339254,0.4328113780427185,0.6417102202118782,5.572490590705688,3.5498752108067,0.35455758087474953
system_specific_jjas,JJAS,2023,ERPAS,2,17,0.12963983199665868,0.14488952551848536,0.14008370853200514,-0.06930127663327507,0.315119652150124,6.621272922311624,4.73580670678403,1.3202892547818803
system_specific_jjas,JJAS,2023,ERPAS,3,17,0.027298508469498446,0.03297413110573182,-0.01861085985301904,-0.12901263990053258,0.24058410792162013,6.482012857800561,4.8135836805329815,1.6798698563128285
system_specific_jjas,JJAS,2023,ERPAS,4,17,-0.03923087559360147,-0.04299685851289348,0.038593677723544134,-0.2778927562279028,0.13823747340123718,6.010359297046638,4.4359604109300195,1.1749254413997903
system_specific_jjas,JJAS,2023,FuXi-S2S,1,17,0.5914687816558798,0.6063817029276817,0.5939757987388011,0.5211571167349086,0.6978639869134982,5.444900854733181,3.357114875214073,-0.1809170882694721
system_specific_jjas,JJAS,2023,FuXi-S2S,2,17,0.32439926129833624,0.3828234336316356,0.5000529315010496,-0.10562047029261917,0.6077967839880533,6.199645283205971,4.015116858368324,-0.18435123539088719
system_specific_jjas,JJAS,2023,FuXi-S2S,3,17,0.25701530346804546,0.2796636202129479,0.26837690257721136,0.09076314529364023,0.5347969073278332,5.756396203851908,3.884983645657137,-0.06998477962696859
system_specific_jjas,JJAS,2023,FuXi-S2S,4,17,0.172333604735732,0.20419726676904015,0.10467596660917111,-0.07244712151806015,0.44710989265104456,5.750125272636647,3.9680600203994905,0.6036356400845657
system_specific_jjas,JJAS,2024,ERPAS,1,14,0.5222536546673093,0.5503534202770407,0.5456972418736451,0.413375647336343,0.6514272049424319,6.0614677865150695,4.094872007430128,0.44901544781864544
system_specific_jjas,JJAS,2024,ERPAS,2,14,0.2721020263578651,0.27927512378197417,0.3457456480522151,0.17915809677561284,0.403119957134882,6.996141954424358,4.761757798806819,0.8062220728869978
system_specific_jjas,JJAS,2024,ERPAS,3,14,0.1249820418582186,0.13312920409289336,0.14716037431421425,-0.03795209222364862,0.38151549595445367,6.89434944004265,5.0306829189507365,1.1785488565918285
system_specific_jjas,JJAS,2024,ERPAS,4,14,0.17717783298511391,0.1841002350168562,0.16255993314577877,0.02952999248881061,0.32418767250530045,6.685331512073899,4.692933896401521,0.08157870416947001
system_specific_jjas,JJAS,2024,FuXi-S2S,1,14,0.5041741802787228,0.5254091370520371,0.4965296288163292,0.4267690351676344,0.6594413166801949,6.088296891968788,3.94610069157894,0.08156764594153555
system_specific_jjas,JJAS,2024,FuXi-S2S,2,14,0.3579067390954008,0.3706162118227384,0.39658480631954157,0.3109674673807748,0.46707795072769387,6.846056774205995,4.4142441004123665,0.10783037290946365
system_specific_jjas,JJAS,2024,FuXi-S2S,3,14,0.21448018815392908,0.22315138491947198,0.1884528602072597,0.08124763334804946,0.3794918334663353,6.311197453462252,4.3072385573194785,-0.05860409262914155
system_specific_jjas,JJAS,2024,FuXi-S2S,4,14,0.2155325877013438,0.22622704157361676,0.24037663045226282,0.08211916437043074,0.33342697978110647,6.21926100265699,4.185095383753419,-0.1048166398710589
system_specific_jjas,JJAS,ALL,ERPAS,1,31,0.5015482442248856,0.5308009675708553,0.49534183034572327,0.41789120115152834,0.6531656871018513,5.793319001716377,3.7960027963785707,0.3972159723977992
system_specific_jjas,JJAS,ALL,ERPAS,2,31,0.19397759719204216,0.20656872626897443,0.20013096852592327,0.07956748446548075,0.3899939997030626,6.7905686142335036,4.747526554794322,1.0881298823132237
system_specific_jjas,JJAS,ALL,ERPAS,3,31,0.07141365258053334,0.07840974616397528,0.08789065334613994,-0.12088152029611002,0.2514975295850594,6.668229378813118,4.911628497882935,1.4534668241807642
system_specific_jjas,JJAS,ALL,ERPAS,4,31,0.05850208957097967,0.06043372305832446,0.08016004287487268,-0.09121370899384992,0.2526305143952966,6.315185458671854,4.5520129527558595,0.6811559471667424
system_specific_jjas,JJAS,ALL,FuXi-S2S,1,31,0.5520454132920024,0.571170200981494,0.5377413473505688,0.479970199538869,0.681623752083272,5.7354668070331325,3.623108469701432,-0.06237559539998477
system_specific_jjas,JJAS,ALL,FuXi-S2S,2,31,0.3395316706260427,0.37732670353906694,0.42872480667424884,0.20790629791834458,0.5671160367596665,6.491573053335014,4.1953678709043425,-0.05239825099718031
system_specific_jjas,JJAS,ALL,FuXi-S2S,3,31,0.23780589655199294,0.2543550858457724,0.23092008265319186,0.0772051944830135,0.4585072834013374,6.006951606901741,4.075679412214323,-0.06484511453117575
system_specific_jjas,JJAS,ALL,FuXi-S2S,4,31,0.19184282284923407,0.21417328338947303,0.20302967678708825,0.027079885990805654,0.35331368514338973,5.961993021678091,4.066075990946427,0.2836894491368643
