method,season,year,model,week,n_cases,acc_mean,acc_fisher_z_mean,acc_median,acc_q25,acc_q75,rmse_mean_mm_day,mae_mean_mm_day,bias_mean_mm_day
common_imd_1991_2020,OND,2023,ERPAS,3,13,0.35804292407848853,0.42463626578708813,0.4104328038365206,0.17432754122208102,0.5118330258560534,1.8167412911179641,0.9851595502901558,0.14596159660646604
common_imd_1991_2020,OND,2023,ERPAS,4,13,0.27299586382776075,0.3189430699759219,0.18141516618660777,0.08736665146808809,0.43329233385635174,1.7770219247831742,0.9715909295023045,0.11781757835310332
common_imd_1991_2020,OND,2023,FuXi-S2S,1,13,0.5463250661857942,0.6405753203319408,0.5607343278499255,0.3636769242384997,0.7539679788085908,1.5713363442192916,0.6218377247559368,-0.20490950213597972
common_imd_1991_2020,OND,2023,FuXi-S2S,2,13,0.3104409417795951,0.4128038039955486,0.32138593770231116,-0.133995141206069,0.6901030417288658,1.9258266050625725,0.837343847022492,-0.23857305805791254
common_imd_1991_2020,OND,2023,FuXi-S2S,3,13,0.1769120134049316,0.2683158219112527,0.09227490956507448,-0.2639555520526725,0.6486089115151978,1.8662173663991566,0.9002137358118906,-0.027921102510233095
common_imd_1991_2020,OND,2023,FuXi-S2S,4,13,0.04374218418936674,0.05727636638768947,-0.007484294230448856,-0.21928394737016849,0.2495952682866569,1.9883215228117568,1.005524737586988,0.12907697195636647
common_imd_1991_2020,OND,2024,ERPAS,1,13,0.427340385474047,0.4693196939470997,0.5448718543669294,0.16479819052958503,0.6785281973956263,2.0037567365291693,0.8519926643922866,-0.020176000963750298
common_imd_1991_2020,OND,2024,ERPAS,2,13,0.25921665596586885,0.2977448155947784,0.41108607179896195,-0.14426428725731233,0.597524196819547,2.0509389589131084,1.0528645759259212,0.2595260885864637
common_imd_1991_2020,OND,2024,ERPAS,3,13,0.2181116782817489,0.267540327928562,0.15254631790683465,0.046692703449046406,0.4757716874664938,1.8012271412372522,0.9215724199794149,0.313467296571941
common_imd_1991_2020,OND,2024,ERPAS,4,13,0.24091881160401385,0.28185870707776217,0.2117829064637657,0.04111364798941607,0.4429238299874719,1.7468246695781404,0.8341088031144758,0.2557792350298561
