method,season,year,region,week,n_cases,region_target_cells,acc_fisher_z_mean_erpas,acc_fisher_z_mean_fuxi_s2s,acc_mean_erpas,acc_mean_fuxi_s2s,acc_mean_fuxi_minus_erpas,acc_fisher_fuxi_minus_erpas
common_imd_1991_2020,JFM,ALL,east_northeast_india,4,26,36,-0.007617869497565907,0.09269555924417212,-0.02060715744353981,0.08234304759492903,0.10295020503846883,0.10031342874173803
common_imd_1991_2020,JFM,ALL,northwest_india,1,26,68,0.7227260900732696,0.8537599437110415,0.5552695071283553,0.6348440535449598,0.07957454641660444,0.13103385363777187
common_imd_1991_2020,JFM,ALL,northwest_india,2,26,68,0.5599571613995017,0.5516278623617649,0.4270466645508287,0.429100847751909,0.0020541832010803063,-0.008329299037736826
common_imd_1991_2020,JFM,ALL,northwest_india,3,26,68,0.1856004775286828,0.22760080397376023,0.1262081151282538,0.17866982958050198,0.052461714452248176,0.042000326445077424
common_imd_1991_2020,JFM,ALL,northwest_india,4,26,68,0.10479921806426724,0.34942645299089764,0.06005368468178883,0.2877813922870435,0.22772770760525468,0.2446272349266304
common_imd_1991_2020,JFM,ALL,south_peninsula,1,26,38,0.8165660341626039,0.8716630554464826,0.6822506688313891,0.7503680175037695,0.0681173486723804,0.05509702128387872
common_imd_1991_2020,JFM,ALL,south_peninsula,2,26,38,0.5516935776712287,0.7200005383057778,0.3510318156517563,0.4527071387463271,0.10167532309457084,0.16830696063454909
common_imd_1991_2020,JFM,ALL,south_peninsula,3,26,38,0.43950950466364985,0.7083415964407642,0.28164770716853815,0.5904442563481015,0.30879654917956334,0.26883209177711437
common_imd_1991_2020,JFM,ALL,south_peninsula,4,26,38,0.22100845217935,0.6902827844974787,0.19847599352377776,0.5967707406669542,0.3982947471431765,0.4692743323181287
common_imd_1991_2020,JJAS,2023,central_india,1,17,64,0.5393079637918008,0.5747603889580535,0.4767629330037914,0.5284168420591859,0.05165390905539452,0.03545242516625269
common_imd_1991_2020,JJAS,2023,central_india,2,17,64,0.21739765367285588,0.4582618327990319,0.17254035898563552,0.3096754375768524,0.13713507859121687,0.240864179126176
common_imd_1991_2020,JJAS,2023,central_india,3,17,64,0.1477151076825309,0.2793988231359286,0.1263855754434046,0.22392573502218166,0.09754015957877707,0.13168371545339772
common_imd_1991_2020,JJAS,2023,central_india,4,17,64,0.15263822504029592,0.3011237354155078,0.13072873925301942,0.19554874481546441,0.064820005562445,0.14848551037521188
common_imd_1991_2020,JJAS,2023,east_northeast_india,1,17,36,0.3714006157063204,0.2996597570541145,0.35615230361662187,0.28051894115438797,-0.0756333624622339,-0.07174085865220586
common_imd_1991_2020,JJAS,2023,east_northeast_india,2,17,36,0.08968826564104627,0.15614405750933832,0.08958404111411455,0.14212920997496967,0.05254516886085511,0.06645579186829205
common_imd_1991_2020,JJAS,2023,east_northeast_india,3,17,36,-0.057683136239230506,0.08258216940997301,-0.05144530615359605,0.07815845771865047,0.12960376387224654,0.14026530564920353
common_imd_1991_2020,JJAS,2023,east_northeast_india,4,17,36,0.07275161860177647,0.04172470202786911,0.04642841233834094,0.037924313462167736,-0.008504098876173205,-0.031026916573907354
common_imd_1991_2020,JJAS,2023,northwest_india,1,17,68,0.38182541599127034,0.5452564977834825,0.32422043639681913,0.5052063316159813,0.18098589521916214,0.16343108179221216
common_imd_1991_2020,JJAS,2023,northwest_india,2,17,68,0.0646133078973219,0.2538456444180563,0.05871382202820968,0.2174127023628114,0.15869888033460172,0.1892323365207344
