method,season,year,region,model,week,n_cases,region_target_cells,acc_mean,acc_fisher_z_mean,acc_median,acc_q25,acc_q75,rmse_mean_mm_day,mae_mean_mm_day,bias_mean_mm_day
common_imd_1991_2020,ALL,2024,south_peninsula,FuXi-S2S,2,49,38,0.33840989805267574,0.4571711295198652,0.4357586053878035,0.1355261718629896,0.686805854668522,3.6350173804783985,2.5172998869365313,-0.04909203823433212
common_imd_1991_2020,ALL,2024,south_peninsula,FuXi-S2S,3,49,38,0.31977126893160746,0.41366454545219167,0.424951005201577,-0.05126540255396528,0.7156860836529865,3.426451543257704,2.3880719424192214,-0.35643279370803044
common_imd_1991_2020,ALL,2024,south_peninsula,FuXi-S2S,4,49,38,0.31509066869385893,0.3929133520965155,0.38693941557741723,0.047401134085905426,0.618903923103965,3.186032799371028,2.2218510249550683,-0.022952144996445368
common_imd_1991_2020,ALL,ALL,central_india,ERPAS,1,101,64,0.5375722838541951,0.7543991848268117,0.6106724300604375,0.3478130019652828,0.7997261477145989,2.4022688177396416,1.6572623464668133,0.07630309141738285
common_imd_1991_2020,ALL,ALL,central_india,ERPAS,2,101,64,0.3158081603665582,0.48793673362658285,0.347156569209615,-0.0659917405021269,0.6953953694747425,2.9547704438804105,2.1655862162832706,0.25980779876440724
common_imd_1991_2020,ALL,ALL,central_india,ERPAS,3,101,64,0.2618987488212165,0.39447798989608474,0.3383806688328916,-0.06603085265503573,0.5747854723956975,2.973546818405932,2.2420620859395104,0.26146926131245324
common_imd_1991_2020,ALL,ALL,central_india,ERPAS,4,101,64,0.24421259658594552,0.34799531251142485,0.300072748493133,-0.09623399592055608,0.5248673118266688,3.06925827029521,2.299154990182186,0.004298606076851538
common_imd_1991_2020,ALL,ALL,central_india,FuXi-S2S,1,101,64,0.5801228702498481,0.7652151916553105,0.6044091073929163,0.3659268917556336,0.8316138858054736,2.373467812577938,1.5679451034097869,-0.14607906973646884
common_imd_1991_2020,ALL,ALL,central_india,FuXi-S2S,2,101,64,0.3782410778040749,0.5986587821750573,0.40810461542260335,0.0815347311922407,0.7337533676930141,2.771534171301425,1.909846479224569,-0.21006716490528002
common_imd_1991_2020,ALL,ALL,central_india,FuXi-S2S,3,101,64,0.2891422234525447,0.43840051352166653,0.29630462312675043,0.047522031455696626,0.6008813987558088,2.8167975361834396,2.0244298566785166,-0.214437625121008
common_imd_1991_2020,ALL,ALL,central_india,FuXi-S2S,4,101,64,0.29096958369584286,0.39000878554719737,0.3259766351503332,0.017827086170291266,0.569956068143766,2.883036894849883,2.0783192515933187,-0.11967352861302545
common_imd_1991_2020,ALL,ALL,east_northeast_india,ERPAS,1,101,36,0.3887413566782306,0.4886274313219167,0.37817757548583353,0.17282290610083983,0.6490196192359103,3.593781970497029,2.5241177075966372,0.3868535265854391
common_imd_1991_2020,ALL,ALL,east_northeast_india,ERPAS,2,101,36,0.216252852093982,0.2670628994647854,0.20615639577447825,-0.03646720945039374,0.5139116278257613,4.428101388454386,3.285964465410367,1.0475247124176021
common_imd_1991_2020,ALL,ALL,east_northeast_india,ERPAS,3,101,36,0.09298259234726833,0.11840835191203716,0.1128400156661857,-0.20054080189085818,0.3464525678924703,4.884117534538956,3.6520308145935947,1.6415566180027092
