method,case_id,erpas_init,fuxi_init,year,init_month,season_memberships,week,valid_period_start,valid_period_end_exclusive,model,erpas_source_count,acc,rmse_mm_day,mae_mm_day,bias_mm_day
common_imd_1991_2020,paired_20240410,2024-04-10,2024-04-08,2024,4,MAM,1,2024-04-11,2024-04-18,FuXi-S2S,20,0.6742730555227378,1.3202757105776577,0.7706198989834285,0.19851294307034226
common_imd_1991_2020,paired_20240410,2024-04-10,2024-04-08,2024,4,MAM,2,2024-04-18,2024-04-25,FuXi-S2S,20,0.4434893507237322,1.7031165571136568,0.7030314798771397,0.031819386433949465
common_imd_1991_2020,paired_20240410,2024-04-10,2024-04-08,2024,4,MAM,3,2024-04-25,2024-05-02,FuXi-S2S,20,0.3623183259774289,2.8573126441080015,1.2961980419217398,0.4625398881495072
common_imd_1991_2020,paired_20240410,2024-04-10,2024-04-08,2024,4,MAM,4,2024-05-02,2024-05-09,FuXi-S2S,20,-0.32590255571667787,2.3821482659806628,1.2583304993986306,0.11952169403510288
common_imd_1991_2020,paired_20240417,2024-04-17,2024-04-15,2024,4,MAM,1,2024-04-18,2024-04-25,ERPAS,20,0.20821990786561845,2.167974732519991,1.0560667278075018,0.3688729309528009
common_imd_1991_2020,paired_20240417,2024-04-17,2024-04-15,2024,4,MAM,2,2024-04-25,2024-05-02,ERPAS,20,0.09466659054739557,3.400964910204725,1.3100007420139377,0.3215915578455309
common_imd_1991_2020,paired_20240417,2024-04-17,2024-04-15,2024,4,MAM,3,2024-05-02,2024-05-09,ERPAS,20,-0.19152555291708756,3.3330609671499136,1.8146489437398232,0.7609941037699914
common_imd_1991_2020,paired_20240417,2024-04-17,2024-04-15,2024,4,MAM,4,2024-05-09,2024-05-16,ERPAS,20,-0.3164737747999626,4.4230249817494505,2.561427599819686,0.3536634524522444
common_imd_1991_2020,paired_20240417,2024-04-17,2024-04-15,2024,4,MAM,1,2024-04-18,2024-04-25,FuXi-S2S,20,0.5806678943918214,1.9171631549686494,0.6545050671066952,0.10937402464124903
common_imd_1991_2020,paired_20240417,2024-04-17,2024-04-15,2024,4,MAM,2,2024-04-25,2024-05-02,FuXi-S2S,20,0.4352825010255825,2.9500488327567345,1.0769868217792786,0.18396277024793525
common_imd_1991_2020,paired_20240417,2024-04-17,2024-04-15,2024,4,MAM,3,2024-05-02,2024-05-09,FuXi-S2S,20,-0.21862998903981157,2.343442232497709,1.2095781183286585,0.049442139939370675
common_imd_1991_2020,paired_20240417,2024-04-17,2024-04-15,2024,4,MAM,4,2024-05-09,2024-05-16,FuXi-S2S,20,0.12012773191840867,2.7689473658699355,1.7810771764650872,-0.6852306035416005
common_imd_1991_2020,paired_20240424,2024-04-24,2024-04-22,2024,4,MAM,1,2024-04-25,2024-05-02,ERPAS,20,0.30009559455343116,2.864679898247483,0.8440744547831338,-0.2474006424052553
common_imd_1991_2020,paired_20240424,2024-04-24,2024-04-22,2024,4,MAM,2,2024-05-02,2024-05-09,ERPAS,20,-0.0879504711006333,2.3579866738659905,1.3543719356932797,-0.024518724567681158
common_imd_1991_2020,paired_20240424,2024-04-24,2024-04-22,2024,4,MAM,3,2024-05-09,2024-05-16,ERPAS,20,-0.2950893144614811,4.698805136993418,2.5469660386504374,0.051582773150242164
common_imd_1991_2020,paired_20240424,2024-04-24,2024-04-22,2024,4,MAM,4,2024-05-16,2024-05-23,ERPAS,20,-0.10393185900064221,5.25898801735196,2.979675431973775,-0.059305386200959105
common_imd_1991_2020,paired_20240424,2024-04-24,2024-04-22,2024,4,MAM,1,2024-04-25,2024-05-02,FuXi-S2S,20,0.6938689750394479,2.0857971448295416,0.6044351075527081,-0.2705421531754171
common_imd_1991_2020,paired_20240424,2024-04-24,2024-04-22,2024,4,MAM,2,2024-05-02,2024-05-09,FuXi-S2S,20,-0.3305260920151046,4.162645014126949,1.8441654744955072,0.4467837661946241
common_imd_1991_2020,paired_20240424,2024-04-24,2024-04-22,2024,4,MAM,3,2024-05-09,2024-05-16,FuXi-S2S,20,-0.11350482935859926,3.027401596246117,1.9026970827601835,-0.744888683699387
common_imd_1991_2020,paired_20240424,2024-04-24,2024-04-22,2024,4,MAM,4,2024-05-16,2024-05-23,FuXi-S2S,20,0.1331748349271958,3.853559864445885,2.08217538874323,-0.7467988462405261
common_imd_1991_2020,paired_20240501,2024-05-01,2024-04-29,2024,5,MAM,1,2024-05-02,2024-05-09,ERPAS,20,0.2133361886719652,2.145999507950949,1.1013792642277438,0.5065569922845949
common_imd_1991_2020,paired_20240501,2024-05-01,2024-04-29,2024,5,MAM,2,2024-05-09,2024-05-16,ERPAS,20,0.16652670204305525,2.9793962875415336,1.7163554081408765,-0.004409660572195356
common_imd_1991_2020,paired_20240501,2024-05-01,2024-04-29,2024,5,MAM,3,2024-05-16,2024-05-23,ERPAS,20,-0.08158203014024247,5.245663028008193,2.840557557995755,0.05640084384095118
common_imd_1991_2020,paired_20240501,2024-05-01,2024-04-29,2024,5,MAM,4,2024-05-23,2024-05-30,ERPAS,20,0.6152528640446093,2.773334114236645,1.5197839390718928,0.2702375113857055
common_imd_1991_2020,paired_20240501,2024-05-01,2024-04-29,2024,5,MAM,1,2024-05-02,2024-05-09,FuXi-S2S,20,-0.15892286704167696,2.485474955794866,1.2803200382769804,-0.03362904977497754
common_imd_1991_2020,paired_20240501,2024-05-01,2024-04-29,2024,5,MAM,2,2024-05-09,2024-05-16,FuXi-S2S,20,0.5809667613628369,2.3722133727416974,1.6264031371936416,-0.9838424590858645
common_imd_1991_2020,paired_20240501,2024-05-01,2024-04-29,2024,5,MAM,3,2024-05-16,2024-05-23,FuXi-S2S,20,0.5260517668316386,3.2884706678333337,1.8891056546255787,-0.9850260227362406
common_imd_1991_2020,paired_20240501,2024-05-01,2024-04-29,2024,5,MAM,4,2024-05-23,2024-05-30,FuXi-S2S,20,0.35614680365667806,4.124305644195249,2.363450082826401,1.5097535419688377
common_imd_1991_2020,paired_20240508,2024-05-08,2024-05-06,2024,5,MAM,1,2024-05-09,2024-05-16,ERPAS,20,0.5500075636898221,2.2690822906234844,1.4173502987235194,-0.04942004282975993
common_imd_1991_2020,paired_20240508,2024-05-08,2024-05-06,2024,5,MAM,2,2024-05-16,2024-05-23,ERPAS,20,0.40174338684535377,3.463240502925685,2.109404331971055,-0.5551632706200632
common_imd_1991_2020,paired_20240508,2024-05-08,2024-05-06,2024,5,MAM,3,2024-05-23,2024-05-30,ERPAS,20,0.15942945766527925,3.699959226324939,1.6234632969474518,-0.735573855974021
common_imd_1991_2020,paired_20240508,2024-05-08,2024-05-06,2024,5,MAM,4,2024-05-30,2024-06-06,ERPAS,20,0.07114713968937998,3.670803153341876,2.2106070607698047,-1.012664690600575
common_imd_1991_2020,paired_20240508,2024-05-08,2024-05-06,2024,5,MAM,1,2024-05-09,2024-05-16,FuXi-S2S,20,0.5704872022853086,2.2647130868030416,1.4777670415342983,-0.7033875210184212
common_imd_1991_2020,paired_20240508,2024-05-08,2024-05-06,2024,5,MAM,2,2024-05-16,2024-05-23,FuXi-S2S,20,0.6809219428216914,2.8915811023137996,1.6529163748664404,-0.6932452396220068
common_imd_1991_2020,paired_20240508,2024-05-08,2024-05-06,2024,5,MAM,3,2024-05-23,2024-05-30,FuXi-S2S,20,0.25758285155383875,4.123074060958707,2.1720572567692837,0.9985638353212403
common_imd_1991_2020,paired_20240508,2024-05-08,2024-05-06,2024,5,MAM,4,2024-05-30,2024-06-06,FuXi-S2S,20,-0.16865419946040275,4.214635517770216,2.3294093529813527,0.5124848364543199
common_imd_1991_2020,paired_20240515,2024-05-15,2024-05-13,2024,5,MAM,1,2024-05-16,2024-05-23,ERPAS,20,0.7456030173570575,2.629057276643733,1.5495852902821832,0.12663599544573048
common_imd_1991_2020,paired_20240515,2024-05-15,2024-05-13,2024,5,MAM,2,2024-05-23,2024-05-30,ERPAS,20,0.35198419998641634,3.3509393099873575,1.3628111873601356,-0.6065153527918379
common_imd_1991_2020,paired_20240515,2024-05-15,2024-05-13,2024,5,MAM,3,2024-05-30,2024-06-06,ERPAS,20,-0.030520171484787837,4.100891107698651,2.1076908720574044,0.39709260521534473
common_imd_1991_2020,paired_20240515,2024-05-15,2024-05-13,2024,5,MAM,4,2024-06-06,2024-06-13,ERPAS,20,-0.38441207644427683,6.74274876474124,5.127208646445421,3.3078102460452654
common_imd_1991_2020,paired_20240515,2024-05-15,2024-05-13,2024,5,MAM,1,2024-05-16,2024-05-23,FuXi-S2S,20,0.8269799142621994,2.395652012947744,1.4297720982104916,-1.0442603114770157
common_imd_1991_2020,paired_20240515,2024-05-15,2024-05-13,2024,5,MAM,2,2024-05-23,2024-05-30,FuXi-S2S,20,0.14275301093870876,7.289974281227525,4.058260639811261,3.08166248261236
common_imd_1991_2020,paired_20240515,2024-05-15,2024-05-13,2024,5,MAM,3,2024-05-30,2024-06-06,FuXi-S2S,20,-0.1644719757858825,4.601490861481295,2.358466188009124,-0.23183505311325986
common_imd_1991_2020,paired_20240515,2024-05-15,2024-05-13,2024,5,MAM,4,2024-06-06,2024-06-13,FuXi-S2S,20,-0.41165384165510244,5.859768768169303,3.7298923297624405,0.23755419406430786
common_imd_1991_2020,paired_20240522,2024-05-22,2024-05-20,2024,5,MAM,1,2024-05-23,2024-05-30,ERPAS,20,0.47616559962685234,3.4242850023426135,1.690206872440887,0.6162902870807347
common_imd_1991_2020,paired_20240522,2024-05-22,2024-05-20,2024,5,MAM,2,2024-05-30,2024-06-06,ERPAS,20,-0.0381691287617649,4.094195719651655,2.1500173125974724,-0.42986824034270826
common_imd_1991_2020,paired_20240522,2024-05-22,2024-05-20,2024,5,MAM,3,2024-06-06,2024-06-13,ERPAS,20,-0.21134189469662815,5.881509088777027,3.570176071556771,1.1315262229336225
common_imd_1991_2020,paired_20240522,2024-05-22,2024-05-20,2024,5,MAM,4,2024-06-13,2024-06-20,ERPAS,20,-0.13357679562446798,8.553919926797523,4.7595355316961925,2.4971580315217747
common_imd_1991_2020,paired_20240522,2024-05-22,2024-05-20,2024,5,MAM,1,2024-05-23,2024-05-30,FuXi-S2S,20,0.7109880000195814,2.7095567466119745,1.1081805708464871,0.07739285726703365
common_imd_1991_2020,paired_20240522,2024-05-22,2024-05-20,2024,5,MAM,2,2024-05-30,2024-06-06,FuXi-S2S,20,-0.0915317302976906,3.993327204759047,2.0745595499417977,-0.5087890454271147
common_imd_1991_2020,paired_20240522,2024-05-22,2024-05-20,2024,5,MAM,3,2024-06-06,2024-06-13,FuXi-S2S,20,-0.15725053633139044,5.697284684389456,3.6349981062953245,1.6051305274540277
common_imd_1991_2020,paired_20240522,2024-05-22,2024-05-20,2024,5,MAM,4,2024-06-13,2024-06-20,FuXi-S2S,20,0.19097394054807987,7.7690313299976586,3.7807205356468194,2.203370627218342
common_imd_1991_2020,paired_20240529,2024-05-29,2024-05-27,2024,5,MAM,1,2024-05-30,2024-06-06,ERPAS,20,0.42600844750022926,3.5387115766258166,1.8367935426671298,-0.29462906523542076
common_imd_1991_2020,paired_20240529,2024-05-29,2024-05-27,2024,5,MAM,2,2024-06-06,2024-06-13,ERPAS,20,0.22819800629861717,4.182178216369637,2.483935968710136,-0.7946698558301107
common_imd_1991_2020,paired_20240529,2024-05-29,2024-05-27,2024,5,MAM,3,2024-06-13,2024-06-20,ERPAS,20,0.11022680661419308,7.87585869818091,3.874400726627301,1.871494454259286
common_imd_1991_2020,paired_20240529,2024-05-29,2024-05-27,2024,5,MAM,4,2024-06-20,2024-06-27,ERPAS,20,-0.03526533969308883,6.5055805698782345,4.829978928658465,3.868733850983997
common_imd_1991_2020,paired_20240529,2024-05-29,2024-05-27,2024,5,MAM,1,2024-05-30,2024-06-06,FuXi-S2S,20,0.10399457639087598,4.232136235372579,2.1023702219159768,-0.14236673027374308
common_imd_1991_2020,paired_20240529,2024-05-29,2024-05-27,2024,5,MAM,2,2024-06-06,2024-06-13,FuXi-S2S,20,0.36478445854377844,3.988790701220689,2.410246886084757,0.8559214160136168
common_imd_1991_2020,paired_20240529,2024-05-29,2024-05-27,2024,5,MAM,3,2024-06-13,2024-06-20,FuXi-S2S,20,0.40989573655994654,6.809972812270449,2.478716556360772,0.14489529281594293
common_imd_1991_2020,paired_20240529,2024-05-29,2024-05-27,2024,5,MAM,4,2024-06-20,2024-06-27,FuXi-S2S,20,0.0654682576842732,4.7799925024138625,3.0775160036089697,0.4238724720779448
common_imd_1991_2020,paired_20240605,2024-06-05,2024-06-03,2024,6,JJAS,1,2024-06-06,2024-06-13,ERPAS,20,0.7525546467923773,2.6953511848630223,1.5437864996530675,0.5832140138948189
common_imd_1991_2020,paired_20240605,2024-06-05,2024-06-03,2024,6,JJAS,2,2024-06-13,2024-06-20,ERPAS,20,0.13089044930911561,7.395522816083331,3.0345274547996066,0.29857515322299183
common_imd_1991_2020,paired_20240605,2024-06-05,2024-06-03,2024,6,JJAS,3,2024-06-20,2024-06-27,ERPAS,20,-0.023331203720405775,6.522766088715057,4.822982437070328,3.979227341000413
common_imd_1991_2020,paired_20240605,2024-06-05,2024-06-03,2024,6,JJAS,4,2024-06-27,2024-07-04,ERPAS,20,0.09110873986176403,6.788390184921239,4.212597601330791,0.025658087350845175
common_imd_1991_2020,paired_20240605,2024-06-05,2024-06-03,2024,6,JJAS,1,2024-06-06,2024-06-13,FuXi-S2S,20,0.61900326104247,3.164424328554197,1.919916915001919,0.4636156215187324
common_imd_1991_2020,paired_20240605,2024-06-05,2024-06-03,2024,6,JJAS,2,2024-06-13,2024-06-20,FuXi-S2S,20,0.3463547651351938,8.28345487124373,3.563205405106452,1.2880518179441425
common_imd_1991_2020,paired_20240605,2024-06-05,2024-06-03,2024,6,JJAS,3,2024-06-20,2024-06-27,FuXi-S2S,20,-0.0031661805678957207,4.66777888988838,3.10519601934259,-0.4256091264933156
common_imd_1991_2020,paired_20240605,2024-06-05,2024-06-03,2024,6,JJAS,4,2024-06-27,2024-07-04,FuXi-S2S,20,0.38082728361331236,5.591679730166454,3.5058170769878334,-0.5386456375429125
common_imd_1991_2020,paired_20240626,2024-06-26,2024-06-24,2024,6,JJAS,1,2024-06-27,2024-07-04,ERPAS,20,0.34561987486602574,7.056538696171725,4.341811658862313,0.6025681322362184
common_imd_1991_2020,paired_20240626,2024-06-26,2024-06-24,2024,6,JJAS,2,2024-07-04,2024-07-11,ERPAS,20,-0.20145990878952355,8.51921001229165,6.353888732513444,2.828311195874302
common_imd_1991_2020,paired_20240626,2024-06-26,2024-06-24,2024,6,JJAS,3,2024-07-11,2024-07-18,ERPAS,20,-0.4651138667400803,7.8376518162629765,4.9144942564462415,1.9447229391856742
common_imd_1991_2020,paired_20240626,2024-06-26,2024-06-24,2024,6,JJAS,4,2024-07-18,2024-07-25,ERPAS,20,-0.2932037712038683,11.555785517761409,7.630927237311388,-1.2970527270489933
common_imd_1991_2020,paired_20240626,2024-06-26,2024-06-24,2024,6,JJAS,1,2024-06-27,2024-07-04,FuXi-S2S,20,0.5606178103277801,5.872649767663127,3.4651669692475195,0.39223357480440213
common_imd_1991_2020,paired_20240626,2024-06-26,2024-06-24,2024,6,JJAS,2,2024-07-04,2024-07-11,FuXi-S2S,20,0.20147926098926444,6.525324861896008,4.339486317030066,1.3892688037503782
common_imd_1991_2020,paired_20240626,2024-06-26,2024-06-24,2024,6,JJAS,3,2024-07-11,2024-07-18,FuXi-S2S,20,-0.2220341242467787,6.920290299147537,4.185708729953042,0.853262562039847
common_imd_1991_2020,paired_20240626,2024-06-26,2024-06-24,2024,6,JJAS,4,2024-07-18,2024-07-25,FuXi-S2S,20,0.32984341180866544,8.943424218852057,5.600514113040887,-1.2507541636586768
common_imd_1991_2020,paired_20240703,2024-07-03,2024-07-01,2024,7,JJAS,1,2024-07-04,2024-07-11,ERPAS,20,0.2551575127656019,6.7871422429266035,4.232575821583379,1.0744844938431126
common_imd_1991_2020,paired_20240703,2024-07-03,2024-07-01,2024,7,JJAS,2,2024-07-11,2024-07-18,ERPAS,20,-0.28840313837717413,7.4182442306197975,4.555269434727923,1.3732382427601335
common_imd_1991_2020,paired_20240703,2024-07-03,2024-07-01,2024,7,JJAS,3,2024-07-18,2024-07-25,ERPAS,20,-0.4234788890100022,12.185003399799896,8.194689132142502,-0.6652295060213393
common_imd_1991_2020,paired_20240703,2024-07-03,2024-07-01,2024,7,JJAS,4,2024-07-25,2024-08-01,ERPAS,20,-0.3613121954922657,8.338176035949877,5.631773343074639,-0.793522261273809
common_imd_1991_2020,paired_20240703,2024-07-03,2024-07-01,2024,7,JJAS,1,2024-07-04,2024-07-11,FuXi-S2S,20,0.3203068181886065,5.948303101461923,3.677371506509597,1.187446024950805
common_imd_1991_2020,paired_20240703,2024-07-03,2024-07-01,2024,7,JJAS,2,2024-07-11,2024-07-18,FuXi-S2S,20,-0.24789943952607227,8.992669272650998,5.28921731998269,-2.1454385333109274
common_imd_1991_2020,paired_20240703,2024-07-03,2024-07-01,2024,7,JJAS,3,2024-07-18,2024-07-25,FuXi-S2S,20,0.1197212880529654,10.535079506910083,7.031010674884555,-2.1577766189606904
common_imd_1991_2020,paired_20240703,2024-07-03,2024-07-01,2024,7,JJAS,4,2024-07-25,2024-08-01,FuXi-S2S,20,-0.06816434604789816,7.255322436081979,5.081417095808988,0.4561920544495696
common_imd_1991_2020,paired_20240710,2024-07-10,2024-07-08,2024,7,JJAS,1,2024-07-11,2024-07-18,ERPAS,20,0.006255853805390418,6.514766724261526,3.8361664937390247,0.3413021388683355
common_imd_1991_2020,paired_20240710,2024-07-10,2024-07-08,2024,7,JJAS,2,2024-07-18,2024-07-25,ERPAS,20,-0.08209613003795621,10.497719174250605,6.992672237145416,-0.9815645178548454
common_imd_1991_2020,paired_20240710,2024-07-10,2024-07-08,2024,7,JJAS,3,2024-07-25,2024-08-01,ERPAS,20,-0.2992322630841861,8.125915663316219,5.442019117641642,-0.04816409780549974
common_imd_1991_2020,paired_20240710,2024-07-10,2024-07-08,2024,7,JJAS,4,2024-08-01,2024-08-08,ERPAS,20,0.01456708044865916,9.309238849437376,6.742613614700917,-4.185040339894997
common_imd_1991_2020,paired_20240710,2024-07-10,2024-07-08,2024,7,JJAS,1,2024-07-11,2024-07-18,FuXi-S2S,20,0.4557627834415526,6.109911972735198,3.580162276172358,0.7237559055115754
common_imd_1991_2020,paired_20240710,2024-07-10,2024-07-08,2024,7,JJAS,2,2024-07-18,2024-07-25,FuXi-S2S,20,0.4154775982786066,8.90511488336616,5.635622200829053,-0.7204614907791682
common_imd_1991_2020,paired_20240710,2024-07-10,2024-07-08,2024,7,JJAS,3,2024-07-25,2024-08-01,FuXi-S2S,20,0.17378313740664242,6.144717131129366,4.196649470761333,-0.503040733470915
common_imd_1991_2020,paired_20240710,2024-07-10,2024-07-08,2024,7,JJAS,4,2024-08-01,2024-08-08,FuXi-S2S,20,0.13679345513570712,8.82329938679179,6.31359691020931,-4.2325280469695565
common_imd_1991_2020,paired_20240717,2024-07-17,2024-07-15,2024,7,JJAS,1,2024-07-18,2024-07-25,ERPAS,20,0.5023158308050768,8.105202751861414,5.73467098283875,-0.12458307202895685
common_imd_1991_2020,paired_20240717,2024-07-17,2024-07-15,2024,7,JJAS,2,2024-07-25,2024-08-01,ERPAS,20,0.041849882005353306,6.409014103934588,4.401805272023244,-0.509793744630882
common_imd_1991_2020,paired_20240717,2024-07-17,2024-07-15,2024,7,JJAS,3,2024-08-01,2024-08-08,ERPAS,20,0.04556695223886276,8.915752355730088,6.706762233763138,-2.401290913480119
common_imd_1991_2020,paired_20240717,2024-07-17,2024-07-15,2024,7,JJAS,4,2024-08-08,2024-08-15,ERPAS,20,0.38560881001898,5.626799770247259,4.312075833656003,1.7730488820495915
common_imd_1991_2020,paired_20240717,2024-07-17,2024-07-15,2024,7,JJAS,1,2024-07-18,2024-07-25,FuXi-S2S,20,0.6764669511002814,7.034069902893682,4.451869859938391,-0.38934443202245095
common_imd_1991_2020,paired_20240717,2024-07-17,2024-07-15,2024,7,JJAS,2,2024-07-25,2024-08-01,FuXi-S2S,20,-0.08212989998487948,8.230219346681029,5.495570970589383,-1.7069967020449222
common_imd_1991_2020,paired_20240717,2024-07-17,2024-07-15,2024,7,JJAS,3,2024-08-01,2024-08-08,FuXi-S2S,20,0.005041276954069829,11.203415737986084,8.296510970564658,-3.905434035940309
common_imd_1991_2020,paired_20240717,2024-07-17,2024-07-15,2024,7,JJAS,4,2024-08-08,2024-08-15,FuXi-S2S,20,0.3095904090261505,5.81204169012964,4.079335462854848,0.10102329335033566
common_imd_1991_2020,paired_20240724,2024-07-24,2024-07-22,2024,7,JJAS,1,2024-07-25,2024-08-01,ERPAS,20,0.16024531510211615,6.249043204011365,4.207369932804545,-0.42778798122428685
common_imd_1991_2020,paired_20240724,2024-07-24,2024-07-22,2024,7,JJAS,2,2024-08-01,2024-08-08,ERPAS,20,0.2719654530347581,7.211971149879843,5.409033811537346,-1.0650576069934454
common_imd_1991_2020,paired_20240724,2024-07-24,2024-07-22,2024,7,JJAS,3,2024-08-08,2024-08-15,ERPAS,20,0.4372248223589408,5.42679089552531,4.126152179212486,1.4670876246637932
common_imd_1991_2020,paired_20240724,2024-07-24,2024-07-22,2024,7,JJAS,4,2024-08-15,2024-08-22,ERPAS,20,0.10038483493048088,5.651268457546706,4.299903371046912,1.1949639744292135
common_imd_1991_2020,paired_20240724,2024-07-24,2024-07-22,2024,7,JJAS,1,2024-07-25,2024-08-01,FuXi-S2S,20,0.2072820813025817,6.194340005984433,4.090661651964555,-0.34181018186323625
common_imd_1991_2020,paired_20240724,2024-07-24,2024-07-22,2024,7,JJAS,2,2024-08-01,2024-08-08,FuXi-S2S,20,0.1520580062723449,7.955563896296098,5.975017824690644,-2.2313234333026735
common_imd_1991_2020,paired_20240724,2024-07-24,2024-07-22,2024,7,JJAS,3,2024-08-08,2024-08-15,FuXi-S2S,20,0.34771682269283577,5.756643771475243,4.264223214904127,1.8190407274130425
common_imd_1991_2020,paired_20240724,2024-07-24,2024-07-22,2024,7,JJAS,4,2024-08-15,2024-08-22,FuXi-S2S,20,0.10699888157043165,5.622321584686623,4.142613817374625,1.1677068081854425
common_imd_1991_2020,paired_20240731,2024-07-31,2024-07-29,2024,7,JJAS,1,2024-08-01,2024-08-08,ERPAS,20,0.1319039986835489,8.225256589674368,6.270373976918696,-0.6875558016715397
common_imd_1991_2020,paired_20240731,2024-07-31,2024-07-29,2024,7,JJAS,2,2024-08-08,2024-08-15,ERPAS,20,0.4614282736068085,5.424116469058264,3.890333190212414,0.6364490370432959
common_imd_1991_2020,paired_20240731,2024-07-31,2024-07-29,2024,7,JJAS,3,2024-08-15,2024-08-22,ERPAS,20,0.0798736002067402,5.795449459812013,4.480283165727634,0.919089093461961
common_imd_1991_2020,paired_20240731,2024-07-31,2024-07-29,2024,7,JJAS,4,2024-08-22,2024-08-29,ERPAS,20,-0.2947460122941524,11.583541202127801,7.03810716277031,-3.306230490157014
common_imd_1991_2020,paired_20240731,2024-07-31,2024-07-29,2024,7,JJAS,1,2024-08-01,2024-08-08,FuXi-S2S,20,0.12971742292683194,8.475043182739398,6.075118745727093,-2.1513435950954105
common_imd_1991_2020,paired_20240731,2024-07-31,2024-07-29,2024,7,JJAS,2,2024-08-08,2024-08-15,FuXi-S2S,20,0.4321848985501167,5.176273596648164,3.837636949345537,1.347103296305347
common_imd_1991_2020,paired_20240731,2024-07-31,2024-07-29,2024,7,JJAS,3,2024-08-15,2024-08-22,FuXi-S2S,20,-0.03574091321466807,5.678213545864837,4.238228000545198,0.42078510429477356
common_imd_1991_2020,paired_20240731,2024-07-31,2024-07-29,2024,7,JJAS,4,2024-08-22,2024-08-29,FuXi-S2S,20,-0.20053131238936722,10.709093701241509,6.2899741061921475,-2.146171400381759
common_imd_1991_2020,paired_20240814,2024-08-14,2024-08-12,2024,8,JJAS,1,2024-08-15,2024-08-22,ERPAS,20,0.34399724069843574,6.807810778520604,5.085999131624091,3.148495320361571
common_imd_1991_2020,paired_20240814,2024-08-14,2024-08-12,2024,8,JJAS,2,2024-08-22,2024-08-29,ERPAS,20,0.09930019148544854,9.700063248394136,5.707297931492875,-0.9982745155340523
common_imd_1991_2020,paired_20240814,2024-08-14,2024-08-12,2024,8,JJAS,3,2024-08-29,2024-09-05,ERPAS,20,0.18482371037720854,7.584318302505168,5.434112159905475,0.35723359655384485
common_imd_1991_2020,paired_20240814,2024-08-14,2024-08-12,2024,8,JJAS,4,2024-09-05,2024-09-12,ERPAS,20,-0.18404704166182334,7.780904741859188,5.978569463472435,-0.0698198235822031
common_imd_1991_2020,paired_20240814,2024-08-14,2024-08-12,2024,8,JJAS,1,2024-08-15,2024-08-22,FuXi-S2S,20,0.3354117533107536,5.279470768038487,4.031300779427719,1.5224405301865707
common_imd_1991_2020,paired_20240814,2024-08-14,2024-08-12,2024,8,JJAS,2,2024-08-22,2024-08-29,FuXi-S2S,20,0.19580621473282636,9.646730815961758,6.098145302882284,-1.080391678896842
common_imd_1991_2020,paired_20240814,2024-08-14,2024-08-12,2024,8,JJAS,3,2024-08-29,2024-09-05,FuXi-S2S,20,0.15027669025477358,8.287324387324635,5.572369700610706,0.8876126558689053
common_imd_1991_2020,paired_20240814,2024-08-14,2024-08-12,2024,8,JJAS,4,2024-09-05,2024-09-12,FuXi-S2S,20,0.3221039623839896,6.408801795437653,4.596741513993843,-0.24179713668484767
common_imd_1991_2020,paired_20240821,2024-08-21,2024-08-19,2024,8,JJAS,1,2024-08-22,2024-08-29,ERPAS,20,0.6575941187037097,7.113556361278257,4.416651926747811,0.49936127903307426
common_imd_1991_2020,paired_20240821,2024-08-21,2024-08-19,2024,8,JJAS,2,2024-08-29,2024-09-05,ERPAS,20,0.37812646802531663,7.047505882988624,5.166894518650741,0.8144039432726936
common_imd_1991_2020,paired_20240821,2024-08-21,2024-08-19,2024,8,JJAS,3,2024-09-05,2024-09-12,ERPAS,20,0.160745729303953,7.007279493355184,5.3947748824310775,0.8430693232509147
common_imd_1991_2020,paired_20240821,2024-08-21,2024-08-19,2024,8,JJAS,4,2024-09-12,2024-09-19,ERPAS,20,0.26379098407790597,7.470816562829864,6.215495650052523,3.1340334465609683
common_imd_1991_2020,paired_20240821,2024-08-21,2024-08-19,2024,8,JJAS,1,2024-08-22,2024-08-29,FuXi-S2S,20,0.35354597533898036,8.986238919071111,5.953079751961685,-0.4303349822969686
common_imd_1991_2020,paired_20240821,2024-08-21,2024-08-19,2024,8,JJAS,2,2024-08-29,2024-09-05,FuXi-S2S,20,0.37951027355707867,7.88798667213535,4.680937372646847,0.519885723597899
common_imd_1991_2020,paired_20240821,2024-08-21,2024-08-19,2024,8,JJAS,3,2024-09-05,2024-09-12,FuXi-S2S,20,0.3726138901381984,6.385555872436655,4.542840469940629,0.7130378148347548
common_imd_1991_2020,paired_20240821,2024-08-21,2024-08-19,2024,8,JJAS,4,2024-09-12,2024-09-19,FuXi-S2S,20,0.07491565611124966,7.710191507207525,5.972079352277642,2.620219127484345
common_imd_1991_2020,paired_20240828,2024-08-28,2024-08-26,2024,8,JJAS,1,2024-08-29,2024-09-05,ERPAS,20,0.5452364466255905,6.384849169960296,4.647276119390841,-0.11751694725223177
common_imd_1991_2020,paired_20240828,2024-08-28,2024-08-26,2024,8,JJAS,2,2024-09-05,2024-09-12,ERPAS,20,0.3429661153642137,6.436069038329692,4.601658452608881,0.6229137235088399
common_imd_1991_2020,paired_20240828,2024-08-28,2024-08-26,2024,8,JJAS,3,2024-09-12,2024-09-19,ERPAS,20,0.3815533950505452,7.037368317995575,5.7215517140171945,2.809428471998483
common_imd_1991_2020,paired_20240828,2024-08-28,2024-08-26,2024,8,JJAS,4,2024-09-19,2024-09-26,ERPAS,20,0.2847385204763045,4.00434948677073,3.1709622152880086,2.314891284010763
