method,case_id,erpas_init,fuxi_init,year,init_month,season_memberships,week,valid_period_start,valid_period_end_exclusive,model,erpas_source_count,acc,rmse_mm_day,mae_mm_day,bias_mm_day
common_imd_1991_2020,paired_20230809,2023-08-09,2023-08-07,2023,8,JJAS,3,2023-08-24,2023-08-31,ERPAS,20,0.026351767801718155,7.739761398113063,6.140179174362983,5.288867738893998
common_imd_1991_2020,paired_20230809,2023-08-09,2023-08-07,2023,8,JJAS,4,2023-08-31,2023-09-07,ERPAS,20,0.3625514760553166,5.483685412818028,4.225373010357909,2.7485844928337686
common_imd_1991_2020,paired_20230809,2023-08-09,2023-08-07,2023,8,JJAS,1,2023-08-10,2023-08-17,FuXi-S2S,20,0.4196068000179838,5.20054361159547,2.416590688296761,0.3667202535606458
common_imd_1991_2020,paired_20230809,2023-08-09,2023-08-07,2023,8,JJAS,2,2023-08-17,2023-08-24,FuXi-S2S,20,-0.0466330771411468,6.319746138680857,4.454076352471723,-3.279262407659234
common_imd_1991_2020,paired_20230809,2023-08-09,2023-08-07,2023,8,JJAS,3,2023-08-24,2023-08-31,FuXi-S2S,20,0.19763400769318268,5.30783306804023,4.118172988618998,3.0938936187535284
common_imd_1991_2020,paired_20230809,2023-08-09,2023-08-07,2023,8,JJAS,4,2023-08-31,2023-09-07,FuXi-S2S,20,-0.2548905168996129,6.734127734445409,4.938750884136908,2.083124315044735
common_imd_1991_2020,paired_20230816,2023-08-16,2023-08-14,2023,8,JJAS,1,2023-08-17,2023-08-24,ERPAS,20,0.2813140657506164,4.180003589207135,2.844312834506494,-0.5094187065058879
common_imd_1991_2020,paired_20230816,2023-08-16,2023-08-14,2023,8,JJAS,2,2023-08-24,2023-08-31,ERPAS,20,0.25310816709943795,6.462754252221508,4.814971086012683,4.003997302850342
common_imd_1991_2020,paired_20230816,2023-08-16,2023-08-14,2023,8,JJAS,3,2023-08-31,2023-09-07,ERPAS,20,0.33464681324509493,5.582929950645213,3.832846891612546,2.5512663870318275
common_imd_1991_2020,paired_20230816,2023-08-16,2023-08-14,2023,8,JJAS,4,2023-09-07,2023-09-14,ERPAS,20,-0.03523831100293633,5.210843273226223,4.0399631923689325,-0.06494748970332255
common_imd_1991_2020,paired_20230816,2023-08-16,2023-08-14,2023,8,JJAS,1,2023-08-17,2023-08-24,FuXi-S2S,20,0.3549317663610239,3.768666550956814,2.6245066037696256,-1.546402431417706
common_imd_1991_2020,paired_20230816,2023-08-16,2023-08-14,2023,8,JJAS,2,2023-08-24,2023-08-31,FuXi-S2S,20,0.7430680946753928,4.576992897091836,2.9422283625028594,2.119438118340138
common_imd_1991_2020,paired_20230816,2023-08-16,2023-08-14,2023,8,JJAS,3,2023-08-31,2023-09-07,FuXi-S2S,20,0.2825075070342145,5.118006236568168,3.260004347185426,0.680049608056195
common_imd_1991_2020,paired_20230816,2023-08-16,2023-08-14,2023,8,JJAS,4,2023-09-07,2023-09-14,FuXi-S2S,20,0.32625733877119956,4.910627041646804,3.717681233200364,1.4214090786578928
common_imd_1991_2020,paired_20230823,2023-08-23,2023-08-21,2023,8,JJAS,1,2023-08-24,2023-08-31,ERPAS,20,0.7652436821265157,3.349337556903025,1.792230425571128,0.7502292256864536
common_imd_1991_2020,paired_20230823,2023-08-23,2023-08-21,2023,8,JJAS,2,2023-08-31,2023-09-07,ERPAS,20,0.440138690643952,4.561821820442542,2.9075999283804355,0.5990228877238508
common_imd_1991_2020,paired_20230823,2023-08-23,2023-08-21,2023,8,JJAS,3,2023-09-07,2023-09-14,ERPAS,20,-0.07327542061124832,5.651910720664467,4.518193857649303,-0.10057451394219116
common_imd_1991_2020,paired_20230823,2023-08-23,2023-08-21,2023,8,JJAS,4,2023-09-14,2023-09-21,ERPAS,20,-0.09670608016017923,8.611141298483323,5.614707153783998,-1.332151925765164
common_imd_1991_2020,paired_20230823,2023-08-23,2023-08-21,2023,8,JJAS,1,2023-08-24,2023-08-31,FuXi-S2S,20,0.8016890963995398,3.275617877107321,1.5572084897391285,0.4265854278913519
common_imd_1991_2020,paired_20230823,2023-08-23,2023-08-21,2023,8,JJAS,2,2023-08-31,2023-09-07,FuXi-S2S,20,0.5504521784080915,4.203952802772155,2.894756925972454,-0.7053610122941008
common_imd_1991_2020,paired_20230823,2023-08-23,2023-08-21,2023,8,JJAS,3,2023-09-07,2023-09-14,FuXi-S2S,20,0.13928721293332222,4.942216901497895,3.6422145344351526,-0.7104941143753676
common_imd_1991_2020,paired_20230823,2023-08-23,2023-08-21,2023,8,JJAS,4,2023-09-14,2023-09-21,FuXi-S2S,20,-0.15557407114690286,9.091764953369442,5.941760393894789,-1.0849757069061299
common_imd_1991_2020,paired_20230830,2023-08-30,2023-08-28,2023,8,JJAS,1,2023-08-31,2023-09-07,ERPAS,20,0.7592829956248627,3.3240467355428995,2.1836196975686146,-0.9954195665074497
common_imd_1991_2020,paired_20230830,2023-08-30,2023-08-28,2023,8,JJAS,2,2023-09-07,2023-09-14,ERPAS,20,0.09566889781370048,7.1842105720173155,5.071753076178077,0.32686506920129726
common_imd_1991_2020,paired_20230830,2023-08-30,2023-08-28,2023,8,JJAS,3,2023-09-14,2023-09-21,ERPAS,20,0.029710657293211578,8.249363866895688,5.357862082936203,-0.43124842538030694
common_imd_1991_2020,paired_20230830,2023-08-30,2023-08-28,2023,8,JJAS,4,2023-09-21,2023-09-28,ERPAS,20,-0.20378510996354343,5.099255962125189,3.437639301012895,-0.6084641006021737
common_imd_1991_2020,paired_20230830,2023-08-30,2023-08-28,2023,8,JJAS,1,2023-08-31,2023-09-07,FuXi-S2S,20,0.53200700372852,4.5331254796002085,3.328276721263896,-1.2654398487197644
common_imd_1991_2020,paired_20230830,2023-08-30,2023-08-28,2023,8,JJAS,2,2023-09-07,2023-09-14,FuXi-S2S,20,0.2203974861181518,5.343510012587859,3.9935198269776717,0.2027418848879263
common_imd_1991_2020,paired_20230830,2023-08-30,2023-08-28,2023,8,JJAS,3,2023-09-14,2023-09-21,FuXi-S2S,20,0.03733289864080977,8.510351214602203,5.4765149739522165,-1.8327245148990172
common_imd_1991_2020,paired_20230830,2023-08-30,2023-08-28,2023,8,JJAS,4,2023-09-21,2023-09-28,FuXi-S2S,20,-0.058553852353059425,4.987944848383227,3.501698564504467,-1.2199816626179443
common_imd_1991_2020,paired_20230906,2023-09-06,2023-09-04,2023,9,JJAS,1,2023-09-07,2023-09-14,ERPAS,20,0.5369155025163501,4.322798318512998,3.0092555622216537,0.024843585538106845
common_imd_1991_2020,paired_20230906,2023-09-06,2023-09-04,2023,9,JJAS,2,2023-09-14,2023-09-21,ERPAS,20,0.040436254551082323,8.614450204569042,5.992047252169163,0.3671501742400981
common_imd_1991_2020,paired_20230906,2023-09-06,2023-09-04,2023,9,JJAS,3,2023-09-21,2023-09-28,ERPAS,20,-0.09097837599405527,5.05112145042298,3.537469959951333,0.1759826097799279
common_imd_1991_2020,paired_20230906,2023-09-06,2023-09-04,2023,9,JJAS,4,2023-09-28,2023-10-05,ERPAS,20,0.11735215527204751,5.487906837512545,3.3642535005302943,-0.6274360381906638
common_imd_1991_2020,paired_20230906,2023-09-06,2023-09-04,2023,9,JJAS,1,2023-09-07,2023-09-14,FuXi-S2S,20,0.6376869417732783,4.063000158063985,2.8317321428094546,0.8005181524292564
common_imd_1991_2020,paired_20230906,2023-09-06,2023-09-04,2023,9,JJAS,2,2023-09-14,2023-09-21,FuXi-S2S,20,0.6315675524213928,6.634654002902132,3.878542528470355,-1.684669321201709
common_imd_1991_2020,paired_20230906,2023-09-06,2023-09-04,2023,9,JJAS,3,2023-09-21,2023-09-28,FuXi-S2S,20,0.021107697504050553,5.0493015047105905,3.542483922545654,-0.6179494967947693
common_imd_1991_2020,paired_20230906,2023-09-06,2023-09-04,2023,9,JJAS,4,2023-09-28,2023-10-05,FuXi-S2S,20,0.19133141053014308,5.694706665880473,3.2487651354070928,-0.6126370268418545
common_imd_1991_2020,paired_20230913,2023-09-13,2023-09-11,2023,9,JJAS,1,2023-09-14,2023-09-21,ERPAS,20,0.43144591523665665,7.389778411987383,4.8341823673756465,-0.028154146307781965
common_imd_1991_2020,paired_20230913,2023-09-13,2023-09-11,2023,9,JJAS,2,2023-09-21,2023-09-28,ERPAS,20,0.10085872069602715,6.30769664695698,4.863596109693202,3.383517713801029
common_imd_1991_2020,paired_20230913,2023-09-13,2023-09-11,2023,9,JJAS,3,2023-09-28,2023-10-05,ERPAS,20,0.14514073330148253,5.617762661404873,3.749696357668651,0.5521670478978408
common_imd_1991_2020,paired_20230913,2023-09-13,2023-09-11,2023,9,JJAS,4,2023-10-05,2023-10-12,ERPAS,20,-0.25527303176152233,4.220909306302539,3.134093593559517,2.156584379695588
common_imd_1991_2020,paired_20230913,2023-09-13,2023-09-11,2023,9,JJAS,1,2023-09-14,2023-09-21,FuXi-S2S,20,0.6150080612404033,6.372832346461601,4.330422321165988,-0.11889137462623063
common_imd_1991_2020,paired_20230913,2023-09-13,2023-09-11,2023,9,JJAS,2,2023-09-21,2023-09-28,FuXi-S2S,20,0.04002601672915492,4.823023381842162,3.316256570424877,-0.7627682685006034
common_imd_1991_2020,paired_20230913,2023-09-13,2023-09-11,2023,9,JJAS,3,2023-09-28,2023-10-05,FuXi-S2S,20,0.22676219906407444,5.4633955383133115,3.4240049269894097,-0.04780123144295444
common_imd_1991_2020,paired_20230913,2023-09-13,2023-09-11,2023,9,JJAS,4,2023-10-05,2023-10-12,FuXi-S2S,20,0.7280985348528336,1.9877853468756086,1.2082897014028535,0.6659085766610627
common_imd_1991_2020,paired_20230920,2023-09-20,2023-09-18,2023,9,JJAS,1,2023-09-21,2023-09-28,ERPAS,20,0.4015041981280877,4.868345750666461,3.1444621379990103,1.4042592522104782
common_imd_1991_2020,paired_20230920,2023-09-20,2023-09-18,2023,9,JJAS,2,2023-09-28,2023-10-05,ERPAS,20,0.07806507596666948,5.824554132533293,4.538805460979863,1.1638513633950691
common_imd_1991_2020,paired_20230920,2023-09-20,2023-09-18,2023,9,JJAS,3,2023-10-05,2023-10-12,ERPAS,20,-0.1365920123237348,5.177020998485893,4.218336153440887,3.580948571195871
common_imd_1991_2020,paired_20230920,2023-09-20,2023-09-18,2023,9,JJAS,4,2023-10-12,2023-10-19,ERPAS,20,-0.13347980012860497,3.5270903128236286,2.782271873831011,1.9417329976951705
common_imd_1991_2020,paired_20230920,2023-09-20,2023-09-18,2023,9,JJAS,1,2023-09-21,2023-09-28,FuXi-S2S,20,0.5465160711376916,3.6692448532329918,2.2933296778076624,-0.3487901847353216
common_imd_1991_2020,paired_20230920,2023-09-20,2023-09-18,2023,9,JJAS,2,2023-09-28,2023-10-05,FuXi-S2S,20,0.5448029854468532,4.732954012311321,2.520119817549957,-1.1582124065802706
common_imd_1991_2020,paired_20230920,2023-09-20,2023-09-18,2023,9,JJAS,3,2023-10-05,2023-10-12,FuXi-S2S,20,0.6818505436819723,2.179196300307372,1.3179510906889211,0.6608122468050831
common_imd_1991_2020,paired_20230920,2023-09-20,2023-09-18,2023,9,JJAS,4,2023-10-12,2023-10-19,FuXi-S2S,20,0.366109890004788,2.263234855990726,1.5442210264636762,0.5097628736477514
common_imd_1991_2020,paired_20230927,2023-09-27,2023-09-25,2023,9,JJAS,1,2023-09-28,2023-10-05,ERPAS,20,0.47847507393818933,5.017480194255085,3.4152753455775167,0.9340979132610757
common_imd_1991_2020,paired_20230927,2023-09-27,2023-09-25,2023,9,JJAS,2,2023-10-05,2023-10-12,ERPAS,20,0.24715268287286116,4.886924555325915,3.7583336846251396,3.5235922601832095
common_imd_1991_2020,paired_20230927,2023-09-27,2023-09-25,2023,9,JJAS,3,2023-10-12,2023-10-19,ERPAS,20,0.2736003982147843,2.7293662899082998,1.941495318789436,1.208622650195602
common_imd_1991_2020,paired_20230927,2023-09-27,2023-09-25,2023,9,JJAS,4,2023-10-19,2023-10-26,ERPAS,20,0.4819253160563818,1.9853116582975245,1.1651704347097063,1.122399166792066
common_imd_1991_2020,paired_20230927,2023-09-27,2023-09-25,2023,9,JJAS,1,2023-09-28,2023-10-05,FuXi-S2S,20,0.6968586010975252,4.040689797971035,2.1859977601600136,-0.18695099868892506
common_imd_1991_2020,paired_20230927,2023-09-27,2023-09-25,2023,9,JJAS,2,2023-10-05,2023-10-12,FuXi-S2S,20,0.7328950507887815,1.9712451819769923,0.8023937808083661,0.09556127140772663
common_imd_1991_2020,paired_20230927,2023-09-27,2023-09-25,2023,9,JJAS,3,2023-10-12,2023-10-19,FuXi-S2S,20,0.6616293382818582,1.7854018991529577,1.0346229020609101,-0.3600543328459516
common_imd_1991_2020,paired_20230927,2023-09-27,2023-09-25,2023,9,JJAS,4,2023-10-19,2023-10-26,FuXi-S2S,20,0.567487091060631,1.7102319301710942,0.9512936775373574,0.9152076260133617
common_imd_1991_2020,paired_20231004,2023-10-04,2023-10-02,2023,10,OND,1,2023-10-05,2023-10-12,ERPAS,20,0.6463435076745148,2.2456026493147614,1.0264647780797997,0.3106501444941426
common_imd_1991_2020,paired_20231004,2023-10-04,2023-10-02,2023,10,OND,2,2023-10-12,2023-10-19,ERPAS,20,0.5104200645918668,2.225521023575378,1.331279704269031,0.45927088019558837
common_imd_1991_2020,paired_20231004,2023-10-04,2023-10-02,2023,10,OND,3,2023-10-19,2023-10-26,ERPAS,20,0.7361965333020137,1.421260862413121,0.8500025214902244,0.7896505393547785
common_imd_1991_2020,paired_20231004,2023-10-04,2023-10-02,2023,10,OND,4,2023-10-26,2023-11-02,ERPAS,20,0.8437234624714219,1.1198795786727174,0.7040762907998297,0.6496997074532748
common_imd_1991_2020,paired_20231004,2023-10-04,2023-10-02,2023,10,OND,1,2023-10-05,2023-10-12,FuXi-S2S,20,0.726648700946932,2.278157328900503,0.9170288954087863,-0.09533615887541638
common_imd_1991_2020,paired_20231004,2023-10-04,2023-10-02,2023,10,OND,2,2023-10-12,2023-10-19,FuXi-S2S,20,0.6901030417288658,1.7776136752048843,0.8682157369601956,-0.5141224450642676
common_imd_1991_2020,paired_20231004,2023-10-04,2023-10-02,2023,10,OND,3,2023-10-19,2023-10-26,FuXi-S2S,20,0.7421434800636869,1.382223138987239,0.8012229386072374,0.7540463472881667
common_imd_1991_2020,paired_20231004,2023-10-04,2023-10-02,2023,10,OND,4,2023-10-26,2023-11-02,FuXi-S2S,20,0.44412028347646776,2.0428169054088032,1.0872125283185827,1.0841137074541725
common_imd_1991_2020,paired_20231011,2023-10-11,2023-10-09,2023,10,OND,1,2023-10-12,2023-10-19,ERPAS,20,0.77985297322633,1.5162908412503149,0.8702176286430264,0.09979609507879723
common_imd_1991_2020,paired_20231011,2023-10-11,2023-10-09,2023,10,OND,2,2023-10-19,2023-10-26,ERPAS,20,0.5157680539588533,2.1148789737486844,1.2715886226658297,1.2454885351790215
common_imd_1991_2020,paired_20231011,2023-10-11,2023-10-09,2023,10,OND,3,2023-10-26,2023-11-02,ERPAS,20,0.8094239998894975,1.6273343410681835,1.3005771113856597,1.2904430833283633
common_imd_1991_2020,paired_20231011,2023-10-11,2023-10-09,2023,10,OND,4,2023-11-02,2023-11-09,ERPAS,20,0.04071358963023893,2.529297465809448,1.2953262375006716,-0.28555602740216074
common_imd_1991_2020,paired_20231011,2023-10-11,2023-10-09,2023,10,OND,1,2023-10-12,2023-10-19,FuXi-S2S,20,0.7587653066217588,1.5681039644165682,0.7673873420441097,-0.35545393829285876
common_imd_1991_2020,paired_20231011,2023-10-11,2023-10-09,2023,10,OND,2,2023-10-19,2023-10-26,FuXi-S2S,20,0.892146216372737,0.8611697872002282,0.4958059497138025,0.3501416709337907
common_imd_1991_2020,paired_20231011,2023-10-11,2023-10-09,2023,10,OND,3,2023-10-26,2023-11-02,FuXi-S2S,20,0.9296303501265669,0.708024180755853,0.3602285354956697,0.13693878031566198
common_imd_1991_2020,paired_20231011,2023-10-11,2023-10-09,2023,10,OND,4,2023-11-02,2023-11-09,FuXi-S2S,20,-0.21928394737016849,2.9212742402742404,1.4071423533864373,-0.8021079633140877
common_imd_1991_2020,paired_20231018,2023-10-18,2023-10-16,2023,10,OND,1,2023-10-19,2023-10-26,ERPAS,20,0.6948805702940152,1.3974886009118044,0.7616544620788686,0.6391529719239288
common_imd_1991_2020,paired_20231018,2023-10-18,2023-10-16,2023,10,OND,2,2023-10-26,2023-11-02,ERPAS,20,0.35413970014305735,2.458103153418684,1.3443630382675116,1.3015831374014457
common_imd_1991_2020,paired_20231018,2023-10-18,2023-10-16,2023,10,OND,3,2023-11-02,2023-11-09,ERPAS,20,0.3098034573320183,2.3243686902773173,1.290132448099784,-0.2371111524390452
common_imd_1991_2020,paired_20231018,2023-10-18,2023-10-16,2023,10,OND,4,2023-11-09,2023-11-16,ERPAS,20,0.43329233385635174,1.0755470649001617,0.6292965241390213,0.37603661488867446
common_imd_1991_2020,paired_20231018,2023-10-18,2023-10-16,2023,10,OND,1,2023-10-19,2023-10-26,FuXi-S2S,20,0.9346332816690113,0.623075538497144,0.21389757426594375,0.08885832461513721
common_imd_1991_2020,paired_20231018,2023-10-18,2023-10-16,2023,10,OND,2,2023-10-26,2023-11-02,FuXi-S2S,20,0.8886800635117805,0.854557564681445,0.415183347050051,0.402694910333733
common_imd_1991_2020,paired_20231018,2023-10-18,2023-10-16,2023,10,OND,3,2023-11-02,2023-11-09,FuXi-S2S,20,-0.11079091645929401,2.7345930452878173,1.2696034584393867,-0.8640320969244377
common_imd_1991_2020,paired_20231018,2023-10-18,2023-10-16,2023,10,OND,4,2023-11-09,2023-11-16,FuXi-S2S,20,0.2495952682866569,1.595138812299699,0.8199699301576276,0.7366794008504419
common_imd_1991_2020,paired_20231025,2023-10-25,2023-10-23,2023,10,OND,1,2023-10-26,2023-11-02,ERPAS,20,0.9562424212219239,0.5315106714847825,0.23708943426404394,0.02246907476832113
common_imd_1991_2020,paired_20231025,2023-10-25,2023-10-23,2023,10,OND,2,2023-11-02,2023-11-09,ERPAS,20,0.5440617930305359,1.9738625605085038,1.0127746322016662,-0.32506727700367144
common_imd_1991_2020,paired_20231025,2023-10-25,2023-10-23,2023,10,OND,3,2023-11-09,2023-11-16,ERPAS,20,0.17432754122208102,1.585060810982252,0.9854849490848757,0.7904759685712802
common_imd_1991_2020,paired_20231025,2023-10-25,2023-10-23,2023,10,OND,4,2023-11-16,2023-11-23,ERPAS,20,0.181027659583608,1.5086068557133545,1.0516752600691541,0.48320058672426625
common_imd_1991_2020,paired_20231025,2023-10-25,2023-10-23,2023,10,OND,1,2023-10-26,2023-11-02,FuXi-S2S,20,0.9605745088476619,0.507782181332359,0.1926095946722107,0.05297218887499414
common_imd_1991_2020,paired_20231025,2023-10-25,2023-10-23,2023,10,OND,2,2023-11-02,2023-11-09,FuXi-S2S,20,-0.13195174874954377,3.1785275349045947,1.780471283634657,-0.6379862749824834
common_imd_1991_2020,paired_20231025,2023-10-25,2023-10-23,2023,10,OND,3,2023-11-09,2023-11-16,FuXi-S2S,20,0.6486089115151978,1.1090739674661039,0.656334047537745,0.4591044086133608
common_imd_1991_2020,paired_20231025,2023-10-25,2023-10-23,2023,10,OND,4,2023-11-16,2023-11-23,FuXi-S2S,20,0.2544252777112227,1.3558736840141556,0.741966735793193,0.2949805200196101
common_imd_1991_2020,paired_20231101,2023-11-01,2023-10-30,2023,11,OND,1,2023-11-02,2023-11-09,ERPAS,20,0.8685988047188886,1.1601998917441096,0.5858227494404834,0.10815187008835014
common_imd_1991_2020,paired_20231101,2023-11-01,2023-10-30,2023,11,OND,2,2023-11-09,2023-11-16,ERPAS,20,0.5159148911534868,0.9783561602432684,0.42571118933181074,0.03531478298853147
common_imd_1991_2020,paired_20231101,2023-11-01,2023-10-30,2023,11,OND,3,2023-11-16,2023-11-23,ERPAS,20,0.4395568945411517,1.1601664122893414,0.5504249576800605,0.04787729337521331
common_imd_1991_2020,paired_20231101,2023-11-01,2023-10-30,2023,11,OND,4,2023-11-23,2023-11-30,ERPAS,20,-0.22871442388590507,2.724261778410495,1.569205077327686,-0.9099778652785291
common_imd_1991_2020,paired_20231101,2023-11-01,2023-10-30,2023,11,OND,1,2023-11-02,2023-11-09,FuXi-S2S,20,0.5607343278499255,1.9477060748626187,0.8621833288215229,-0.3270042045038693
common_imd_1991_2020,paired_20231101,2023-11-01,2023-10-30,2023,11,OND,2,2023-11-09,2023-11-16,FuXi-S2S,20,0.5651598622793819,0.9975570433336189,0.38263490686541163,0.10542386699227484
common_imd_1991_2020,paired_20231101,2023-11-01,2023-10-30,2023,11,OND,3,2023-11-16,2023-11-23,FuXi-S2S,20,0.07235329997348759,1.5538444170190047,0.5900041920507082,-0.23512511515533036
common_imd_1991_2020,paired_20231101,2023-11-01,2023-10-30,2023,11,OND,4,2023-11-23,2023-11-30,FuXi-S2S,20,-0.2680345263355598,2.624813445005925,1.5228196401760918,-0.9638402991986281
common_imd_1991_2020,paired_20231108,2023-11-08,2023-11-06,2023,11,OND,1,2023-11-09,2023-11-16,ERPAS,20,0.46578273694177824,1.1450714093344627,0.4736022688020833,0.04446963034849678
common_imd_1991_2020,paired_20231108,2023-11-08,2023-11-06,2023,11,OND,2,2023-11-16,2023-11-23,ERPAS,20,0.5745253865866878,1.103472431318726,0.43409926287208683,-0.13507963863554256
common_imd_1991_2020,paired_20231108,2023-11-08,2023-11-06,2023,11,OND,3,2023-11-23,2023-11-30,ERPAS,20,-0.1709747456447557,2.799177086051382,1.5528241265142264,-1.1884639538282387
common_imd_1991_2020,paired_20231108,2023-11-08,2023-11-06,2023,11,OND,4,2023-11-30,2023-12-07,ERPAS,20,0.08736665146808809,5.5475434490291775,2.2882350962932025,-1.9256098993703636
common_imd_1991_2020,paired_20231108,2023-11-08,2023-11-06,2023,11,OND,1,2023-11-09,2023-11-16,FuXi-S2S,20,0.4503704048590308,1.2660187026594787,0.4202538871140376,0.09493631864080763
common_imd_1991_2020,paired_20231108,2023-11-08,2023-11-06,2023,11,OND,2,2023-11-16,2023-11-23,FuXi-S2S,20,0.32138593770231116,1.23832375868095,0.44935907625537574,-0.056139193705200735
common_imd_1991_2020,paired_20231108,2023-11-08,2023-11-06,2023,11,OND,3,2023-11-23,2023-11-30,FuXi-S2S,20,-0.2639555520526725,2.785352971031228,1.8554094657078863,-0.07008943704982037
common_imd_1991_2020,paired_20231108,2023-11-08,2023-11-06,2023,11,OND,4,2023-11-30,2023-12-07,FuXi-S2S,20,-0.336522324792432,5.7819104557235415,2.452414246784744,-1.5994933776313063
common_imd_1991_2020,paired_20231115,2023-11-15,2023-11-13,2023,11,OND,1,2023-11-16,2023-11-23,ERPAS,20,0.43571699954183535,1.631542698066319,0.7554526992210578,0.5391651515572161
common_imd_1991_2020,paired_20231115,2023-11-15,2023-11-13,2023,11,OND,2,2023-11-23,2023-11-30,ERPAS,20,-0.04798840122522991,2.5177866584400985,1.538815746047079,-0.5006847531168236
common_imd_1991_2020,paired_20231115,2023-11-15,2023-11-13,2023,11,OND,3,2023-11-30,2023-12-07,ERPAS,20,-0.2657412253120939,5.852988414195936,2.413452694811328,-1.7650003421035527
common_imd_1991_2020,paired_20231115,2023-11-15,2023-11-13,2023,11,OND,4,2023-12-07,2023-12-14,ERPAS,20,0.6389192266916247,1.1815051090171713,0.7086765875948982,-0.1005020134197635
common_imd_1991_2020,paired_20231115,2023-11-15,2023-11-13,2023,11,OND,1,2023-11-16,2023-11-23,FuXi-S2S,20,0.22102627662336008,1.4329780595816648,0.6016740873401344,0.20639621188341678
common_imd_1991_2020,paired_20231115,2023-11-15,2023-11-13,2023,11,OND,2,2023-11-23,2023-11-30,FuXi-S2S,20,-0.14193738781665813,2.978247744653395,1.7257773706211075,-0.581082455538181
common_imd_1991_2020,paired_20231115,2023-11-15,2023-11-13,2023,11,OND,3,2023-11-30,2023-12-07,FuXi-S2S,20,-0.5177756903343574,6.030479369689594,2.4938137096485775,-2.144656377358732
common_imd_1991_2020,paired_20231115,2023-11-15,2023-11-13,2023,11,OND,4,2023-12-07,2023-12-14,FuXi-S2S,20,-0.02434121745672762,1.6231850087878603,0.9051666130104732,0.12759145579007264
common_imd_1991_2020,paired_20231122,2023-11-22,2023-11-20,2023,11,OND,1,2023-11-23,2023-11-30,ERPAS,20,0.4444622210061357,2.133782931490616,1.1850080095109468,-0.2410403400906756
common_imd_1991_2020,paired_20231122,2023-11-22,2023-11-20,2023,11,OND,2,2023-11-30,2023-12-07,ERPAS,20,-0.30203672203899234,5.976465366746565,2.586345766372352,-1.640994609122662
common_imd_1991_2020,paired_20231122,2023-11-22,2023-11-20,2023,11,OND,3,2023-12-07,2023-12-14,ERPAS,20,0.4771003163376018,1.257683240029606,0.8340556495444428,0.11433113395492371
common_imd_1991_2020,paired_20231122,2023-11-22,2023-11-20,2023,11,OND,4,2023-12-14,2023-12-21,ERPAS,20,0.18141516618660777,1.9752501677350738,0.7865977826634504,0.4569214644646693
common_imd_1991_2020,paired_20231122,2023-11-22,2023-11-20,2023,11,OND,1,2023-11-23,2023-11-30,FuXi-S2S,20,-0.08877691552870151,2.6571495878784153,1.4283441706973683,-1.1589181492725973
common_imd_1991_2020,paired_20231122,2023-11-22,2023-11-20,2023,11,OND,2,2023-11-30,2023-12-07,FuXi-S2S,20,-0.3129961041344579,6.204047885051929,2.5763367976497626,-2.342878231771472
common_imd_1991_2020,paired_20231122,2023-11-22,2023-11-20,2023,11,OND,3,2023-12-07,2023-12-14,FuXi-S2S,20,0.09227490956507448,1.4663450740264712,0.8058963323513262,-0.03711966739548742
common_imd_1991_2020,paired_20231122,2023-11-22,2023-11-20,2023,11,OND,4,2023-12-14,2023-12-21,FuXi-S2S,20,0.24859795275303162,1.939225314478743,0.7969169127514326,0.4456991230197284
common_imd_1991_2020,paired_20231129,2023-11-29,2023-11-27,2023,11,OND,1,2023-11-30,2023-12-07,ERPAS,20,0.04356438816817567,5.654483671672362,2.336947766095591,-1.293206188798645
common_imd_1991_2020,paired_20231129,2023-11-29,2023-11-27,2023,11,OND,2,2023-12-07,2023-12-14,ERPAS,20,0.7673969937454421,0.9738187424099599,0.48382258600762684,-0.23645945997447898
common_imd_1991_2020,paired_20231129,2023-11-29,2023-11-27,2023,11,OND,3,2023-12-14,2023-12-21,ERPAS,20,0.28774391376000835,1.882270930435108,0.5900122507814455,0.22350516777399182
common_imd_1991_2020,paired_20231129,2023-11-29,2023-11-27,2023,11,OND,4,2023-12-21,2023-12-28,ERPAS,20,-0.27058130452867607,0.8856054513147361,0.6451319413782316,0.6378741762197766
common_imd_1991_2020,paired_20231129,2023-11-29,2023-11-27,2023,11,OND,1,2023-11-30,2023-12-07,FuXi-S2S,20,0.5414950517575551,4.562499791258228,1.6284677892836517,-1.2989235224506528
common_imd_1991_2020,paired_20231129,2023-11-29,2023-11-27,2023,11,OND,2,2023-12-07,2023-12-14,FuXi-S2S,20,0.7993093646976475,0.9787549892956902,0.4617060708918246,-0.20684980889501564
common_imd_1991_2020,paired_20231129,2023-11-29,2023-11-27,2023,11,OND,3,2023-12-14,2023-12-21,FuXi-S2S,20,0.42304595938811806,1.8089666921175225,0.6633463993056569,0.39415250150129816
common_imd_1991_2020,paired_20231129,2023-11-29,2023-11-27,2023,11,OND,4,2023-12-21,2023-12-28,FuXi-S2S,20,-0.14565678623117886,0.671978510941156,0.3922878020773879,0.38690073260205404
common_imd_1991_2020,paired_20231206,2023-12-06,2023-12-04,2023,12,OND,1,2023-12-07,2023-12-14,ERPAS,20,0.7496595816835382,0.9766208186881603,0.5555309340291391,0.2183806786340012
common_imd_1991_2020,paired_20231206,2023-12-06,2023-12-04,2023,12,OND,2,2023-12-14,2023-12-21,ERPAS,20,0.48274745428224464,1.764379807915343,0.4517516976998958,0.14277933664173992
