case_id,erpas_init,year,week,valid_period_start,valid_period_end_exclusive,reference,system,fuxi_member_count,acc,rmse_mm_day
paired_20230830,2023-08-30,2023,1,2023-08-31,2023-09-07,IMERG Final V07B,fuxi_6day,5,0.34502581428432144,5.301928160306275
paired_20230830,2023-08-30,2023,2,2023-09-07,2023-09-14,IMERG Final V07B,fuxi_6day,5,0.019258433691489937,6.95110447016156
paired_20230830,2023-08-30,2023,3,2023-09-14,2023-09-21,IMERG Final V07B,fuxi_6day,5,0.5178043799908418,6.099810845560207
paired_20230830,2023-08-30,2023,4,2023-09-21,2023-09-28,IMERG Final V07B,fuxi_6day,5,0.17419227814236013,5.163008104733164
paired_20230830,2023-08-30,2023,1,2023-08-31,2023-09-07,IMERG Final V07B,fuxi_exact,5,0.6386218343819601,4.233112825179297
paired_20230830,2023-08-30,2023,2,2023-09-07,2023-09-14,IMERG Final V07B,fuxi_exact,5,0.32333498213545614,5.335871079039356
paired_20230830,2023-08-30,2023,3,2023-09-14,2023-09-21,IMERG Final V07B,fuxi_exact,5,0.010767529782667236,7.5975090942265595
paired_20230830,2023-08-30,2023,4,2023-09-21,2023-09-28,IMERG Final V07B,fuxi_exact,5,-0.037701672158746855,5.694727125362212
paired_20230906,2023-09-06,2023,1,2023-09-07,2023-09-14,IMERG Final V07B,erpas,0,0.6802397718262367,3.699076072735124
paired_20230906,2023-09-06,2023,2,2023-09-14,2023-09-21,IMERG Final V07B,erpas,0,-0.07076435723665278,8.157501154894291
paired_20230906,2023-09-06,2023,3,2023-09-21,2023-09-28,IMERG Final V07B,erpas,0,0.06470926336688498,5.409748402036591
paired_20230906,2023-09-06,2023,4,2023-09-28,2023-10-05,IMERG Final V07B,erpas,0,-0.10103931239748834,5.850378844160894
paired_20230906,2023-09-06,2023,1,2023-09-07,2023-09-14,IMERG Final V07B,fuxi_2day,5,0.5718829311864724,4.686590875393595
paired_20230906,2023-09-06,2023,2,2023-09-14,2023-09-21,IMERG Final V07B,fuxi_2day,5,0.6840871324284111,5.813467660434653
paired_20230906,2023-09-06,2023,3,2023-09-21,2023-09-28,IMERG Final V07B,fuxi_2day,5,0.16368971858741257,5.263524126277723
paired_20230906,2023-09-06,2023,4,2023-09-28,2023-10-05,IMERG Final V07B,fuxi_2day,5,0.10258092381379508,5.975473266109062
paired_20230906,2023-09-06,2023,1,2023-09-07,2023-09-14,IMERG Final V07B,fuxi_6day,5,0.29517095798013765,5.746663240155071
paired_20230906,2023-09-06,2023,2,2023-09-14,2023-09-21,IMERG Final V07B,fuxi_6day,5,0.6457513863707905,5.782043577935652
paired_20230906,2023-09-06,2023,3,2023-09-21,2023-09-28,IMERG Final V07B,fuxi_6day,5,0.32521272811644836,4.617222843847522
paired_20230906,2023-09-06,2023,4,2023-09-28,2023-10-05,IMERG Final V07B,fuxi_6day,5,0.23990600592707156,5.335952334414536
paired_20230906,2023-09-06,2023,1,2023-09-07,2023-09-14,IMERG Final V07B,fuxi_exact,5,0.5778345942510261,4.125479689674676
paired_20230906,2023-09-06,2023,2,2023-09-14,2023-09-21,IMERG Final V07B,fuxi_exact,5,-0.014536759106125957,8.540001543862166
paired_20230906,2023-09-06,2023,3,2023-09-21,2023-09-28,IMERG Final V07B,fuxi_exact,5,0.23129268259041733,4.88331680520594
paired_20230906,2023-09-06,2023,4,2023-09-28,2023-10-05,IMERG Final V07B,fuxi_exact,5,0.13767251735451594,6.0186313136827305
paired_20230913,2023-09-13,2023,1,2023-09-14,2023-09-21,IMERG Final V07B,erpas,0,0.5008593095435698,6.29113591913853
paired_20230913,2023-09-13,2023,2,2023-09-21,2023-09-28,IMERG Final V07B,erpas,0,0.19140893408709922,6.562755541681031
paired_20230913,2023-09-13,2023,3,2023-09-28,2023-10-05,IMERG Final V07B,erpas,0,-0.005089300867348864,5.9177355568097
paired_20230913,2023-09-13,2023,4,2023-10-05,2023-10-12,IMERG Final V07B,erpas,0,-0.2066423177940533,4.111121082571094
paired_20230913,2023-09-13,2023,1,2023-09-14,2023-09-21,IMERG Final V07B,fuxi_2day,5,0.7179625374853785,5.033007228109657
paired_20230913,2023-09-13,2023,2,2023-09-21,2023-09-28,IMERG Final V07B,fuxi_2day,5,0.018358316347902956,5.537946352426638
paired_20230913,2023-09-13,2023,3,2023-09-28,2023-10-05,IMERG Final V07B,fuxi_2day,5,0.0123235424492435,6.242039099463452
paired_20230913,2023-09-13,2023,4,2023-10-05,2023-10-12,IMERG Final V07B,fuxi_2day,5,0.6998459554137761,1.8263396123022997
paired_20230913,2023-09-13,2023,1,2023-09-14,2023-09-21,IMERG Final V07B,fuxi_6day,5,0.5187129298200511,6.470094740592354
paired_20230913,2023-09-13,2023,2,2023-09-21,2023-09-28,IMERG Final V07B,fuxi_6day,5,0.19104973541233505,5.686099839468054
paired_20230913,2023-09-13,2023,3,2023-09-28,2023-10-05,IMERG Final V07B,fuxi_6day,5,0.23298085947069017,5.6127417005168425
paired_20230913,2023-09-13,2023,4,2023-10-05,2023-10-12,IMERG Final V07B,fuxi_6day,5,-0.12490032395724875,4.034047719735751
paired_20230913,2023-09-13,2023,1,2023-09-14,2023-09-21,IMERG Final V07B,fuxi_exact,5,0.6814664816409036,5.574403808640588
paired_20230913,2023-09-13,2023,2,2023-09-21,2023-09-28,IMERG Final V07B,fuxi_exact,5,0.23397191828765,4.930987173717187
paired_20230913,2023-09-13,2023,3,2023-09-28,2023-10-05,IMERG Final V07B,fuxi_exact,5,0.34789286040716255,5.100973811169129
paired_20230913,2023-09-13,2023,4,2023-10-05,2023-10-12,IMERG Final V07B,fuxi_exact,5,0.6064627564922171,1.9101143721440295
paired_20230920,2023-09-20,2023,1,2023-09-21,2023-09-28,IMERG Final V07B,erpas,0,0.4063257114574141,5.304222952194362
paired_20230920,2023-09-20,2023,2,2023-09-28,2023-10-05,IMERG Final V07B,erpas,0,-0.18731699899177892,6.258331777861822
paired_20230920,2023-09-20,2023,3,2023-10-05,2023-10-12,IMERG Final V07B,erpas,0,-0.29290145442211885,5.233600771381212
paired_20230920,2023-09-20,2023,4,2023-10-12,2023-10-19,IMERG Final V07B,erpas,0,-0.20913447520561962,3.4782325814850252
paired_20230920,2023-09-20,2023,1,2023-09-21,2023-09-28,IMERG Final V07B,fuxi_2day,5,0.4529770340910089,4.498387563154967
paired_20230920,2023-09-20,2023,2,2023-09-28,2023-10-05,IMERG Final V07B,fuxi_2day,5,0.3707728556465283,5.114532068208088
paired_20230920,2023-09-20,2023,3,2023-10-05,2023-10-12,IMERG Final V07B,fuxi_2day,5,0.5594097033159899,2.03192585254318
paired_20230920,2023-09-20,2023,4,2023-10-12,2023-10-19,IMERG Final V07B,fuxi_2day,5,0.2576380376648119,2.4324196219654795
paired_20230920,2023-09-20,2023,1,2023-09-21,2023-09-28,IMERG Final V07B,fuxi_6day,5,-0.2670704520154613,6.818762698512128
paired_20230920,2023-09-20,2023,2,2023-09-28,2023-10-05,IMERG Final V07B,fuxi_6day,5,0.3307383245649147,5.452971960264159
paired_20230920,2023-09-20,2023,3,2023-10-05,2023-10-12,IMERG Final V07B,fuxi_6day,5,0.5583073495664749,2.026140550420073
paired_20230920,2023-09-20,2023,4,2023-10-12,2023-10-19,IMERG Final V07B,fuxi_6day,5,0.3265657045024485,2.2007272499545265
paired_20230920,2023-09-20,2023,1,2023-09-21,2023-09-28,IMERG Final V07B,fuxi_exact,5,0.5200724767861398,4.304076101344233
paired_20230920,2023-09-20,2023,2,2023-09-28,2023-10-05,IMERG Final V07B,fuxi_exact,5,-0.15128126213205842,6.1427555725094285
paired_20230920,2023-09-20,2023,3,2023-10-05,2023-10-12,IMERG Final V07B,fuxi_exact,5,0.5937896824147334,1.8734100324796188
paired_20230920,2023-09-20,2023,4,2023-10-12,2023-10-19,IMERG Final V07B,fuxi_exact,5,0.4543135366514997,2.1416354108963707
paired_20230927,2023-09-27,2023,1,2023-09-28,2023-10-05,IMERG Final V07B,erpas,0,0.3390128592237433,5.392817263350702
paired_20230927,2023-09-27,2023,2,2023-10-05,2023-10-12,IMERG Final V07B,erpas,0,0.045295980218598327,4.9691391379477805
paired_20230927,2023-09-27,2023,3,2023-10-12,2023-10-19,IMERG Final V07B,erpas,0,0.2152784754150941,2.6423100410750178
paired_20230927,2023-09-27,2023,4,2023-10-19,2023-10-26,IMERG Final V07B,erpas,0,0.5733405325631625,2.0784261688568253
paired_20230927,2023-09-27,2023,1,2023-09-28,2023-10-05,IMERG Final V07B,fuxi_2day,5,0.6609908479289431,4.2210281865152455
paired_20230927,2023-09-27,2023,2,2023-10-05,2023-10-12,IMERG Final V07B,fuxi_2day,5,0.6520813675374123,1.9794322301940381
paired_20230927,2023-09-27,2023,3,2023-10-12,2023-10-19,IMERG Final V07B,fuxi_2day,5,0.2947625074439243,2.527915299267497
paired_20230927,2023-09-27,2023,4,2023-10-19,2023-10-26,IMERG Final V07B,fuxi_2day,5,0.5866758145559501,1.8511659797730173
paired_20230927,2023-09-27,2023,1,2023-09-28,2023-10-05,IMERG Final V07B,fuxi_6day,5,-0.04569736498696785,5.981035186238733
paired_20230927,2023-09-27,2023,2,2023-10-05,2023-10-12,IMERG Final V07B,fuxi_6day,5,0.554297592523966,2.000090419559902
paired_20230927,2023-09-27,2023,3,2023-10-12,2023-10-19,IMERG Final V07B,fuxi_6day,5,0.39328819459287184,2.1628950523210824
paired_20230927,2023-09-27,2023,4,2023-10-19,2023-10-26,IMERG Final V07B,fuxi_6day,5,0.735656487553698,1.5468217888649765
paired_20230927,2023-09-27,2023,1,2023-09-28,2023-10-05,IMERG Final V07B,fuxi_exact,5,0.6329147059110648,4.31249954408438
paired_20230927,2023-09-27,2023,2,2023-10-05,2023-10-12,IMERG Final V07B,fuxi_exact,5,0.6571597136793169,2.0645973520480316
paired_20230927,2023-09-27,2023,3,2023-10-12,2023-10-19,IMERG Final V07B,fuxi_exact,5,0.6836605312622739,1.8374676231051912
paired_20230927,2023-09-27,2023,4,2023-10-19,2023-10-26,IMERG Final V07B,fuxi_exact,5,0.7458648686781165,1.5551745039704223
paired_20240605,2024-06-05,2024,1,2024-06-06,2024-06-13,IMERG Final V07B,erpas,0,0.7924288768624711,2.9590102651595234
paired_20240605,2024-06-05,2024,2,2024-06-13,2024-06-20,IMERG Final V07B,erpas,0,-0.0050807707148387395,6.3551874605310745
paired_20240605,2024-06-05,2024,3,2024-06-20,2024-06-27,IMERG Final V07B,erpas,0,0.001846547403250168,6.02628762196932
paired_20240605,2024-06-05,2024,4,2024-06-27,2024-07-04,IMERG Final V07B,erpas,0,0.19582701147529397,8.251117666501523
paired_20240605,2024-06-05,2024,1,2024-06-06,2024-06-13,IMERG Final V07B,fuxi_2day,5,0.7677661858087922,3.172077769803651
paired_20240605,2024-06-05,2024,2,2024-06-13,2024-06-20,IMERG Final V07B,fuxi_2day,5,0.3651426383213765,7.142416162675811
paired_20240605,2024-06-05,2024,3,2024-06-20,2024-06-27,IMERG Final V07B,fuxi_2day,5,-0.11549847804171227,4.372150443983062
paired_20240605,2024-06-05,2024,4,2024-06-27,2024-07-04,IMERG Final V07B,fuxi_2day,5,0.39591628880743046,7.919647999916917
paired_20240605,2024-06-05,2024,1,2024-06-06,2024-06-13,IMERG Final V07B,fuxi_6day,5,0.1469027523920226,5.3544579633753004
paired_20240605,2024-06-05,2024,2,2024-06-13,2024-06-20,IMERG Final V07B,fuxi_6day,5,0.20286122963530562,5.9022388357986815
paired_20240605,2024-06-05,2024,3,2024-06-20,2024-06-27,IMERG Final V07B,fuxi_6day,5,-0.08609826306477189,4.44061894742122
paired_20240605,2024-06-05,2024,4,2024-06-27,2024-07-04,IMERG Final V07B,fuxi_6day,5,0.2579984270718365,8.638657255827082
paired_20240605,2024-06-05,2024,1,2024-06-06,2024-06-13,IMERG Final V07B,fuxi_exact,5,0.826494932864782,2.798550781279711
paired_20240605,2024-06-05,2024,2,2024-06-13,2024-06-20,IMERG Final V07B,fuxi_exact,5,0.2602994065577198,5.888135421175425
paired_20240605,2024-06-05,2024,3,2024-06-20,2024-06-27,IMERG Final V07B,fuxi_exact,5,-0.31541970454360474,5.638067380523721
paired_20240605,2024-06-05,2024,4,2024-06-27,2024-07-04,IMERG Final V07B,fuxi_exact,5,0.10801531894027176,8.84640983568558
paired_20240626,2024-06-26,2024,1,2024-06-27,2024-07-04,IMERG Final V07B,erpas,0,0.42589051742392525,7.767519071932619
paired_20240626,2024-06-26,2024,2,2024-07-04,2024-07-11,IMERG Final V07B,erpas,0,-0.14463847143633296,7.735344843726924
paired_20240626,2024-06-26,2024,3,2024-07-11,2024-07-18,IMERG Final V07B,erpas,0,-0.4099119990974421,7.2941904826785215
paired_20240626,2024-06-26,2024,4,2024-07-18,2024-07-25,IMERG Final V07B,erpas,0,-0.3563579475530839,11.981152416640185
paired_20240626,2024-06-26,2024,1,2024-06-27,2024-07-04,IMERG Final V07B,fuxi_2day,5,0.557141131118416,7.04218120875142
paired_20240626,2024-06-26,2024,2,2024-07-04,2024-07-11,IMERG Final V07B,fuxi_2day,5,0.48043501713117287,5.485423005708097
paired_20240626,2024-06-26,2024,3,2024-07-11,2024-07-18,IMERG Final V07B,fuxi_2day,5,-0.009093734743146826,6.437221835051051
paired_20240626,2024-06-26,2024,4,2024-07-18,2024-07-25,IMERG Final V07B,fuxi_2day,5,0.28819662228200166,10.079320876973057
paired_20240626,2024-06-26,2024,1,2024-06-27,2024-07-04,IMERG Final V07B,fuxi_6day,5,0.5039557340700767,7.391014840994076
paired_20240626,2024-06-26,2024,2,2024-07-04,2024-07-11,IMERG Final V07B,fuxi_6day,5,0.4275862590547495,5.64376060135155
paired_20240626,2024-06-26,2024,3,2024-07-11,2024-07-18,IMERG Final V07B,fuxi_6day,5,-0.3111681674289049,7.360045572571675
paired_20240626,2024-06-26,2024,4,2024-07-18,2024-07-25,IMERG Final V07B,fuxi_6day,5,0.011987884510428442,11.400502039517917
paired_20240626,2024-06-26,2024,1,2024-06-27,2024-07-04,IMERG Final V07B,fuxi_exact,5,0.5093125780062182,7.128557658618144
paired_20240626,2024-06-26,2024,2,2024-07-04,2024-07-11,IMERG Final V07B,fuxi_exact,5,0.3265118317431437,5.641410990728761
paired_20240626,2024-06-26,2024,3,2024-07-11,2024-07-18,IMERG Final V07B,fuxi_exact,5,-0.21258759443712352,7.0063820437380535
paired_20240626,2024-06-26,2024,4,2024-07-18,2024-07-25,IMERG Final V07B,fuxi_exact,5,0.6596662676620562,8.603145900634676
paired_20240703,2024-07-03,2024,1,2024-07-04,2024-07-11,IMERG Final V07B,erpas,0,0.4334075236543783,5.993728782655485
paired_20240703,2024-07-03,2024,2,2024-07-11,2024-07-18,IMERG Final V07B,erpas,0,-0.11868990676771458,6.866406094007176
paired_20240703,2024-07-03,2024,3,2024-07-18,2024-07-25,IMERG Final V07B,erpas,0,-0.4018742713414352,12.40239815831919
paired_20240703,2024-07-03,2024,4,2024-07-25,2024-08-01,IMERG Final V07B,erpas,0,-0.14856661039427102,6.356260440682241
paired_20240703,2024-07-03,2024,1,2024-07-04,2024-07-11,IMERG Final V07B,fuxi_2day,5,0.5015895929340068,5.140898418789633
paired_20240703,2024-07-03,2024,2,2024-07-11,2024-07-18,IMERG Final V07B,fuxi_2day,5,-0.05604216116419622,8.819916169909133
paired_20240703,2024-07-03,2024,3,2024-07-18,2024-07-25,IMERG Final V07B,fuxi_2day,5,0.22986643941203397,10.467790515896818
paired_20240703,2024-07-03,2024,4,2024-07-25,2024-08-01,IMERG Final V07B,fuxi_2day,5,0.21760508084620594,5.9157485295129755
paired_20240703,2024-07-03,2024,1,2024-07-04,2024-07-11,IMERG Final V07B,fuxi_6day,5,0.39926252846773075,5.467760568213454
paired_20240703,2024-07-03,2024,2,2024-07-11,2024-07-18,IMERG Final V07B,fuxi_6day,5,-0.00436719613779007,6.901542807155364
paired_20240703,2024-07-03,2024,3,2024-07-18,2024-07-25,IMERG Final V07B,fuxi_6day,5,0.2537922057984421,9.829862589189243
paired_20240703,2024-07-03,2024,4,2024-07-25,2024-08-01,IMERG Final V07B,fuxi_6day,5,-0.18164496749294376,6.950843974599559
paired_20240703,2024-07-03,2024,1,2024-07-04,2024-07-11,IMERG Final V07B,fuxi_exact,5,0.45870896732321914,5.572235511749218
paired_20240703,2024-07-03,2024,2,2024-07-11,2024-07-18,IMERG Final V07B,fuxi_exact,5,0.21862009683621517,6.649884142222606
paired_20240703,2024-07-03,2024,3,2024-07-18,2024-07-25,IMERG Final V07B,fuxi_exact,5,0.5877445265885515,8.320436798516976
paired_20240703,2024-07-03,2024,4,2024-07-25,2024-08-01,IMERG Final V07B,fuxi_exact,5,0.44794216670246734,4.640814540593765
paired_20240710,2024-07-10,2024,1,2024-07-11,2024-07-18,IMERG Final V07B,erpas,0,0.13242159172992893,6.106582997302719
paired_20240710,2024-07-10,2024,2,2024-07-18,2024-07-25,IMERG Final V07B,erpas,0,-0.0013318903987744914,10.632698103159418
paired_20240710,2024-07-10,2024,3,2024-07-25,2024-08-01,IMERG Final V07B,erpas,0,-0.09348593195889511,6.092510526141893
paired_20240710,2024-07-10,2024,4,2024-08-01,2024-08-08,IMERG Final V07B,erpas,0,0.0308238339972965,8.452881416370749
paired_20240710,2024-07-10,2024,1,2024-07-11,2024-07-18,IMERG Final V07B,fuxi_2day,5,0.5622784578577419,5.504792044921703
paired_20240710,2024-07-10,2024,2,2024-07-18,2024-07-25,IMERG Final V07B,fuxi_2day,5,0.5445812034982723,8.450936834849593
paired_20240710,2024-07-10,2024,3,2024-07-25,2024-08-01,IMERG Final V07B,fuxi_2day,5,0.5416783507918849,4.255222018446959
paired_20240710,2024-07-10,2024,4,2024-08-01,2024-08-08,IMERG Final V07B,fuxi_2day,5,0.18912925564509483,7.896704066050758
paired_20240710,2024-07-10,2024,1,2024-07-11,2024-07-18,IMERG Final V07B,fuxi_6day,5,0.3132389696077754,6.139859615365695
paired_20240710,2024-07-10,2024,2,2024-07-18,2024-07-25,IMERG Final V07B,fuxi_6day,5,0.261228184096095,10.442301766879227
paired_20240710,2024-07-10,2024,3,2024-07-25,2024-08-01,IMERG Final V07B,fuxi_6day,5,0.42922233029838386,5.159220854917601
paired_20240710,2024-07-10,2024,4,2024-08-01,2024-08-08,IMERG Final V07B,fuxi_6day,5,0.013544050616146936,7.9036776820270145
paired_20240710,2024-07-10,2024,1,2024-07-11,2024-07-18,IMERG Final V07B,fuxi_exact,5,0.6486631213816254,5.690542621249448
paired_20240710,2024-07-10,2024,2,2024-07-18,2024-07-25,IMERG Final V07B,fuxi_exact,5,0.45884085792946055,9.055269274998611
paired_20240710,2024-07-10,2024,3,2024-07-25,2024-08-01,IMERG Final V07B,fuxi_exact,5,0.6251394561543628,3.979150313803507
paired_20240710,2024-07-10,2024,4,2024-08-01,2024-08-08,IMERG Final V07B,fuxi_exact,5,0.17175664529626136,7.979873323706442
paired_20240717,2024-07-17,2024,1,2024-07-18,2024-07-25,IMERG Final V07B,erpas,0,0.6645989404107088,7.675422337053508
paired_20240717,2024-07-17,2024,2,2024-07-25,2024-08-01,IMERG Final V07B,erpas,0,0.31305409793266004,4.843223038993201
paired_20240717,2024-07-17,2024,3,2024-08-01,2024-08-08,IMERG Final V07B,erpas,0,0.12930885232411057,7.923080404186743
paired_20240717,2024-07-17,2024,4,2024-08-08,2024-08-15,IMERG Final V07B,erpas,0,0.3948416787526826,5.3099587685062835
paired_20240717,2024-07-17,2024,1,2024-07-18,2024-07-25,IMERG Final V07B,fuxi_2day,5,0.7617483685284666,6.499623608608142
paired_20240717,2024-07-17,2024,2,2024-07-25,2024-08-01,IMERG Final V07B,fuxi_2day,5,0.23576508444177455,6.325841471113894
paired_20240717,2024-07-17,2024,3,2024-08-01,2024-08-08,IMERG Final V07B,fuxi_2day,5,0.07657436017601621,10.083869038085124
paired_20240717,2024-07-17,2024,4,2024-08-08,2024-08-15,IMERG Final V07B,fuxi_2day,5,0.2969485109906514,5.589970238319937
paired_20240717,2024-07-17,2024,1,2024-07-18,2024-07-25,IMERG Final V07B,fuxi_6day,5,0.611847083669374,8.124923324913706
paired_20240717,2024-07-17,2024,2,2024-07-25,2024-08-01,IMERG Final V07B,fuxi_6day,5,0.5595101349052433,4.1656878357720535
paired_20240717,2024-07-17,2024,3,2024-08-01,2024-08-08,IMERG Final V07B,fuxi_6day,5,0.03857822874041959,7.890501721511367
paired_20240717,2024-07-17,2024,4,2024-08-08,2024-08-15,IMERG Final V07B,fuxi_6day,5,0.11885087244412872,6.019073041367718
paired_20240717,2024-07-17,2024,1,2024-07-18,2024-07-25,IMERG Final V07B,fuxi_exact,5,0.8003306840247773,6.090582202209419
paired_20240717,2024-07-17,2024,2,2024-07-25,2024-08-01,IMERG Final V07B,fuxi_exact,5,0.5550683289860346,4.5529334259847545
paired_20240717,2024-07-17,2024,3,2024-08-01,2024-08-08,IMERG Final V07B,fuxi_exact,5,-0.05323378239592772,8.745668958958163
paired_20240717,2024-07-17,2024,4,2024-08-08,2024-08-15,IMERG Final V07B,fuxi_exact,5,0.23846863229500936,6.436372563148824
paired_20240724,2024-07-24,2024,1,2024-07-25,2024-08-01,IMERG Final V07B,erpas,0,0.39311262281667375,4.812695917593896
paired_20240724,2024-07-24,2024,2,2024-08-01,2024-08-08,IMERG Final V07B,erpas,0,0.4022089450067357,5.917484679168402
paired_20240724,2024-07-24,2024,3,2024-08-08,2024-08-15,IMERG Final V07B,erpas,0,0.3457792557920605,5.383790891668915
paired_20240724,2024-07-24,2024,4,2024-08-15,2024-08-22,IMERG Final V07B,erpas,0,-0.03675684502395537,5.980642503791902
paired_20240724,2024-07-24,2024,1,2024-07-25,2024-08-01,IMERG Final V07B,fuxi_2day,5,0.596852696026443,4.111749046041248
paired_20240724,2024-07-24,2024,2,2024-08-01,2024-08-08,IMERG Final V07B,fuxi_2day,5,0.11315085069257272,7.4138191591497655
paired_20240724,2024-07-24,2024,3,2024-08-08,2024-08-15,IMERG Final V07B,fuxi_2day,5,0.2367904627836021,6.059273971392026
paired_20240724,2024-07-24,2024,4,2024-08-15,2024-08-22,IMERG Final V07B,fuxi_2day,5,0.11493135978202865,5.836574190879699
paired_20240724,2024-07-24,2024,1,2024-07-25,2024-08-01,IMERG Final V07B,fuxi_6day,5,0.5308798922416261,4.477328942158551
paired_20240724,2024-07-24,2024,2,2024-08-01,2024-08-08,IMERG Final V07B,fuxi_6day,5,0.10377517652688535,8.59872887611843
paired_20240724,2024-07-24,2024,3,2024-08-08,2024-08-15,IMERG Final V07B,fuxi_6day,5,-0.1136613633635142,6.914564798229584
paired_20240724,2024-07-24,2024,4,2024-08-15,2024-08-22,IMERG Final V07B,fuxi_6day,5,0.12984661970595607,5.745747534570015
paired_20240724,2024-07-24,2024,1,2024-07-25,2024-08-01,IMERG Final V07B,fuxi_exact,5,0.5481714642531752,4.217912652854169
paired_20240724,2024-07-24,2024,2,2024-08-01,2024-08-08,IMERG Final V07B,fuxi_exact,5,0.13056164703039613,7.5198228045007784
paired_20240724,2024-07-24,2024,3,2024-08-08,2024-08-15,IMERG Final V07B,fuxi_exact,5,0.20799993695262917,6.067188826372505
paired_20240724,2024-07-24,2024,4,2024-08-15,2024-08-22,IMERG Final V07B,fuxi_exact,5,0.024109604991928865,5.917685440434695
paired_20240731,2024-07-31,2024,1,2024-08-01,2024-08-08,IMERG Final V07B,erpas,0,0.2658913339569894,6.871932031170104
paired_20240731,2024-07-31,2024,2,2024-08-08,2024-08-15,IMERG Final V07B,erpas,0,0.4722779275403149,4.994339169598601
paired_20240731,2024-07-31,2024,3,2024-08-15,2024-08-22,IMERG Final V07B,erpas,0,-0.1220284989650424,6.291578891328175
paired_20240731,2024-07-31,2024,4,2024-08-22,2024-08-29,IMERG Final V07B,erpas,0,-0.2635390597806498,9.898016504712649
paired_20240731,2024-07-31,2024,1,2024-08-01,2024-08-08,IMERG Final V07B,fuxi_2day,5,0.21246788263052677,7.353829813362669
paired_20240731,2024-07-31,2024,2,2024-08-08,2024-08-15,IMERG Final V07B,fuxi_2day,5,0.4056799042693217,5.045728835868647
paired_20240731,2024-07-31,2024,3,2024-08-15,2024-08-22,IMERG Final V07B,fuxi_2day,5,0.1282904705009686,5.750283889459835
paired_20240731,2024-07-31,2024,4,2024-08-22,2024-08-29,IMERG Final V07B,fuxi_2day,5,-0.20046973348023953,10.233749496196241
paired_20240731,2024-07-31,2024,1,2024-08-01,2024-08-08,IMERG Final V07B,fuxi_6day,5,0.30771290868863754,6.849879608656285
paired_20240731,2024-07-31,2024,2,2024-08-08,2024-08-15,IMERG Final V07B,fuxi_6day,5,0.04714897771960249,6.713057293277398
paired_20240731,2024-07-31,2024,3,2024-08-15,2024-08-22,IMERG Final V07B,fuxi_6day,5,0.0600778256405596,6.65939713813063
paired_20240731,2024-07-31,2024,4,2024-08-22,2024-08-29,IMERG Final V07B,fuxi_6day,5,-0.4498097227679072,11.331832719292501
paired_20240731,2024-07-31,2024,1,2024-08-01,2024-08-08,IMERG Final V07B,fuxi_exact,5,0.28542856277892936,6.773484582549224
paired_20240731,2024-07-31,2024,2,2024-08-08,2024-08-15,IMERG Final V07B,fuxi_exact,5,0.1071412968921807,6.0937261056601715
paired_20240731,2024-07-31,2024,3,2024-08-15,2024-08-22,IMERG Final V07B,fuxi_exact,5,0.12056316386832361,6.313457481355322
paired_20240731,2024-07-31,2024,4,2024-08-22,2024-08-29,IMERG Final V07B,fuxi_exact,5,-0.41673953433682565,9.960424642788073
paired_20240814,2024-08-14,2024,1,2024-08-15,2024-08-22,IMERG Final V07B,erpas,0,0.1345879478939761,7.057108338355103
paired_20240814,2024-08-14,2024,2,2024-08-22,2024-08-29,IMERG Final V07B,erpas,0,0.14135248940316128,8.179011773469208
paired_20240814,2024-08-14,2024,3,2024-08-29,2024-09-05,IMERG Final V07B,erpas,0,0.13292520168024394,6.48565499271073
paired_20240814,2024-08-14,2024,4,2024-09-05,2024-09-12,IMERG Final V07B,erpas,0,-0.08229454712140542,7.597793055972483
paired_20240814,2024-08-14,2024,1,2024-08-15,2024-08-22,IMERG Final V07B,fuxi_2day,5,0.3063472722901796,5.295117105640728
paired_20240814,2024-08-14,2024,2,2024-08-22,2024-08-29,IMERG Final V07B,fuxi_2day,5,0.23412194009514384,8.605330648480765
paired_20240814,2024-08-14,2024,3,2024-08-29,2024-09-05,IMERG Final V07B,fuxi_2day,5,-0.15151100766457104,8.350195809292034
paired_20240814,2024-08-14,2024,4,2024-09-05,2024-09-12,IMERG Final V07B,fuxi_2day,5,0.2194634481405823,6.946705909206107
paired_20240814,2024-08-14,2024,1,2024-08-15,2024-08-22,IMERG Final V07B,fuxi_6day,5,0.12359679196618925,7.911987754233724
paired_20240814,2024-08-14,2024,2,2024-08-22,2024-08-29,IMERG Final V07B,fuxi_6day,5,-0.14599239377275,9.842631898521024
paired_20240814,2024-08-14,2024,3,2024-08-29,2024-09-05,IMERG Final V07B,fuxi_6day,5,0.05380064539990512,7.2917820828471935
paired_20240814,2024-08-14,2024,4,2024-09-05,2024-09-12,IMERG Final V07B,fuxi_6day,5,0.3532286738283344,6.3636618748939275
paired_20240814,2024-08-14,2024,1,2024-08-15,2024-08-22,IMERG Final V07B,fuxi_exact,5,0.37262148144090423,4.9520627626213765
paired_20240814,2024-08-14,2024,2,2024-08-22,2024-08-29,IMERG Final V07B,fuxi_exact,5,0.46724264972357066,7.14421577236438
paired_20240814,2024-08-14,2024,3,2024-08-29,2024-09-05,IMERG Final V07B,fuxi_exact,5,0.277819683641946,6.729791938518621
paired_20240814,2024-08-14,2024,4,2024-09-05,2024-09-12,IMERG Final V07B,fuxi_exact,5,0.4138988700397722,6.2793675838360805
