variable,region,week,init_date,model,pcc,rmse,bias,fcst_mean,obs_mean
TP,All India,Week 1,2026-01-01,SPIRE,0.5019225541407599,0.6582908508759211,0.3187734980854229,0.3307143181934184,0.011940820107995541
Z500,All India,Week 1,2026-01-01,SPIRE,0.9543093647866179,18.365084663209736,17.178038947905417,5735.4008173317425,5718.222778383839
TP,All India,Week 1,2026-01-01,FuXi,0.9021621030585739,0.03634331974602058,7.563600792198629e-05,0.012016456115917526,0.011940820107995541
Z500,All India,Week 1,2026-01-01,FuXi,0.8933043323158549,12.330750788362938,-1.332253621734924,5716.890524762102,5718.222778383839
TP,All India,Week 1,2026-01-01,ECMWF,0.610967424707584,0.9650218352500718,0.32171830882262525,0.3336591289306208,0.011940820107995541
Z500,All India,Week 1,2026-01-01,ECMWF,0.9680295207784683,16.37493287137424,15.47961671826152,5733.702395102099,5718.222778383839
TP,All India,Week 1,2026-01-01,NCEP,0.1161789753604654,0.6668896368939393,0.32327386002386865,0.3352146801318642,0.011940820107995541
Z500,All India,Week 1,2026-01-01,NCEP,0.9741137862384895,5.221177408080269,-1.2595253337878634,5716.9632530500485,5718.222778383839
TP,northwest_india,Week 1,2026-01-01,SPIRE,-0.4686685252176857,0.4320619640574711,0.27877541333289313,0.28326110669915144,0.004485693366258275
Z500,northwest_india,Week 1,2026-01-01,SPIRE,0.9272336933796479,21.631406455173583,20.793640228631038,5703.964072321122,5683.170432092492
TP,northwest_india,Week 1,2026-01-01,FuXi,0.9771668447687023,0.008246400274465531,0.00015257761160950172,0.004638270977867778,0.004485693366258275
Z500,northwest_india,Week 1,2026-01-01,FuXi,0.8160713968921445,13.68974214548646,3.5140130231480695,5686.684445115639,5683.170432092492
TP,northwest_india,Week 1,2026-01-01,ECMWF,-0.5765174119083748,0.2895926767411701,0.18101845645352585,0.1855041498197841,0.004485693366258275
Z500,northwest_india,Week 1,2026-01-01,ECMWF,0.9608633082494195,20.246327909478687,19.768817758668234,5702.939249851159,5683.170432092492
TP,northwest_india,Week 1,2026-01-01,NCEP,-0.5968481843777091,0.5213705018663134,0.3124493547125896,0.3169350480788478,0.004485693366258275
Z500,northwest_india,Week 1,2026-01-01,NCEP,0.9608615632134222,3.8583229813579427,-0.9613135059592444,5682.209118586532,5683.170432092492
TP,central_india,Week 1,2026-01-01,SPIRE,-0.23925922862769478,0.2899172263002307,0.15105254764497336,0.15225310755186536,0.0012005599068919818
Z500,central_india,Week 1,2026-01-01,SPIRE,0.9685626058082526,25.16580921301767,24.933544183310875,5788.451901456539,5763.518357273228
TP,central_india,Week 1,2026-01-01,FuXi,0.9950301799858949,0.004820938173268942,0.00151192813817424,0.0027124880450662223,0.0012005599068919818
Z500,central_india,Week 1,2026-01-01,FuXi,0.9134009553742816,11.330018920731051,9.807896707316834,5773.3262539805455,5763.518357273228
TP,central_india,Week 1,2026-01-01,ECMWF,-0.46139155711651786,0.2102094658299196,0.07551675090068419,0.07671731080757618,0.0012005599068919818
Z500,central_india,Week 1,2026-01-01,ECMWF,0.9651188096766825,21.98451023560879,21.70979259547462,5785.2281498687025,5763.518357273228
TP,central_india,Week 1,2026-01-01,NCEP,0.488083600171976,0.05127134421638623,0.021490520269263076,0.02269108017615506,0.0012005599068919818
Z500,central_india,Week 1,2026-01-01,NCEP,0.9868234242389909,3.8952381248034573,1.7153293710560553,5765.233686644285,5763.518357273228
TP,south_peninsula,Week 1,2026-01-01,SPIRE,0.6080765718868414,0.9276981753446547,0.40648125136706514,0.41515234435532866,0.008671092988263516
Z500,south_peninsula,Week 1,2026-01-01,SPIRE,0.9772991089697376,22.147112578948725,21.765106420358823,5853.783697019949,5832.01859059959
TP,south_peninsula,Week 1,2026-01-01,FuXi,0.7845395395219477,0.02045331397756558,0.009317248261799173,0.017988341250062687,0.008671092988263516
Z500,south_peninsula,Week 1,2026-01-01,FuXi,0.9010988840317773,6.659317424731336,5.052856485404182,5837.071447084995,5832.01859059959
TP,south_peninsula,Week 1,2026-01-01,ECMWF,0.6308832260766298,1.344868824933197,0.47154984827864593,0.4802209412669094,0.008671092988263516
Z500,south_peninsula,Week 1,2026-01-01,ECMWF,0.9422096100275892,14.915706511768477,13.623146563165632,5845.641737162756,5832.01859059959
TP,south_peninsula,Week 1,2026-01-01,NCEP,0.28983022632997685,0.44947871604865597,0.22928300553951692,0.23795409852778043,0.008671092988263516
Z500,south_peninsula,Week 1,2026-01-01,NCEP,0.9913850680761089,3.6121483345492966,0.8721379377732682,5832.890728537364,5832.01859059959
TP,east_northeast_india,Week 1,2026-01-01,SPIRE,-0.2608843129115079,0.5999258480941279,0.3484327454709593,0.3529958014572854,0.004563055986326055
Z500,east_northeast_india,Week 1,2026-01-01,SPIRE,0.9498356918347206,14.781315623469663,14.267765608345643,5756.67829621758,5742.410530609234
TP,east_northeast_india,Week 1,2026-01-01,FuXi,0.9901440464820294,0.014735808813676202,0.007846334709681322,0.01240939069600738,0.004563055986326055
Z500,east_northeast_india,Week 1,2026-01-01,FuXi,0.9227550972522994,7.021554338963951,-2.316089500209277,5740.094441109026,5742.410530609234
TP,east_northeast_india,Week 1,2026-01-01,ECMWF,-0.30668455183930365,0.59793579116208,0.40270736822563474,0.40727042421196086,0.004563055986326055
Z500,east_northeast_india,Week 1,2026-01-01,ECMWF,0.9731094831288378,13.380285164626281,13.043277655052766,5755.453808264288,5742.410530609234
TP,east_northeast_india,Week 1,2026-01-01,NCEP,0.3954755619595552,0.6837424038532515,0.38714481470616247,0.3917078706924885,0.004563055986326055
Z500,east_northeast_india,Week 1,2026-01-01,NCEP,0.9744398139469179,7.394924119821154,-3.5217619799224096,5738.888768629312,5742.410530609234
TP,All India,Week 2,2026-01-01,SPIRE,0.20701204826755823,0.8213625929403642,0.3057053578592659,0.3126805010943493,0.006975143235083308
Z500,All India,Week 2,2026-01-01,SPIRE,0.797217274529848,10.764441822551829,-6.2446813300418995,5763.183602756405,5769.428284086447
TP,All India,Week 2,2026-01-01,FuXi,0.864263849708057,0.03243194848487883,0.006106654714680487,0.013081797949763796,0.006975143235083308
Z500,All India,Week 2,2026-01-01,FuXi,0.3345819606635865,50.575312308304404,-44.99818727011081,5724.430096816335,5769.428284086447
TP,All India,Week 2,2026-01-01,ECMWF,0.261359955593736,1.0969185907167707,0.29441124406526736,0.30138638730035067,0.006975143235083308
