Region,Week,Init_Date,Model,ACC,RMSE,Bias
All India,Week 1,2026-01-08,NCEP,0.6318004461445109,3.0575083278069712,1.152402463034377
northwest_india,Week 1,2026-01-08,FuXi,0.9994760665670431,0.0013688163128159072,-0.0003840303717884685
northwest_india,Week 1,2026-01-08,Spire,0.9834255012537465,0.012822043596893215,0.01052871955659394
northwest_india,Week 1,2026-01-08,ECMWF,0.6989665149269038,0.03721896781213022,0.015049460563933793
northwest_india,Week 1,2026-01-08,NCEP,0.5383965286245288,0.10590361318645193,0.0283803671540268
central_india,Week 1,2026-01-08,FuXi,0.9993704180900138,0.001419411081240565,4.428976759931294e-05
central_india,Week 1,2026-01-08,Spire,0.7064158600667213,0.034534571118732024,0.016351454453436793
central_india,Week 1,2026-01-08,ECMWF,0.7206497091560646,0.04883296810394551,0.018036806993723974
central_india,Week 1,2026-01-08,NCEP,0.42569538581340144,0.37559392410311404,0.1994459694692715
south_peninsula,Week 1,2026-01-08,FuXi,-0.5406163372078508,0.22626390292908632,-0.11110052746976724
south_peninsula,Week 1,2026-01-08,Spire,-0.2483222927199347,0.18702036367419755,-0.057822456961417974
south_peninsula,Week 1,2026-01-08,ECMWF,0.7910128306054405,6.413911575554576,3.173314114019851
south_peninsula,Week 1,2026-01-08,NCEP,0.8534050386857459,6.075332151765721,3.7729734710132754
east_northeast_india,Week 1,2026-01-08,FuXi,0.9990507977268908,0.0035127666908567608,-0.001204883167950097
east_northeast_india,Week 1,2026-01-08,Spire,0.7660969652516388,0.060917103766614696,0.035974413287128734
east_northeast_india,Week 1,2026-01-08,ECMWF,0.6062603963127576,0.07824104970395823,0.03937414275453085
east_northeast_india,Week 1,2026-01-08,NCEP,0.3058408145754003,0.15025094426701774,0.07642623313781347
All India,Week 1,2026-01-15,FuXi,0.8579996907561875,0.04402118551753483,-0.015717719811262243
All India,Week 1,2026-01-15,Spire,0.45925267206074055,0.2180022705539734,0.07419366064442404
All India,Week 1,2026-01-15,ECMWF,0.33397947540737255,0.721223599140126,0.30330694897579713
All India,Week 1,2026-01-15,NCEP,0.2821245228798172,0.898580583752772,0.3873520801393209
northwest_india,Week 1,2026-01-15,FuXi,-0.0005256335144644455,0.06677480621328814,-0.030139277461251453
northwest_india,Week 1,2026-01-15,Spire,0.22284077320011048,0.4563437534176673,0.24448931044528296
northwest_india,Week 1,2026-01-15,ECMWF,0.4838116945902224,1.0198348032669782,0.5030421209198038
northwest_india,Week 1,2026-01-15,NCEP,0.6292241167001135,1.3521480131808261,0.6813871147994844
central_india,Week 1,2026-01-15,FuXi,0.9989576039725085,0.0018520656133834618,-0.00016953725133048581
central_india,Week 1,2026-01-15,Spire,0.7476128940331296,0.033487328802856556,0.018294918999994407
central_india,Week 1,2026-01-15,ECMWF,0.9771891298497113,0.008905697664499388,0.002676397501969281
central_india,Week 1,2026-01-15,NCEP,0.9862893779213578,0.006918201823676901,0.0021154779622840915
south_peninsula,Week 1,2026-01-15,FuXi,0.9781217647857339,0.012469469354138778,-0.0036534782423072306
south_peninsula,Week 1,2026-01-15,Spire,0.9542346673515852,0.022427439356207075,0.014088917718006305
south_peninsula,Week 1,2026-01-15,ECMWF,0.06037402980510709,0.23560868342306499,0.10587317255597634
south_peninsula,Week 1,2026-01-15,NCEP,0.21373795067778595,0.180824393809678,0.0861433779591127
east_northeast_india,Week 1,2026-01-15,FuXi,0.9987688925060546,0.004009541008520081,-0.000978952538851961
east_northeast_india,Week 1,2026-01-15,Spire,0.45068940344545877,0.08313064755425556,0.03761396603880652
east_northeast_india,Week 1,2026-01-15,ECMWF,0.6635543808929188,0.10442452239043935,0.056249203189959955
east_northeast_india,Week 1,2026-01-15,NCEP,0.24185791755679487,0.1755546088167565,0.06238667770823978
All India,Week 1,2026-01-22,FuXi,0.39808236846264455,0.10782205514042538,-0.04663377061020257
All India,Week 1,2026-01-22,Spire,0.5892225242375504,0.43695027695158545,0.13562039678877363
All India,Week 1,2026-01-22,ECMWF,0.6418043801516927,2.3084394462610835,1.120907655383859
All India,Week 1,2026-01-22,NCEP,0.5147052868805145,2.415928200380793,1.0974648390157309
northwest_india,Week 1,2026-01-22,FuXi,-0.6283441634682686,0.19690687511597074,-0.11483842611416298
northwest_india,Week 1,2026-01-22,Spire,0.5615559854979939,0.9224561461212452,0.4623880916313841
northwest_india,Week 1,2026-01-22,ECMWF,0.8367957027958258,4.306061874475635,2.9331850382874434
northwest_india,Week 1,2026-01-22,NCEP,0.7430443302836783,3.9457493194042454,2.388674657454715
central_india,Week 1,2026-01-22,FuXi,0.644924030433375,0.04387754053465902,-0.01586007416361432
central_india,Week 1,2026-01-22,Spire,0.537324084445278,0.3972648722006572,0.2191531624352203
central_india,Week 1,2026-01-22,ECMWF,0.5640590744471835,0.683861141815107,0.296282467422157
central_india,Week 1,2026-01-22,NCEP,0.8352752761955374,0.03484999960225767,0.007766599390663509
south_peninsula,Week 1,2026-01-22,FuXi,0.3224538886010151,0.0795136596259592,-0.04109581221626879
south_peninsula,Week 1,2026-01-22,Spire,-0.04004375545810825,0.07356559600869196,0.008051443459670614
south_peninsula,Week 1,2026-01-22,ECMWF,0.33148493554515657,2.2222588890259067,1.1619489100162497
south_peninsula,Week 1,2026-01-22,NCEP,0.2366016173029644,3.0173170336093342,1.6825106215796535
east_northeast_india,Week 1,2026-01-22,FuXi,0.9740945877292714,0.017440226850472078,-0.005133388622608042
east_northeast_india,Week 1,2026-01-22,Spire,0.4139755179445664,0.1833088815119387,0.07678124375901256
east_northeast_india,Week 1,2026-01-22,ECMWF,0.4042748080284933,0.30359936801508686,0.11443245593889201
east_northeast_india,Week 1,2026-01-22,NCEP,0.24707123945431383,0.2500590125968806,0.08364248755641858
All India,Week 1,2026-01-29,FuXi,0.7756705260080938,0.04782543799015327,-0.021137726015777052
All India,Week 1,2026-01-29,Spire,-0.11619203796453596,0.16233494934252413,0.07570258481519626
All India,Week 1,2026-01-29,ECMWF,-0.1154237688241192,1.5058704472830704,0.7170415833756267
All India,Week 1,2026-01-29,NCEP,-0.0900544760481466,2.0120192743271104,0.8584610701763405
northwest_india,Week 1,2026-01-29,FuXi,0.5768607567437329,0.04159921761828987,-0.0206899660498363
northwest_india,Week 1,2026-01-29,Spire,0.46642204733879816,0.04426036045824746,0.01325942497674056
northwest_india,Week 1,2026-01-29,ECMWF,0.1059801855717363,1.2197304551966446,0.8253192610441392
northwest_india,Week 1,2026-01-29,NCEP,-0.07846184920474561,0.9998005141587949,0.668021435552758
central_india,Week 1,2026-01-29,FuXi,0.9718220735682093,0.009983976024380803,-0.0024951064034039122
central_india,Week 1,2026-01-29,Spire,0.3202962931392085,0.07770422289187753,0.04596447558292379
central_india,Week 1,2026-01-29,ECMWF,0.0940588639464287,0.7325455826311372,0.36434845228315715
central_india,Week 1,2026-01-29,NCEP,0.1671720040808063,0.3450886507753319,0.15131500461397787
south_peninsula,Week 1,2026-01-29,FuXi,0.0029426677320677536,0.06887839560613918,-0.026296845970391343
south_peninsula,Week 1,2026-01-29,Spire,0.20830876536757828,0.16499094753683902,0.099519289204042
south_peninsula,Week 1,2026-01-29,ECMWF,0.47449612949346553,2.0689159196900455,0.7868632795710417
south_peninsula,Week 1,2026-01-29,NCEP,0.25506503521736107,3.1044898242636214,1.5108168099136399
east_northeast_india,Week 1,2026-01-29,FuXi,0.9803914159193428,0.015255628654571423,-0.004439210110819288
east_northeast_india,Week 1,2026-01-29,Spire,0.056646637789875214,0.1649668528223434,0.08433690574683658
east_northeast_india,Week 1,2026-01-29,ECMWF,-0.3336871803413965,0.611880105110453,0.31390045270014605
east_northeast_india,Week 1,2026-01-29,NCEP,0.12696020525547608,0.39644343345604255,0.17060869343750124
All India,Week 1,2026-02-05,FuXi,0.7107211415778804,0.05085225283847287,-0.018091367206821436
All India,Week 1,2026-02-05,Spire,-0.03677977630590443,0.16917332102170235,0.06790741021878145
All India,Week 1,2026-02-05,ECMWF,-0.10645838146734943,1.2148207570822518,0.47308694324230016
All India,Week 1,2026-02-05,NCEP,-0.22318165998475395,2.467626038633141,0.9700396185689041
northwest_india,Week 1,2026-02-05,FuXi,0.6696120529642193,0.0335653321714816,-0.01605712782666608
northwest_india,Week 1,2026-02-05,Spire,-0.4641638995215077,0.12573281172227013,0.06518727006809379
northwest_india,Week 1,2026-02-05,ECMWF,-0.1807307462021117,0.927845109019252,0.4614621441578128
northwest_india,Week 1,2026-02-05,NCEP,-0.34686557946836716,1.8876786873884834,1.1300470995144662
central_india,Week 1,2026-02-05,FuXi,0.9992053038158966,0.0018087206821484503,-0.0003459555479584682
central_india,Week 1,2026-02-05,Spire,0.6378178955545812,0.03814941548870521,0.016428392583695745
central_india,Week 1,2026-02-05,ECMWF,0.30693734720669413,0.04878843809534395,0.010117631620808297
central_india,Week 1,2026-02-05,NCEP,0.2991146627263374,0.057314130482442015,0.020101600632395626
south_peninsula,Week 1,2026-02-05,FuXi,0.9520567854399505,0.017291239129165102,-0.003449016233968362
south_peninsula,Week 1,2026-02-05,Spire,-0.5218342779506814,0.17769203956672397,0.07138218711405388
south_peninsula,Week 1,2026-02-05,ECMWF,-0.5213869523563605,0.9013122190284184,0.261325107771975
south_peninsula,Week 1,2026-02-05,NCEP,-0.6805197643455823,2.6366035174203484,1.0443887204663038
east_northeast_india,Week 1,2026-02-05,FuXi,0.9927530234257175,0.010241457157903592,-0.004096957596919073
east_northeast_india,Week 1,2026-02-05,Spire,0.7188341209091271,0.06022012517552643,0.028312978838908053
east_northeast_india,Week 1,2026-02-05,ECMWF,-0.2380229412766424,0.36234485910038283,0.18178192315055225
east_northeast_india,Week 1,2026-02-05,NCEP,0.1603604890875047,0.3195907147248705,0.14712535091858023
All India,Week 1,2026-02-12,FuXi,0.046232035801859195,0.13673203752761764,-0.02674154208957604
All India,Week 1,2026-02-12,Spire,0.5571912461308596,0.4930817327138987,0.17815045290869935
All India,Week 1,2026-02-12,ECMWF,0.738307528106883,3.4772605538396073,1.1401626691732796
All India,Week 1,2026-02-12,NCEP,0.6429466976843723,3.66909261786978,1.2604424211393024
northwest_india,Week 1,2026-02-12,FuXi,0.9310606856962668,0.01762686877923273,-0.009663649990351334
northwest_india,Week 1,2026-02-12,Spire,0.6305647353743485,0.08925651098955233,0.061375400937404644
northwest_india,Week 1,2026-02-12,ECMWF,-0.09092631157364787,0.34612998065876666,0.14933951514681662
northwest_india,Week 1,2026-02-12,NCEP,-0.38968276190557116,1.0032849581704981,0.5538763595885797
central_india,Week 1,2026-02-12,FuXi,0.9856179683407102,0.007231331158423579,-0.002397730187046333
central_india,Week 1,2026-02-12,Spire,0.555928443663095,0.08570161481932127,0.058415775742346285
central_india,Week 1,2026-02-12,ECMWF,-0.060577250824723185,0.09910640440825044,0.029793960202637422
central_india,Week 1,2026-02-12,NCEP,0.5896749624003474,0.03644511768425473,0.007256021837588331
south_peninsula,Week 1,2026-02-12,FuXi,0.16262176630445438,0.08571274193860015,-0.0014348431213322677
south_peninsula,Week 1,2026-02-12,Spire,0.5691862127327937,0.17754132804243739,0.08614975911684761
south_peninsula,Week 1,2026-02-12,ECMWF,0.7621375933474652,2.1389409408344946,0.5520873384975712
south_peninsula,Week 1,2026-02-12,NCEP,0.5760118043960071,1.6967765128068155,0.6617186660828777
east_northeast_india,Week 1,2026-02-12,FuXi,0.9880181344626788,0.012843823923848497,-0.004904705138010662
east_northeast_india,Week 1,2026-02-12,Spire,0.8206151208663972,0.0508201888631743,0.024617385810275574
east_northeast_india,Week 1,2026-02-12,ECMWF,-0.11403980481795038,0.47058055356197875,0.20747207202567325
east_northeast_india,Week 1,2026-02-12,NCEP,0.10597346608126623,0.40976035827858664,0.16978790043626157
All India,Week 1,2026-02-19,FuXi,-0.26030624973394934,0.17001312248080372,-0.06121409064677079
All India,Week 1,2026-02-19,Spire,0.08957676065011005,0.2930607858962324,0.12582749708579918
All India,Week 1,2026-02-19,ECMWF,0.8027840865786441,3.9879747180896308,1.4768507666185624
All India,Week 1,2026-02-19,NCEP,0.5486200312667998,5.3125468813526435,2.513223228132946
northwest_india,Week 1,2026-02-19,FuXi,0.9085204568822526,0.017406777961436172,-0.0038338576636601424
northwest_india,Week 1,2026-02-19,Spire,0.890671347917764,0.02179781805189646,0.012538409825390845
northwest_india,Week 1,2026-02-19,ECMWF,0.2794379919800358,0.12243337457233064,0.05322007440210683
northwest_india,Week 1,2026-02-19,NCEP,-0.20741211481327185,0.36519623772341236,0.20640693962172973
central_india,Week 1,2026-02-19,FuXi,0.9839685114608924,0.007324633821598362,-0.001293212520810751
central_india,Week 1,2026-02-19,Spire,-0.2274698775048141,0.11110199264039351,0.06362639437818798
central_india,Week 1,2026-02-19,ECMWF,-0.1868138840142995,0.23796885738666032,0.12245163937235344
central_india,Week 1,2026-02-19,NCEP,0.036218487161682064,3.3458730702704673,1.0624156323902443
south_peninsula,Week 1,2026-02-19,FuXi,-0.7397086348867854,0.21254293841929214,-0.09187817051411996
south_peninsula,Week 1,2026-02-19,Spire,-0.0974936764355789,0.16006258778168997,-0.012944646814914605
south_peninsula,Week 1,2026-02-19,ECMWF,0.8462878740825945,5.331243524413928,2.6313551874251297
south_peninsula,Week 1,2026-02-19,NCEP,0.7527205494884991,4.31068256115523,1.883389913811055
east_northeast_india,Week 1,2026-02-19,FuXi,0.95546567136902,0.02153649383474681,-0.0057762813429181395
east_northeast_india,Week 1,2026-02-19,Spire,-0.20185163918090587,0.6015949909781815,0.43421852208930906
east_northeast_india,Week 1,2026-02-19,ECMWF,-0.3812681650406933,1.032020791141569,0.5851297883723428
east_northeast_india,Week 1,2026-02-19,NCEP,0.31128196544895526,5.416551508658158,3.6405411906327925
All India,Week 1,2026-02-26,FuXi,0.9687726618276121,0.02416360169113371,-0.009856900005795087
All India,Week 1,2026-02-26,Spire,0.4138723773541137,0.12278244381963549,0.037576203421794775
All India,Week 1,2026-02-26,ECMWF,-0.157388064570081,0.5965058596505759,0.27485573398732666
All India,Week 1,2026-02-26,NCEP,-0.06154355811113258,0.5553300750614326,0.26862438794389937
northwest_india,Week 1,2026-02-26,FuXi,0.8246920589251509,0.02421754304959577,-0.00864702430331604
northwest_india,Week 1,2026-02-26,Spire,-0.465341275374838,0.24775790103309808,0.09775589422496965
northwest_india,Week 1,2026-02-26,ECMWF,-0.1837880770378168,0.4299894440521434,0.14010596307780224
northwest_india,Week 1,2026-02-26,NCEP,-0.34665476246525906,0.41994013527586077,0.19878001749250218
central_india,Week 1,2026-02-26,FuXi,0.992246294262302,0.005642738702805355,-0.0013899919949306979
central_india,Week 1,2026-02-26,Spire,0.7998252794821015,0.024936949403233648,0.010424545763807113
central_india,Week 1,2026-02-26,ECMWF,-0.44447496057879704,0.24161109052588917,0.05416668457617614
central_india,Week 1,2026-02-26,NCEP,0.05613408582663594,0.07991664470037214,0.015008368406277431
south_peninsula,Week 1,2026-02-26,FuXi,0.9759291484124524,0.015643898218701307,-0.006773557661938467
south_peninsula,Week 1,2026-02-26,Spire,0.9388812881717754,0.02411122477012115,0.015005182902636418
south_peninsula,Week 1,2026-02-26,ECMWF,0.03799731861030248,0.24867983810223337,0.11742913659909475
south_peninsula,Week 1,2026-02-26,NCEP,0.9356956666859784,0.021266224222047266,0.005517962327098218
east_northeast_india,Week 1,2026-02-26,FuXi,0.9237818433126299,0.034106339343046035,-0.015526418775014596
east_northeast_india,Week 1,2026-02-26,Spire,0.8314143354306636,0.039568380682711374,0.014697174345857643
east_northeast_india,Week 1,2026-02-26,ECMWF,-0.3834680454514672,0.9174211930368155,0.4907663786087922
east_northeast_india,Week 1,2026-02-26,NCEP,0.11367360765177535,0.6375014970780943,0.41643241435984835
All India,Week 1,2026-03-05,FuXi,0.702977078764629,0.06057296877404928,-0.02084448990939336
All India,Week 1,2026-03-05,Spire,0.42256586951764485,0.18204905073041294,0.08737928686648125
All India,Week 1,2026-03-05,ECMWF,0.33866904216197624,1.1520907277756438,0.5407435173051297
All India,Week 1,2026-03-05,NCEP,0.11768177116313865,0.8936692591428381,0.3667406166792628
northwest_india,Week 1,2026-03-05,FuXi,-0.36113617958060257,0.12187260746097046,-0.052307185677366634
northwest_india,Week 1,2026-03-05,Spire,0.8444405643026843,0.234831346306361,0.08892666684708199
northwest_india,Week 1,2026-03-05,ECMWF,0.8296448607909654,2.017133239174243,0.9127688576794537
northwest_india,Week 1,2026-03-05,NCEP,0.5594392814999014,1.053887636320061,0.32247341423211245
central_india,Week 1,2026-03-05,FuXi,0.8767120331537684,0.02027413132696004,-0.007437979337966898
central_india,Week 1,2026-03-05,Spire,-0.6809374695571038,0.1676105374620009,0.06591266937558823
central_india,Week 1,2026-03-05,ECMWF,-0.6184944051123102,0.19906452273542857,0.08681150911058165
central_india,Week 1,2026-03-05,NCEP,-0.5981286181087583,0.6563770050415668,0.20253642822921256
south_peninsula,Week 1,2026-03-05,FuXi,0.9488525280891632,0.021075510123110566,-0.010138543146841391
south_peninsula,Week 1,2026-03-05,Spire,0.6574450923717287,0.04709019648668821,0.030505175495820543
south_peninsula,Week 1,2026-03-05,ECMWF,-0.5141532715862636,0.5558811463900948,0.32302108524495127
south_peninsula,Week 1,2026-03-05,NCEP,0.11436211849943709,0.1945055274807076,0.08554486221942864
east_northeast_india,Week 1,2026-03-05,FuXi,0.9432998891391666,0.02447524817877349,-0.009136149565430378
east_northeast_india,Week 1,2026-03-05,Spire,-0.49028040736808676,0.35628415996803714,0.2603188468776706
east_northeast_india,Week 1,2026-03-05,ECMWF,-0.4802794206811094,0.5133163598847956,0.3694446051560972
east_northeast_india,Week 1,2026-03-05,NCEP,-0.07090471802978714,1.614184675038948,1.0900929712045146
All India,Week 1,2026-03-12,FuXi,-0.09927671353951982,0.15537312467370462,-0.052691209959228165
All India,Week 1,2026-03-12,Spire,0.4554587119876051,0.2192644931610402,0.08909131229310516
All India,Week 1,2026-03-12,ECMWF,0.7932417740455379,3.408621793778598,1.6235782116172648
All India,Week 1,2026-03-12,NCEP,0.7766871442120564,3.3124708291213785,1.4599455143960445
northwest_india,Week 1,2026-03-12,FuXi,-0.7914527521438595,0.09223560350420161,-0.04962663914311608
northwest_india,Week 1,2026-03-12,Spire,0.6519509228416188,0.43142199045096497,0.2631733603288539
northwest_india,Week 1,2026-03-12,ECMWF,0.6559198789759428,2.0230659310813923,1.3257473624309424
northwest_india,Week 1,2026-03-12,NCEP,0.663203947415628,1.956672630943714,1.121781827843251
central_india,Week 1,2026-03-12,FuXi,0.8465098694134713,0.030523487799346532,0.016707494816064813
central_india,Week 1,2026-03-12,Spire,-0.5238374464892781,0.15512053023826247,0.10474994532642115
central_india,Week 1,2026-03-12,ECMWF,-0.8111194666881587,1.160847999267095,0.48001701889990434
central_india,Week 1,2026-03-12,NCEP,-0.6637453392568012,0.9590145396513751,0.4420733707468552
south_peninsula,Week 1,2026-03-12,FuXi,0.7565518045592972,0.04688175321976268,-0.020781978448582417
south_peninsula,Week 1,2026-03-12,Spire,0.4626245146042384,0.07985370233447994,0.054518582829248444
south_peninsula,Week 1,2026-03-12,ECMWF,-0.20208372707698544,0.6705537558826714,0.5286972432363349
south_peninsula,Week 1,2026-03-12,NCEP,-0.5474546095395775,0.5765345003795265,0.37271435623950355
east_northeast_india,Week 1,2026-03-12,FuXi,-0.7638510151144009,0.39078090519435316,-0.1974144232094003
east_northeast_india,Week 1,2026-03-12,Spire,0.6132828490443502,0.2384976499348141,0.06023890680220056
east_northeast_india,Week 1,2026-03-12,ECMWF,0.9067597504589325,8.270408365742982,4.994188777431535
east_northeast_india,Week 1,2026-03-12,NCEP,0.8410938638612273,8.126129975482229,5.382209672296078
All India,Week 1,2026-03-19,FuXi,0.5626990688799384,0.083743183813321,-0.039653036479142534
All India,Week 1,2026-03-19,Spire,0.35294393320554074,0.17206129267387346,0.049214779287743156
All India,Week 1,2026-03-19,ECMWF,0.25925603282555193,1.8865722017616942,1.2352448671256422
All India,Week 1,2026-03-19,NCEP,-0.008106885533907432,1.7257135213127277,1.0353028386403682
northwest_india,Week 1,2026-03-19,FuXi,0.16741444287053656,0.07503943952300961,-0.04194638190378114
northwest_india,Week 1,2026-03-19,Spire,-0.2804766069617421,0.2596421797894398,0.08789135610412689
northwest_india,Week 1,2026-03-19,ECMWF,0.3899622438245708,2.2372711733615387,1.6721923241085765
northwest_india,Week 1,2026-03-19,NCEP,-0.05134140470096462,2.543292705882709,1.8525957130473858
central_india,Week 1,2026-03-19,FuXi,-0.2993281475813138,0.1291227956274211,-0.06993954814162605
central_india,Week 1,2026-03-19,Spire,0.003283294593078651,0.1051989875962535,-0.01710019435160208
central_india,Week 1,2026-03-19,ECMWF,0.3919854967009948,1.878861740661885,1.2278211824672165
central_india,Week 1,2026-03-19,NCEP,0.2037065299239756,0.639967679157982,0.3607571228031316
south_peninsula,Week 1,2026-03-19,FuXi,0.9820799979756524,0.013789123499608993,-0.006133492665652322
south_peninsula,Week 1,2026-03-19,Spire,0.9386867937663257,0.03698708547817291,0.029110563779765872
south_peninsula,Week 1,2026-03-19,ECMWF,-0.7061770888964661,0.8718084005142418,0.6091491496543626
south_peninsula,Week 1,2026-03-19,NCEP,-0.5190993227553937,0.7305476472491617,0.5102513244570092
east_northeast_india,Week 1,2026-03-19,FuXi,0.03470029723325367,0.1837785256342865,-0.1359551623508889
east_northeast_india,Week 1,2026-03-19,Spire,0.1284089136705262,0.19286393332899948,0.04786873567074939
east_northeast_india,Week 1,2026-03-19,ECMWF,0.09882208967566178,3.6290442977397714,2.92961195940142
east_northeast_india,Week 1,2026-03-19,NCEP,-0.17286038997993763,2.4488948923139673,1.5927695730637592
All India,Week 1,2026-03-26,FuXi,0.17276708389585457,0.1146166680993012,-0.04262647012861738
All India,Week 1,2026-03-26,Spire,0.6286876208132648,0.2843348818020134,0.10787952017987266
All India,Week 1,2026-03-26,ECMWF,0.5291054598569183,1.8955093121175723,0.9483696743764864
All India,Week 1,2026-03-26,NCEP,0.20486222854211067,3.084060981670454,1.5752678407604785
northwest_india,Week 1,2026-03-26,FuXi,-0.5617996232705423,0.11551774918697962,-0.040559222884305274
northwest_india,Week 1,2026-03-26,Spire,0.4476750020448971,0.1482367315569012,0.10298900225568278
northwest_india,Week 1,2026-03-26,ECMWF,0.7025542702241806,2.017525765349016,1.3258997953359999
northwest_india,Week 1,2026-03-26,NCEP,0.6353156460087303,3.6554864168111547,2.3386438493396047
central_india,Week 1,2026-03-26,FuXi,-0.36843870389921685,0.08907754930980417,-0.004860395655512415
central_india,Week 1,2026-03-26,Spire,0.2446529616275774,0.1538941441599042,0.09732592104657456
central_india,Week 1,2026-03-26,ECMWF,0.7529799845904517,1.1076155495123507,0.4312868153355302
central_india,Week 1,2026-03-26,NCEP,0.24888172471299697,1.1429583748610315,0.478559588975462
south_peninsula,Week 1,2026-03-26,FuXi,0.9634653304433417,0.017011774162622728,-0.006470141689301497
south_peninsula,Week 1,2026-03-26,Spire,0.6309395110710644,0.15182584716114414,0.11650942108523865
south_peninsula,Week 1,2026-03-26,ECMWF,-0.21614174890306792,0.8006915749798857,0.4737494182927561
south_peninsula,Week 1,2026-03-26,NCEP,-0.36422313431010556,0.5111050632930644,0.32117097898074914
east_northeast_india,Week 1,2026-03-26,FuXi,-0.5105330089492166,0.233534912086892,-0.12570382008210018
east_northeast_india,Week 1,2026-03-26,Spire,0.7297091517974459,0.715029420773241,0.3181237039745612
east_northeast_india,Week 1,2026-03-26,ECMWF,0.6383823486413399,4.113408596454788,2.714065913543815
east_northeast_india,Week 1,2026-03-26,NCEP,0.20949017345183737,3.78974433152088,2.6569318382066838
All India,Week 2,2026-01-01,FuXi,0.3210415100273917,0.12168174266300158,-0.043364219709878644
All India,Week 2,2026-01-01,Spire,0.3425962648610483,0.13460281736719265,-0.007080260021673267
All India,Week 2,2026-01-01,ECMWF,-0.0092202717897143,5.436173123825882,1.8147688892308664
All India,Week 2,2026-01-01,NCEP,0.1380320977975393,2.5616964542954515,1.0753950279873004
northwest_india,Week 2,2026-01-01,FuXi,0.9995206513023781,0.0013415777220191541,-0.00047950068562251156
northwest_india,Week 2,2026-01-01,Spire,0.9728259211024659,0.014203023272385373,0.010685291234179665
northwest_india,Week 2,2026-01-01,ECMWF,0.8503424672917453,0.02612114552893302,0.012993564729828712
northwest_india,Week 2,2026-01-01,NCEP,0.2733529591361943,0.13710810671983054,0.07537076390410215
central_india,Week 2,2026-01-01,FuXi,0.9995078667752367,0.0012941115777486115,-0.00030270992964959604
central_india,Week 2,2026-01-01,Spire,0.97278404653679,0.017404574654470737,0.012222580844690778
central_india,Week 2,2026-01-01,ECMWF,0.9696623851669968,0.010386937266610472,0.0035158505872560294
central_india,Week 2,2026-01-01,NCEP,0.3328039134473387,0.7047909007964697,0.4151502874932311
south_peninsula,Week 2,2026-01-01,FuXi,-0.3066828315391573,0.2245775093165655,-0.1002165645125801
south_peninsula,Week 2,2026-01-01,Spire,0.11623741929357659,0.18456719281860326,-0.05342197426203662
south_peninsula,Week 2,2026-01-01,ECMWF,0.460685746280511,4.72652104273557,2.0244460720183812
south_peninsula,Week 2,2026-01-01,NCEP,0.6196267501428226,3.1394806671608158,2.362900090148634
east_northeast_india,Week 2,2026-01-01,FuXi,0.9989328800227596,0.0038161912623266327,-0.0016905505323609204
east_northeast_india,Week 2,2026-01-01,Spire,0.967332432452441,0.021163585895064174,0.0019486541253120864
east_northeast_india,Week 2,2026-01-01,ECMWF,-0.4462262210349428,0.3900985856117211,0.17580604642852227
east_northeast_india,Week 2,2026-01-01,NCEP,0.40540005011812885,0.35423304261786853,0.22832222819441056
All India,Week 2,2026-01-08,FuXi,0.8332879318293746,0.047984314353328054,-0.01730520440978993
All India,Week 2,2026-01-08,Spire,0.35326005330298427,0.1383052925486902,0.0193861058609074
All India,Week 2,2026-01-08,ECMWF,-0.04558922458895212,0.7594851482739124,0.3232414227950492
All India,Week 2,2026-01-08,NCEP,0.08950650083037245,1.2234229915905728,0.5357032141834833
northwest_india,Week 2,2026-01-08,FuXi,-0.13531833192308554,0.07071726253201423,-0.029650360420458013
northwest_india,Week 2,2026-01-08,Spire,-0.26569248720976185,0.23586223851630547,0.14993911906003554
northwest_india,Week 2,2026-01-08,ECMWF,0.02757751029817596,1.3171824482046879,0.7499230232818273
northwest_india,Week 2,2026-01-08,NCEP,0.7736561107573888,0.685907986502659,0.3408643495731729
central_india,Week 2,2026-01-08,FuXi,0.9935889981047343,0.005165136835536349,0.0020955461014465575
central_india,Week 2,2026-01-08,Spire,0.6424887943135278,0.05695681794088533,0.04045739500239491
central_india,Week 2,2026-01-08,ECMWF,0.4973490753429069,0.0588854242403845,0.023614595193281553
central_india,Week 2,2026-01-08,NCEP,0.41359070417934785,0.28743058901194635,0.14184664287044682
south_peninsula,Week 2,2026-01-08,FuXi,0.9854765749812598,0.012649924661603699,-0.006081751484940057
south_peninsula,Week 2,2026-01-08,Spire,0.7518967574955148,0.052560272914348956,-0.014033592940094482
south_peninsula,Week 2,2026-01-08,ECMWF,-0.37017630909357463,0.17999107416937407,0.07114054650565542
south_peninsula,Week 2,2026-01-08,NCEP,-0.7314490106555047,1.1425029981175592,0.7788132419513452
east_northeast_india,Week 2,2026-01-08,FuXi,0.9986766336597981,0.003998042313711723,-0.0013323099404272106
east_northeast_india,Week 2,2026-01-08,Spire,0.7944032658977752,0.05517259322140874,0.03261345089405526
east_northeast_india,Week 2,2026-01-08,ECMWF,0.21987043028364098,0.19423779992029125,0.12033127450789208
east_northeast_india,Week 2,2026-01-08,NCEP,0.5011463582748295,0.1363392513960279,0.05720777270457299
All India,Week 2,2026-01-15,FuXi,0.45664785933973634,0.10399810336676003,-0.04538174832882264
All India,Week 2,2026-01-15,Spire,-0.09794658186202354,0.22419725361097947,-0.044179286851805104
