variable,model,valid_month,valid_month_name,region,lead_bucket,pcc,rmse,bias,msss_clim,std_ratio,n_init,crpss_clim,crps,ssr,spread,briss_clim
TP,Persistence,9,Sep,northwest_india,W1-2,0.7276762213870911,2.8226809137550304,0.6808573559080744,0.36053987612324706,0.9404536278025619,1,,,,,
TP,Persistence,9,Sep,northwest_india,W3-4,0.41913210338524876,6.123215048740373,3.8704483085877426,-2.7725767425379972,1.1592580857749577,3,,,,,
TP,Persistence,9,Sep,northwest_india,W5-6,0.30686539149367276,7.4672935621744045,5.344775461465646,-4.496026976161485,1.3605450938758654,3,,,,,
TP,Persistence,9,Sep,central_india,W1-2,0.10813122851211693,10.073842822037014,-6.0691862476910705,0.19800414076119036,0.5029872209520854,1,,,,,
TP,Persistence,9,Sep,central_india,W3-4,0.3857465059011889,6.309956600106503,-1.1682214279665395,0.33982559537856055,1.1054555124419392,3,,,,,
TP,Persistence,9,Sep,central_india,W5-6,0.038784088584738974,9.454492802765763,3.5638928855727827,-1.5640351550968083,1.3975414292516253,3,,,,,
TP,Persistence,9,Sep,south_peninsula,W1-2,0.1780308018084504,5.004949761927371,-2.0631944650886536,-0.37107317793407635,1.0081191189124952,1,,,,,
TP,Persistence,9,Sep,south_peninsula,W3-4,0.04409991360302105,6.091842155391251,-0.11487107048862359,-1.6080961660745725,1.399810161955315,3,,,,,
TP,Persistence,9,Sep,south_peninsula,W5-6,-0.11387719826554103,7.387908372633694,1.5246065803291466,-5.298328496162244,2.071691052174684,3,,,,,
TP,Persistence,9,Sep,east_northeast_india,W1-2,0.4691467502997497,6.743758478822623,-5.009174930161053,-0.727345309556407,1.4676992166344256,1,,,,,
TP,Persistence,9,Sep,east_northeast_india,W3-4,0.29897849134560317,7.390616267296673,-2.271688418659848,-1.6346638641183915,1.5263727257677016,3,,,,,
TP,Persistence,9,Sep,east_northeast_india,W5-6,0.3709065372340909,7.763091452909327,0.5932510098918738,-2.806766621838241,1.514065539461437,3,,,,,
TP,Persistence,10,Oct,All India,W5-6,0.14317347424547236,5.669618682096783,2.5376500932885624,-3.6931932192828216,1.7343859693256505,1,,,,,
