method,initialization,lead_week,region,acc,rmse,mae,bias,wet_fraction_error,negative_fraction,valid_area_weight,valid_cells
ncep,2025-06-12,1,india,0.4115652389,7.196091226,4.767470914,-3.723067484,-0.4052418695,0,3207490.246,171
ncep,2025-06-12,1,northwest_india,-0.1583629981,4.219515109,3.296064633,-2.9114771,-0.5811991232,0,1124851.459,68
ncep,2025-06-12,1,central_india,0.2486228742,8.880329412,6.235016923,-5.783981548,-0.6112449683,0,1088520.578,67
ncep,2025-06-12,1,south_peninsula,0.9560228859,2.614191445,1.809187222,0.8279870311,0.05433007243,0,517384.5263,34
ncep,2025-06-12,1,east_northeast_india,0.112848036,10.90491248,8.098952921,-5.871471311,-0.01846623593,0,476733.6896,35
ncep,2025-06-12,2,india,0.2798702545,6.794169233,4.999332675,0.6922653444,-0.03760999421,0,3207490.246,171
ncep,2025-06-12,2,northwest_india,0.268018073,6.962694193,4.980160288,0.8955638392,-0.03467089733,0,1124851.459,68
ncep,2025-06-12,2,central_india,0.1885482174,6.895877707,5.289384684,0.6907496265,-0.008260489451,0,1088520.578,67
ncep,2025-06-12,2,south_peninsula,-0.3436269886,5.276525131,3.261036122,-0.7305723534,-0.1404030536,0,517384.5263,34
ncep,2025-06-12,2,east_northeast_india,0.4134579766,7.575775378,6.268817624,1.76020645,0,0,476733.6896,35
ncep,2025-06-12,3,india,0.4713278631,5.372109215,4.008784228,-1.55217376,0.0007620847686,0,3207490.246,171
ncep,2025-06-12,3,northwest_india,0.2923591598,5.698446135,4.773952489,-1.802663164,-0.01175861731,0,1124851.459,68
ncep,2025-06-12,3,central_india,0.2170918945,5.110571738,3.913673295,-2.71229673,0.01835223311,0,1088520.578,67
ncep,2025-06-12,3,south_peninsula,0.4586927695,2.687272751,1.551561099,-0.1496913855,-0.04650857828,0,517384.5263,34
ncep,2025-06-12,3,east_northeast_india,0.4918361463,7.076610913,5.087287431,0.1656792491,0.04144266091,0,476733.6896,35
ncep,2025-06-12,4,india,0.1887275708,8.199821086,5.554464768,-2.391376001,0.04587505865,0,3207490.246,171
ncep,2025-06-12,4,northwest_india,-0.06094663691,6.265148735,4.765650796,0.1139859968,0.009906467059,0,1124851.459,68
ncep,2025-06-12,4,central_india,0.09161386114,11.41849021,8.042239828,-6.706181981,0,0,1088520.578,67
ncep,2025-06-12,4,south_peninsula,-0.342126702,3.882772965,2.128636004,-0.143703428,0.2335133808,0,517384.5263,34
ncep,2025-06-12,4,east_northeast_india,0.5562509353,6.760066144,5.453307666,-0.8901521329,0.03185067445,0,476733.6896,35
ncep,2025-06-12,5,india,0.2120151261,7.318719577,5.25362515,-1.355125462,0.008535856428,0,3207490.246,171
ncep,2025-06-12,5,northwest_india,-0.3157189855,8.377755879,6.802567992,-3.292205549,-0.1211338345,0,1124851.459,68
ncep,2025-06-12,5,central_india,0.1702954694,7.565271222,4.966002907,-1.037970301,0.01906204965,0,1088520.578,67
ncep,2025-06-12,5,south_peninsula,0.0008124337935,4.632386978,2.86245515,0.3594045648,0.2761714094,0,517384.5263,34
ncep,2025-06-12,5,east_northeast_india,0.6631239547,6.387855317,4.850688405,0.6305242613,0,0,476733.6896,35
ncep,2025-06-12,6,india,-0.01783298893,7.253543164,5.441272241,-1.660563336,-0.1010468877,0,3207490.246,171
ncep,2025-06-12,6,northwest_india,-0.2500531762,7.424261734,5.943739551,-2.076562477,-0.3110268082,0,1124851.459,68
ncep,2025-06-12,6,central_india,0.1340606266,5.590551112,3.766991304,-2.204522799,-0.00550699309,0,1088520.578,67
ncep,2025-06-12,6,south_peninsula,0.1396209399,8.797887318,7.066599792,-6.852049367,0.06135963863,0,517384.5263,34
ncep,2025-06-12,6,east_northeast_india,0.5749608977,8.280642643,6.3146505,6.19716299,0,0,476733.6896,35
ncep,2025-06-16,1,india,0.005102939008,8.574192408,6.020756602,-0.9520586937,0.005615406046,0,3207490.246,171
ncep,2025-06-16,1,northwest_india,0.04416288398,5.561196749,3.565656859,-2.000594451,-0.03873455039,0,1124851.459,68
ncep,2025-06-16,1,central_india,-0.2558204487,10.54290387,8.452432908,1.264784124,0.05740178397,0,1088520.578,67
ncep,2025-06-16,1,south_peninsula,-0.6124573267,7.034116644,4.245493566,0.699762446,-0.001741540079,0,517384.5263,34
ncep,2025-06-16,1,east_northeast_india,0.4244928665,10.68462196,8.187975968,-5.332405305,0,0,476733.6896,35
ncep,2025-06-16,2,india,0.2611817518,7.014722593,4.952153033,-1.081808937,0.05295719221,0,3207490.246,171
ncep,2025-06-16,2,northwest_india,0.2350959119,6.992019022,5.011335356,2.638427663,0.07953461729,0,1124851.459,68
ncep,2025-06-16,2,central_india,0.1315065596,7.327408655,5.440095416,-4.826509379,-0.02359105917,0,1088520.578,67
ncep,2025-06-16,2,south_peninsula,-0.7229001124,6.490430597,3.708711012,-2.675659373,0.2050204326,0,517384.5263,34
ncep,2025-06-16,2,east_northeast_india,0.5205506852,6.884872315,5.047869002,0.4202948188,0,0,476733.6896,35
ncep,2025-06-16,3,india,0.2325439517,7.001972942,5.22023421,-1.225569482,0.0498169434,0,3207490.246,171
ncep,2025-06-16,3,northwest_india,-0.03704701175,6.284688693,4.840711428,0.06589625505,0.05317097668,0,1124851.459,68
ncep,2025-06-16,3,central_india,0.1576132889,8.225362227,6.307829013,-4.191702422,0,0,1088520.578,67
ncep,2025-06-16,3,south_peninsula,0.08148234794,4.244044059,2.364296479,0.1588427386,0.1756282437,0,517384.5263,34
ncep,2025-06-16,3,east_northeast_india,0.2799110767,7.914511094,6.731886156,0.9972987528,0.0191104045,0,476733.6896,35
ncep,2025-06-16,4,india,0.3416183186,7.060946404,5.028668134,-1.294809479,0.03434486946,0,3207490.246,171
ncep,2025-06-16,4,northwest_india,-0.06924221504,6.744018742,5.428368054,-2.230667076,-0.02483084495,0,1124851.459,68
ncep,2025-06-16,4,central_india,0.5458713001,8.011479493,5.173127045,-3.684383776,0,0,1088520.578,67
ncep,2025-06-16,4,south_peninsula,0.5034499238,2.995965231,1.801637584,0.05138125066,0.2213030168,0,517384.5263,34
ncep,2025-06-16,4,east_northeast_india,0.5707084263,8.475549447,7.257934017,4.908451115,0.04948903339,0,476733.6896,35
ncep,2025-06-16,5,india,0.2486968307,6.803608974,4.840621901,-2.211555609,-0.1022830265,0,3207490.246,171
ncep,2025-06-16,5,northwest_india,-0.2128664378,8.475667613,6.161324998,-3.712073266,-0.2653364716,0,1124851.459,68
ncep,2025-06-16,5,central_india,0.2595620942,5.346697034,3.770047378,-0.5343565887,-0.03735854171,0,1088520.578,67
ncep,2025-06-16,5,south_peninsula,0.1317829543,6.806539335,4.906585965,-4.315249604,0.01584011115,0,517384.5263,34
ncep,2025-06-16,5,east_northeast_india,0.7181445965,5.136571063,4.097269345,-0.2175439098,0.006004231522,0,476733.6896,35
ncep,2025-06-16,6,india,-0.2424261369,8.915366543,6.597791686,-3.792398431,-0.0378133646,0,3207490.246,171
ncep,2025-06-16,6,northwest_india,-0.3098213477,7.251616173,5.138731548,-1.217562068,-0.1523478265,0,1124851.459,68
ncep,2025-06-16,6,central_india,-0.02416612788,10.59050215,8.482049286,-8.119899599,-0.01915296024,0,1088520.578,67
ncep,2025-06-16,6,south_peninsula,-0.5978732841,9.960688176,6.950662882,-5.986071006,0.1370954587,0,517384.5263,34
ncep,2025-06-16,6,east_northeast_india,0.3087093402,6.850447887,5.355174776,2.393944054,0,0,476733.6896,35
ncep,2025-06-19,1,india,0.2515867175,8.327753587,6.021893439,-0.1742557314,-0.1474035945,0,3207490.246,171
ncep,2025-06-19,1,northwest_india,0.2276165761,8.404605896,5.731407262,1.164723659,-0.1396020333,0,1124851.459,68
ncep,2025-06-19,1,central_india,0.2991792572,8.354786913,6.378654305,-2.08506959,-0.06119670076,0,1088520.578,67
ncep,2025-06-19,1,south_peninsula,-0.436910667,5.489407764,3.469418035,-3.463958022,-0.4815570652,0,517384.5263,34
ncep,2025-06-19,1,east_northeast_india,0.3528431889,10.38506611,8.662830218,4.599580134,0,0,476733.6896,35
ncep,2025-06-19,2,india,0.4394729757,5.814999962,4.548064193,-0.7309539435,-0.02437105396,0,3207490.246,171
ncep,2025-06-19,2,northwest_india,0.48814805,4.780482313,3.981491055,-0.05259536201,0.01243219649,0,1124851.459,68
ncep,2025-06-19,2,central_india,0.4201171386,5.567442588,4.51758159,-2.943745964,-0.02401398883,0,1088520.578,67
ncep,2025-06-19,2,south_peninsula,-0.3334588506,4.785750269,3.274869153,-2.747372365,-0.1657793781,0,517384.5263,34
ncep,2025-06-19,2,east_northeast_india,0.5563355817,8.829055206,7.336251831,4.909261458,0.04144266091,0,476733.6896,35
ncep,2025-06-19,3,india,0.2977887042,7.700049243,5.277011958,-2.210060388,0.05441141451,0,3207490.246,171
ncep,2025-06-19,3,northwest_india,0.1239751379,5.639860063,4.32188989,-0.1229520977,0.01165458404,0,1124851.459,68
ncep,2025-06-19,3,central_india,0.348253715,10.6975674,7.589148354,-6.363531383,0,0,1088520.578,67
ncep,2025-06-19,3,south_peninsula,-0.4694236391,4.469034988,2.503132283,-0.03143393144,0.2826333388,0,517384.5263,34
ncep,2025-06-19,3,east_northeast_india,0.5802844708,6.39455883,5.261751519,-0.0154090551,0.03185067445,0,476733.6896,35
ncep,2025-06-19,4,india,0.2127247405,7.726614219,5.466224428,-1.750324611,0.01709462238,0,3207490.246,171
ncep,2025-06-19,4,northwest_india,-0.3774188042,8.973521752,7.331316544,-2.97681731,-0.02963398665,0,1124851.459,68
ncep,2025-06-19,4,central_india,0.2656938389,7.739696048,4.890437485,-2.423661875,-0.02857959455,0,1088520.578,67
ncep,2025-06-19,4,south_peninsula,0.06039927644,5.181857356,2.731200816,-0.8270183468,0.2305328776,0,517384.5263,34
ncep,2025-06-19,4,east_northeast_india,0.6440246817,6.764280659,5.348471568,1.67896769,0,0,476733.6896,35
ncep,2025-06-19,5,india,0.06945502524,7.229963747,5.501199605,-2.259495888,-0.08501875367,0,3207490.246,171
ncep,2025-06-19,5,northwest_india,-0.1427507893,7.029311051,5.599612295,-1.961738438,-0.2573292325,0,1124851.459,68
ncep,2025-06-19,5,central_india,0.162243231,6.279818833,4.613750493,-3.665199729,-0.01376748254,0,1088520.578,67
ncep,2025-06-19,5,south_peninsula,0.07412742561,9.011940396,7.117102966,-6.886236512,0.06135963863,0,517384.5263,34
ncep,2025-06-19,5,east_northeast_india,0.6067317649,7.544635193,5.541607002,5.268834397,0,0,476733.6896,35
ncep,2025-06-19,6,india,-0.2536761461,9.245829602,6.05667425,-4.16027952,0.004993702071,0,3207490.246,171
ncep,2025-06-19,6,northwest_india,-0.317239775,9.536294478,5.987109222,-4.154015394,-0.1883616336,0,1124851.459,68
ncep,2025-06-19,6,central_india,-0.2619795182,11.43995821,7.885628836,-7.008166422,0.01374384843,0,1088520.578,67
ncep,2025-06-19,6,south_peninsula,-0.5528000482,4.832412122,3.655620116,0.3851672047,0.4115616846,0,517384.5263,34
ncep,2025-06-19,6,east_northeast_india,0.3146662865,6.03423456,4.650572401,-2.605546781,0,0,476733.6896,35
ncep,2025-06-23,1,india,0.4673103849,5.872974968,4.010962589,1.245418126,0.05102693682,0,3207490.246,171
ncep,2025-06-23,1,northwest_india,0.5450159755,5.594532318,3.535104838,1.207594414,0.04784552288,0,1124851.459,68
ncep,2025-06-23,1,central_india,0.1024006834,6.127991417,4.741197566,1.929688988,0.0238592262,0,1088520.578,67
ncep,2025-06-23,1,south_peninsula,-0.05324816055,4.494807852,2.272459304,-1.137830974,0.1621193386,0,517384.5263,34
ncep,2025-06-23,1,east_northeast_india,0.4410760435,7.109489879,5.353154698,2.358742688,0,0,476733.6896,35
ncep,2025-06-23,2,india,0.03750892874,9.063407567,6.441748554,-3.367177479,-0.02589970569,0,3207490.246,171
ncep,2025-06-23,2,northwest_india,0.2781885789,5.312863235,4.108526473,1.38694783,0.05560973445,0,1124851.459,68
ncep,2025-06-23,2,central_india,-0.07342348041,12.49798125,9.562201073,-8.959039515,-0.03354255777,0,1088520.578,67
ncep,2025-06-23,2,south_peninsula,-0.5306483277,7.399453903,4.577790973,-4.088357455,-0.2285042346,0,517384.5263,34
ncep,2025-06-23,2,east_northeast_india,0.264209652,8.367130696,6.844980594,-1.034010149,0.0191104045,0,476733.6896,35
ncep,2025-06-23,3,india,0.2464718806,7.745824972,5.585475339,-0.681140166,-0.01103689336,0,3207490.246,171
ncep,2025-06-23,3,northwest_india,-0.1900229371,6.838202565,5.321338021,-2.159966043,-0.09191828268,0,1124851.459,68
ncep,2025-06-23,3,central_india,0.3534606143,8.648438997,5.724674115,-3.484018348,-0.05314863729,0,1088520.578,67
ncep,2025-06-23,3,south_peninsula,0.5526895071,3.543185528,2.379085129,0.2542270515,0.1976363346,0,517384.5263,34
ncep,2025-06-23,3,east_northeast_india,0.7077274759,10.43703492,9.370672894,8.192798429,0.04948903339,0,476733.6896,35
ncep,2025-06-23,4,india,0.2851558237,7.381675464,5.074712248,-3.363340536,-0.1243244442,0,3207490.246,171
ncep,2025-06-23,4,northwest_india,-0.205571025,8.736828532,6.449532443,-4.001789907,-0.3084448374,0,1124851.459,68
ncep,2025-06-23,4,central_india,0.4371300703,6.009806023,3.73428028,-3.334490239,-0.0918347235,0,1088520.578,67
ncep,2025-06-23,4,south_peninsula,0.09841716017,7.383773718,4.923018584,-4.08774664,0.08753016044,0,517384.5263,34
ncep,2025-06-23,4,east_northeast_india,0.458303158,6.698063749,5.056050309,-1.136619208,0.006004231522,0,476733.6896,35
ncep,2025-06-23,5,india,-0.2452416724,9.484527535,6.956259877,-4.003708596,-0.06300182583,0,3207490.246,171
ncep,2025-06-23,5,northwest_india,-0.2239112618,7.189939173,5.255112848,-1.346004655,-0.22224098,0,1124851.459,68
ncep,2025-06-23,5,central_india,-0.07256141721,11.40278754,9.115651688,-8.815438432,-0.01915296024,0,1088520.578,67
ncep,2025-06-23,5,south_peninsula,-0.576093782,10.82150923,7.381401111,-6.078638024,0.1328967866,0,517384.5263,34
ncep,2025-06-23,5,east_northeast_india,0.3306110062,7.699614972,5.578202855,2.963873599,0,0,476733.6896,35
ncep,2025-06-23,6,india,0.3184501894,6.427374654,4.702756787,-1.500171143,0.06594047636,0,3207490.246,171
ncep,2025-06-23,6,northwest_india,-0.02393504955,7.693858223,5.79681501,-4.399583954,-0.07492619542,0,1124851.459,68
ncep,2025-06-23,6,central_india,0.3015055123,5.456107836,3.774251129,0.1978374295,0.1642207074,0,1088520.578,67
ncep,2025-06-23,6,south_peninsula,0.7765508659,3.629989411,3.006502935,2.671857657,0.2206564609,0,517384.5263,34
ncep,2025-06-23,6,east_northeast_india,0.2250133914,7.483334199,6.082269154,-3.063835947,0.006004231522,0,476733.6896,35
ncep,2025-06-26,1,india,0.3793641891,7.003000572,5.373448502,-1.177458594,0.002124844419,0,3207490.246,171
ncep,2025-06-26,1,northwest_india,0.402429046,6.767125504,5.157699522,0.7843007757,-0.03971167457,0,1124851.459,68
ncep,2025-06-26,1,central_india,0.03085782582,7.627271233,6.074513689,-3.686861617,0.0238592262,0,1088520.578,67
ncep,2025-06-26,1,south_peninsula,-0.4038777507,5.574116277,3.595699216,-2.933140977,0.01112669825,0,517384.5263,34
ncep,2025-06-26,1,east_northeast_india,0.5822159765,7.440129777,6.21111041,1.828856852,0.04144266091,0,476733.6896,35
ncep,2025-06-26,2,india,0.153066276,8.852646239,6.169919936,-1.532831488,0.03826122446,0,3207490.246,171
ncep,2025-06-26,2,northwest_india,-0.06006526199,7.306133332,5.604539217,1.086668227,0.01239884105,0,1124851.459,68
ncep,2025-06-26,2,central_india,0.2036826001,11.57401842,8.061508779,-7.028583087,-0.023782418,0,1088520.578,67
ncep,2025-06-26,2,south_peninsula,-0.2748570594,4.693325603,2.530275882,-1.25627065,0.2309288443,0,517384.5263,34
ncep,2025-06-26,2,east_northeast_india,0.6459059782,8.45897036,7.134885225,4.534711929,0.03185067445,0,476733.6896,35
ncep,2025-06-26,3,india,0.3002114273,7.243750961,5.034298493,-1.68517316,-0.009660870533,0,3207490.246,171
ncep,2025-06-26,3,northwest_india,-0.3282256671,7.97156454,6.43680876,-2.221785128,-0.03119831733,0,1124851.459,68
ncep,2025-06-26,3,central_india,0.365130749,7.2065933,4.620392419,-1.892149839,-0.04693044557,0,1088520.578,67
ncep,2025-06-26,3,south_peninsula,-0.03035013414,6.173331714,2.766112796,-1.801886312,0.1066732308,0,517384.5263,34
ncep,2025-06-26,3,east_northeast_india,0.6331994606,6.569291889,5.131740212,0.1802135311,0,0,476733.6896,35
ncep,2025-06-26,4,india,-0.01178537937,8.091038433,6.064342342,-2.5592913,-0.1366515423,0,3207490.246,171
ncep,2025-06-26,4,northwest_india,-0.1772679886,7.258266549,5.845353803,-2.502754299,-0.3059733263,0,1124851.459,68
ncep,2025-06-26,4,central_india,0.1358607442,7.248995065,4.865779823,-4.289912783,-0.09913417464,0,1088520.578,67
ncep,2025-06-26,4,south_peninsula,0.1079223072,10.49707308,8.31522692,-7.715073883,0.0266255372,0,517384.5263,34
ncep,2025-06-26,4,east_northeast_india,0.5278494734,8.751061102,6.874892771,6.854231609,0,0,476733.6896,35
ncep,2025-06-26,5,india,-0.2105160954,10.44826615,7.233701978,-5.572248179,-0.021405182,0,3207490.246,171
ncep,2025-06-26,5,northwest_india,-0.3686320748,9.683616271,6.093083372,-4.385341555,-0.2429189094,0,1124851.459,68
ncep,2025-06-26,5,central_india,-0.03552311194,13.46490254,10.35811643,-10.24191705,-0.007666248831,0,1088520.578,67
ncep,2025-06-26,5,south_peninsula,-0.5479796658,7.303359929,5.181193257,-1.431521043,0.4115616846,0,517384.5263,34
ncep,2025-06-26,5,east_northeast_india,0.1879514722,6.431577204,5.018572887,-2.204353527,0,0,476733.6896,35
ncep,2025-06-26,6,india,0.4155875655,6.529409697,4.743918705,-0.96615744,0.00600174783,0,3207490.246,171
ncep,2025-06-26,6,northwest_india,0.1583830553,8.26639641,5.706624197,-4.253714502,-0.17187078,0,1124851.459,68
ncep,2025-06-26,6,central_india,0.6622090788,4.54305671,3.847736383,2.899487688,0.1907133084,0,1088520.578,67
ncep,2025-06-26,6,south_peninsula,0.7270471313,4.061320833,3.176300966,0.7592655657,0.009633619076,0,517384.5263,34
ncep,2025-06-26,6,east_northeast_india,0.1279427894,7.783303666,6.219949018,-3.908110394,0,0,476733.6896,35
ncep,2025-06-30,1,india,0.4093602942,6.706489887,5.035903409,-1.453178642,-0.04829747919,0,3207490.246,171
ncep,2025-06-30,1,northwest_india,0.3352537617,5.542828442,4.254133004,-0.6446324694,-0.1368310459,0,1124851.459,68
ncep,2025-06-30,1,central_india,0.2921808363,8.112843019,6.429815391,-3.354555229,-0.00524020815,0,1088520.578,67
ncep,2025-06-30,1,south_peninsula,-0.2138668219,5.065323632,2.909320216,-2.044747512,-0.008515120162,0,517384.5263,34
ncep,2025-06-30,1,east_northeast_india,0.4456930588,7.210393059,6.005700455,1.622462606,0.0191104045,0,476733.6896,35
ncep,2025-06-30,2,india,0.3121673891,7.780838163,5.428454561,-0.4402094895,-0.04662177176,0,3207490.246,171
ncep,2025-06-30,2,northwest_india,-0.04806360124,7.821189495,6.144530879,0.2378919612,-0.02477722872,0,1124851.459,68
ncep,2025-06-30,2,central_india,0.4274927631,8.474080658,5.408229426,-3.796325627,-0.0584432044,0,1088520.578,67
ncep,2025-06-30,2,south_peninsula,0.6256262261,3.010037584,1.447437881,-1.114372205,-0.1578026256,0,517384.5263,34
ncep,2025-06-30,2,east_northeast_india,0.6390231881,9.444438026,8.105530759,6.354442306,0.04948903339,0,476733.6896,35
ncep,2025-06-30,3,india,0.2803688578,7.103724861,4.893680351,-2.231491629,-0.08957664766,0,3207490.246,171
ncep,2025-06-30,3,northwest_india,-0.2574695098,9.000867285,6.655142335,-2.777633111,-0.2455649992,0,1124851.459,68
ncep,2025-06-30,3,central_india,0.4885900193,5.264191465,3.320369237,-2.322979607,-0.04240143605,0,1088520.578,67
ncep,2025-06-30,3,south_peninsula,0.1223990149,6.944862445,4.690071794,-4.031330789,0.06223676564,0,517384.5263,34
ncep,2025-06-30,3,east_northeast_india,0.6247636139,5.72219768,4.550810408,1.219331248,0.006004231522,0,476733.6896,35
ncep,2025-06-30,4,india,-0.3336976296,10.19681974,7.484872219,-4.858929575,-0.08665466661,0,3207490.246,171
ncep,2025-06-30,4,northwest_india,-0.2680066212,7.141623087,5.088869814,-1.44064245,-0.1571966049,0,1124851.459,68
ncep,2025-06-30,4,central_india,-0.09770291003,12.73874147,10.50142736,-10.41214864,-0.1204112025,0,1088520.578,67
ncep,2025-06-30,4,south_peninsula,-0.6303392012,12.23869409,8.516104913,-7.053724838,0.05788519218,0,517384.5263,34
ncep,2025-06-30,4,east_northeast_india,0.2775337626,6.791894726,5.131400218,2.137179861,0,0,476733.6896,35
ncep,2025-06-30,5,india,0.365816015,6.598116443,4.799789643,-1.863102087,0.03199148771,0,3207490.246,171
ncep,2025-06-30,5,northwest_india,-0.01409771325,8.074081956,6.114449331,-4.532882857,-0.1777058889,0,1124851.459,68
ncep,2025-06-30,5,central_india,0.3611316326,5.61418172,3.875148389,-0.08170559506,0.155960218,0,1088520.578,67
ncep,2025-06-30,5,south_peninsula,0.9134760137,2.66103943,2.36747102,1.79624446,0.2510256548,0,517384.5263,34
ncep,2025-06-30,5,east_northeast_india,0.2794139759,7.709562075,6.44879872,-3.602583153,0.006004231522,0,476733.6896,35
ncep,2025-06-30,6,india,0.4186709417,5.844436019,4.189710767,-0.1343155973,0.0922093236,0,3207490.246,171
ncep,2025-06-30,6,northwest_india,0.1483267678,5.944264562,3.61551193,-1.180661334,0.1398656556,0,1124851.459,68
ncep,2025-06-30,6,central_india,0.6999219122,4.542704826,3.693951625,2.471079859,0.1271748294,0,1088520.578,67
ncep,2025-06-30,6,south_peninsula,0.394615493,7.804331488,6.130066998,-3.026883352,0,0,517384.5263,34
ncep,2025-06-30,6,east_northeast_india,0.02513415203,5.763894695,4.57068266,-0.4751206768,0,0,476733.6896,35
ncep,2025-07-03,1,india,0.375793421,7.278980756,5.404963484,0.1044028684,0.03305900964,0,3207490.246,171
ncep,2025-07-03,1,northwest_india,0.05176531963,6.637357364,4.951475869,1.342811984,-0.02186651667,0,1124851.459,68
ncep,2025-07-03,1,central_india,0.2988419833,9.016569297,7.144444108,-1.970262609,-0.00550699309,0,1088520.578,67
ncep,2025-07-03,1,south_peninsula,-0.07143172124,4.075783934,2.412188197,1.188931597,0.2347252652,0,517384.5263,34
ncep,2025-07-03,1,east_northeast_india,0.5245173113,6.99094566,5.751197439,0.7424349233,0.03185067445,0,476733.6896,35
ncep,2025-07-03,2,india,0.4022710182,6.778913099,4.636602416,-1.755385618,-0.03406437557,0,3207490.246,171
ncep,2025-07-03,2,northwest_india,-0.2301771212,7.802685383,6.268591996,-2.302220479,-0.05112790331,0,1124851.459,68
ncep,2025-07-03,2,central_india,0.5387569972,6.702870505,3.983202986,-2.289382845,-0.05243743866,0,1088520.578,67
ncep,2025-07-03,2,south_peninsula,0.2222550234,4.478409365,2.215743396,-1.490525905,0.01030060531,0,517384.5263,34
ncep,2025-07-03,2,east_northeast_india,0.6760130902,6.416940549,4.905112638,0.4666948622,0,0,476733.6896,35
ncep,2025-07-03,3,india,-0.02582203422,8.451924947,6.555934577,0.257799082,-0.07899769331,0,3207490.246,171
ncep,2025-07-03,3,northwest_india,-0.2818475394,8.829443584,6.742414135,0.668492255,-0.237102726,0,1124851.459,68
ncep,2025-07-03,3,central_india,0.1869954654,6.95358526,5.223675754,-1.222518578,-0.02936621929,0,1088520.578,67
ncep,2025-07-03,3,south_peninsula,0.1594942303,8.188263154,6.734388445,-5.518413181,0.08753016044,0,517384.5263,34
ncep,2025-07-03,3,east_northeast_india,0.5109929034,10.65399064,8.964197525,8.93750932,0,0,476733.6896,35
ncep,2025-07-03,4,india,-0.1172572561,9.620550081,6.489570861,-4.4001733,0.03625067675,0,3207490.246,171
ncep,2025-07-03,4,northwest_india,-0.2362630553,9.070275522,5.497897207,-2.624483657,-0.08220689255,0,1124851.459,68
ncep,2025-07-03,4,central_india,0.008347668821,12.15556415,9.108090442,-8.699385803,-0.001854888317,0,1088520.578,67
ncep,2025-07-03,4,south_peninsula,-0.5496112514,6.635434468,4.306803932,-1.998404202,0.4073630125,0,517384.5263,34
ncep,2025-07-03,4,east_northeast_india,0.3054442465,6.591097505,5.219475899,-1.380130774,0,0,476733.6896,35
ncep,2025-07-03,5,india,0.5209807286,6.060394569,4.415877429,-0.6895018017,0.06555681953,0,3207490.246,171
ncep,2025-07-03,5,northwest_india,0.2117417893,7.657284723,5.21339006,-3.237489184,-0.04821520323,0,1124851.459,68
ncep,2025-07-03,5,central_india,0.752257376,4.268313943,3.666165391,2.984708411,0.2404142362,0,1088520.578,67
ncep,2025-07-03,5,south_peninsula,0.8531750207,3.442054966,2.76243015,-1.847755788,0.005434946944,0,517384.5263,34
ncep,2025-07-03,5,east_northeast_india,0.1539911994,7.369377541,6.040393976,-1.809799009,0,0,476733.6896,35
ncep,2025-07-03,6,india,0.3955803031,5.938884238,4.16666839,-2.172138143,0.05627212098,0,3207490.246,171
ncep,2025-07-03,6,northwest_india,0.3031758985,4.289602665,2.943485394,-1.007155398,0.08859710973,0,1124851.459,68
ncep,2025-07-03,6,central_india,0.7125135159,3.456429506,2.682950347,-0.7293951345,0.08669924621,0,1088520.578,67
ncep,2025-07-03,6,south_peninsula,0.5993548641,9.656888164,7.768848124,-7.111764262,-0.02617052181,0,517384.5263,34
ncep,2025-07-03,6,east_northeast_india,-0.2252219795,8.086957207,6.531185029,-2.854283935,0,0,476733.6896,35
ncep,2025-07-07,1,india,0.3235092105,8.443474082,5.903251518,0.5083894877,0.01242645838,0,3207490.246,171
ncep,2025-07-07,1,northwest_india,-0.1372308286,7.301800545,5.983789229,-1.959208682,-0.01587817063,0,1124851.459,68
ncep,2025-07-07,1,central_india,0.2121039019,10.98089803,8.014713695,2.734021908,0,0,1088520.578,67
ncep,2025-07-07,1,south_peninsula,0.2178875781,5.551154107,3.013374681,1.005901122,0.07769647451,0,517384.5263,34
ncep,2025-07-07,1,east_northeast_india,0.6290890393,6.715388752,4.028440832,0.7089833594,0.03674876344,0,476733.6896,35
ncep,2025-07-07,2,india,0.110618952,7.67958367,5.416740696,-1.900685537,-0.13775556,0,3207490.246,171
ncep,2025-07-07,2,northwest_india,-0.1499964812,8.489058788,6.311653458,-4.404829973,-0.3862767709,0,1124851.459,68
ncep,2025-07-07,2,central_india,0.1047872372,7.40244252,5.148126875,1.110633573,-0.04771707031,0,1088520.578,67
ncep,2025-07-07,2,south_peninsula,0.006831417833,8.008849588,5.017153225,-3.493011402,0.08066141327,0,517384.5263,34
ncep,2025-07-07,2,east_northeast_india,0.6247620779,5.659709353,4.352180107,-1.139773367,0.006004231522,0,476733.6896,35
ncep,2025-07-07,3,india,-0.2216677973,8.840832749,6.574323857,-3.906595787,-0.02041941371,0,3207490.246,171
ncep,2025-07-07,3,northwest_india,-0.1511355341,6.192823985,4.504197425,-1.519080614,-0.1295024517,0,1124851.459,68
ncep,2025-07-07,3,central_india,-0.07524578536,11.21698178,9.002379272,-8.704996375,0.008493070975,0,1088520.578,67
ncep,2025-07-07,3,south_peninsula,-0.5492281607,9.813491641,7.199511847,-4.333132624,0.1370954587,0,517384.5263,34
ncep,2025-07-07,3,east_northeast_india,0.2190553249,6.601236546,5.236331281,1.879111147,0,0,476733.6896,35
ncep,2025-07-07,4,india,0.3029139703,6.694717275,4.825155927,-1.770018579,0.03154467787,0,3207490.246,171
ncep,2025-07-07,4,northwest_india,-0.03687785745,8.025999081,5.972307847,-4.901996869,-0.1895677639,0,1124851.459,68
