method,region,aggregation,cases,acc,rmse,mae,bias,wet_fraction_error,negative_fraction,lead_week
ncep,central_india,by_lead,35,0.3371767339,6.19109138,4.569721196,-1.244892294,-0.05764283352,0,1
ncep,central_india,by_lead,35,0.1495112582,7.174646167,5.335013313,-1.561048272,-0.04824153914,0,2
ncep,central_india,by_lead,35,0.1496064106,6.743311398,4.986562864,-2.191217735,0.04197636859,0,3
ncep,central_india,by_lead,35,0.1578339759,6.544937612,4.786414749,-2.845058868,0.0130962815,0.0002426591707,4
ncep,central_india,by_lead,35,0.1334750054,6.571115634,4.968181794,-2.853475974,-0.02492063489,0.0002360139843,5
ncep,central_india,by_lead,35,0.09678031892,5.854199623,4.264680437,-1.473631012,0.03030953011,0.0001573426597,6
ncep,east_northeast_india,by_lead,35,0.3776247805,6.744078,5.305817029,0.3630973365,0.006508889919,0,1
ncep,east_northeast_india,by_lead,35,0.3200176659,7.255310232,5.734212164,0.8882805811,0.01802094444,0,2
ncep,east_northeast_india,by_lead,35,0.2534705738,7.089863008,5.601684158,1.219711558,0.05993171046,0,3
ncep,east_northeast_india,by_lead,35,0.2293586778,6.33261141,4.994029413,0.7160948095,0.08050682137,0,4
ncep,east_northeast_india,by_lead,35,0.2628303878,5.789782254,4.553079303,-0.3365069163,0.02861570179,0,5
ncep,east_northeast_india,by_lead,35,0.2231027827,5.660476496,4.487247398,-0.5418313836,0.09804431352,0,6
ncep,india,by_lead,35,0.3898498527,6.105866155,4.296127649,-0.8227928192,-0.04262497697,0,1
ncep,india,by_lead,35,0.1835093758,6.885954801,4.920108961,-1.125819902,-0.04416942463,0,2
ncep,india,by_lead,35,0.1276454208,6.602181053,4.716415472,-1.45032404,0.01143415234,0,3
ncep,india,by_lead,35,0.07473193478,6.504813224,4.574327209,-1.936634201,0.006934060496,0.0001808459895,4
ncep,india,by_lead,35,0.07562427032,6.434342824,4.549755002,-2.064829026,-0.02323135579,0.0001862719169,5
ncep,india,by_lead,35,0.07275586518,5.995230857,4.17087871,-1.42763034,0.01639879329,0.0006366695528,6
ncep,northwest_india,by_lead,35,0.1935977588,5.555538802,3.944210978,-1.123159267,-0.07087064935,0,1
ncep,northwest_india,by_lead,35,0.01335164876,6.225301278,4.561127074,-1.491377993,-0.08446272307,0,2
ncep,northwest_india,by_lead,35,-0.04023955489,5.995608967,4.376265608,-1.991049546,-0.0595161076,0,3
ncep,northwest_india,by_lead,35,-0.02946687299,5.71361192,4.217219409,-2.388632609,-0.06873590452,0.0002808568581,4
ncep,northwest_india,by_lead,35,-0.0722605359,5.566967194,4.044896212,-2.503605627,-0.09389041439,0.0003027593334,5
ncep,northwest_india,by_lead,35,0.0007009461088,5.254825914,3.811628826,-2.293061167,-0.0681932421,0.001663189075,6
ncep,south_peninsula,by_lead,35,0.2905127037,4.983122653,3.555264431,-0.3744264694,0.005106759982,0,1
ncep,south_peninsula,by_lead,35,0.1020390789,5.840804131,4.077522797,-1.271235852,-0.00530411061,0,2
ncep,south_peninsula,by_lead,35,0.08240749269,5.469278957,4.071865216,-1.176218455,0.05674330238,0,3
ncep,south_peninsula,by_lead,35,-0.00214281678,6.005517112,4.517783959,-1.48701749,0.09069217652,0,4
ncep,south_peninsula,by_lead,35,0.02266878535,6.17316692,4.763986702,-1.044180877,0.08616990954,0,5
ncep,south_peninsula,by_lead,35,0.001719091278,5.945318627,4.463067642,-0.2655089873,0.09581396695,0,6
neuralgcm,central_india,by_lead,35,0.4893289187,5.357883995,3.945230656,0.5368499457,0.01727777091,0,1
neuralgcm,central_india,by_lead,35,0.2327497503,6.033703592,4.529481499,0.04810211756,0.04616742226,0,2
neuralgcm,central_india,by_lead,35,0.1606856381,6.397918453,4.828056416,-1.076055726,0.09041200287,0,3
neuralgcm,central_india,by_lead,35,0.1734284744,6.309752791,4.856947299,-1.097916229,0.1134996902,0,4
neuralgcm,central_india,by_lead,35,0.08182745276,6.410365872,5.041161985,-0.255242831,0.1149852121,0,5
neuralgcm,central_india,by_lead,35,0.06155533792,5.971849755,4.62973276,0.03394281481,0.1274401071,0,6
neuralgcm,east_northeast_india,by_lead,35,0.5899644762,4.175344818,3.350881206,0.6937010254,0.04305777982,0,1
neuralgcm,east_northeast_india,by_lead,35,0.4837082959,4.879537629,3.874146715,-0.2844639858,0.03491294809,0,2
neuralgcm,east_northeast_india,by_lead,35,0.3996816129,5.359861285,4.352980128,0.7403049925,0.06851562259,0,3
neuralgcm,east_northeast_india,by_lead,35,0.3406853436,5.094857027,4.168145788,0.6911488475,0.1150042941,0,4
neuralgcm,east_northeast_india,by_lead,35,0.3430204216,4.917856312,4.022565407,0.03389529151,0.1044308971,0,5
neuralgcm,east_northeast_india,by_lead,35,0.3475205385,4.638185756,3.858475226,-0.1050923834,0.09309990362,0,6
neuralgcm,india,by_lead,35,0.5609651962,5.019782401,3.468448864,0.0960850436,0.05186528093,0,1
neuralgcm,india,by_lead,35,0.3522974546,5.638213467,4.032498627,-0.2718394724,0.07996852053,0,2
neuralgcm,india,by_lead,35,0.189875651,5.952878843,4.317346836,-0.7117779798,0.1040034459,0,3
neuralgcm,india,by_lead,35,0.1134108397,5.948381239,4.304786203,-0.8639405985,0.114136505,0,4
neuralgcm,india,by_lead,35,0.09492228484,5.994024311,4.374640821,-0.4622806697,0.1207718197,0,5
neuralgcm,india,by_lead,35,0.1061925324,5.609307296,4.064350827,-0.3595966091,0.123295452,0,6
neuralgcm,northwest_india,by_lead,35,0.3265777164,4.359314395,2.997268321,-0.5551781905,0.0592810159,0,1
neuralgcm,northwest_india,by_lead,35,0.1204254859,5.007153289,3.536768906,-0.9934707875,0.1092711738,0,2
neuralgcm,northwest_india,by_lead,35,0.02654230767,5.285208098,3.687412455,-1.49958125,0.1166604189,0,3
neuralgcm,northwest_india,by_lead,35,0.03142812502,5.168358879,3.658723916,-1.791438766,0.1094129385,0,4
neuralgcm,northwest_india,by_lead,35,0.08144994833,4.971855624,3.547527857,-1.382466217,0.1353368362,0,5
neuralgcm,northwest_india,by_lead,35,0.09525051392,4.663341143,3.353121247,-1.036796785,0.1339425153,0,6
neuralgcm,south_peninsula,by_lead,35,0.2798350491,5.282668584,3.59808126,0.03402108538,0.1166264925,0,1
neuralgcm,south_peninsula,by_lead,35,0.2061436821,5.576774526,4.21058264,0.6355776301,0.1288906792,0,2
neuralgcm,south_peninsula,by_lead,35,0.05092964037,5.838456927,4.579583393,0.42940152,0.1377802428,0,3
neuralgcm,south_peninsula,by_lead,35,-0.02574086291,5.921962867,4.673615325,0.2118964353,0.1249462459,0,4
neuralgcm,south_peninsula,by_lead,35,0.007367134036,6.368461239,5.095001433,0.6455284897,0.1163372646,0,5
neuralgcm,south_peninsula,by_lead,35,0.0451374147,5.911273382,4.610841067,0.05023998157,0.1192507393,0,6
piggycast_forecast_only,central_india,by_lead,35,0.6869372644,4.233977494,3.191287092,0.4633921331,0.02790017505,0.0007898866062,1
piggycast_forecast_only,central_india,by_lead,35,0.360112969,5.371576188,4.117867145,0.3629703858,0.05268818719,0,2
piggycast_forecast_only,central_india,by_lead,35,0.2616365397,5.64610861,4.216246849,-0.6812542125,0.09320713182,0.0001573426597,3
piggycast_forecast_only,central_india,by_lead,35,0.2670628314,5.560408651,4.167400579,-0.8972389716,0.1162428225,0,4
piggycast_forecast_only,central_india,by_lead,35,0.1131588759,5.941208038,4.534373766,-0.5839390325,0.09725705892,0,5
piggycast_forecast_only,central_india,by_lead,35,0.03795752583,5.500561615,4.226271042,-0.2789674242,0.09565872407,0,6
piggycast_forecast_only,east_northeast_india,by_lead,35,0.6149558392,4.070623341,3.295848142,1.080559636,0.04126738838,0,1
piggycast_forecast_only,east_northeast_india,by_lead,35,0.4800826932,4.822330684,3.86730982,0.8652261712,0.03830387959,0,2
piggycast_forecast_only,east_northeast_india,by_lead,35,0.2788945267,5.466265649,4.455573171,1.202125594,0.06898893238,0,3
piggycast_forecast_only,east_northeast_india,by_lead,35,0.09494248064,5.463479876,4.564642316,1.458281243,0.123524264,0,4
piggycast_forecast_only,east_northeast_india,by_lead,35,0.1010504052,5.203020405,4.392262027,1.318674603,0.1379223295,0,5
piggycast_forecast_only,east_northeast_india,by_lead,35,0.00718189448,4.973104811,4.169744911,1.063626276,0.144342087,0,6
piggycast_forecast_only,india,by_lead,35,0.7045943066,4.042408229,2.826350472,0.1039110732,0.0548994814,0.005440865177,1
piggycast_forecast_only,india,by_lead,35,0.4949475248,4.899311603,3.550412638,-0.0360760916,0.08827863117,0.002631746757,2
piggycast_forecast_only,india,by_lead,35,0.304786562,5.26766532,3.772031368,-0.5086555711,0.1281068267,0.001512794737,3
piggycast_forecast_only,india,by_lead,35,0.2352092052,5.308801131,3.833808789,-0.5563321415,0.1438700521,0,4
piggycast_forecast_only,india,by_lead,35,0.1433515003,5.457022575,3.986806611,-0.3964674205,0.1473684097,0,5
piggycast_forecast_only,india,by_lead,35,0.1497174551,5.190662129,3.784660684,-0.3336667972,0.1373010867,0,6
piggycast_forecast_only,northwest_india,by_lead,35,0.5554979293,3.535918295,2.456372413,-0.4970925577,0.0584117003,0.0147501379,1
piggycast_forecast_only,northwest_india,by_lead,35,0.2858032174,4.424387319,3.200533361,-0.7163708309,0.1259215462,0.007504370452,2
piggycast_forecast_only,northwest_india,by_lead,35,0.1977624957,4.653269194,3.355402457,-0.9656311856,0.1825404303,0.004161441586,3
piggycast_forecast_only,northwest_india,by_lead,35,0.08005093273,4.579371207,3.387112722,-1.044800325,0.1879872386,0,4
piggycast_forecast_only,northwest_india,by_lead,35,0.0151502063,4.444580205,3.322284284,-0.7970622766,0.2141377016,0,5
piggycast_forecast_only,northwest_india,by_lead,35,0.06492556904,4.217668777,3.142230567,-0.8169802622,0.181522554,0,6
piggycast_forecast_only,south_peninsula,by_lead,35,0.5739271527,3.557720202,2.430327771,-0.2456625734,0.1166281425,0,1
piggycast_forecast_only,south_peninsula,by_lead,35,0.5037161933,3.789544332,2.82522811,-0.2270770283,0.1273654018,0,2
piggycast_forecast_only,south_peninsula,by_lead,35,0.3102692283,4.236892887,3.113412024,-0.7283764079,0.1376602807,0,3
piggycast_forecast_only,south_peninsula,by_lead,35,0.2995300112,4.490341468,3.429722935,-0.6334427306,0.1248262839,0,4
piggycast_forecast_only,south_peninsula,by_lead,35,0.1430098649,5.069401032,3.905931634,-0.7114934108,0.1163372646,0,5
piggycast_forecast_only,south_peninsula,by_lead,35,0.2012351221,5.077572095,3.89744695,-0.6854790645,0.1222818988,0,6
piggycast_full,central_india,by_lead,35,0.6994877145,4.169806959,3.18304753,0.5115783383,0.01734409163,0.001335345723,1
piggycast_full,central_india,by_lead,35,0.3489278213,5.44507634,4.142742696,0.3742189518,0.0507959196,0,2
piggycast_full,central_india,by_lead,35,0.2307323765,5.662581119,4.26590018,-0.5203146574,0.09306138496,0,3
piggycast_full,central_india,by_lead,35,0.2487044602,5.516507419,4.151322858,-0.7763012183,0.1206183955,0.001502857646,4
piggycast_full,central_india,by_lead,35,0.1311356239,5.943110945,4.546226479,-0.5349471744,0.0957415461,0,5
piggycast_full,central_india,by_lead,35,0.02844036268,5.519243965,4.246764312,-0.2823449957,0.09019600566,0,6
piggycast_full,east_northeast_india,by_lead,35,0.6573874169,3.778363564,3.035183268,0.2128286779,0.03444417483,0,1
piggycast_full,east_northeast_india,by_lead,35,0.5208194052,4.636381478,3.701246769,0.1786118139,0.03830387959,0,2
piggycast_full,east_northeast_india,by_lead,35,0.283874633,5.324177643,4.334543778,0.5113726016,0.06857704631,0,3
piggycast_full,east_northeast_india,by_lead,35,0.07652451267,5.308438013,4.383516515,0.9378041796,0.1156922732,0,4
piggycast_full,east_northeast_india,by_lead,35,0.09529829034,5.168878686,4.347491304,1.242593491,0.1267065596,0,5
piggycast_full,east_northeast_india,by_lead,35,-0.02419099444,4.9541798,4.144652681,1.02056954,0.1380542209,0,6
piggycast_full,india,by_lead,35,0.7270406719,3.913295381,2.746493046,0.09457144094,0.04518975625,0.01533641236,1
piggycast_full,india,by_lead,35,0.5019653706,4.870857611,3.519185522,-0.08685858792,0.08331417081,0.007700621879,2
piggycast_full,india,by_lead,35,0.3366778977,5.232730325,3.776015567,-0.5194713597,0.1257530464,0.00136841466,3
piggycast_full,india,by_lead,35,0.2713541062,5.253542691,3.791392207,-0.5802252822,0.1399078137,0.006527167823,4
piggycast_full,india,by_lead,35,0.1533223233,5.451372691,3.987652893,-0.3828087862,0.1454405694,0,5
piggycast_full,india,by_lead,35,0.09284174425,5.209361311,3.797941839,-0.3414648199,0.1368058103,0,6
piggycast_full,northwest_india,by_lead,35,0.6362654292,3.335652922,2.347068065,-0.3316896786,0.05550116252,0.04237512682,1
piggycast_full,northwest_india,by_lead,35,0.3566995814,4.3074531,3.142738091,-0.6044818015,0.1203614349,0.02195816111,2
piggycast_full,northwest_india,by_lead,35,0.2624755926,4.612499635,3.335608034,-1.012457297,0.1763649901,0.003902005583,3
piggycast_full,northwest_india,by_lead,35,0.1900519894,4.541002886,3.336253711,-1.156259322,0.1772788495,0.0171577638,4
piggycast_full,northwest_india,by_lead,35,0.1053610609,4.430467966,3.317424006,-0.8030065361,0.2148605287,0,5
piggycast_full,northwest_india,by_lead,35,0.06869626249,4.230935222,3.154907185,-0.8174093439,0.188337906,0,6
piggycast_full,south_peninsula,by_lead,35,0.5473377616,3.579971025,2.430416485,0.0350076954,0.09125715486,0.0001393905883,1
piggycast_full,south_peninsula,by_lead,35,0.4628522745,3.849147206,2.857971116,-0.1761574552,0.1126579911,0,2
piggycast_full,south_peninsula,by_lead,35,0.2955305026,4.252437086,3.188202016,-0.3957416272,0.1371804324,0,3
piggycast_full,south_peninsula,by_lead,35,0.3153319652,4.501312797,3.478057897,-0.3140989772,0.1215547879,0,4
piggycast_full,south_peninsula,by_lead,35,0.09330292157,5.090946713,3.938061162,-0.6468642478,0.1163372646,0,5
piggycast_full,south_peninsula,by_lead,35,0.1065189096,5.118328607,3.93222732,-0.6861096895,0.1216809265,0,6
ukmo,central_india,by_lead,35,0.5952994295,5.863267152,4.209390216,0.9546498256,0.01380152378,0,1
ukmo,central_india,by_lead,35,0.3000695586,7.076135305,5.258617449,-0.5850833608,-0.001607165912,0,2
ukmo,central_india,by_lead,35,0.2384623656,6.7157228,4.942933471,-1.003415842,0.006044521216,0,3
ukmo,central_india,by_lead,35,0.1678470714,6.755744054,5.07590316,-0.6962718366,0.02803659725,0,4
ukmo,central_india,by_lead,35,0.08104807035,6.79927156,5.126551441,0.266764011,0.02535908079,0,5
ukmo,central_india,by_lead,35,0.05876172718,6.977804027,5.331324602,1.055370071,0.06752296224,0,6
ukmo,east_northeast_india,by_lead,35,0.4896546933,6.832488008,5.501125805,4.184288847,0.03208165327,0,1
ukmo,east_northeast_india,by_lead,35,0.3858947665,7.220230441,5.892466867,3.727751937,0.03830387959,0,2
ukmo,east_northeast_india,by_lead,35,0.1878351963,7.655486826,6.257326729,3.835085214,0.0592211889,0,3
ukmo,east_northeast_india,by_lead,35,0.1797162546,8.04050439,6.622057667,4.516888646,0.123884035,0,4
ukmo,east_northeast_india,by_lead,35,0.1559996873,6.290065059,5.211212212,2.802930017,0.1127062133,0,5
ukmo,east_northeast_india,by_lead,35,0.1730855729,6.04928809,4.995423127,2.41672689,0.1429100014,0,6
ukmo,india,by_lead,35,0.5788856866,5.855271505,4.014548136,1.518645802,0.04119149624,0,1
ukmo,india,by_lead,35,0.3265378996,6.581539395,4.686744712,0.2368947744,0.0146635944,0,2
ukmo,india,by_lead,35,0.1807934567,6.540391171,4.643980734,-0.2468620765,0.02569188728,0,3
ukmo,india,by_lead,35,0.108373759,6.640186135,4.773847391,-0.05016186168,0.04711988015,0,4
ukmo,india,by_lead,35,0.09902417953,6.32415041,4.519159777,0.1177396221,0.05214728728,0,5
ukmo,india,by_lead,35,0.06410631583,6.2799591,4.491395092,0.3922547334,0.08515850863,0,6
ukmo,northwest_india,by_lead,35,0.4752806297,5.133412884,3.556695103,1.461373644,0.04011672874,0,1
ukmo,northwest_india,by_lead,35,0.1694375988,5.774518687,4.159207458,0.004759000589,-0.005703914395,0,2
ukmo,northwest_india,by_lead,35,0.1110339283,5.791048513,4.205764497,-0.7348706241,0.01119349798,0,3
ukmo,northwest_india,by_lead,35,-0.002221815616,5.47795063,4.063746177,-0.803663252,0.01574855283,0,4
ukmo,northwest_india,by_lead,35,0.07920748678,5.043178269,3.655226587,-0.5568742231,0.04253749146,0,5
ukmo,northwest_india,by_lead,35,0.1112032593,4.784694422,3.451559872,-0.3975373288,0.0713899582,0,6
ukmo,south_peninsula,by_lead,35,0.485021842,4.531200927,3.2302676,0.3735440174,0.1095477572,0,1
ukmo,south_peninsula,by_lead,35,0.3306461646,4.836446395,3.519522795,-0.7456449085,0.07139385537,0,2
ukmo,south_peninsula,by_lead,35,0.2786246697,4.837845583,3.481161999,-1.355399899,0.06765400272,0,3
ukmo,south_peninsula,by_lead,35,0.1611295152,5.408798407,3.979197353,-1.260839137,0.08474097297,0,4
ukmo,south_peninsula,by_lead,35,0.1248503655,6.091426328,4.481882817,-1.203321269,0.07359869578,0,5
ukmo,south_peninsula,by_lead,35,0.05990191272,6.113356897,4.520565793,-1.151181477,0.09898216793,0,6
validation_selected_model,central_india,by_lead,35,0.5840209286,4.977401853,3.610141347,0.2064849704,-0.02625947977,0,1
validation_selected_model,central_india,by_lead,35,0.2954742031,5.868868823,4.52102744,1.018856336,0.05960461571,0,2
validation_selected_model,central_india,by_lead,35,0.2151126715,5.801151287,4.462954526,0.3791544061,0.0931472563,0,3
validation_selected_model,central_india,by_lead,35,0.2022330678,5.734650092,4.38115248,0.01331374929,0.1135442152,0,4
validation_selected_model,central_india,by_lead,35,0.1291034424,6.007330092,4.673899288,0.102245469,0.1046247701,0,5
validation_selected_model,central_india,by_lead,35,0.08703429566,5.652161811,4.423098581,0.4683009107,0.1198378117,0,6
validation_selected_model,east_northeast_india,by_lead,35,0.4571055092,5.189956094,3.982400223,1.544621535,0.02368895454,0,1
validation_selected_model,east_northeast_india,by_lead,35,0.3530870244,5.308090366,4.211596853,0.7253806299,0.03818886479,0,2
validation_selected_model,east_northeast_india,by_lead,35,0.2537233015,5.649098195,4.57020403,1.408333927,0.06928336508,0,3
validation_selected_model,east_northeast_india,by_lead,35,0.181037756,5.598662807,4.594470205,1.400593135,0.1221335715,0,4
validation_selected_model,east_northeast_india,by_lead,35,0.1552804198,5.337866924,4.425150509,1.037491822,0.1350474062,0,5
validation_selected_model,east_northeast_india,by_lead,35,0.1376876835,5.163333172,4.261384673,0.896553379,0.1531589479,0,6
validation_selected_model,india,by_lead,35,0.6008281712,4.767794505,3.261118853,-0.01203232657,-0.01772586586,0,1
validation_selected_model,india,by_lead,35,0.4452010628,5.214358749,3.791035429,0.4182834709,0.08895052653,0,2
validation_selected_model,india,by_lead,35,0.2923308907,5.368225991,3.943019751,0.2203871418,0.1222304595,0,3
validation_selected_model,india,by_lead,35,0.2130916322,5.400605,3.975425118,0.05536429415,0.1322238451,0,4
validation_selected_model,india,by_lead,35,0.1384244582,5.57603043,4.134990319,0.07830300588,0.1278862389,0,5
validation_selected_model,india,by_lead,35,0.08326693775,5.368170584,3.963333968,0.1824094961,0.1312678921,0,6
validation_selected_model,northwest_india,by_lead,35,0.4479968083,4.072922391,2.850215751,-0.5741017687,0.006778137539,0,1
validation_selected_model,northwest_india,by_lead,35,0.3116349643,4.476112015,3.241029703,-0.3838870246,0.1265218403,0,2
validation_selected_model,northwest_india,by_lead,35,0.1625626404,4.755069499,3.496931039,-0.2995648101,0.1697400577,0,3
validation_selected_model,northwest_india,by_lead,35,0.07485474673,4.591969856,3.434016366,-0.4935472558,0.1596190651,0,4
validation_selected_model,northwest_india,by_lead,35,0.05071442916,4.623656659,3.443399011,-0.3957314523,0.1528941138,0,5
validation_selected_model,northwest_india,by_lead,35,0.05546140994,4.388946416,3.249473151,-0.4600525296,0.1371568717,0,6
validation_selected_model,south_peninsula,by_lead,35,0.5152049392,4.041335972,2.755552238,-0.6841152079,-0.09120736322,0,1
validation_selected_model,south_peninsula,by_lead,35,0.4408143448,4.14285513,3.063467517,0.6157829255,0.1157802327,0,2
validation_selected_model,south_peninsula,by_lead,35,0.2829531585,4.317130708,3.241073682,-0.07781849362,0.1289142463,0,3
validation_selected_model,south_peninsula,by_lead,35,0.2100632306,4.806567,3.728495038,0.09769437814,0.1212609769,0,4
validation_selected_model,south_peninsula,by_lead,35,0.1061572162,5.39393835,4.23741869,0.1747087948,0.1158574164,0,5
validation_selected_model,south_peninsula,by_lead,35,0.1053197464,5.467212405,4.273419254,0.3196753117,0.12234116,0,6
validation_weighted,central_india,by_lead,35,0.6313553462,4.423935557,3.196815267,0.007556438222,0.01632143036,0,1
validation_weighted,central_india,by_lead,35,0.3237348168,5.532920965,4.098106282,-0.2328032939,0.0524781078,0,2
validation_weighted,central_india,by_lead,35,0.2176831676,5.766290102,4.201198649,-1.010628775,0.09525268987,0,3
validation_weighted,central_india,by_lead,35,0.2264418425,5.773852172,4.295246745,-1.216249544,0.1144738105,0,4
validation_weighted,central_india,by_lead,35,0.1648985453,5.831678473,4.43367424,-1.002031985,0.09162394713,0,5
validation_weighted,central_india,by_lead,35,0.08730455533,5.569175782,4.296305168,-0.3295216283,0.1079675089,0,6
validation_weighted,east_northeast_india,by_lead,35,0.6071774679,4.194965698,3.405300562,1.426120547,0.03517219025,0,1
validation_weighted,east_northeast_india,by_lead,35,0.4953696835,4.809818828,3.831718468,1.06401182,0.03830387959,0,2
validation_weighted,east_northeast_india,by_lead,35,0.3677198887,5.471143151,4.511089378,1.590246786,0.07006971324,0,3
validation_weighted,east_northeast_india,by_lead,35,0.2513463822,5.483159097,4.613615716,1.888833542,0.1236950256,0,4
validation_weighted,east_northeast_india,by_lead,35,0.2589768337,5.083312185,4.265435875,1.265989805,0.1361079122,0,5
validation_weighted,east_northeast_india,by_lead,35,0.2202116097,4.839908727,4.030814962,0.7402987006,0.1525412562,0,6
validation_weighted,india,by_lead,35,0.6758826173,4.185588854,2.929970389,0.1212228152,0.05514691364,0,1
validation_weighted,india,by_lead,35,0.4472211908,5.05356894,3.624477948,-0.2175133714,0.09087002615,0,2
validation_weighted,india,by_lead,35,0.2711756213,5.40868368,3.861363219,-0.603312923,0.1275146415,0,3
validation_weighted,india,by_lead,35,0.1795512521,5.494498107,3.970392027,-0.6743809692,0.1444494691,0,4
validation_weighted,india,by_lead,35,0.1596351901,5.483326541,3.980241515,-0.6068875821,0.1262487548,0,5
validation_weighted,india,by_lead,35,0.1445616104,5.275733182,3.834845072,-0.4031582527,0.136822687,0,6
validation_weighted,northwest_india,by_lead,35,0.5226536185,3.650502409,2.606968292,-0.2236561596,0.07767851659,0,1
validation_weighted,northwest_india,by_lead,35,0.2381539913,4.566287673,3.335298054,-0.6743878713,0.1351332154,0,2
validation_weighted,northwest_india,by_lead,35,0.08399799037,4.850213863,3.520990612,-1.033902837,0.1790340929,0,3
validation_weighted,northwest_india,by_lead,35,-0.006053809169,4.744780472,3.510455751,-1.185248216,0.1912237603,0,4
validation_weighted,northwest_india,by_lead,35,7.572930197e-05,4.590094688,3.369984356,-1.054250424,0.1601356068,0,5
validation_weighted,northwest_india,by_lead,35,0.04382159382,4.409969163,3.220537443,-1.006498834,0.1644010291,0,6
validation_weighted,south_peninsula,by_lead,35,0.4887912605,3.792745378,2.632816803,-0.09220239896,0.1062505964,0,1
validation_weighted,south_peninsula,by_lead,35,0.3343645585,4.213536254,3.065767201,-0.3728850284,0.1238453707,0,2
validation_weighted,south_peninsula,by_lead,35,0.2357401924,4.508300691,3.287717187,-0.8314264979,0.1363127412,0,3
validation_weighted,south_peninsula,by_lead,35,0.1614097564,4.889394475,3.694200057,-0.7854895239,0.1249462459,0,4
validation_weighted,south_peninsula,by_lead,35,0.1236929238,5.261939621,4.090248755,-0.5286559923,0.1163372646,0,5
validation_weighted,south_peninsula,by_lead,35,0.1531575771,5.196516872,4.018983888,-0.2999678832,0.1230888892,0,6
