provider,product_hint,season_hint,year,init_date,mmdd,forecast_type,variable,level,file_path,extension,size_bytes,nonempty
ecmwf,forecast,jfm,2026,2026-03-20,0320,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260320_cf.nc,.nc,88815,True
ecmwf,forecast,jfm,2026,2026-01-15,0115,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260115_cf.nc,.nc,86839,True
ecmwf,forecast,jfm,2026,2026-02-21,0221,pf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260221_pf.nc,.nc,5890516,True
ecmwf,forecast,jfm,2026,2026-01-21,0121,pf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260121_pf.nc,.nc,5904438,True
ecmwf,forecast,jfm,2026,2026-01-19,0119,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260119_cf.nc,.nc,87731,True
ecmwf,forecast,jfm,2026,2026-01-18,0118,pf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260118_pf.nc,.nc,5916914,True
ecmwf,forecast,jfm,2026,2026-01-01,0101,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260101_cf.nc,.nc,87121,True
ecmwf,forecast,jfm,2026,2026-02-17,0217,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260217_cf.nc,.nc,87036,True
ecmwf,forecast,jfm,2026,2026-02-14,0214,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260214_cf.nc,.nc,87070,True
ecmwf,forecast,jfm,2026,2026-02-05,0205,pf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260205_pf.nc,.nc,5899051,True
ecmwf,forecast,jfm,2026,2026-02-19,0219,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260219_cf.nc,.nc,87329,True
ecmwf,forecast,jfm,2026,2026-03-22,0322,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260322_cf.nc,.nc,88112,True
ecmwf,forecast,jfm,2026,2026-03-28,0328,pf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260328_pf.nc,.nc,5977992,True
ecmwf,forecast,jfm,2026,2026-03-06,0306,pf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260306_pf.nc,.nc,5924293,True
ecmwf,forecast,jfm,2026,2026-02-25,0225,pf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260225_pf.nc,.nc,5891804,True
ecmwf,forecast,jfm,2026,2026-02-18,0218,pf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260218_pf.nc,.nc,5903268,True
ecmwf,forecast,jfm,2026,2026-01-28,0128,pf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260128_pf.nc,.nc,5898122,True
ecmwf,forecast,jfm,2026,2026-02-07,0207,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260207_cf.nc,.nc,86630,True
ecmwf,forecast,jfm,2026,2026-01-31,0131,pf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260131_pf.nc,.nc,5910535,True
ecmwf,forecast,jfm,2026,2026-02-09,0209,pf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260209_pf.nc,.nc,5910288,True
ecmwf,forecast,jfm,2026,2026-01-20,0120,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260120_cf.nc,.nc,87312,True
ecmwf,forecast,jfm,2026,2026-01-10,0110,pf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260110_pf.nc,.nc,5915635,True
ecmwf,forecast,jfm,2026,2026-01-17,0117,pf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260117_pf.nc,.nc,5900869,True
ecmwf,forecast,jfm,2026,2026-03-05,0305,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260305_cf.nc,.nc,87234,True
ecmwf,forecast,jfm,2026,2026-02-02,0202,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260202_cf.nc,.nc,86648,True
ecmwf,forecast,jfm,2026,2026-03-02,0302,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260302_cf.nc,.nc,87141,True
ecmwf,forecast,jfm,2026,2026-01-19,0119,pf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260119_pf.nc,.nc,5909616,True
ecmwf,forecast,jfm,2026,2026-02-16,0216,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260216_cf.nc,.nc,87038,True
ecmwf,forecast,jfm,2026,2026-03-07,0307,pf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260307_pf.nc,.nc,5938192,True
ecmwf,forecast,jfm,2026,2026-01-01,0101,pf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260101_pf.nc,.nc,5918544,True
ecmwf,forecast,jfm,2026,2026-01-14,0114,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260114_cf.nc,.nc,87436,True
ecmwf,forecast,jfm,2026,2026-03-30,0330,pf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260330_pf.nc,.nc,5955869,True
ecmwf,forecast,jfm,2026,2026-01-02,0102,pf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260102_pf.nc,.nc,5922729,True
ecmwf,forecast,jfm,2026,2026-02-20,0220,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260220_cf.nc,.nc,87251,True
ecmwf,forecast,jfm,2026,2026-01-27,0127,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260127_cf.nc,.nc,87744,True
ecmwf,forecast,jfm,2026,2026-03-08,0308,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260308_cf.nc,.nc,87825,True
ecmwf,forecast,jfm,2026,2026-01-02,0102,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260102_cf.nc,.nc,87199,True
ecmwf,forecast,jfm,2026,2026-01-28,0128,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260128_cf.nc,.nc,87225,True
ecmwf,forecast,jfm,2026,2026-01-26,0126,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260126_cf.nc,.nc,86529,True
ecmwf,forecast,jfm,2026,2026-02-27,0227,pf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260227_pf.nc,.nc,5903343,True
ecmwf,forecast,jfm,2026,2026-03-13,0313,pf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260313_pf.nc,.nc,5990179,True
ecmwf,forecast,jfm,2026,2026-02-13,0213,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260213_cf.nc,.nc,87361,True
ecmwf,forecast,jfm,2026,2026-03-11,0311,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260311_cf.nc,.nc,87332,True
ecmwf,forecast,jfm,2026,2026-01-22,0122,pf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260122_pf.nc,.nc,5917665,True
ecmwf,forecast,jfm,2026,2026-03-27,0327,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260327_cf.nc,.nc,87602,True
ecmwf,forecast,jfm,2026,2026-02-23,0223,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260223_cf.nc,.nc,86779,True
ecmwf,forecast,jfm,2026,2026-03-16,0316,pf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260316_pf.nc,.nc,5980401,True
ecmwf,forecast,jfm,2026,2026-03-19,0319,pf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260319_pf.nc,.nc,5986036,True
ecmwf,forecast,jfm,2026,2026-03-26,0326,pf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260326_pf.nc,.nc,5987692,True
ecmwf,forecast,jfm,2026,2026-01-04,0104,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260104_cf.nc,.nc,87844,True
ecmwf,forecast,jfm,2026,2026-03-23,0323,cf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260323_cf.nc,.nc,88054,True
ecmwf,forecast,jfm,2026,2026-02-02,0202,pf,msl,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/msl/20260202_pf.nc,.nc,5906004,True
ecmwf,forecast,jfm,2026,2026-03-14,0314,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260314_pf.nc,.nc,4702181,True
ecmwf,forecast,jfm,2026,2026-01-08,0108,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260108_pf.nc,.nc,3955730,True
ecmwf,forecast,jfm,2026,2026-02-03,0203,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260203_cf.nc,.nc,67523,True
ecmwf,forecast,jfm,2026,2026-01-30,0130,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260130_pf.nc,.nc,3930815,True
ecmwf,forecast,jfm,2026,2026-01-29,0129,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260129_cf.nc,.nc,67625,True
ecmwf,forecast,jfm,2026,2026-02-18,0218,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260218_cf.nc,.nc,66908,True
ecmwf,forecast,jfm,2026,2026-03-27,0327,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260327_pf.nc,.nc,4872988,True
ecmwf,forecast,jfm,2026,2026-02-15,0215,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260215_pf.nc,.nc,4015261,True
ecmwf,forecast,jfm,2026,2026-03-04,0304,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260304_pf.nc,.nc,4379438,True
ecmwf,forecast,jfm,2026,2026-03-18,0318,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260318_cf.nc,.nc,74909,True
ecmwf,forecast,jfm,2026,2026-01-05,0105,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260105_cf.nc,.nc,67576,True
ecmwf,forecast,jfm,2026,2026-02-22,0222,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260222_pf.nc,.nc,4011280,True
ecmwf,forecast,jfm,2026,2026-03-10,0310,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260310_pf.nc,.nc,4735346,True
ecmwf,forecast,jfm,2026,2026-01-20,0120,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260120_pf.nc,.nc,3834962,True
ecmwf,forecast,jfm,2026,2026-01-13,0113,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260113_pf.nc,.nc,3885392,True
ecmwf,forecast,jfm,2026,2026-02-26,0226,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260226_cf.nc,.nc,66933,True
ecmwf,forecast,jfm,2026,2026-02-06,0206,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260206_cf.nc,.nc,65360,True
ecmwf,forecast,jfm,2026,2026-02-11,0211,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260211_pf.nc,.nc,4045329,True
ecmwf,forecast,jfm,2026,2026-02-19,0219,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260219_pf.nc,.nc,4101744,True
ecmwf,forecast,jfm,2026,2026-02-20,0220,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260220_pf.nc,.nc,4051550,True
ecmwf,forecast,jfm,2026,2026-02-08,0208,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260208_pf.nc,.nc,3974217,True
ecmwf,forecast,jfm,2026,2026-03-01,0301,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260301_pf.nc,.nc,4047793,True
ecmwf,forecast,jfm,2026,2026-02-21,0221,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260221_cf.nc,.nc,68682,True
ecmwf,forecast,jfm,2026,2026-02-09,0209,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260209_cf.nc,.nc,66846,True
ecmwf,forecast,jfm,2026,2026-01-22,0122,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260122_cf.nc,.nc,67362,True
ecmwf,forecast,jfm,2026,2026-01-14,0114,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260114_pf.nc,.nc,3861837,True
ecmwf,forecast,jfm,2026,2026-03-17,0317,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260317_pf.nc,.nc,4841698,True
ecmwf,forecast,jfm,2026,2026-02-08,0208,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260208_cf.nc,.nc,65630,True
ecmwf,forecast,jfm,2026,2026-03-06,0306,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260306_cf.nc,.nc,73097,True
ecmwf,forecast,jfm,2026,2026-01-15,0115,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260115_pf.nc,.nc,3894105,True
ecmwf,forecast,jfm,2026,2026-02-12,0212,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260212_pf.nc,.nc,4064936,True
ecmwf,forecast,jfm,2026,2026-02-24,0224,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260224_pf.nc,.nc,3903112,True
ecmwf,forecast,jfm,2026,2026-03-03,0303,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260303_cf.nc,.nc,70649,True
ecmwf,forecast,jfm,2026,2026-03-07,0307,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260307_cf.nc,.nc,76235,True
ecmwf,forecast,jfm,2026,2026-03-03,0303,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260303_pf.nc,.nc,4221541,True
ecmwf,forecast,jfm,2026,2026-02-04,0204,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260204_pf.nc,.nc,3849542,True
ecmwf,forecast,jfm,2026,2026-01-13,0113,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260113_cf.nc,.nc,67944,True
ecmwf,forecast,jfm,2026,2026-03-22,0322,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260322_pf.nc,.nc,4796448,True
ecmwf,forecast,jfm,2026,2026-03-08,0308,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260308_pf.nc,.nc,4640004,True
ecmwf,forecast,jfm,2026,2026-02-26,0226,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260226_pf.nc,.nc,3926880,True
ecmwf,forecast,jfm,2026,2026-03-09,0309,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260309_pf.nc,.nc,4690905,True
ecmwf,forecast,jfm,2026,2026-02-13,0213,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260213_pf.nc,.nc,4069636,True
ecmwf,forecast,jfm,2026,2026-03-13,0313,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260313_cf.nc,.nc,75704,True
ecmwf,forecast,jfm,2026,2026-02-28,0228,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260228_pf.nc,.nc,4006049,True
ecmwf,forecast,jfm,2026,2026-01-03,0103,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260103_pf.nc,.nc,3996265,True
ecmwf,forecast,jfm,2026,2026-03-20,0320,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260320_pf.nc,.nc,4801003,True
ecmwf,forecast,jfm,2026,2026-01-04,0104,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260104_pf.nc,.nc,3957767,True
ecmwf,forecast,jfm,2026,2026-03-16,0316,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260316_cf.nc,.nc,74983,True
ecmwf,forecast,jfm,2026,2026-03-15,0315,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260315_pf.nc,.nc,4743533,True
ecmwf,forecast,jfm,2026,2026-03-02,0302,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260302_pf.nc,.nc,4151799,True
ecmwf,forecast,jfm,2026,2026-03-21,0321,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260321_cf.nc,.nc,75701,True
ecmwf,forecast,jfm,2026,2026-03-31,0331,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260331_cf.nc,.nc,75451,True
ecmwf,forecast,jfm,2026,2026-01-17,0117,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260117_cf.nc,.nc,63226,True
ecmwf,forecast,jfm,2026,2026-01-21,0121,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260121_cf.nc,.nc,65176,True
ecmwf,forecast,jfm,2026,2026-01-11,0111,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260111_cf.nc,.nc,67586,True
ecmwf,forecast,jfm,2026,2026-01-08,0108,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260108_cf.nc,.nc,65508,True
ecmwf,forecast,jfm,2026,2026-03-31,0331,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260331_pf.nc,.nc,4899191,True
ecmwf,forecast,jfm,2026,2026-01-05,0105,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260105_pf.nc,.nc,3928376,True
ecmwf,forecast,jfm,2026,2026-01-16,0116,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260116_pf.nc,.nc,3902128,True
ecmwf,forecast,jfm,2026,2026-01-12,0112,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260112_cf.nc,.nc,69125,True
ecmwf,forecast,jfm,2026,2026-03-01,0301,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260301_cf.nc,.nc,68675,True
ecmwf,forecast,jfm,2026,2026-02-25,0225,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260225_cf.nc,.nc,66926,True
ecmwf,forecast,jfm,2026,2026-02-05,0205,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260205_cf.nc,.nc,66007,True
ecmwf,forecast,jfm,2026,2026-01-03,0103,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260103_cf.nc,.nc,67920,True
ecmwf,forecast,jfm,2026,2026-02-01,0201,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260201_cf.nc,.nc,63738,True
ecmwf,forecast,jfm,2026,2026-01-09,0109,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260109_pf.nc,.nc,3925200,True
ecmwf,forecast,jfm,2026,2026-03-24,0324,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260324_cf.nc,.nc,73981,True
ecmwf,forecast,jfm,2026,2026-03-12,0312,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260312_cf.nc,.nc,75842,True
ecmwf,forecast,jfm,2026,2026-02-07,0207,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260207_pf.nc,.nc,3957428,True
ecmwf,forecast,jfm,2026,2026-03-15,0315,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260315_cf.nc,.nc,74761,True
ecmwf,forecast,jfm,2026,2026-02-28,0228,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260228_cf.nc,.nc,69116,True
ecmwf,forecast,jfm,2026,2026-02-17,0217,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260217_pf.nc,.nc,4187242,True
ecmwf,forecast,jfm,2026,2026-03-24,0324,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260324_pf.nc,.nc,4809544,True
ecmwf,forecast,jfm,2026,2026-01-23,0123,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260123_pf.nc,.nc,3838253,True
ecmwf,forecast,jfm,2026,2026-01-24,0124,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260124_cf.nc,.nc,65630,True
ecmwf,forecast,jfm,2026,2026-03-29,0329,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260329_pf.nc,.nc,4984216,True
ecmwf,forecast,jfm,2026,2026-01-18,0118,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260118_cf.nc,.nc,61075,True
ecmwf,forecast,jfm,2026,2026-03-12,0312,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260312_pf.nc,.nc,4737022,True
ecmwf,forecast,jfm,2026,2026-01-24,0124,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260124_pf.nc,.nc,3820988,True
ecmwf,forecast,jfm,2026,2026-03-29,0329,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260329_cf.nc,.nc,78487,True
ecmwf,forecast,jfm,2026,2026-03-21,0321,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260321_pf.nc,.nc,4860614,True
ecmwf,forecast,jfm,2026,2026-03-04,0304,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260304_cf.nc,.nc,71773,True
ecmwf,forecast,jfm,2026,2026-02-10,0210,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260210_cf.nc,.nc,70177,True
ecmwf,forecast,jfm,2026,2026-01-07,0107,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260107_pf.nc,.nc,3880233,True
ecmwf,forecast,jfm,2026,2026-01-26,0126,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260126_pf.nc,.nc,3892727,True
ecmwf,forecast,jfm,2026,2026-03-30,0330,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260330_cf.nc,.nc,78093,True
ecmwf,forecast,jfm,2026,2026-02-22,0222,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260222_cf.nc,.nc,67013,True
ecmwf,forecast,jfm,2026,2026-03-09,0309,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260309_cf.nc,.nc,73740,True
ecmwf,forecast,jfm,2026,2026-02-10,0210,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260210_pf.nc,.nc,4115847,True
ecmwf,forecast,jfm,2026,2026-01-29,0129,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260129_pf.nc,.nc,3890931,True
ecmwf,forecast,jfm,2026,2026-01-30,0130,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260130_cf.nc,.nc,67995,True
ecmwf,forecast,jfm,2026,2026-02-04,0204,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260204_cf.nc,.nc,63587,True
ecmwf,forecast,jfm,2026,2026-02-06,0206,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260206_pf.nc,.nc,3948324,True
ecmwf,forecast,jfm,2026,2026-01-16,0116,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260116_cf.nc,.nc,64325,True
ecmwf,forecast,jfm,2026,2026-03-10,0310,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260310_cf.nc,.nc,73359,True
ecmwf,forecast,jfm,2026,2026-03-11,0311,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260311_pf.nc,.nc,4689835,True
ecmwf,forecast,jfm,2026,2026-03-17,0317,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260317_cf.nc,.nc,74436,True
ecmwf,forecast,jfm,2026,2026-01-27,0127,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260127_pf.nc,.nc,3891555,True
ecmwf,forecast,jfm,2026,2026-01-09,0109,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260109_cf.nc,.nc,67113,True
ecmwf,forecast,jfm,2026,2026-03-19,0319,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260319_cf.nc,.nc,76295,True
ecmwf,forecast,jfm,2026,2026-01-25,0125,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260125_cf.nc,.nc,65259,True
ecmwf,forecast,jfm,2026,2026-02-15,0215,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260215_cf.nc,.nc,67523,True
ecmwf,forecast,jfm,2026,2026-02-16,0216,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260216_pf.nc,.nc,4142059,True
ecmwf,forecast,jfm,2026,2026-03-18,0318,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260318_pf.nc,.nc,4822674,True
ecmwf,forecast,jfm,2026,2026-01-31,0131,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260131_cf.nc,.nc,62940,True
ecmwf,forecast,jfm,2026,2026-02-23,0223,pf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260223_pf.nc,.nc,3958376,True
ecmwf,forecast,jfm,2026,2026-01-07,0107,cf,tp,,/storage/raj.ayush/All_Model_Data/ecmwf/jfm2026/tp/20260107_cf.nc,.nc,68265,True
