variable,region,week,lead_week,model,n,pcc_mean,pcc_std,rmse_mean,rmse_std,bias_mean,bias_std,obs_mean,fcst_mean
TP,northwest_india,Week 3,3,ECMWF,12,0.6530807310771166,0.2344701803119279,4.94731709709014,2.616097969436956,-0.4119446391975554,2.4326202047523084,7.828125041090786,7.416180401893231
TP,northwest_india,Week 3,3,FuXi,12,0.6989614357036432,0.19641244307907962,4.8647651542862445,1.972596280292934,-1.1578789057829402,2.3587011761791254,7.828125041090786,6.670246135307846
TP,northwest_india,Week 4,4,ECMWF,12,0.6928253097238577,0.1538749393941913,3.966006640585881,1.4674247105559004,-0.10221788071465787,2.317105480258458,7.545132555068602,7.442914674353946
TP,northwest_india,Week 4,4,FuXi,12,0.7205557978040423,0.14490037935769642,3.9693968929858072,1.6664084634522807,-1.1913621558833642,2.206029658967314,7.545132555068602,6.3537703991852394
TP,northwest_india,Week 5,5,ECMWF,12,0.6635978725142316,0.1999369813556493,3.8991461386491006,1.3676699184169383,-0.676149525149721,1.8674387952228984,7.7508615307373425,7.074712005587621
TP,northwest_india,Week 5,5,FuXi,12,0.6933013549096687,0.16919640477264575,3.918161847989916,1.462331555956746,-1.7654670319579184,1.7734967875610745,7.7508615307373425,5.985394498779423
TP,northwest_india,Week 6,6,ECMWF,12,0.7179032787613476,0.11449600246843185,3.293483892129439,1.6840034439834997,-0.5993173609357528,1.7737213570745127,7.128436269371563,6.52911890843581
TP,northwest_india,Week 6,6,FuXi,12,0.6743261339448909,0.18710970165353988,3.8483150986147443,1.787021270688433,-2.1573409807811,1.6938805953535145,7.128436269371563,4.971095288590464
TP,south_peninsula,Week 1,1,ECMWF,12,0.8781844861859435,0.09095387073809609,3.4614109554823695,1.8461273662142554,-0.7565785683494762,1.7885839211592214,6.942466088521787,6.185887520172311
TP,south_peninsula,Week 1,1,FuXi,12,0.9285069401262884,0.045774280227416295,2.600838171124731,1.1113325480624017,-1.0133707594814676,1.086865383739677,6.942466088521787,5.929095329040319
TP,south_peninsula,Week 2,2,ECMWF,12,0.8847113692305184,0.09320233889049477,4.860284868262547,2.7994750399328496,-1.9969138299015678,3.1927862042424344,7.9978002062950315,6.0008863763934635
TP,south_peninsula,Week 2,2,FuXi,12,0.8367035235157875,0.09788739597142947,5.112005980040155,2.484452495081171,-1.9442628975655125,2.8925179075868215,7.9978002062950315,6.053537308729518
TP,south_peninsula,Week 3,3,ECMWF,12,0.8022244884138758,0.1539661340793612,5.579900628535479,3.2522021244853225,-2.8009626001041315,2.6433867755875573,8.35969951997282,5.5587369198686885
TP,south_peninsula,Week 3,3,FuXi,12,0.8375320608272606,0.11432859370500625,5.01954275279691,2.335841595249095,-2.897154613466103,1.7767505382192434,8.35969951997282,5.462544906506717
TP,south_peninsula,Week 4,4,ECMWF,12,0.7322054837829981,0.22412502773745127,6.136184733648174,3.220939679178399,-3.1804453366733156,2.841719662652899,8.733937670784405,5.553492334111091
TP,south_peninsula,Week 4,4,FuXi,12,0.7142708706134001,0.25080566973977236,5.571803756630419,2.291602348377782,-2.782021750702579,1.8263421149743413,8.733937670784405,5.951915920081827
