year,fuxi_init,ecmwf_init,valid_start,valid_end,model,variable,region,week,fuxi_lead_start,fuxi_lead_end,ecmwf_lead_start,ecmwf_lead_end,pcc,rmse,bias,obs_mean,fcst_mean
2019,2019-06-20,2019-06-18,2019-06-28,2019-07-04,FuXi,TP,northwest_india,Week 2,8,14,10,16,0.8611269064333732,1.9407801492430854,0.9944464771597038,2.5121188780560497,3.5065653552157534
2019,2019-06-20,2019-06-18,2019-06-28,2019-07-04,FuXi,TP,central_india,Week 2,8,14,10,16,0.7310261458498631,4.945380650116671,-1.247697485366468,15.44845946070131,14.200761975334844
2019,2019-06-20,2019-06-18,2019-06-28,2019-07-04,FuXi,TP,south_peninsula,Week 2,8,14,10,16,0.7343469639445902,5.106549146612351,2.2422463779007207,5.122389279433283,7.364635657334002
2019,2019-06-20,2019-06-18,2019-06-28,2019-07-04,FuXi,TP,east_northeast_india,Week 2,8,14,10,16,0.6433157371467721,4.1098692391545555,2.1720011995065227,10.046614311711558,12.218615511218083
2019,2019-06-20,2019-06-18,2019-06-28,2019-07-04,ECMWF,TP,All India,Week 2,8,14,10,16,0.5533611447687018,6.930683053713411,-1.657175302354444,8.52137669004135,6.864201387686905
2019,2019-06-20,2019-06-18,2019-06-28,2019-07-04,ECMWF,TP,northwest_india,Week 2,8,14,10,16,0.8872056844287386,1.6668951819033653,0.009650704541648474,2.5121188780560497,2.521769582597698
2019,2019-06-20,2019-06-18,2019-06-28,2019-07-04,ECMWF,TP,central_india,Week 2,8,14,10,16,0.6837201692914981,9.084883336876073,-7.736772442383081,15.44845946070131,7.711687018318233
2019,2019-06-20,2019-06-18,2019-06-28,2019-07-04,ECMWF,TP,south_peninsula,Week 2,8,14,10,16,0.7416323220267673,2.8402356692656965,-0.7211390090075496,5.122389279433283,4.401250270425733
2019,2019-06-20,2019-06-18,2019-06-28,2019-07-04,ECMWF,TP,east_northeast_india,Week 2,8,14,10,16,0.8644018313871384,10.85241317991384,7.430287426982816,10.046614311711558,17.476901738694377
2019,2019-06-20,2019-06-18,2019-06-28,2019-07-04,FuXi,Z500,All India,Week 2,8,14,10,16,0.8671783393659159,5.152120236765368,0.35707236072049536,5841.191032174723,5841.548104535442
2019,2019-06-20,2019-06-18,2019-06-28,2019-07-04,FuXi,Z500,northwest_india,Week 2,8,14,10,16,0.8855966433890322,6.910898129068702,5.97650163408093,5837.855885664301,5843.832387298383
2019,2019-06-20,2019-06-18,2019-06-28,2019-07-04,FuXi,Z500,central_india,Week 2,8,14,10,16,0.9076715426945337,3.1876036861810233,-1.197928377548032,5836.163722240828,5834.96579386328
2019,2019-06-20,2019-06-18,2019-06-28,2019-07-04,FuXi,Z500,south_peninsula,Week 2,8,14,10,16,0.9858484290853506,6.26469185252046,-5.821341162415024,5852.674803151945,5846.85346198953
2019,2019-06-20,2019-06-18,2019-06-28,2019-07-04,FuXi,Z500,east_northeast_india,Week 2,8,14,10,16,0.9900454140878697,1.3557188330239331,-0.6746875204541481,5845.67325549915,5844.998567978697
2019,2019-06-20,2019-06-18,2019-06-28,2019-07-04,ECMWF,Z500,All India,Week 2,8,14,10,16,0.8300227009106078,5.986995387071743,1.4568439403783713,5841.191032174723,5842.6478761151
2019,2019-06-20,2019-06-18,2019-06-28,2019-07-04,ECMWF,Z500,northwest_india,Week 2,8,14,10,16,0.9708387804661367,4.3532845207905595,-2.235869591858994,5837.855885664301,5835.620016072443
2019,2019-06-20,2019-06-18,2019-06-28,2019-07-04,ECMWF,Z500,central_india,Week 2,8,14,10,16,0.8699122161413556,7.869134363709526,7.091892867028208,5836.163722240828,5843.255615107856
2019,2019-06-20,2019-06-18,2019-06-28,2019-07-04,ECMWF,Z500,south_peninsula,Week 2,8,14,10,16,0.9840692939654694,5.913746860023459,-1.1000969714281421,5852.674803151945,5851.574706180516
2019,2019-06-20,2019-06-18,2019-06-28,2019-07-04,ECMWF,Z500,east_northeast_india,Week 2,8,14,10,16,0.9222535752530397,3.7723350828965923,-0.1728994640800104,5845.67325549915,5845.500356035071
2019,2019-06-20,2019-06-18,2019-07-05,2019-07-11,FuXi,TP,All India,Week 3,15,21,17,23,0.7691239391893792,8.789035972789003,-3.678728797678178,12.386081626803556,8.70735282912538
2019,2019-06-20,2019-06-18,2019-07-05,2019-07-11,FuXi,TP,northwest_india,Week 3,15,21,17,23,0.8231253757342003,7.983381345262717,-2.223333240144538,9.211423394659281,6.988090154514745
2019,2019-06-20,2019-06-18,2019-07-05,2019-07-11,FuXi,TP,central_india,Week 3,15,21,17,23,0.5979236317580393,4.878826064114008,-1.5983952539645045,11.903854313766466,10.305459059801962
2019,2019-06-20,2019-06-18,2019-07-05,2019-07-11,FuXi,TP,south_peninsula,Week 3,15,21,17,23,0.9164104702950645,2.4380280579187286,-1.5681632557959508,5.100638957090607,3.532475701294656
2019,2019-06-20,2019-06-18,2019-07-05,2019-07-11,FuXi,TP,east_northeast_india,Week 3,15,21,17,23,0.5413902496598809,17.82186081207424,-14.237776589642907,29.48790675441444,15.250130164771534
2019,2019-06-20,2019-06-18,2019-07-05,2019-07-11,ECMWF,TP,All India,Week 3,15,21,17,23,0.88287093618348,8.669753726898595,-4.774395494628049,12.386081626803556,7.611686132175507
2019,2019-06-20,2019-06-18,2019-07-05,2019-07-11,ECMWF,TP,northwest_india,Week 3,15,21,17,23,0.8623786823601929,8.77833013848657,-4.338599744630348,9.211423394659281,4.872823650028934
2019,2019-06-20,2019-06-18,2019-07-05,2019-07-11,ECMWF,TP,central_india,Week 3,15,21,17,23,0.6749321805786583,5.497853522583304,-3.502011703479416,11.903854313766466,8.401842610287051
