year,fuxi_init,ecmwf_init,valid_start,valid_end,model,variable,region,week,fuxi_lead_start,fuxi_lead_end,ecmwf_lead_start,ecmwf_lead_end,pcc,rmse,bias,obs_mean,fcst_mean
2019,2019-06-27,2019-06-25,2019-07-05,2019-07-11,ECMWF,TP,All India,Week 2,8,14,10,16,0.7903901870480858,7.707214327691856,-2.3888553466735405,12.386081626803556,9.997226280130018
2019,2019-06-27,2019-06-25,2019-07-05,2019-07-11,ECMWF,TP,northwest_india,Week 2,8,14,10,16,0.7493277039360788,7.19933894581731,-0.6917042894596698,9.211423394659281,8.519719105199613
2019,2019-06-27,2019-06-25,2019-07-05,2019-07-11,ECMWF,TP,central_india,Week 2,8,14,10,16,0.720014090270759,4.258642968716087,-0.2831928004928893,11.903854313766466,11.62066151327358
2019,2019-06-27,2019-06-25,2019-07-05,2019-07-11,ECMWF,TP,south_peninsula,Week 2,8,14,10,16,0.9572749191736492,1.6709096961440717,-0.2255603631732914,5.100638957090607,4.875078593917315
2019,2019-06-27,2019-06-25,2019-07-05,2019-07-11,ECMWF,TP,east_northeast_india,Week 2,8,14,10,16,0.8914121148867455,15.513803795374818,-13.599426414296204,29.48790675441444,15.888480340118235
2019,2019-06-27,2019-06-25,2019-07-05,2019-07-11,FuXi,Z500,All India,Week 2,8,14,10,16,0.9227288962431778,6.363085466848379,1.5886577882235882,5835.763662219187,5837.352320007411
2019,2019-06-27,2019-06-25,2019-07-05,2019-07-11,FuXi,Z500,northwest_india,Week 2,8,14,10,16,0.8398832494180059,8.95194689950289,7.713091553076616,5825.192880959625,5832.905972512702
2019,2019-06-27,2019-06-25,2019-07-05,2019-07-11,FuXi,Z500,central_india,Week 2,8,14,10,16,0.8759800213625747,3.831282549104823,-1.6257916074237098,5835.86877423548,5834.242982628054
2019,2019-06-27,2019-06-25,2019-07-05,2019-07-11,FuXi,Z500,south_peninsula,Week 2,8,14,10,16,0.997777232668645,5.296352185740707,-5.205553956091928,5856.957851793958,5851.7522978378665
2019,2019-06-27,2019-06-25,2019-07-05,2019-07-11,FuXi,Z500,east_northeast_india,Week 2,8,14,10,16,0.9862374090632426,5.324346692821887,4.01229904362895,5832.237467242614,5836.249766286244
2019,2019-06-27,2019-06-25,2019-07-05,2019-07-11,ECMWF,Z500,All India,Week 2,8,14,10,16,0.8374495654427453,7.595183594374811,0.06204759761294536,5835.763662219187,5835.825709816801
2019,2019-06-27,2019-06-25,2019-07-05,2019-07-11,ECMWF,Z500,northwest_india,Week 2,8,14,10,16,0.6386235669167669,6.800170928991426,2.0600211325511526,5825.192880959625,5827.252902092176
2019,2019-06-27,2019-06-25,2019-07-05,2019-07-11,ECMWF,Z500,central_india,Week 2,8,14,10,16,0.8628020967327252,4.290956707601908,-2.256069341681491,5835.86877423548,5833.612704893796
2019,2019-06-27,2019-06-25,2019-07-05,2019-07-11,ECMWF,Z500,south_peninsula,Week 2,8,14,10,16,0.9966160075326521,8.732214818905508,-8.495682141662586,5856.957851793958,5848.462169652295
2019,2019-06-27,2019-06-25,2019-07-05,2019-07-11,ECMWF,Z500,east_northeast_india,Week 2,8,14,10,16,0.9057478989152739,12.220047769716388,11.644683299430273,5832.237467242614,5843.882150542044
2019,2019-06-27,2019-06-25,2019-07-12,2019-07-18,FuXi,TP,All India,Week 3,15,21,17,23,0.6537095767457172,6.323645991047395,2.9788319045709026,5.793931756907005,8.772763661477908
2019,2019-06-27,2019-06-25,2019-07-12,2019-07-18,FuXi,TP,northwest_india,Week 3,15,21,17,23,0.5920535806838862,5.791439033531811,4.128085233516812,4.267517070640534,8.395602304157345
2019,2019-06-27,2019-06-25,2019-07-12,2019-07-18,FuXi,TP,central_india,Week 3,15,21,17,23,0.36830046458528654,6.865759413871121,5.504425414061756,2.2298128782301765,7.734238292291932
2019,2019-06-27,2019-06-25,2019-07-12,2019-07-18,FuXi,TP,south_peninsula,Week 3,15,21,17,23,0.9147589160914972,2.267243363151594,-0.08716659605261524,5.67629224268477,5.589125646632156
2019,2019-06-27,2019-06-25,2019-07-12,2019-07-18,FuXi,TP,east_northeast_india,Week 3,15,21,17,23,0.5654974568823039,9.005379824403528,-1.4873477569314835,17.418785541192317,15.93143778426083
2019,2019-06-27,2019-06-25,2019-07-12,2019-07-18,ECMWF,TP,All India,Week 3,15,21,17,23,0.7833752867529815,5.160381732194572,2.430898416525934,5.793931756907005,8.22483017343294
2019,2019-06-27,2019-06-25,2019-07-12,2019-07-18,ECMWF,TP,northwest_india,Week 3,15,21,17,23,0.42410106501254485,4.878245046649265,2.0673489801687928,4.267517070640534,6.334866050809326
2019,2019-06-27,2019-06-25,2019-07-12,2019-07-18,ECMWF,TP,central_india,Week 3,15,21,17,23,0.0597716524749128,6.202504612696095,4.992513920033516,2.2298128782301765,7.2223267982636905
2019,2019-06-27,2019-06-25,2019-07-12,2019-07-18,ECMWF,TP,south_peninsula,Week 3,15,21,17,23,0.9371579255522715,1.6479373066621956,-0.48182231774912015,5.67629224268477,5.194469924935651
2019,2019-06-27,2019-06-25,2019-07-12,2019-07-18,ECMWF,TP,east_northeast_india,Week 3,15,21,17,23,0.8593018130864771,5.959375863024033,0.9958268577682887,17.418785541192317,18.414612398960607
2019,2019-06-27,2019-06-25,2019-07-12,2019-07-18,FuXi,Z500,All India,Week 3,15,21,17,23,0.21658014707930412,14.258326249900088,-0.7050502096571635,5850.845882105181,5850.140831895525
2019,2019-06-27,2019-06-25,2019-07-12,2019-07-18,FuXi,Z500,northwest_india,Week 3,15,21,17,23,0.2787121001049099,19.003673378875337,12.792775554516187,5836.971777050159,5849.764552604675
2019,2019-06-27,2019-06-25,2019-07-12,2019-07-18,FuXi,Z500,central_india,Week 3,15,21,17,23,0.5527929923049176,12.529755448745062,-11.99852353982995,5858.67091708647,5846.67239354664
2019,2019-06-27,2019-06-25,2019-07-12,2019-07-18,FuXi,Z500,south_peninsula,Week 3,15,21,17,23,0.8587105591412834,9.635567247129998,-8.844620411657543,5865.343848157106,5856.4992277454485
2019,2019-06-27,2019-06-25,2019-07-12,2019-07-18,FuXi,Z500,east_northeast_india,Week 3,15,21,17,23,-0.4137253734167087,10.090692745074989,5.750119827558613,5845.226112056602,5850.97623188416
2019,2019-06-27,2019-06-25,2019-07-12,2019-07-18,ECMWF,Z500,All India,Week 3,15,21,17,23,0.13952686072650863,15.214935261391473,-4.800560552475989,5850.845882105181,5846.045321552706
2019,2019-06-27,2019-06-25,2019-07-12,2019-07-18,ECMWF,Z500,northwest_india,Week 3,15,21,17,23,0.13333872776346045,16.547940931977003,7.966085188198166,5836.971777050159,5844.937862238357
2019,2019-06-27,2019-06-25,2019-07-12,2019-07-18,ECMWF,Z500,central_india,Week 3,15,21,17,23,0.761288777110171,15.568504458205497,-15.284759165022852,5858.67091708647,5843.386157921446
2019,2019-06-27,2019-06-25,2019-07-12,2019-07-18,ECMWF,Z500,south_peninsula,Week 3,15,21,17,23,0.866944089636703,15.740710427439405,-15.637724021896464,5865.343848157106,5849.706124135209
2019,2019-06-27,2019-06-25,2019-07-12,2019-07-18,ECMWF,Z500,east_northeast_india,Week 3,15,21,17,23,-0.2616345917888423,9.6898188819756,4.7591616370949765,5845.226112056602,5849.985273693696
2019,2019-06-27,2019-06-25,2019-07-19,2019-07-25,FuXi,TP,All India,Week 4,22,28,24,30,0.49758942226581376,5.877785159457248,-0.12168981716839516,9.316802273122589,9.195112455954193
2019,2019-06-27,2019-06-25,2019-07-19,2019-07-25,FuXi,TP,northwest_india,Week 4,22,28,24,30,0.7137214461587982,3.791193689885747,-0.9908055207281914,6.79973064215158,5.808925121423389
2019,2019-06-27,2019-06-25,2019-07-19,2019-07-25,FuXi,TP,central_india,Week 4,22,28,24,30,0.6700446437438917,6.38626531120325,5.11345633607886,8.255205423673845,13.368661759752706
2019,2019-06-27,2019-06-25,2019-07-19,2019-07-25,FuXi,TP,south_peninsula,Week 4,22,28,24,30,0.8438590592476269,4.57815148736989,-2.350183273857594,10.224256112601505,7.8740728387439125
2019,2019-06-27,2019-06-25,2019-07-19,2019-07-25,FuXi,TP,east_northeast_india,Week 4,22,28,24,30,0.4402231804031033,9.015174549488187,-7.413424900802112,16.11110383152314,8.697678930721027
2019,2019-06-27,2019-06-25,2019-07-19,2019-07-25,ECMWF,TP,All India,Week 4,22,28,24,30,0.7862185529072211,3.9608552993673696,-0.4071658284330064,9.316802273122589,8.909636444689584
2019,2019-06-27,2019-06-25,2019-07-19,2019-07-25,ECMWF,TP,northwest_india,Week 4,22,28,24,30,0.8798060408264269,2.6410758623605655,1.1064184858510206,6.79973064215158,7.906149128002601
2019,2019-06-27,2019-06-25,2019-07-19,2019-07-25,ECMWF,TP,central_india,Week 4,22,28,24,30,0.5470902600753212,3.6972797295091646,0.5899265301912154,8.255205423673845,8.845131953865058
2019,2019-06-27,2019-06-25,2019-07-19,2019-07-25,ECMWF,TP,south_peninsula,Week 4,22,28,24,30,0.9558150996142549,5.949743406846821,-3.823329715002741,10.224256112601505,6.400926397598764
2019,2019-06-27,2019-06-25,2019-07-19,2019-07-25,ECMWF,TP,east_northeast_india,Week 4,22,28,24,30,0.8398999121238021,3.8474809174918563,-1.740483054507354,16.11110383152314,14.370620777015784
2019,2019-06-27,2019-06-25,2019-07-19,2019-07-25,FuXi,Z500,All India,Week 4,22,28,24,30,0.20346901997637595,25.273752370894126,-23.16045022021896,5857.866931393179,5834.70648117296
2019,2019-06-27,2019-06-25,2019-07-19,2019-07-25,FuXi,Z500,northwest_india,Week 4,22,28,24,30,-0.4054799307214873,22.347716172180785,-21.716752608173525,5861.7858731909,5840.069120582727
2019,2019-06-27,2019-06-25,2019-07-19,2019-07-25,FuXi,Z500,central_india,Week 4,22,28,24,30,0.08990848744474261,31.87838033381853,-30.933428479373752,5856.939527778142,5826.006099298768
2019,2019-06-27,2019-06-25,2019-07-19,2019-07-25,FuXi,Z500,south_peninsula,Week 4,22,28,24,30,-0.3863033233595147,16.86303265130622,-12.494382609682448,5848.165509861154,5835.671127251471
2019,2019-06-27,2019-06-25,2019-07-19,2019-07-25,FuXi,Z500,east_northeast_india,Week 4,22,28,24,30,-0.1860027016416396,22.837351588445486,-21.82402734392961,5863.499125629737,5841.6750982858075
2019,2019-06-27,2019-06-25,2019-07-19,2019-07-25,ECMWF,Z500,All India,Week 4,22,28,24,30,0.5188887052411328,8.836761002445245,-5.7821348933951535,5857.866931393179,5852.084796499786
2019,2019-06-27,2019-06-25,2019-07-19,2019-07-25,ECMWF,Z500,northwest_india,Week 4,22,28,24,30,-0.20818110057914876,7.208953158340031,-4.009679224842674,5861.7858731909,5857.776193966059
2019,2019-06-27,2019-06-25,2019-07-19,2019-07-25,ECMWF,Z500,central_india,Week 4,22,28,24,30,0.31840808937578163,12.099288277580346,-10.946766665254714,5856.939527778142,5845.992761112887
2019,2019-06-27,2019-06-25,2019-07-19,2019-07-25,ECMWF,Z500,south_peninsula,Week 4,22,28,24,30,-0.442221726546181,4.200429589599723,-0.7109631966887617,5848.165509861154,5847.454546664465
2019,2019-06-27,2019-06-25,2019-07-19,2019-07-25,ECMWF,Z500,east_northeast_india,Week 4,22,28,24,30,-0.04195057352567266,7.366639100312297,-4.161971625785148,5863.499125629737,5859.3371540039525
2019,2019-06-27,2019-06-25,2019-07-26,2019-08-01,FuXi,TP,All India,Week 5,29,35,31,37,0.5640285476728764,7.6183267135428165,-3.3740460713393348,12.771018086760957,9.396972015421621
2019,2019-06-27,2019-06-25,2019-07-26,2019-08-01,FuXi,TP,northwest_india,Week 5,29,35,31,37,0.6427051023814988,4.5580443818779,-1.8098769766872373,9.36646345505721,7.5565864783699705
2019,2019-06-27,2019-06-25,2019-07-26,2019-08-01,FuXi,TP,central_india,Week 5,29,35,31,37,0.14808955052428668,10.628573915850044,-6.628220992531894,19.244085322857828,12.615864330325934
2019,2019-06-27,2019-06-25,2019-07-26,2019-08-01,FuXi,TP,south_peninsula,Week 5,29,35,31,37,0.3617178175322469,7.979578831004693,-2.6472409760951443,7.627461621036625,4.980220644941481
2019,2019-06-27,2019-06-25,2019-07-26,2019-08-01,FuXi,TP,east_northeast_india,Week 5,29,35,31,37,0.773738091318439,2.6260751525221164,-0.2585333452972731,11.815671090441608,11.557137745144335
2019,2019-06-27,2019-06-25,2019-07-26,2019-08-01,ECMWF,TP,All India,Week 5,29,35,31,37,0.40587812936414447,8.229010381765002,-3.146170334412421,12.771018086760957,9.624847752348535
2019,2019-06-27,2019-06-25,2019-07-26,2019-08-01,ECMWF,TP,northwest_india,Week 5,29,35,31,37,0.27497727965214774,5.950581929280272,-1.9466686340177628,9.36646345505721,7.419794821039444
2019,2019-06-27,2019-06-25,2019-07-26,2019-08-01,ECMWF,TP,central_india,Week 5,29,35,31,37,0.3110739618076429,11.568939701909544,-8.667141480348878,19.244085322857828,10.576943842508953
2019,2019-06-27,2019-06-25,2019-07-26,2019-08-01,ECMWF,TP,south_peninsula,Week 5,29,35,31,37,0.47640731313335316,7.11753478655236,1.4686097248944197,7.627461621036625,9.096071345931044
2019,2019-06-27,2019-06-25,2019-07-26,2019-08-01,ECMWF,TP,east_northeast_india,Week 5,29,35,31,37,0.808972189764784,2.8987446503724237,1.1076244396805144,11.815671090441608,12.923295530122122
2019,2019-06-27,2019-06-25,2019-07-26,2019-08-01,FuXi,Z500,All India,Week 5,29,35,31,37,0.8707878348668864,6.298450716455864,-1.5146708628550953,5846.499665662234,5844.984994799379
2019,2019-06-27,2019-06-25,2019-07-26,2019-08-01,FuXi,Z500,northwest_india,Week 5,29,35,31,37,0.6631585337293983,8.349910741477196,-6.966039081226931,5853.390727502445,5846.424688421218
2019,2019-06-27,2019-06-25,2019-07-26,2019-08-01,FuXi,Z500,central_india,Week 5,29,35,31,37,0.8121163953490536,5.103242461299223,2.5081469281119295,5835.357919272058,5837.86606620017
2019,2019-06-27,2019-06-25,2019-07-26,2019-08-01,FuXi,Z500,south_peninsula,Week 5,29,35,31,37,0.9722096307954865,4.681957098956985,2.5381573138174662,5849.777442627234,5852.315599941051
2019,2019-06-27,2019-06-25,2019-07-26,2019-08-01,FuXi,Z500,east_northeast_india,Week 5,29,35,31,37,0.9906727169047289,5.221553799074597,-3.844255429666212,5852.830452335298,5848.986196905632
2019,2019-06-27,2019-06-25,2019-07-26,2019-08-01,ECMWF,Z500,All India,Week 5,29,35,31,37,0.7552739642340409,10.140737338497836,6.716157732547726,5846.499665662234,5853.215823394783
2019,2019-06-27,2019-06-25,2019-07-26,2019-08-01,ECMWF,Z500,northwest_india,Week 5,29,35,31,37,0.8423130112641184,6.945685941642686,5.795780923428854,5853.390727502445,5859.186508425873
2019,2019-06-27,2019-06-25,2019-07-26,2019-08-01,ECMWF,Z500,central_india,Week 5,29,35,31,37,0.5695412326481467,13.626354679707465,12.323932767420676,5835.357919272058,5847.681852039479
2019,2019-06-27,2019-06-25,2019-07-26,2019-08-01,ECMWF,Z500,south_peninsula,Week 5,29,35,31,37,0.9212325116706656,7.942733614424472,-3.0112982620371715,5849.777442627234,5846.766144365198
2019,2019-06-27,2019-06-25,2019-07-26,2019-08-01,ECMWF,Z500,east_northeast_india,Week 5,29,35,31,37,0.9799230506231077,9.0677031281593,8.016556058597764,5852.830452335298,5860.8470083938955
2019,2019-06-27,2019-06-29,2019-08-02,2019-08-08,FuXi,TP,All India,Week 6,36,42,34,40,0.5812782218093071,10.247752198353488,-6.083683702731407,14.22647434127251,8.142790638541106
2019,2019-06-27,2019-06-29,2019-08-02,2019-08-08,FuXi,TP,northwest_india,Week 6,36,42,34,40,0.9177642470641838,2.4415293765654367,-1.5174288354891183,7.9047246638872135,6.387295828398096
2019,2019-06-27,2019-06-29,2019-08-02,2019-08-08,FuXi,TP,central_india,Week 6,36,42,34,40,0.40814622516990884,14.954639884709673,-11.332272419666813,21.953739311265664,10.62146689159885
2019,2019-06-27,2019-06-29,2019-08-02,2019-08-08,FuXi,TP,south_peninsula,Week 6,36,42,34,40,0.8655037024167992,11.94317973993216,-9.631040145270775,14.17227526248108,4.541235117210303
2019,2019-06-27,2019-06-29,2019-08-02,2019-08-08,FuXi,TP,east_northeast_india,Week 6,36,42,34,40,0.40960658761463625,1.8633456873310448,0.3511774209601514,10.443448735720402,10.794626156680554
2019,2019-06-27,2019-06-29,2019-08-02,2019-08-08,ECMWF,TP,All India,Week 6,36,42,34,40,0.5244638082016867,9.689445838388743,-4.674998648380767,14.22647434127251,9.551475692891746
2019,2019-06-27,2019-06-29,2019-08-02,2019-08-08,ECMWF,TP,northwest_india,Week 6,36,42,34,40,0.8358715887256855,2.306891218982604,0.12380719034485013,7.9047246638872135,8.028531854232066
2019,2019-06-27,2019-06-29,2019-08-02,2019-08-08,ECMWF,TP,central_india,Week 6,36,42,34,40,0.42692832627954524,14.010089273464136,-10.1117371915872,21.953739311265664,11.842002119678458
2019,2019-06-27,2019-06-29,2019-08-02,2019-08-08,ECMWF,TP,south_peninsula,Week 6,36,42,34,40,0.8640567211723389,11.32267604451192,-8.55793478333002,14.17227526248108,5.614340479151056
2019,2019-06-27,2019-06-29,2019-08-02,2019-08-08,ECMWF,TP,east_northeast_india,Week 6,36,42,34,40,0.05290456503316029,3.2590712814351064,2.0994865200610304,10.443448735720402,12.542935255781432
2019,2019-06-27,2019-06-29,2019-08-02,2019-08-08,FuXi,Z500,All India,Week 6,36,42,34,40,0.8424457470493574,17.391276939793116,15.705835351482738,5832.493640832805,5848.199476184287
2019,2019-06-27,2019-06-29,2019-08-02,2019-08-08,FuXi,Z500,northwest_india,Week 6,36,42,34,40,-0.2455926044214252,13.850575519099136,11.650541666002638,5836.8713988889,5848.521940554902
2019,2019-06-27,2019-06-29,2019-08-02,2019-08-08,FuXi,Z500,central_india,Week 6,36,42,34,40,0.9398865308789648,21.346848537610384,21.00209058703419,5821.677299574533,5842.679390161568
2019,2019-06-27,2019-06-29,2019-08-02,2019-08-08,FuXi,Z500,south_peninsula,Week 6,36,42,34,40,0.9740214516638486,16.411537544255747,14.798273324658366,5839.98137728301,5854.779650607668
2019,2019-06-27,2019-06-29,2019-08-02,2019-08-08,FuXi,Z500,east_northeast_india,Week 6,36,42,34,40,0.9658380972165267,15.333464018579594,13.589729536496115,5838.331353749703,5851.921083286199
2019,2019-06-27,2019-06-29,2019-08-02,2019-08-08,ECMWF,Z500,All India,Week 6,36,42,34,40,0.9212475664262441,17.579448998538236,16.412050471475336,5832.493640832805,5848.9056913042805
2019,2019-06-27,2019-06-29,2019-08-02,2019-08-08,ECMWF,Z500,northwest_india,Week 6,36,42,34,40,0.8273341878728798,16.58173562474978,16.296707382414787,5836.8713988889,5853.168106271316
2019,2019-06-27,2019-06-29,2019-08-02,2019-08-08,ECMWF,Z500,central_india,Week 6,36,42,34,40,0.9616913471869074,20.698747831034982,20.278898213240065,5821.677299574533,5841.956197787773
2019,2019-06-27,2019-06-29,2019-08-02,2019-08-08,ECMWF,Z500,south_peninsula,Week 6,36,42,34,40,0.9932052621733977,12.197927422799332,9.052410798300581,5839.98137728301,5849.033788081311
2019,2019-06-27,2019-06-29,2019-08-02,2019-08-08,ECMWF,Z500,east_northeast_india,Week 6,36,42,34,40,0.99492082668272,17.607961639485715,16.98593615623455,5838.331353749703,5855.317289905937
2019,2019-06-30,2019-06-29,2019-07-01,2019-07-07,FuXi,TP,All India,Week 1,1,7,2,8,0.9279769858141347,3.7426952936542617,-1.6356537432075222,10.758797999258851,9.123144256051326
2019,2019-06-30,2019-06-29,2019-07-01,2019-07-07,FuXi,TP,northwest_india,Week 1,1,7,2,8,0.9467846206641434,3.066036357711908,-1.1439739920502456,5.893749196384237,4.749775204333991
2019,2019-06-30,2019-06-29,2019-07-01,2019-07-07,FuXi,TP,central_india,Week 1,1,7,2,8,0.8856217103506606,5.152426781200732,-3.5244785079058114,17.349780371377683,13.825301863471875
2019,2019-06-30,2019-06-29,2019-07-01,2019-07-07,FuXi,TP,south_peninsula,Week 1,1,7,2,8,0.8941010026117245,2.321100441349656,0.27205000548377595,4.385875829896604,4.6579258353803805
2019,2019-06-30,2019-06-29,2019-07-01,2019-07-07,FuXi,TP,east_northeast_india,Week 1,1,7,2,8,0.8569010232421129,2.478356538056606,-0.7672279303490291,14.253729129150768,13.486501198801738
2019,2019-06-30,2019-06-29,2019-07-01,2019-07-07,ECMWF,TP,All India,Week 1,1,7,2,8,0.8218351867552581,5.128575137739774,-0.3358463991007749,10.758797999258851,10.422951600158072
2019,2019-06-30,2019-06-29,2019-07-01,2019-07-07,ECMWF,TP,northwest_india,Week 1,1,7,2,8,0.8957627058534698,3.8350310838841306,-1.8690252268451761,5.893749196384237,4.024723969539061
2019,2019-06-30,2019-06-29,2019-07-01,2019-07-07,ECMWF,TP,central_india,Week 1,1,7,2,8,0.5938431108164379,7.255641876609735,0.3689358044122308,17.349780371377683,17.718716175789915
2019,2019-06-30,2019-06-29,2019-07-01,2019-07-07,ECMWF,TP,south_peninsula,Week 1,1,7,2,8,0.9402883415854327,3.6281584661215867,2.2510418160160808,4.385875829896604,6.636917645912685
2019,2019-06-30,2019-06-29,2019-07-01,2019-07-07,ECMWF,TP,east_northeast_india,Week 1,1,7,2,8,0.8782933316733146,2.789444737575128,-1.8168342367376864,14.253729129150768,12.436894892413079
2019,2019-06-30,2019-06-29,2019-07-01,2019-07-07,FuXi,Z500,All India,Week 1,1,7,2,8,0.9800553606309804,3.449856469006232,1.4194053443910437,5836.826209046165,5838.245614390554
2019,2019-06-30,2019-06-29,2019-07-01,2019-07-07,FuXi,Z500,northwest_india,Week 1,1,7,2,8,0.935712885631295,3.5859515013182697,3.0957816148411674,5835.297102064612,5838.392883679454
2019,2019-06-30,2019-06-29,2019-07-01,2019-07-07,FuXi,Z500,central_india,Week 1,1,7,2,8,0.9818305887043757,3.160061709599712,2.1017135013756687,5829.249585099151,5831.351298600526
2019,2019-06-30,2019-06-29,2019-07-01,2019-07-07,FuXi,Z500,south_peninsula,Week 1,1,7,2,8,0.9951590586216417,3.652086757858488,-2.7541055454006993,5850.531069922696,5847.7769643772945
2019,2019-06-30,2019-06-29,2019-07-01,2019-07-07,FuXi,Z500,east_northeast_india,Week 1,1,7,2,8,0.9963904811804678,3.521383680802775,1.392300595884563,5840.425466349048,5841.817766944933
2019,2019-06-30,2019-06-29,2019-07-01,2019-07-07,ECMWF,Z500,All India,Week 1,1,7,2,8,0.9219690180561128,6.545169548766479,-4.674142094876399,5836.826209046165,5832.152066951287
2019,2019-06-30,2019-06-29,2019-07-01,2019-07-07,ECMWF,Z500,northwest_india,Week 1,1,7,2,8,0.7031657146341029,6.288517310603286,-5.22488111831588,5835.297102064612,5830.072220946297
2019,2019-06-30,2019-06-29,2019-07-01,2019-07-07,ECMWF,Z500,central_india,Week 1,1,7,2,8,0.8534076853850087,7.084038303073027,-5.147658547220942,5829.249585099151,5824.101926551931
2019,2019-06-30,2019-06-29,2019-07-01,2019-07-07,ECMWF,Z500,south_peninsula,Week 1,1,7,2,8,0.9936744414955767,7.935850326922239,-7.762795080207525,5850.531069922696,5842.768274842488
2019,2019-06-30,2019-06-29,2019-07-01,2019-07-07,ECMWF,Z500,east_northeast_india,Week 1,1,7,2,8,0.9938588841655174,2.8618289902429788,1.4543156108624498,5840.425466349048,5841.879781959911
2019,2019-06-30,2019-06-29,2019-07-08,2019-07-14,FuXi,TP,All India,Week 2,8,14,9,15,0.9579363485553263,6.938267167970956,-3.250127984969778,9.948861058826134,6.698733073856355
2019,2019-06-30,2019-06-29,2019-07-08,2019-07-14,FuXi,TP,northwest_india,Week 2,8,14,9,15,0.9849674741878108,5.677832393209572,-2.998359120257233,7.185659725395951,4.187300605138717
2019,2019-06-30,2019-06-29,2019-07-08,2019-07-14,FuXi,TP,central_india,Week 2,8,14,9,15,0.9349009661897869,1.7891796523558747,-0.9933957316800998,5.456776390129899,4.4633806584498
2019,2019-06-30,2019-06-29,2019-07-08,2019-07-14,FuXi,TP,south_peninsula,Week 2,8,14,9,15,0.9505898703314934,1.7767373799972115,-0.4916326809604234,4.856386985573928,4.364754304613505
2019,2019-06-30,2019-06-29,2019-07-08,2019-07-14,FuXi,TP,east_northeast_india,Week 2,8,14,9,15,0.9393139406520693,15.54151900626499,-12.389675699909066,32.586238856650006,20.196563156740936
2019,2019-06-30,2019-06-29,2019-07-08,2019-07-14,ECMWF,TP,All India,Week 2,8,14,9,15,0.8861496600486476,7.275477266456827,-0.7023685867497858,9.948861058826134,9.246492472076348
2019,2019-06-30,2019-06-29,2019-07-08,2019-07-14,ECMWF,TP,northwest_india,Week 2,8,14,9,15,0.845946569741711,5.790309948202296,-0.5223720173983579,7.185659725395951,6.663287707997593
2019,2019-06-30,2019-06-29,2019-07-08,2019-07-14,ECMWF,TP,central_india,Week 2,8,14,9,15,0.8368474465081398,3.996365273776866,3.023338391473975,5.456776390129899,8.480114781603874
2019,2019-06-30,2019-06-29,2019-07-08,2019-07-14,ECMWF,TP,south_peninsula,Week 2,8,14,9,15,0.9813607718604237,2.4565561615749005,0.5981804486326591,4.856386985573928,5.454567434206587
2019,2019-06-30,2019-06-29,2019-07-08,2019-07-14,ECMWF,TP,east_northeast_india,Week 2,8,14,9,15,0.9167968544608892,15.431725670476395,-11.227729566742951,32.586238856650006,21.35850928990705
2019,2019-06-30,2019-06-29,2019-07-08,2019-07-14,FuXi,Z500,All India,Week 2,8,14,9,15,0.9179008035691206,10.053689594837058,-6.358342687518555,5848.582142214134,5842.223799526614
2019,2019-06-30,2019-06-29,2019-07-08,2019-07-14,FuXi,Z500,northwest_india,Week 2,8,14,9,15,0.960809308141446,4.631964440625082,0.3623836058733575,5833.9992140876175,5834.361597693491
2019,2019-06-30,2019-06-29,2019-07-08,2019-07-14,FuXi,Z500,central_india,Week 2,8,14,9,15,0.7607164343193206,12.713868922421582,-12.034057633824299,5855.629994492236,5843.595936858411
2019,2019-06-30,2019-06-29,2019-07-08,2019-07-14,FuXi,Z500,south_peninsula,Week 2,8,14,9,15,0.9704778636827505,13.61177687690358,-13.378555119607762,5869.299808521804,5855.921253402197
2019,2019-06-30,2019-06-29,2019-07-08,2019-07-14,FuXi,Z500,east_northeast_india,Week 2,8,14,9,15,0.6285862169778768,5.638749847559685,0.6685289436861451,5838.546743008032,5839.215271951717
2019,2019-06-30,2019-06-29,2019-07-08,2019-07-14,ECMWF,Z500,All India,Week 2,8,14,9,15,0.7286144572307859,16.09091466318487,-10.621087380992837,5848.582142214134,5837.961054833142
2019,2019-06-30,2019-06-29,2019-07-08,2019-07-14,ECMWF,Z500,northwest_india,Week 2,8,14,9,15,0.8873871853729495,8.792259154458494,-1.3556777409185614,5833.9992140876175,5832.643536346699
2019,2019-06-30,2019-06-29,2019-07-08,2019-07-14,ECMWF,Z500,central_india,Week 2,8,14,9,15,0.8353633731552849,19.356572474935334,-18.885367765938497,5855.629994492236,5836.744626726297
2019,2019-06-30,2019-06-29,2019-07-08,2019-07-14,ECMWF,Z500,south_peninsula,Week 2,8,14,9,15,0.9640968053135279,22.557264577366933,-22.457997409209845,5869.299808521804,5846.841811112595
2019,2019-06-30,2019-06-29,2019-07-08,2019-07-14,ECMWF,Z500,east_northeast_india,Week 2,8,14,9,15,0.1466370181244078,8.94802409102313,2.7570204384345547,5838.546743008032,5841.303763446467
2019,2019-06-30,2019-06-29,2019-07-15,2019-07-21,FuXi,TP,All India,Week 3,15,21,16,22,0.6360392883383058,4.739094628740776,0.6903982462910639,6.303160159545089,6.993558405836152
2019,2019-06-30,2019-06-29,2019-07-15,2019-07-21,FuXi,TP,northwest_india,Week 3,15,21,16,22,0.6526458673592717,2.7777537203973277,-0.4747202399085033,4.416500741381893,3.9417805014733895
