season,variable,model,region,init_date,scale,lead,week,pcc,rmse,bias,msss_clim,msss_pers,fcst_std,obs_std,fcst_mean,obs_mean,std_ratio
JJAS2019,TP,ECMWF,All India,2019-09-29,daily,2,Week 1,0.009214639875226839,17.198925932959884,2.30645641074939,-0.8741643263278278,-0.4249559622328858,11.30839400668145,12.394654678974964,8.374984266447793,6.068527855698403,0.9123605537687035
JJAS2019,TP,ECMWF,All India,2019-06-02,daily,3,Week 1,0.26827895699991594,4.086156341288529,0.638850197760651,0.3852578330450087,-0.9810410723491381,3.3132670197191794,4.543317516812088,2.3595879078608473,1.7207377101001964,0.7292616039840423
JJAS2019,TP,ECMWF,All India,2019-06-06,daily,3,Week 1,0.0986680222027433,5.249321356390521,-0.8511975872590595,-0.1665556230053713,0.1261927295988522,3.0637528995842085,4.320935921643096,1.7962977861594878,2.6474953734185473,0.7090484457865263
JJAS2019,TP,ECMWF,All India,2019-06-09,daily,3,Week 1,-0.017736225243081608,22.080589467521555,-2.495213719790995,-0.006285010555645565,0.04905321922771588,2.915631245816842,22.008309243061806,2.475828001319658,4.9710417211106535,0.13247865674806458
JJAS2019,TP,ECMWF,All India,2019-06-13,daily,3,Week 1,-0.21961865689269464,10.681962286600161,0.03148101003417899,-0.9825977863317112,-0.7545908168493867,6.668715322371011,7.091115004353476,3.3228230592637558,3.291342049229577,0.9404325438632515
JJAS2019,TP,ECMWF,All India,2019-06-16,daily,3,Week 1,0.033830986593437,9.141944754057734,-0.3829036366450312,-0.21131357495553682,-0.235100845187328,5.174613245629017,7.9559030736985035,3.6833787640462043,4.066282400691235,0.6504118008596435
JJAS2019,TP,ECMWF,All India,2019-06-20,daily,3,Week 1,0.2221251156256622,12.415884934311006,-1.9297639974579994,-0.12547546972214718,0.1255497772715406,4.328666853196208,11.671734170227317,4.2611601534025985,6.1909241508605986,0.3708674983566648
JJAS2019,TP,ECMWF,All India,2019-06-23,daily,3,Week 1,-0.1200985184325208,14.300860044333973,-1.994687022389252,-0.3750559534578186,-0.10015291319540798,6.23384506674497,12.186709809215156,5.938002109172082,7.932689131561335,0.5115281453597228
JJAS2019,TP,ECMWF,All India,2019-06-27,daily,3,Week 1,-0.20825022469841536,18.739100990890577,0.9981232534315289,-2.329304682954374,-2.0640083791418786,12.116242156639839,10.265901642484087,8.689494085094893,7.691370831663362,1.1802414029078907
JJAS2019,TP,ECMWF,All India,2019-06-30,daily,3,Week 1,0.0071587996564148005,18.603674763087163,-1.368952318217264,-0.18013734801585257,-0.04852639637681411,7.329795028193679,17.04564997776354,8.598966374777644,9.967918692994907,0.4300097114369692
JJAS2019,TP,ECMWF,All India,2019-07-04,daily,3,Week 1,0.0624068199248755,19.878552295605413,0.22169746242320904,-0.9346394661988573,-0.4922774258054847,13.081953862208158,13.983497517971337,11.872004406382988,11.65030694395978,0.9355280283345042
JJAS2019,TP,ECMWF,All India,2019-07-07,daily,3,Week 1,0.6008732217794931,17.536253594688702,-1.3233538411883812,0.3323531416570882,0.5086105194777192,10.01238602931533,20.975480025508944,12.15390813837739,13.477261979565773,0.4773376350452505
JJAS2019,TP,ECMWF,All India,2019-07-11,daily,3,Week 1,0.39658330854803053,14.235951351508493,4.945504594393235,-1.7512765958748076,-0.14654471627219268,12.465785550075475,7.2831240382579665,9.565594266045032,4.620089671651797,1.711598688226809
JJAS2019,TP,ECMWF,All India,2019-07-14,daily,3,Week 1,-0.024018176231515524,12.606045547875949,2.1649513994123795,-0.840248731335872,0.371277134722229,9.007726253017895,7.713489660528334,6.27040577887055,4.105454379458169,1.1677887246174012
JJAS2019,TP,ECMWF,All India,2019-07-18,daily,3,Week 1,0.2846890953834231,8.902914626481508,-1.2460627379584697,0.03488537617572962,0.008008237559431142,5.810132987581489,8.665595648105453,5.487091510455324,6.733154248413794,0.6704828177451079
JJAS2019,TP,ECMWF,All India,2019-07-21,daily,3,Week 1,0.08356780839899197,16.921306894578994,-2.6248144955150585,-0.3931505360969696,-0.07572515194492002,8.374779518098729,14.196571724618915,8.76984594037957,11.394660435894625,0.5899156275578593
