season,variable,model,region,init_date,scale,lead,week,crps,crps_clim,crps_pers,crpss_clim,crpss_pers,spread,rmse,ssr
JJAS2019,TP,FuXi,central_india,2019-06-06,weekly,2,Week 2,2.184435128583331,3.7518904432796405,2.8289566458565227,0.41777747468717374,0.22783011475881065,1.3923253230824606,3.7428217329427005,0.3719988346834193
JJAS2019,TP,FuXi,central_india,2019-06-09,weekly,2,Week 2,2.1836306360855415,3.625798035995775,5.116999442167698,0.3977517185438494,0.573259551664032,1.8264260799406569,4.065377877917618,0.4492635456746754
JJAS2019,TP,FuXi,central_india,2019-06-13,weekly,2,Week 2,2.2859917464309283,3.455862559689071,5.886677164928352,0.33851774862348627,0.6116668737925003,1.2188823393502033,4.793668447298593,0.2542692204833415
JJAS2019,TP,FuXi,central_india,2019-06-16,weekly,2,Week 2,2.6796623575525578,4.166086262937159,7.004465728989999,0.3567914372317025,0.6174351533391043,1.6534472012459336,5.314908407448303,0.31109608566890745
JJAS2019,TP,FuXi,central_india,2019-06-20,weekly,2,Week 2,4.496817631016776,5.360218536130022,12.968251870565028,0.16107569109236453,0.6532441167939123,2.8558342957920533,7.294550040804575,0.3915024614015891
JJAS2019,TP,FuXi,central_india,2019-06-23,weekly,2,Week 2,6.304896175683622,6.542753509706028,12.650942885819953,0.03635431682846524,0.5016263821133378,2.505030835419827,9.62603558012074,0.2602349445490421
JJAS2019,TP,FuXi,central_india,2019-06-27,weekly,2,Week 2,4.5037259994409675,4.124402536713484,6.993412259937784,-0.09197052405795136,0.3560045036611307,2.822948078282561,8.039031380460258,0.35115525051239926
JJAS2019,TP,FuXi,central_india,2019-06-30,weekly,2,Week 2,1.8013738462319693,4.275021189613441,5.05732730650713,0.5786280894680538,0.6438091234644455,1.2001769306886385,4.0715250400714575,0.29477331439120286
JJAS2019,TP,FuXi,central_india,2019-07-04,weekly,2,Week 2,1.5116889263909339,5.4687632394230485,12.09269518571228,0.7235775512288558,0.8749915628257116,0.9902531321958543,2.8468932273935468,0.3478364143296212
JJAS2019,TP,FuXi,central_india,2019-07-07,weekly,2,Week 2,2.2403803965398206,4.499371865056984,12.684933245143641,0.5020681855751778,0.8233825631366615,0.9864971464449775,3.586950480869661,0.2750239100612841
JJAS2019,TP,FuXi,central_india,2019-07-11,weekly,2,Week 2,2.4398405801960603,3.887825166143192,6.773477613605655,0.37244076677027227,0.6397949887225972,1.4407141364232028,5.6476710777753985,0.25509880384016553
JJAS2019,TP,FuXi,central_india,2019-07-14,weekly,2,Week 2,5.404425552426796,4.010048218233691,7.307984412741609,-0.3477208398275289,0.26047659009725344,2.081907866339563,8.91851849565103,0.2334365138509015
JJAS2019,TP,FuXi,central_india,2019-07-18,weekly,2,Week 2,9.382607361581558,7.141299563845742,17.23773474983511,-0.3138515304809344,0.45569371511118606,1.8643527372821012,14.550188943470301,0.12813254484360273
