observation,forecast,n_days,last_date,cumulative_mae_mm,cumulative_rmse_mm,endpoint_forecast_mm,endpoint_observed_mm,endpoint_bias_mm,endpoint_absolute_error_mm
IMERG Late,FuXi-S2S,24,2026-07-17,11.43385436541452,17.02107351950643,198.47698974609375,158.25629323325276,40.22069651284099,40.22069651284099
IMERG Late,ECMWF S2S,24,2026-07-17,25.8186094131741,33.1655465118658,223.9965574023573,158.25629323325276,65.74026416910453,65.74026416910453
IMD gauge,FuXi-S2S,25,2026-07-18,13.296479187847067,19.338216069233027,206.43234252929688,162.99057245120648,43.4417700780904,43.4417700780904
IMD gauge,ECMWF S2S,25,2026-07-18,33.32702462574122,38.73233086909871,231.88263675511163,162.99057245120648,68.89206430390516,68.89206430390516
