region,lead_day,valid_date,imd_mean,imd_p10,imd_p25,imd_p75,imd_p90,fuxi_mean,fuxi_p10,fuxi_p90,ecmwf_mean,ecmwf_p10,ecmwf_p90
South Peninsula,13,2026-07-06,53.812113509575525,25.629123894870283,43.20297407358885,69.08935889601707,75.29066727161408,75.055885,69.01996002197265,78.52465286254883,129.0289816344035,102.58493093334685,161.58890158958627
South Peninsula,14,2026-07-07,59.131458239257334,31.100002877414227,45.56003049761057,77.36738148331642,82.1476078659296,80.95573,74.18481063842773,85.68793029785157,136.5300647627009,105.62362980484708,177.24709166929745
South Peninsula,15,2026-07-08,63.82532390803099,33.782328157126905,49.378531724214554,81.47901871800423,89.798880687356,88.20333,80.55695343017578,95.33730392456054,143.57469112682332,108.82268871681185,185.36639788009776
South Peninsula,16,2026-07-09,68.67745944609244,37.8553032681346,52.67437133938074,86.5681194961071,94.3943216830492,94.9054,87.19845809936524,101.04445037841798,148.80624327654203,112.41900381814476,192.85511676517675
South Peninsula,17,2026-07-10,74.95056658337514,40.83574276417494,56.570473946630955,92.52669721841812,103.57127870321274,99.269066,90.98040542602538,107.73108825683595,153.54432218142918,117.29192011987942,197.75935615865106
South Peninsula,18,2026-07-11,80.51485645522673,44.583496479690076,61.1792958304286,102.06782165169716,108.9757731795311,102.41519,93.60323028564453,112.44570236206056,157.2960595464211,121.50517343408636,202.06902597960828
South Peninsula,19,2026-07-12,86.2686323578159,46.884889285266404,66.6173393316567,109.2339454293251,117.61429158747198,105.53464,94.63912353515624,117.21730728149414,160.7700024141128,123.6703404751734,208.39950386317958
South Peninsula,20,2026-07-13,91.06950937658549,50.707008907198905,70.31602934002876,114.03570434451103,127.07505997419359,109.2606,98.1173324584961,123.7845344543457,163.76503367274736,126.22994294050947,211.7716735427153
South Peninsula,21,2026-07-14,96.33824669271708,55.34397239387036,76.30911572650075,116.94420802593231,137.31785017251968,113.097855,99.68277740478516,130.46185455322265,166.39645736606442,128.54967547135894,215.59282201999665
South Peninsula,22,2026-07-15,102.37854559173186,60.71830846965313,82.96929110959172,121.79791411757469,143.48702596724033,116.91208,102.49799270629883,136.46808166503905,169.45555459060677,131.07170090208433,219.4816370859834
South Peninsula,23,2026-07-16,108.09957878738642,67.56238054931164,86.66750689968467,126.77359448373318,145.12809846699238,120.69787,105.87499160766602,141.33560485839843,172.94002925871834,132.5702021864808,223.00332950090495
South Peninsula,24,2026-07-17,114.23083747376998,71.52095315158367,91.7961009927094,140.01674082875252,149.11162927150727,124.46544,107.66946487426758,146.19330291748048,177.06223641137294,137.41146258482138,226.99708554866265
South Peninsula,25,2026-07-18,119.40315363158783,75.79067218005657,94.36368264630437,145.80321469902992,155.55438036918642,128.59882,111.02618637084962,152.2435043334961,180.97530027097258,140.07188682458082,229.32471322133225
South Peninsula,26,2026-07-19,125.22120502938827,83.36484790444375,99.01964922249317,149.3518401682377,162.36270285844802,132.93532,114.23288650512696,159.93699798583984,184.7765061864623,142.3965291631817,230.52023185192203
South Peninsula,27,2026-07-20,131.1519991074999,89.30232253670692,104.93819482624531,155.9680350124836,163.9407054424286,137.13765,117.63406524658203,165.02967987060546,188.81155385525793,147.16618118553671,235.9164577316808
South Peninsula,28,2026-07-21,136.38977687309185,94.63647220730782,111.08044186979532,162.8963756710291,169.75887821912767,141.25742,118.59746704101562,169.28965759277344,193.6429854158681,149.43416552033565,243.88802978195525
South Peninsula,29,2026-07-22,140.924766758581,100.94490010589362,116.81455815583467,167.05488163232803,174.54825475215912,145.62814,120.93939895629883,172.86207427978516,198.54439297191348,152.80560653878024,252.8943158051772
South Peninsula,30,2026-07-23,145.6295678988099,105.69565465301275,120.16363769769669,172.27039569616318,177.5320349931717,149.85156,125.46514739990235,178.84204559326173,203.68319324995377,155.36405385940134,257.55326756747485
South Peninsula,31,2026-07-24,151.59957207192977,116.05334565490485,124.90595589578152,178.1084014326334,190.19788253307343,153.61868,129.07119140625,185.72131652832033,208.81376536286575,160.67983217592877,262.34793476413
South Peninsula,32,2026-07-25,157.5592824563384,122.17980580180884,130.61581560596824,183.26938566565514,200.9314658045769,156.96936,130.58826904296876,193.76712036132812,214.24405751943192,165.46353808488934,265.76079774969816
South Peninsula,33,2026-07-26,164.01547731906174,128.88962996453049,135.37271949648857,191.52275863289833,208.08624109029773,160.27055,132.5700469970703,195.48221282958986,219.20558337047905,170.02378966472247,271.58637598695447
South Peninsula,34,2026-07-27,169.70952018449705,133.25148868858815,145.16638742387295,200.7376128435135,212.61164973974232,163.69826,137.05567474365233,197.10328063964843,224.20282071809874,173.72787321602942,275.45173138453555
South Peninsula,35,2026-07-28,175.5021738762657,136.18038733303547,151.88289284333587,207.01086914539337,221.61158671379093,166.90707,141.3843231201172,198.42461395263672,229.8447043028085,176.99130795857874,282.3707852595708
South Peninsula,36,2026-07-29,181.46191823830208,140.42012889683247,158.31632317975163,215.30630767345428,232.23595837354662,169.94484,142.95970916748047,200.24566955566408,236.02026540877378,182.53318444792015,296.46185308069226
South Peninsula,37,2026-07-30,186.25970719307662,142.57197349369528,161.5140319429338,219.6940006017685,245.3713787138462,172.97905,143.9280212402344,202.62130279541017,242.7555331585171,186.72331501863,301.6323085657325
South Peninsula,38,2026-07-31,190.45876133491595,147.29313147366048,165.895327527076,224.11689323186874,252.01624169945717,176.31229,145.2856903076172,207.21066436767578,249.21238535459258,190.63402792370414,317.96197531186715
South Peninsula,39,2026-08-01,195.75994542092084,153.14811818897726,171.2785523608327,227.65488702058792,257.963655936718,179.9426,149.27040100097656,214.1142318725586,255.0626802680555,194.45251949019652,323.1749303193065
South Peninsula,40,2026-08-02,201.34319200168053,158.31200729906558,174.33889784663916,232.51939755678177,259.7054560303688,183.92056,150.15155181884765,218.44881896972657,260.82017807128994,199.26790860791806,330.43182508768865
South Peninsula,41,2026-08-03,206.76991861313581,161.33607379496098,182.068029217422,240.9025864303112,261.4951487541199,188.5681,151.21510467529296,222.75946655273438,266.2583660859713,203.66652200522512,335.02725096248946
South Peninsula,42,2026-08-04,213.42903990397852,164.26883613169193,192.01089180260897,245.50419053435326,266.6448495566845,193.3086,153.1960250854492,229.92921295166016,271.6813461399115,210.47042086463122,340.28423403163373
East & Northeast India,1,2026-06-24,10.76152065594991,5.264476585388183,6.574000120162964,13.548004388809204,16.70495128631592,9.725289,9.5321364402771,9.907289123535156,10.59601192624873,8.56253239065435,13.260138663219188
East & Northeast India,2,2026-06-25,20.802494088808697,13.002495574951173,14.092575311660767,25.348877668380737,31.451783943176274,17.968893,17.528456687927246,18.5068000793457,17.87105655808269,14.854472294693462,21.290463141966406
East & Northeast India,3,2026-06-26,32.313406046231584,19.46976237297058,23.8572918176651,38.039881467819214,45.74161376953127,25.025677,24.073626899719237,25.96240940093994,24.01241258112639,19.933813355860583,28.381656672186704
East & Northeast India,4,2026-06-27,44.36186989148458,27.4927551984787,32.978949666023254,50.002737045288086,68.77122268676759,31.769,30.33550090789795,33.05202789306641,32.05942676773149,26.82500717930106,37.28865765665785
East & Northeast India,5,2026-06-28,56.37659799257914,31.812510776519776,43.038782835006714,66.90424966812134,85.64241609573365,40.916702,38.79534683227539,42.58780632019043,44.33143293076917,35.84622556443322,53.513940394396066
East & Northeast India,6,2026-06-29,67.6333945731322,40.99076421260834,50.93726694583893,77.97999799251556,92.06186742782594,55.809128,52.87922477722168,57.89201812744141,63.994403645849424,47.84032576728425,79.70356037879252
East & Northeast India,7,2026-06-30,78.79028643369675,48.36914412975311,63.20265504717827,87.80504655838013,114.39858827590943,70.91372,67.04475326538086,74.08820190429688,87.51754015906299,65.67726409378263,115.34971046168535
East & Northeast India,8,2026-07-01,89.80456587870916,59.40346577167511,71.63816285133362,98.9037994146347,125.93758091926576,83.64199,79.38415451049805,88.32432174682617,105.71125896362179,71.93197874017365,145.09185833485205
East & Northeast India,9,2026-07-02,102.23736698230108,69.33369488716126,80.87460350990295,114.20631492137909,139.43298649787903,95.01239,90.99084548950195,99.50795211791993,119.62520324252802,81.91069589303608,163.01542260317984
East & Northeast India,10,2026-07-03,113.6904746969541,81.85460293292999,93.39847731590271,127.44614684581757,148.37450962066652,104.30131,98.96463928222656,110.83473281860351,131.4812848707742,91.42638209560073,181.91279414414092
East & Northeast India,11,2026-07-04,126.22596851587295,87.03380286693573,104.53904819488525,140.73481500148773,159.78123869895936,112.52252,106.29005813598633,119.5599594116211,142.6746909122769,99.63860930298027,192.63343311243494
East & Northeast India,12,2026-07-05,139.62887811263403,97.71697120666504,121.82683145999908,161.17327320575714,177.30396370887757,119.68352,111.6248275756836,128.62667236328124,153.3900678594817,108.42959669618502,205.77368290583632
East & Northeast India,13,2026-07-06,151.1323990782102,111.12582049369811,131.93247413635254,175.16636610031128,187.91297373771667,128.169,118.39842071533204,139.82173767089844,165.15804294306025,121.13567467819725,216.1786068474206
East & Northeast India,14,2026-07-07,161.87922047376634,119.80348596572875,139.54689037799835,184.27724862098694,197.75044345855713,139.1691,127.5332420349121,151.91918029785157,178.0866064741239,130.3767020941335,230.2097185564983
East & Northeast India,15,2026-07-08,173.606314321359,129.28671367168425,158.86528515815735,193.11697959899902,208.9202214717865,154.04686,140.8572021484375,167.74030609130858,190.71191043768394,146.8222376718006,240.40959946350324
East & Northeast India,16,2026-07-09,186.22493770519893,140.62922112941743,168.9638231396675,206.66311836242676,222.0281538963318,173.0023,157.4442886352539,188.5021713256836,203.8049866114683,159.96474278208171,249.00611637078137
East & Northeast India,17,2026-07-10,200.58835767507554,152.7657868027687,175.62798643112183,219.4938994050026,249.70850858688354,186.4031,169.40754241943358,203.66248016357423,218.2025368079445,176.6577818193252,262.77026269516847
East & Northeast India,18,2026-07-11,215.9670890212059,160.72100573778152,189.10171031951904,243.38046950101852,277.41714277267454,196.11177,177.20945892333984,212.3295883178711,232.3608364259719,194.62308619081915,279.3496963362204
East & Northeast India,19,2026-07-12,229.5400240302086,172.3586765408516,196.8603013753891,260.82369792461395,295.95067834854126,207.61256,183.67777252197266,224.4725128173828,246.34836526122217,204.67433791685986,292.99556814296966
East & Northeast India,20,2026-07-13,240.692655758063,180.88514372110367,203.60189551115036,274.41580164432526,311.0266069412231,221.47148,195.9551574707031,238.79764099121095,260.63287596603044,215.54173637353483,304.004057655374
East & Northeast India,21,2026-07-14,250.4173447171847,190.22324615716934,206.3443523645401,286.81182539463043,319.84450533390043,235.86226,211.362744140625,254.0027099609375,274.7009108312559,224.051424396489,320.72710896392476
East & Northeast India,22,2026-07-15,262.1041237552961,205.99100118875504,214.0269821882248,297.64288222789764,332.60688841342926,249.72202,221.77662963867186,268.5848052978516,288.36417137523046,237.61151186565004,338.97953523134555
East & Northeast India,23,2026-07-16,273.68487770954766,214.70837063789367,230.09282580018044,310.36844050884247,347.3729174375534,262.88382,229.97032623291017,285.5195648193359,302.15699176630363,247.62173763410314,358.6759222897303
East & Northeast India,24,2026-07-17,284.815668118,219.15043354034424,241.58086237311363,322.5780212879181,355.6955124139786,276.52933,247.29820709228517,303.4662322998047,315.5099616685643,258.1521452084847,377.34960832983074
East & Northeast India,25,2026-07-18,295.20521072546643,224.95931401252747,255.76949414610863,335.6603825688362,368.6778072834015,290.13016,255.18197631835938,318.1267974853516,328.80537421911305,267.0870293835207,392.3701044503662
East & Northeast India,26,2026-07-19,306.7851599256198,230.05655821561814,269.87097319960594,350.304590344429,387.8176748752594,303.09946,264.429296875,337.1784637451172,341.5443430300157,277.53961771320473,403.27753426143124
East & Northeast India,27,2026-07-20,320.03206576506295,238.2873950481415,284.5529730319977,361.70594879984856,402.1851831912995,315.53085,279.55181884765625,351.6746307373047,356.108622586945,294.4160584314539,420.4748579591351
East & Northeast India,28,2026-07-21,331.73148702780406,248.4364336490631,299.45790660381317,369.07385113835335,422.0512499809265,327.93472,291.9053985595703,364.9785980224609,369.40280035659316,311.59777516181225,431.35979426343107
East & Northeast India,29,2026-07-22,343.0333956003189,257.11236481666566,308.1898158788681,382.83074274659157,435.8403244972229,340.2259,301.8993743896484,376.5826812744141,381.2166326031269,326.4533641187312,446.9967966721365
East & Northeast India,30,2026-07-23,353.8650126496951,265.96226289272306,313.60273027420044,392.73110952973366,447.9148621559143,353.71014,313.42620239257815,389.4824737548828,392.1444068604856,338.39010297155494,460.0040644974204
East & Northeast India,31,2026-07-24,363.7386982719103,275.0453451871872,320.4211028814316,408.04613199830055,458.2724642753601,368.1896,326.80036010742185,403.62037658691406,404.1810283288722,346.388319638643,475.04465605984103
East & Northeast India,32,2026-07-25,373.2676312009493,288.359903883934,327.28102803230286,424.91841784119606,464.2710159301758,383.85184,339.5353149414062,422.7132934570312,416.5632113664761,358.0456844585523,492.10751352706706
East & Northeast India,33,2026-07-26,383.2952244957288,303.9162387609482,335.3368188738823,433.3022901415825,471.6088406562805,400.31165,358.93577880859374,436.5270263671875,429.06707643070496,367.5461758200422,505.3114861420392
East & Northeast India,34,2026-07-27,392.6189294139544,317.024289560318,344.32408356666565,441.49619764089584,480.1695897102356,416.3876,378.3993682861328,455.0891448974609,441.8422156385908,375.88004583831787,515.9013428162091
East & Northeast India,35,2026-07-28,401.4068727930387,325.1331685781479,351.0114516019821,456.86908280849457,487.2612160682678,431.80255,386.57208862304685,469.2943786621094,454.7624903822697,383.8671506159697,530.7742884325695
East & Northeast India,36,2026-07-29,411.32263819773993,333.27710378170013,363.1091987788677,466.804968804121,495.9710385799408,445.79922,391.94956970214844,490.4622833251953,467.98512090312283,393.0260205862136,541.4590715677903
East & Northeast India,37,2026-07-30,420.699557419618,342.44230477809907,368.8170795440674,473.60623702406883,502.8103872776031,458.91028,406.5494140625,501.24192810058594,480.7873222958103,404.8620749155618,552.4086506573526
East & Northeast India,38,2026-07-31,429.6629160284996,352.10533034801483,375.583438873291,485.509069532156,512.3180032253265,471.92566,422.6619140625,514.95263671875,491.7612727927497,412.17310958981955,563.2879872841828
East & Northeast India,39,2026-08-01,438.6267342925072,365.3997823953629,387.7381526231766,494.42335841059685,518.3117338180542,483.66614,430.0495666503906,526.6435913085937,503.08555561038384,419.7453327302735,569.3554095205119
East & Northeast India,40,2026-08-02,447.7965688586235,375.5498057603836,397.02204045653343,501.60400077700615,533.1242684841156,494.86902,442.2875549316406,542.1611694335937,515.0902115704979,431.0768732638336,578.2019942900027
East & Northeast India,41,2026-08-03,456.43245678345363,382.3175995349884,404.95473846793175,507.74391451478004,544.061336517334,506.0705,453.4106048583984,557.6545532226562,526.843995340946,442.0272368335249,596.972040333865
East & Northeast India,42,2026-08-04,464.70309196313224,393.7800533771515,412.7074568271637,514.8766730129719,548.605740582943,518.09283,462.7854309082031,573.2578857421875,538.9195863788922,461.80217696616535,611.9591508908882
