variable,region,week,init_date,model,pcc,rmse,bias,fcst_std,obs_std,fcst_mean,obs_mean
TP,south_peninsula,Week 1,2026-01-01,FuXi,0.7845395395219477,0.02045331397756558,0.009317248261799173,0.029297078336739897,0.021757799885339407,0.017988341250062687,0.008671092988263516
Z500,south_peninsula,Week 1,2026-01-01,FuXi,0.9010988840317773,6.659317424731336,5.052856485404182,6.229016579544156,9.007046078018568,5837.071447084995,5832.01859059959
TP,south_peninsula,Week 1,2026-01-01,ECMWF,0.6308832260766298,1.344868824933197,0.47154984827864593,1.2731026333787914,0.021757799885339407,0.4802209412669094,0.008671092988263516
Z500,south_peninsula,Week 1,2026-01-01,ECMWF,0.9422096100275892,14.915706511768477,13.623146563165632,3.215622953430422,9.007046078018568,5845.641737162756,5832.01859059959
TP,south_peninsula,Week 1,2026-01-01,NCEP,0.28983022632997685,0.44947871604865597,0.22928300553951692,0.3923459418996456,0.021757799885339407,0.23795409852778043,0.008671092988263516
Z500,south_peninsula,Week 1,2026-01-01,NCEP,0.9913850680761089,3.6121483345492966,0.8721379377732682,5.628662155376118,9.007046078018568,5832.890728537364,5832.01859059959
TP,south_peninsula,Week 1,2026-01-01,MME,0.5885009892823893,0.6667536601745696,0.2791578383617568,0.6180498069890508,0.021757799885339407,0.2878289313500203,0.008671092988263516
Z500,south_peninsula,Week 1,2026-01-01,MME,0.9855580526517043,11.17511682845901,10.328311851675547,4.891634835091479,9.007046078018568,5842.346902451267,5832.01859059959
TP,south_peninsula,Week 1,2026-01-01,Persistence,-0.42177090536052025,0.27748859345588267,0.04688616391665617,0.26360959127750333,0.021757799885339407,0.05555725690491968,0.008671092988263516
Z500,south_peninsula,Week 1,2026-01-01,Persistence,,,,,9.007046078018568,,5832.01859059959
TP,east_northeast_india,Week 1,2026-01-01,SPIRE,-0.2608843129115079,0.5999258480941279,0.3484327454709593,0.4636763379593218,0.07433553426353219,0.3529958014572854,0.004563055986326055
Z500,east_northeast_india,Week 1,2026-01-01,SPIRE,0.9498356918347206,14.781315623469663,14.267765608345643,12.18006185179458,12.20728961664556,5756.67829621758,5742.410530609234
TP,east_northeast_india,Week 1,2026-01-01,FuXi,0.9901440464820294,0.014735808813676202,0.007846334709681322,0.06673321651695195,0.07433553426353219,0.01240939069600738,0.004563055986326055
Z500,east_northeast_india,Week 1,2026-01-01,FuXi,0.9227550972522994,7.021554338963951,-2.316089500209277,15.933959870933872,12.20728961664556,5740.094441109026,5742.410530609234
TP,east_northeast_india,Week 1,2026-01-01,ECMWF,-0.30668455183930365,0.59793579116208,0.40270736822563474,0.41349126979940126,0.07433553426353219,0.40727042421196086,0.004563055986326055
Z500,east_northeast_india,Week 1,2026-01-01,ECMWF,0.9731094831288378,13.380285164626281,13.043277655052766,12.878207036361111,12.20728961664556,5755.453808264288,5742.410530609234
TP,east_northeast_india,Week 1,2026-01-01,NCEP,0.3954755619595552,0.6837424038532515,0.38714481470616247,0.5888270885961706,0.07433553426353219,0.3917078706924885,0.004563055986326055
Z500,east_northeast_india,Week 1,2026-01-01,NCEP,0.9744398139469179,7.394924119821154,-3.5217619799224096,17.791165955094552,12.20728961664556,5738.888768629312,5742.410530609234
TP,east_northeast_india,Week 1,2026-01-01,MME,0.04911759424718004,0.39184701136104844,0.28653281577810946,0.2604207004175356,0.07433553426353219,0.29109587176443547,0.004563055986326055
Z500,east_northeast_india,Week 1,2026-01-01,MME,0.9632414383364659,6.890638777421743,5.368297945816712,14.570730599698658,12.20728961664556,5747.778828555052,5742.410530609234
TP,east_northeast_india,Week 1,2026-01-01,Persistence,0.9962354794520858,0.00797974788121207,-0.003137109792410715,0.07756418142355366,0.07433553426353219,0.00142594619391534,0.004563055986326055
Z500,east_northeast_india,Week 1,2026-01-01,Persistence,,,,,12.20728961664556,,5742.410530609234
TP,All India,Week 2,2026-01-01,SPIRE,0.20701204826755823,0.8213625929403642,0.3057053578592659,0.7722857425094116,0.058311257408483086,0.3126805010943493,0.006975143235083308
Z500,All India,Week 2,2026-01-01,SPIRE,0.797217274529848,10.764441822551829,-6.2446813300418995,12.711684915346806,14.37516269733956,5763.183602756405,5769.428284086447
TP,All India,Week 2,2026-01-01,FuXi,0.864263849708057,0.03243194848487883,0.006106654714680487,0.06281104314458773,0.058311257408483086,0.013081797949763796,0.006975143235083308
Z500,All India,Week 2,2026-01-01,FuXi,0.3345819606635865,50.575312308304404,-44.99818727011081,23.50493640804991,14.37516269733956,5724.430096816335,5769.428284086447
TP,All India,Week 2,2026-01-01,ECMWF,0.261359955593736,1.0969185907167707,0.29441124406526736,1.0704105815832539,0.058311257408483086,0.30138638730035067,0.006975143235083308
Z500,All India,Week 2,2026-01-01,ECMWF,0.5220225672339842,12.824418600250654,-3.3163362504281255,9.274676511163563,14.37516269733956,5766.111947836017,5769.428284086447
TP,All India,Week 2,2026-01-01,NCEP,0.17741096173405774,0.9108045988508405,0.33031917789717324,0.8571986890939673,0.058311257408483086,0.33729432113225655,0.006975143235083308
Z500,All India,Week 2,2026-01-01,NCEP,0.3749050934126069,49.31149015782375,-46.40401950603341,15.423738549409013,14.37516269733956,5723.024264580412,5769.428284086447
TP,All India,Week 2,2026-01-01,MME,0.24967946818086184,0.6765863608058861,0.2341356086340968,0.6468259864964944,0.058311257408483086,0.24111075186918007,0.006975143235083308
Z500,All India,Week 2,2026-01-01,MME,0.5026881344787979,28.99384645875081,-25.240806089153565,14.234636314575983,14.37516269733956,5744.187477997294,5769.428284086447
TP,All India,Week 2,2026-01-01,Persistence,0.3609599870661425,0.13037580796910134,0.02446531406163396,0.13698817289727558,0.058311257408483086,0.03144045729671726,0.006975143235083308
Z500,All India,Week 2,2026-01-01,Persistence,,,,,14.37516269733956,,5769.428284086447
TP,northwest_india,Week 2,2026-01-01,SPIRE,0.275576546522007,0.20321495740143963,0.16451583953154414,0.12384539994882052,0.04174172786788848,0.1650943302314886,0.0005784906999444334
Z500,northwest_india,Week 2,2026-01-01,SPIRE,0.681448280881141,8.449904862340023,-2.523962932047197,5.15774205132581,10.640852507792681,5737.624497412218,5740.148460344266
TP,northwest_india,Week 2,2026-01-01,FuXi,0.9968965649132123,0.004525098870942956,0.0020677912868906968,0.039287778863341886,0.04174172786788848,0.0026462819868351304,0.0005784906999444334
Z500,northwest_india,Week 2,2026-01-01,FuXi,-0.6134729427012374,46.86407206302172,-40.60616085311963,15.307105145070329,10.640852507792681,5699.542299491147,5740.148460344266
TP,northwest_india,Week 2,2026-01-01,ECMWF,-0.48139408449022864,0.21219772670036333,0.1566080506703296,0.11833698785311668,0.04174172786788848,0.15718654137027402,0.0005784906999444334
Z500,northwest_india,Week 2,2026-01-01,ECMWF,-0.43065194759344905,15.01005085202918,3.7859079064672625,6.314290507258597,10.640852507792681,5743.934368250733,5740.148460344266
TP,northwest_india,Week 2,2026-01-01,NCEP,0.03580413109829315,0.2986641317247814,0.23081577787832364,0.18638422861906542,0.04174172786788848,0.23139426857826806,0.0005784906999444334
Z500,northwest_india,Week 2,2026-01-01,NCEP,-0.2626004845671709,44.79714775292292,-42.5588511649949,6.698281216652119,10.640852507792681,5697.589609179272,5740.148460344266
TP,northwest_india,Week 2,2026-01-01,MME,0.06578646376098375,0.16758707892381927,0.13850186484177204,0.08740908662945378,0.04174172786788848,0.13908035554171647,0.0005784906999444334
Z500,northwest_india,Week 2,2026-01-01,MME,-0.37614731745975516,25.197796681737398,-20.475766760923648,6.881608149756874,10.640852507792681,5719.672693583341,5740.148460344266
TP,northwest_india,Week 2,2026-01-01,Persistence,-0.20586526510321798,0.14636977534370826,0.06379263986957902,0.11665091377574063,0.04174172786788848,0.06437113056952347,0.0005784906999444334
Z500,northwest_india,Week 2,2026-01-01,Persistence,,,,,10.640852507792681,,5740.148460344266
TP,central_india,Week 2,2026-01-01,SPIRE,-0.012570822634884007,0.31487280852080907,0.2319738722479111,0.20815202543488137,0.0422452488040214,0.23240600591096106,0.00043213366304986926
Z500,central_india,Week 2,2026-01-01,SPIRE,0.9315719564007526,7.706207310377382,-3.26971026494939,8.558163847220833,14.218659288143439,5810.045479915494,5813.315190180443
TP,central_india,Week 2,2026-01-01,FuXi,0.9992516353970721,0.0018988411079579573,0.00039827675912464485,0.04133226095569607,0.0422452488040214,0.0008304104221745141,0.00043213366304986926
Z500,central_india,Week 2,2026-01-01,FuXi,0.1639391881990409,36.40314601109697,-32.630378145224185,10.312895578850483,14.218659288143439,5780.684812035219,5813.315190180443
TP,central_india,Week 2,2026-01-01,ECMWF,0.6274880597535735,0.07391066039596773,0.052382311241004495,0.06696716873505398,0.0422452488040214,0.052814444904054354,0.00043213366304986926
Z500,central_india,Week 2,2026-01-01,ECMWF,0.8160739984853803,11.26130554035261,1.1359984310200175,3.9879057374751583,14.218659288143439,5814.451188611462,5813.315190180443
TP,central_india,Week 2,2026-01-01,NCEP,0.5337750267293928,0.2532354759199767,0.20060041530883477,0.17292065514858362,0.0422452488040214,0.20103254897188463,0.00043213366304986926
Z500,central_india,Week 2,2026-01-01,NCEP,0.262244988824099,47.817835146785264,-45.363032232515486,10.09070067150602,14.218659288143439,5767.952157947926,5813.315190180443
TP,central_india,Week 2,2026-01-01,MME,0.4682489021647751,0.14623749449914702,0.12133871888921875,0.09236888354821614,0.0422452488040214,0.12177085255226866,0.00043213366304986926
Z500,central_india,Week 2,2026-01-01,MME,0.5306393417611642,23.378641531907533,-20.031780552917205,7.33261455015129,14.218659288143439,5793.283409627525,5813.315190180443
TP,central_india,Week 2,2026-01-01,Persistence,0.9157616879750683,0.020333973775414627,0.005895910446156188,0.04821019219267778,0.0422452488040214,0.006328044109206058,0.00043213366304986926
Z500,central_india,Week 2,2026-01-01,Persistence,,,,,14.218659288143439,,5813.315190180443
TP,south_peninsula,Week 2,2026-01-01,SPIRE,0.6160678407595476,0.997211660876852,0.5194002699830436,0.8838980407600598,0.05474142100169435,0.5536168094151239,0.03421653943208043
Z500,south_peninsula,Week 2,2026-01-01,SPIRE,0.8136545089992062,3.691669759630462,1.908035394487146,4.186288806688499,5.42236778493248,5859.746673626332,5857.838638231847
TP,south_peninsula,Week 2,2026-01-01,FuXi,0.7332019301554239,0.04825722540596962,0.003745998888429588,0.0706167386743666,0.05474142100169435,0.03796253832051002,0.03421653943208043
Z500,south_peninsula,Week 2,2026-01-01,FuXi,0.013529685173343048,18.961892186045176,-16.88775358324465,6.7786178765329215,5.42236778493248,5840.950884648602,5857.838638231847
TP,south_peninsula,Week 2,2026-01-01,ECMWF,0.5899462534996429,1.6792622845645253,0.7317043225613075,1.5431144444776805,0.05474142100169435,0.7659208619933879,0.03421653943208043
Z500,south_peninsula,Week 2,2026-01-01,ECMWF,0.7090082119478927,4.1115683234977825,-0.6326267340209908,2.4723113811694457,5.42236778493248,5857.206011497826,5857.838638231847
TP,south_peninsula,Week 2,2026-01-01,NCEP,0.7125283803363529,0.8940266067710873,0.6245167130493124,0.6775869965325971,0.05474142100169435,0.6587332524813928,0.03421653943208043
Z500,south_peninsula,Week 2,2026-01-01,NCEP,0.3143407354905927,29.17368393425471,-28.349834806462205,6.275450185143582,5.42236778493248,5829.488803425384,5857.838638231847
TP,south_peninsula,Week 2,2026-01-01,MME,0.6445422083559148,0.8745028410337804,0.4698418261205232,0.7716608823849613,0.05474142100169435,0.5040583655526036,0.03421653943208043
Z500,south_peninsula,Week 2,2026-01-01,MME,0.47443614024885883,12.045671221911107,-10.990544932310101,3.806320500794943,5.42236778493248,5846.848093299537,5857.838638231847
TP,south_peninsula,Week 2,2026-01-01,Persistence,0.5529466659373613,0.2387124276390788,0.02134071747283926,0.26360959127750333,0.05474142100169435,0.05555725690491968,0.03421653943208043
Z500,south_peninsula,Week 2,2026-01-01,Persistence,,,,,5.42236778493248,,5857.838638231847
TP,east_northeast_india,Week 2,2026-01-01,SPIRE,-0.23258679219493258,0.44997520343501607,0.2797935739295804,0.3263956875322455,0.07712790836187325,0.281837624529587,0.002044050600006593
Z500,east_northeast_india,Week 2,2026-01-01,SPIRE,0.9723260457696479,14.026746221699923,-13.631865381026522,9.877523869446435,7.238474892911884,5792.536936615072,5806.1688019960975
TP,east_northeast_india,Week 2,2026-01-01,FuXi,0.9925928627026281,0.012718921767720184,0.006202692893249786,0.07059858603502155,0.07712790836187325,0.00824674349325638,0.002044050600006593
Z500,east_northeast_india,Week 2,2026-01-01,FuXi,0.8482022495377406,58.85885639667101,-58.158461055000146,14.340828840078832,7.238474892911884,5748.010340941098,5806.1688019960975
TP,east_northeast_india,Week 2,2026-01-01,ECMWF,-0.26715666299872187,0.25620184313436095,0.1404457594318678,0.1803679838141618,0.07712790836187325,0.1424898100318744,0.002044050600006593
Z500,east_northeast_india,Week 2,2026-01-01,ECMWF,0.9611479746582874,14.825760197141944,-14.66608005378799,6.11048269822485,7.238474892911884,5791.50272194231,5806.1688019960975
TP,east_northeast_india,Week 2,2026-01-01,NCEP,0.42746919996806704,0.31674868947608237,0.20434846166918502,0.26472340786599086,0.07712790836187325,0.20639251226919159,0.002044050600006593
Z500,east_northeast_india,Week 2,2026-01-01,NCEP,0.7674452945284695,66.8594955996652,-66.31364578774057,12.707512370615008,7.238474892911884,5739.855156208358,5806.1688019960975
TP,east_northeast_india,Week 2,2026-01-01,MME,0.10994639647964365,0.21590992530706027,0.15769762198097076,0.1344630730633369,0.07712790836187325,0.1597416725809773,0.002044050600006593
Z500,east_northeast_india,Week 2,2026-01-01,MME,0.8986046539994633,38.522129157803654,-38.19251306938877,10.403211102209875,7.238474892911884,5767.976288926709,5806.1688019960975
TP,east_northeast_india,Week 2,2026-01-01,Persistence,0.9984404433448858,0.004385436756044611,-0.000618104406091253,0.07756418142355366,0.07712790836187325,0.00142594619391534,0.002044050600006593
Z500,east_northeast_india,Week 2,2026-01-01,Persistence,,,,,7.238474892911884,,5806.1688019960975
TP,All India,Week 3,2026-01-01,SPIRE,-0.16486384396724035,0.7645168476602726,0.5231360971128898,0.5434549654589867,0.06369708034158117,0.5432905869424245,0.020154489829534557
Z500,All India,Week 3,2026-01-01,SPIRE,0.7537539485744406,19.5865465171549,9.797742808967914,15.638936082171226,25.279223196914764,5741.331713814469,5731.533971005502
TP,All India,Week 3,2026-01-01,FuXi,0.5534152688156835,0.05465885278321864,-0.0005701102358018319,0.04838774261436637,0.06369708034158117,0.019584379593732718,0.020154489829534557
Z500,All India,Week 3,2026-01-01,FuXi,0.7685817732529684,44.24390328605986,-38.24366646196597,34.70650942769395,25.279223196914764,5693.290304543536,5731.533971005502
TP,All India,Week 3,2026-01-01,ECMWF,-0.04898155789381967,0.7048188824771378,0.42480102329105934,0.5556878236872237,0.06369708034158117,0.44495551312059367,0.020154489829534557
Z500,All India,Week 3,2026-01-01,ECMWF,0.8876996596151312,12.826360930442197,1.2000356720439027,17.186218213677915,25.279223196914764,5732.734006677547,5731.533971005502
TP,All India,Week 3,2026-01-01,NCEP,0.04867028100595796,0.659953294019657,0.4934372508377683,0.43670172616287267,0.06369708034158117,0.5135917406673027,0.020154489829534557
Z500,All India,Week 3,2026-01-01,NCEP,0.6137585557096294,39.04279268461318,-32.85988805338276,22.31637272538187,25.279223196914764,5698.674082952118,5731.533971005502
TP,All India,Week 3,2026-01-01,MME,-0.04940821958766249,0.5070657316934188,0.36020106525147894,0.348027206783861,0.06369708034158117,0.3803555550810134,0.020154489829534557
Z500,All India,Week 3,2026-01-01,MME,0.7716766028451667,22.13005500998357,-15.026444008584244,21.840679400281605,25.279223196914764,5716.5075269969175,5731.533971005502
TP,All India,Week 3,2026-01-01,Persistence,0.18034370543234565,0.14072378494993162,0.01128596746718271,0.13698817289727558,0.06369708034158117,0.03144045729671726,0.020154489829534557
Z500,All India,Week 3,2026-01-01,Persistence,,,,,25.279223196914764,,5731.533971005502
TP,northwest_india,Week 3,2026-01-01,SPIRE,-0.028333065192021795,0.6556265475122303,0.5189988935865111,0.39672042470940627,0.04555377280633208,0.5540898837507569,0.03509099016424594
Z500,northwest_india,Week 3,2026-01-01,SPIRE,0.6216623225609997,22.276974613607596,11.814210386756352,5.198544838274951,21.673737786975302,5712.894456191565,5701.080245804807
TP,northwest_india,Week 3,2026-01-01,FuXi,-0.13843094497217928,0.06539930438084487,-0.018451463102359237,0.03729707416653643,0.04555377280633208,0.016639527061886695,0.03509099016424594
Z500,northwest_india,Week 3,2026-01-01,FuXi,0.6373229794953202,52.033244263729614,-49.201494075314,16.592429450448392,21.673737786975302,5651.878751729495,5701.080245804807
TP,northwest_india,Week 3,2026-01-01,ECMWF,0.021243955516100567,0.7929986724360534,0.59817651352299,0.5195789102158904,0.04555377280633208,0.633267503687236,0.03509099016424594
Z500,northwest_india,Week 3,2026-01-01,ECMWF,0.8748713883615837,13.768115138333615,-2.361977318822628,10.372293685518406,21.673737786975302,5698.718268485985,5701.080245804807
TP,northwest_india,Week 3,2026-01-01,NCEP,0.16553623147099494,0.7466246444710823,0.5967281060848474,0.45402220440383784,0.04555377280633208,0.6318190962490934,0.03509099016424594
Z500,northwest_india,Week 3,2026-01-01,NCEP,0.3066562405205888,42.85909645554966,-37.32625519939802,10.898018584768653,21.673737786975302,5663.75399060541,5701.080245804807
TP,northwest_india,Week 3,2026-01-01,MME,0.05483982876449322,0.5304451176419719,0.4238630125229973,0.318161374093375,0.04555377280633208,0.4589540026872431,0.03509099016424594
Z500,northwest_india,Week 3,2026-01-01,MME,0.6463551046738775,25.68538685442151,-19.268879051694565,10.142584249886992,21.673737786975302,5681.811366753114,5701.080245804807
TP,northwest_india,Week 3,2026-01-01,Persistence,-0.25065103726117616,0.13857767574695218,0.029280140405277526,0.11665091377574063,0.04555377280633208,0.06437113056952347,0.03509099016424594
Z500,northwest_india,Week 3,2026-01-01,Persistence,,,,,21.673737786975302,,5701.080245804807
TP,central_india,Week 3,2026-01-01,SPIRE,-0.03634464635503202,0.4938029744809358,0.4201040465573335,0.2546480236755806,0.04167631685502517,0.4204609391628532,0.0003568926055196952
Z500,central_india,Week 3,2026-01-01,SPIRE,0.8352006616647655,5.730038104689414,-0.12551376843042789,9.511783890427202,5.608733342892988,5788.00655307671,5788.13206684514
TP,central_india,Week 3,2026-01-01,FuXi,0.9239400229170698,0.034619721705364766,0.027852580392374964,0.051490548679911624,0.04167631685502517,0.02820947299789465,0.0003568926055196952
Z500,central_india,Week 3,2026-01-01,FuXi,0.7307897570781203,43.09608354839731,-39.31191466950512,21.33794911165475,5.608733342892988,5748.820152175635,5788.13206684514
TP,central_india,Week 3,2026-01-01,ECMWF,0.0642642984895091,0.31208612637745203,0.2642524089669841,0.16342242056718284,0.04167631685502517,0.2646093015725038,0.0003568926055196952
Z500,central_india,Week 3,2026-01-01,ECMWF,0.9215699282883911,8.556131567783485,-7.228320199589103,9.195971913420761,5.608733342892988,5780.903746645551,5788.13206684514
TP,central_india,Week 3,2026-01-01,NCEP,0.06581180825507203,0.30908603217346364,0.2645339590014355,0.15710136124187835,0.04167631685502517,0.2648908516069552,0.0003568926055196952
Z500,central_india,Week 3,2026-01-01,NCEP,0.6240214662214254,46.15689805293209,-44.12985530645408,16.298681221401697,5.608733342892988,5744.002211538687,5788.13206684514
TP,central_india,Week 3,2026-01-01,MME,0.12244550803043396,0.2733511666864199,0.24418574872953208,0.12078931924762336,0.04167631685502517,0.24454264133505174,0.0003568926055196952
Z500,central_india,Week 3,2026-01-01,MME,0.765741705804306,24.86100128490915,-22.698900985994737,13.772026734683594,5.608733342892988,5765.4331658591445,5788.13206684514
TP,central_india,Week 3,2026-01-01,Persistence,0.9033988979936922,0.02159936426344369,0.005971151503686363,0.04821019219267778,0.04167631685502517,0.006328044109206058,0.0003568926055196952
Z500,central_india,Week 3,2026-01-01,Persistence,,,,,5.608733342892988,,5788.13206684514
TP,south_peninsula,Week 3,2026-01-01,SPIRE,-0.9502371190578343,0.8152665415246926,0.5741466647175953,0.5616061019277059,0.018070695567154273,0.575462595651925,0.0013159309343297565
Z500,south_peninsula,Week 3,2026-01-01,SPIRE,0.9501570623719433,10.440456679597835,10.161495786694411,7.024811318678481,5.699769398378548,5849.48339980245,5839.3219040157555
TP,south_peninsula,Week 3,2026-01-01,FuXi,0.3545829912854576,0.03340436425995196,0.026305662287879637,0.01817065980054092,0.018070695567154273,0.027621593222209397,0.0013159309343297565
Z500,south_peninsula,Week 3,2026-01-01,FuXi,0.8885089079792525,10.16454740958389,-5.493181863724213,13.206942791286899,5.699769398378548,5833.82872215203,5839.3219040157555
TP,south_peninsula,Week 3,2026-01-01,ECMWF,-0.8577141576085944,0.6438897201600635,0.3367110949431653,0.5332566424498728,0.018070695567154273,0.33802702587749506,0.0013159309343297565
Z500,south_peninsula,Week 3,2026-01-01,ECMWF,0.9691898295524606,2.066096382920448,-1.4807723231861951,5.2000846526329765,5.699769398378548,5837.841131692569,5839.3219040157555
TP,south_peninsula,Week 3,2026-01-01,NCEP,-0.7855423354996827,0.3804599431696777,0.2814834783164277,0.2415228613307296,0.018070695567154273,0.2827994092507575,0.0013159309343297565
Z500,south_peninsula,Week 3,2026-01-01,NCEP,0.8927249280063417,21.883127041889313,-21.381996732281973,8.972287793321682,5.699769398378548,5817.939907283473,5839.3219040157555
TP,south_peninsula,Week 3,2026-01-01,MME,-0.9071625345245871,0.4566062722780177,0.30466172506626704,0.3236256230767918,0.018070695567154273,0.3059776560005968,0.0013159309343297565
