issue_date,model,member,event_start,event_end,event_total_mm,imd_climatology_mm,imd_observed_mm
2026-06-23,FuXi-S2S,33,2026-07-01,2026-07-07,66.41485595703125,50.88131332397461,71.09912836317147
2026-06-23,FuXi-S2S,34,2026-07-01,2026-07-07,67.37383270263672,50.88131332397461,71.09912836317147
2026-06-23,FuXi-S2S,35,2026-07-01,2026-07-07,61.75043869018555,50.88131332397461,71.09912836317147
2026-06-23,FuXi-S2S,36,2026-07-01,2026-07-07,63.15678024291992,50.88131332397461,71.09912836317147
2026-06-23,FuXi-S2S,37,2026-07-01,2026-07-07,63.458045959472656,50.88131332397461,71.09912836317147
2026-06-23,FuXi-S2S,38,2026-07-01,2026-07-07,65.99491882324219,50.88131332397461,71.09912836317147
2026-06-23,FuXi-S2S,39,2026-07-01,2026-07-07,69.1189193725586,50.88131332397461,71.09912836317147
2026-06-23,FuXi-S2S,40,2026-07-01,2026-07-07,74.42613220214844,50.88131332397461,71.09912836317147
2026-06-23,FuXi-S2S,41,2026-07-01,2026-07-07,67.4521484375,50.88131332397461,71.09912836317147
2026-06-23,FuXi-S2S,42,2026-07-01,2026-07-07,64.11674499511719,50.88131332397461,71.09912836317147
2026-06-23,FuXi-S2S,43,2026-07-01,2026-07-07,67.74944305419922,50.88131332397461,71.09912836317147
2026-06-23,FuXi-S2S,44,2026-07-01,2026-07-07,66.43754577636719,50.88131332397461,71.09912836317147
2026-06-23,FuXi-S2S,45,2026-07-01,2026-07-07,71.66690063476562,50.88131332397461,71.09912836317147
2026-06-23,FuXi-S2S,46,2026-07-01,2026-07-07,65.65052032470703,50.88131332397461,71.09912836317147
2026-06-23,FuXi-S2S,47,2026-07-01,2026-07-07,62.78896713256836,50.88131332397461,71.09912836317147
2026-06-23,FuXi-S2S,48,2026-07-01,2026-07-07,73.0618667602539,50.88131332397461,71.09912836317147
2026-06-23,FuXi-S2S,49,2026-07-01,2026-07-07,64.65330505371094,50.88131332397461,71.09912836317147
