season,variable,model,region,init_date,scale,lead,week,event,brier,brier_clim,briss_clim,base_rate
JFM2026,Z500,SPIRE,east_northeast_india,2026-03-12,weekly,6,Week 6,z500_above_normal,0.20189222006425764,0.11238435786126746,-0.7964441307168644,0.0038197402504690755
JFM2026,Z500,SPIRE,east_northeast_india,2026-03-19,weekly,6,Week 6,z500_above_normal,0.16968204764028866,0.11172456994104657,-0.5187531957368408,0.0018403764898063189
JFM2026,Z500,SPIRE,east_northeast_india,2026-03-26,weekly,6,Week 6,z500_above_normal,0.2674610161031435,0.11111111111111113,-1.4071491449282911,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-01-01,weekly,1,Week 1,z500_above_normal,0.00017503809740127246,0.11111111111111113,0.9984246571233886,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-01-08,weekly,1,Week 1,z500_above_normal,0.07986772134943335,0.128894027794905,0.3803613502053165,0.053348750051381705
JFM2026,Z500,SPIRE,northwest_india,2026-01-15,weekly,1,Week 1,z500_above_normal,0.2824650645306958,0.11111111111111113,-1.5421855807762617,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-01-22,weekly,1,Week 1,z500_above_normal,0.039714356740762874,0.11234617806957417,0.6465001531590294,0.003705200875389135
JFM2026,Z500,SPIRE,northwest_india,2026-01-29,weekly,1,Week 1,z500_above_normal,0.45782888886031187,0.11541137033720042,-2.9669305331239135,0.012900777678267916
JFM2026,Z500,SPIRE,northwest_india,2026-02-05,weekly,1,Week 1,z500_above_normal,0.16671119952654861,0.1294671661510409,-0.28767165052533494,0.055068165119789354
JFM2026,Z500,SPIRE,northwest_india,2026-02-12,weekly,1,Week 1,z500_above_normal,0.05964818183742407,0.1344632010175544,0.5563977252807116,0.07005626971932992
JFM2026,Z500,SPIRE,northwest_india,2026-02-19,weekly,1,Week 1,z500_above_normal,0.14916240454222052,0.11974733561333488,-0.24564278426926456,0.025908673506671216
JFM2026,Z500,SPIRE,northwest_india,2026-02-26,weekly,1,Week 1,z500_above_normal,0.08337366119922356,0.13450477692020454,0.38014349298028804,0.0701809974272803
JFM2026,Z500,SPIRE,northwest_india,2026-03-05,weekly,1,Week 1,z500_above_normal,1.5425088543859599e-09,0.13696508009052663,0.9999999887379407,0.07756190693824652
JFM2026,Z500,SPIRE,northwest_india,2026-03-12,weekly,1,Week 1,z500_above_normal,0.01598955181172008,0.11111111111111113,0.8560940336945193,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-03-19,weekly,1,Week 1,z500_above_normal,0.008518907963551696,0.11111111111111113,0.9233298283280348,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-03-26,weekly,1,Week 1,z500_above_normal,0.025554157598819245,0.11111111111111113,0.7700125816106268,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-01-01,weekly,2,Week 2,z500_above_normal,0.13542750520851884,0.128894027794905,-0.050688752034422135,0.053348750051381705
JFM2026,Z500,SPIRE,northwest_india,2026-01-08,weekly,2,Week 2,z500_above_normal,0.0607872329976037,0.11111111111111113,0.4529149030215668,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-01-15,weekly,2,Week 2,z500_above_normal,0.2736985863808865,0.11234617806957417,-1.4362073644498117,0.003705200875389135
JFM2026,Z500,SPIRE,northwest_india,2026-01-22,weekly,2,Week 2,z500_above_normal,0.16458320424974796,0.11541137033720042,-0.4260571013833463,0.012900777678267916
JFM2026,Z500,SPIRE,northwest_india,2026-01-29,weekly,2,Week 2,z500_above_normal,0.09892259696890383,0.1294671661510409,0.23592521633247698,0.055068165119789354
JFM2026,Z500,SPIRE,northwest_india,2026-02-05,weekly,2,Week 2,z500_above_normal,0.1145049709464912,0.1344632010175544,0.1484289375831357,0.07005626971932992
JFM2026,Z500,SPIRE,northwest_india,2026-02-12,weekly,2,Week 2,z500_above_normal,0.2732483254685724,0.11974733561333488,-1.2818739479172505,0.025908673506671216
JFM2026,Z500,SPIRE,northwest_india,2026-02-19,weekly,2,Week 2,z500_above_normal,0.16934414276273813,0.13450477692020454,-0.259019542950524,0.0701809974272803
JFM2026,Z500,SPIRE,northwest_india,2026-02-26,weekly,2,Week 2,z500_above_normal,0.019821785194645346,0.13696508009052663,0.8552785485063478,0.07756190693824652
JFM2026,Z500,SPIRE,northwest_india,2026-03-05,weekly,2,Week 2,z500_above_normal,0.25783006771675177,0.11111111111111113,-1.3204706094507652,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-03-12,weekly,2,Week 2,z500_above_normal,0.280254067888558,0.11111111111111113,-1.5222866109970217,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-03-19,weekly,2,Week 2,z500_above_normal,0.12801049775499138,0.11111111111111113,-0.1520944797949222,0.0
