variable,region,week,init_date,model,pcc,rmse,bias,fcst_std,obs_std,fcst_mean,obs_mean
TP,east_northeast_india,Week 3,2026-01-22,MME,0.9964596775075164,0.7327383580740571,0.5419109440827917,2.416698004685088,2.8575386289269806,0.5458964517477846,0.003985507664992896
Z500,east_northeast_india,Week 3,2026-01-22,MME,0.900289374960367,14.894855448588432,-14.55465255241065,5.7853473650171,3.290962802114411,5749.93968553652,5764.494338088932
TP,east_northeast_india,Week 3,2026-01-22,Persistence,0.9999993974736637,0.006917776628152568,-0.002359793209190258,2.8632331447409363,2.8575386289269806,0.0016257144558026381,0.003985507664992896
Z500,east_northeast_india,Week 3,2026-01-22,Persistence,0.9364602680253291,5.6905193373484915,-4.208850439698948,6.733566188692229,3.290962802114411,5760.285487649233,5764.494338088932
TP,All India,Week 4,2026-01-22,SPIRE,0.9891187978843599,0.7259721299782951,0.5088939852530626,1.2291097885424762,1.7008795067187015,0.5130896076054989,0.004195622352436146
Z500,All India,Week 4,2026-01-22,SPIRE,0.9595480625966714,9.460534147203274,-7.697871475024079,19.122791898932682,19.470774037898455,5796.289931525149,5803.987803000174
TP,All India,Week 4,2026-01-22,FuXi,0.9999534757000305,0.02422911772753213,0.012813036302338205,1.6884030466603261,1.7008795067187015,0.017008658654774345,0.004195622352436146
Z500,All India,Week 4,2026-01-22,FuXi,0.20600722097999316,42.283488315840955,-37.72999531506842,5.159545102023465,19.470774037898455,5766.257807685105,5803.987803000174
TP,All India,Week 4,2026-01-22,ECMWF,0.9557739939993282,0.7069689639923767,0.3925851713586446,1.3167071609496515,1.7008795067187015,0.39678079371108094,0.004195622352436146
Z500,All India,Week 4,2026-01-22,ECMWF,0.9196038764513604,29.894832119050875,-27.61365765517875,9.38019077100001,19.470774037898455,5776.374145344996,5803.987803000174
TP,All India,Week 4,2026-01-22,NCEP,0.9649416435685381,0.5517102454492591,0.25489212785199183,1.4409424180653208,1.7008795067187015,0.25908775020442787,0.004195622352436146
Z500,All India,Week 4,2026-01-22,NCEP,0.9416530870304514,32.39572600017843,-31.715767470750546,17.532299228276468,19.470774037898455,5772.272035529423,5803.987803000174
TP,All India,Week 4,2026-01-22,MME,0.9888532972046631,0.47631265334755796,0.2922960801915094,1.4038887048318622,1.7008795067187015,0.2964917025439455,0.004195622352436146
Z500,All India,Week 4,2026-01-22,MME,0.9518320889359768,27.716514419863138,-26.189322979005496,11.700473610256251,19.470774037898455,5777.798480021168,5803.987803000174
TP,All India,Week 4,2026-01-22,Persistence,0.9998989685152976,0.024403145953539453,0.002555490438969074,1.6985990725192863,1.7008795067187015,0.006751112791405218,0.004195622352436146
Z500,All India,Week 4,2026-01-22,Persistence,0.7479322427539107,26.76053640706637,-23.22499359792474,11.44983768591489,19.470774037898455,5780.762809402249,5803.987803000174
TP,northwest_india,Week 4,2026-01-22,SPIRE,0.9870615674813623,0.8755166235897988,0.6735066318091834,1.0441993478645284,1.5644359931884626,0.6820909248368272,0.008584293027643925
Z500,northwest_india,Week 4,2026-01-22,SPIRE,0.9829861055761407,7.477312479835411,-6.765296854694233,17.16624093561007,17.32022471425377,5749.188841014572,5755.9541378692675
TP,northwest_india,Week 4,2026-01-22,FuXi,0.9999529628260064,0.026479238992771853,0.011961440583434855,1.546256157611974,1.5644359931884626,0.020545733611078778,0.008584293027643925
Z500,northwest_india,Week 4,2026-01-22,FuXi,0.42801505552780994,57.85427265365519,-55.67640537288024,5.922735519110428,17.32022471425377,5700.277732496387,5755.9541378692675
TP,northwest_india,Week 4,2026-01-22,ECMWF,0.9373365838956956,1.1042885695540134,0.7694283479828546,0.8916759312587831,1.5644359931884626,0.7780126410104986,0.008584293027643925
Z500,northwest_india,Week 4,2026-01-22,ECMWF,0.9768395900578141,40.01870179192086,-38.60558469296781,7.051434658912101,17.32022471425377,5717.348553176299,5755.9541378692675
TP,northwest_india,Week 4,2026-01-22,NCEP,0.9119833549298785,0.9234556471838323,0.5933077986637466,1.1286086466022454,1.5644359931884626,0.6018920916913905,0.008584293027643925
Z500,northwest_india,Week 4,2026-01-22,NCEP,0.934514048076982,32.088851397289226,-31.39572395875996,13.73668801705527,17.32022471425377,5724.558413910507,5755.9541378692675
TP,northwest_india,Week 4,2026-01-22,MME,0.9833815823692438,0.7143517478404194,0.512051054759805,1.129252703649288,1.5644359931884626,0.5206353477874487,0.008584293027643925
Z500,northwest_india,Week 4,2026-01-22,MME,0.9571326183561814,34.08648539676796,-33.1107527198256,10.22179267892275,17.32022471425377,5722.843385149441,5755.9541378692675
TP,northwest_india,Week 4,2026-01-22,Persistence,0.9997082039117512,0.041754760746500065,0.010101464206983518,1.5493743484778812,1.5644359931884626,0.018685757234627443,0.008584293027643925
Z500,northwest_india,Week 4,2026-01-22,Persistence,0.3100267078213361,37.44086850443868,-33.57631358827503,7.184571203786694,17.32022471425377,5722.37782428099,5755.9541378692675
TP,central_india,Week 4,2026-01-22,SPIRE,0.8577724800039531,0.38699607951878934,0.3621396626887212,0.22754731826974062,0.26546735858643533,0.3631302147939375,0.0009905521052163096
Z500,central_india,Week 4,2026-01-22,SPIRE,0.9378733380797009,11.999441790882116,-11.811919369864649,5.797857450987063,6.084274037866364,5820.841100702961,5832.653020072827
TP,central_india,Week 4,2026-01-22,FuXi,0.9997343239368615,0.009402856833599921,0.005333553038508428,0.2606506773177663,0.26546735858643533,0.006324105143724737,0.0009905521052163096
Z500,central_india,Week 4,2026-01-22,FuXi,-0.31300526979045606,29.29470759386072,-28.28245740288001,3.0846664828541144,6.084274037866364,5804.370562669947,5832.653020072827
TP,central_india,Week 4,2026-01-22,ECMWF,0.9714582460445069,0.11525842296566836,0.08237745559609518,0.20756126869289768,0.26546735858643533,0.08336800770131149,0.0009905521052163096
Z500,central_india,Week 4,2026-01-22,ECMWF,0.9446827679781867,26.075856868732007,-25.902370915984754,3.503770626611524,6.084274037866364,5806.750649156841,5832.653020072827
TP,central_india,Week 4,2026-01-22,NCEP,0.9959298329177704,0.043138808963638704,0.033005079885411334,0.2502760184742769,0.26546735858643533,0.03399563199062765,0.0009905521052163096
Z500,central_india,Week 4,2026-01-22,NCEP,0.7505292023566446,32.781249965185964,-32.451034240184896,6.8847384870942925,6.084274037866364,5800.201985832642,5832.653020072827
TP,central_india,Week 4,2026-01-22,MME,0.9886189028260118,0.13140474944671218,0.12071393780218403,0.22927432220957566,0.26546735858643533,0.12170448990740032,0.0009905521052163096
Z500,central_india,Week 4,2026-01-22,MME,0.817999056662747,24.880422559698378,-24.611945482228595,3.9576109441004483,6.084274037866364,5808.041074590597,5832.653020072827
TP,central_india,Week 4,2026-01-22,Persistence,0.9999179060531069,0.003536942489226185,-0.000966306351870084,0.2655223057907741,0.26546735858643533,2.4245753346225875e-05,0.0009905521052163096
Z500,central_india,Week 4,2026-01-22,Persistence,0.9420922720103696,23.29303511690444,-23.18176743025937,6.735927599582983,6.084274037866364,5809.4712526425665,5832.653020072827
TP,south_peninsula,Week 4,2026-01-22,SPIRE,0.9491373136952611,0.32202663068279797,0.26248148719730613,0.2746371319932762,0.42597731501750974,0.2639151366915487,0.0014336494942425748
Z500,south_peninsula,Week 4,2026-01-22,SPIRE,-0.6805848465931991,7.507960800076467,-1.2954096341829704,1.2127590150619387,6.516403603910044,5856.2235543984425,5857.518964032625
TP,south_peninsula,Week 4,2026-01-22,FuXi,0.9993119298193236,0.022481988919793555,0.013429868323425022,0.41699775659764776,0.42597731501750974,0.014863517817667598,0.0014336494942425748
Z500,south_peninsula,Week 4,2026-01-22,FuXi,0.11818058860924037,16.086819795679723,-14.69811235311848,1.708633374502492,6.516403603910044,5842.820851679506,5857.518964032625
TP,south_peninsula,Week 4,2026-01-22,ECMWF,0.9578775260516303,0.2030142928490412,0.15394161057173433,0.3575174185684975,0.42597731501750974,0.1553752600659769,0.0014336494942425748
Z500,south_peninsula,Week 4,2026-01-22,ECMWF,-0.7974365991937148,15.289036057440724,-13.207521114737983,1.4259117707468707,6.516403603910044,5844.311442917887,5857.518964032625
TP,south_peninsula,Week 4,2026-01-22,NCEP,0.9867688958374817,0.1179768699425235,0.08614749960344247,0.37878190514498167,0.42597731501750974,0.08758114909768504,0.0014336494942425748
Z500,south_peninsula,Week 4,2026-01-22,NCEP,0.13082679218750343,26.808663425947337,-26.01845973298869,0.7661342032487691,6.516403603910044,5831.500504299636,5857.518964032625
TP,south_peninsula,Week 4,2026-01-22,MME,0.9898916482903369,0.1585896736499811,0.129000116423977,0.3519595522666069,0.42597731501750974,0.13043376591821954,0.0014336494942425748
Z500,south_peninsula,Week 4,2026-01-22,MME,-0.40864585732878156,15.475122662459023,-13.804875708757113,1.015733693090875,6.516403603910044,5843.714088323868,5857.518964032625
TP,south_peninsula,Week 4,2026-01-22,Persistence,0.9999553455265041,0.0042977417894303665,0.0008417975999308507,0.42471064794835267,0.42597731501750974,0.0022754470941734255,0.0014336494942425748
Z500,south_peninsula,Week 4,2026-01-22,Persistence,-0.6539933130546853,13.335848915493868,-10.543695571688614,2.2478307943101843,6.516403603910044,5846.975268460937,5857.518964032625
TP,east_northeast_india,Week 4,2026-01-22,SPIRE,0.9931547017935867,1.1801972012093664,0.7913497414563865,2.3836775018024046,3.1974860585425002,0.7967210029910909,0.0053712615347044695
Z500,east_northeast_india,Week 4,2026-01-22,SPIRE,0.9341403704405338,8.921498536526762,-8.30069898486196,6.198121665357752,3.3820236921414315,5768.480472771631,5776.781171756494
TP,east_northeast_india,Week 4,2026-01-22,FuXi,0.99997772335674,0.03973485626894103,0.030997243333098456,3.184666273509311,3.1974860585425002,0.03636850486780292,0.0053712615347044695
Z500,east_northeast_india,Week 4,2026-01-22,FuXi,-0.5425032916809108,49.088698569628875,-48.78256550529098,2.8439038857034236,3.3820236921414315,5727.998606251203,5776.781171756494
TP,east_northeast_india,Week 4,2026-01-22,ECMWF,0.9915663279645681,0.7813080800880211,0.5753502297744517,2.842355988848094,3.1974860585425002,0.5807214913091562,0.0053712615347044695
Z500,east_northeast_india,Week 4,2026-01-22,ECMWF,0.8885178908125427,25.641191343802724,-25.443341467190674,5.779685025822489,3.3820236921414315,5751.3378302893025,5776.781171756494
TP,east_northeast_india,Week 4,2026-01-22,NCEP,0.9983677273871174,0.39925385575866773,0.23277935238040018,2.9241844127055834,3.1974860585425002,0.23815061391510467,0.0053712615347044695
Z500,east_northeast_india,Week 4,2026-01-22,NCEP,0.8539924325180214,38.03819618837619,-37.824298789175835,6.5118308048619635,3.3820236921414315,5738.956872967318,5776.781171756494
TP,east_northeast_india,Week 4,2026-01-22,MME,0.9980580873425939,0.5812434801016568,0.40761914173608416,2.827929513494856,3.1974860585425002,0.4129904032707886,0.0053712615347044695
Z500,east_northeast_india,Week 4,2026-01-22,MME,0.941955030907432,30.119255556334533,-30.087726186629954,3.966085358871374,3.3820236921414315,5746.693445569863,5776.781171756494
TP,east_northeast_india,Week 4,2026-01-22,Persistence,0.9999989480533678,0.011771615166403196,-0.003745547078901831,3.207633152174399,3.1974860585425002,0.0016257144558026381,0.0053712615347044695
Z500,east_northeast_india,Week 4,2026-01-22,Persistence,0.9008384728876556,16.879949574936823,-16.495684107260725,6.313021774619298,3.3820236921414315,5760.285487649233,5776.781171756494
TP,All India,Week 5,2026-01-22,SPIRE,0.9431935155717911,1.243400167294018,0.7588578381327471,0.9529757705973462,1.8315411107218524,0.7635242123969261,0.004666374264179198
Z500,All India,Week 5,2026-01-22,SPIRE,0.9666427337162761,25.600910956888683,19.20049117221498,13.38054080401019,29.517401983662605,5796.86830249692,5777.6678113247035
TP,All India,Week 5,2026-01-22,FuXi,0.9999522305268512,0.03032761614574771,0.017923807352283088,1.8147796992841545,1.8315411107218524,0.02259018161646228,0.004666374264179198
Z500,All India,Week 5,2026-01-22,FuXi,-0.7333975130788539,40.16908615888064,-16.16722809020539,9.166530674922251,29.517401983662605,5761.500583234499,5777.6678113247035
TP,All India,Week 5,2026-01-22,ECMWF,0.9279480994237845,0.9199819575350372,0.5220287018448948,1.371146269159924,1.8315411107218524,0.5266950761090738,0.004666374264179198
Z500,All India,Week 5,2026-01-22,ECMWF,0.9369666958193571,23.38468362665481,1.4057643769459,6.716668078699135,29.517401983662605,5779.07357570165,5777.6678113247035
TP,All India,Week 5,2026-01-22,NCEP,0.9023848287777722,0.8967837341385057,0.4077121456367111,1.530085316084827,1.8315411107218524,0.4123785199008903,0.004666374264179198
Z500,All India,Week 5,2026-01-22,NCEP,0.9615449358957396,15.516700752103196,-4.634595160894822,15.990095517927006,29.517401983662605,5773.03321616381,5777.6678113247035
TP,All India,Week 5,2026-01-22,MME,0.9694480372282073,0.7329714717015633,0.426630623241659,1.383934909330459,1.8315411107218524,0.4312969975058382,0.004666374264179198
Z500,All India,Week 5,2026-01-22,MME,0.9742264871098685,22.605140661096236,-0.048891925484758576,7.154389091266745,29.517401983662605,5777.6189193992195,5777.6678113247035
TP,All India,Week 5,2026-01-22,Persistence,0.9998836788124338,0.028102577948566753,0.002084738527226022,1.8290818829655,1.8315411107218524,0.006751112791405218,0.004666374264179198
Z500,All India,Week 5,2026-01-22,Persistence,0.6550159270161213,24.373949848507106,3.094998077545212,10.004245134563227,29.517401983662605,5780.762809402249,5777.6678113247035
TP,northwest_india,Week 5,2026-01-22,SPIRE,0.8831553367058853,1.5116281345177098,1.0831615465457085,0.6383229000490318,1.5747404517486054,1.0842494180648459,0.0010878715191375379
Z500,northwest_india,Week 5,2026-01-22,SPIRE,0.9781004264592166,20.119905891887,4.128288246426987,11.39156046944583,30.69065460959561,5745.4087942184115,5741.280505971983
TP,northwest_india,Week 5,2026-01-22,FuXi,0.9999686532531328,0.04298191211432966,0.028989367093471143,1.5455089708456269,1.5747404517486054,0.030077238612608678,0.0010878715191375379
Z500,northwest_india,Week 5,2026-01-22,FuXi,-0.39223132343958894,63.418160721034184,-53.40325596404151,7.274040547553204,30.69065460959561,5687.877250007943,5741.280505971983
TP,northwest_india,Week 5,2026-01-22,ECMWF,0.8307878901755249,1.4041957163309582,0.9373818332793665,0.7383124284908258,1.5747404517486054,0.9384697047985039,0.0010878715191375379
Z500,northwest_india,Week 5,2026-01-22,ECMWF,0.968606562805164,34.07693417448998,-21.96503753967899,4.816069675702903,30.69065460959561,5719.315468432306,5741.280505971983
TP,northwest_india,Week 5,2026-01-22,NCEP,0.6623817421682725,1.5231811107063464,0.9621574172856812,0.9926731146262427,1.5747404517486054,0.9632452888048186,0.0010878715191375379
Z500,northwest_india,Week 5,2026-01-22,NCEP,0.9897527428159558,23.287950743023394,-15.97052566027653,14.00344598784733,30.69065460959561,5725.3099803117075,5741.280505971983
TP,northwest_india,Week 5,2026-01-22,MME,0.9359685854041906,1.0956358174063414,0.7529225410510568,0.902837024774005,1.5747404517486054,0.7540104125701944,0.0010878715191375379
Z500,northwest_india,Week 5,2026-01-22,MME,0.9796824524392551,32.44416515314794,-21.802632729392414,6.842474647238697,30.69065460959561,5719.477873242592,5741.280505971983
TP,northwest_india,Week 5,2026-01-22,Persistence,0.9996894157818915,0.045466979293978346,0.017597885715489908,1.5595061361377176,1.5747404517486054,0.018685757234627443,0.0010878715191375379
Z500,northwest_india,Week 5,2026-01-22,Persistence,0.07283629423941909,36.257963252387,-18.902681690992786,6.753050913301747,30.69065460959561,5722.37782428099,5741.280505971983
TP,central_india,Week 5,2026-01-22,SPIRE,0.7847244218058985,0.44699239911811994,0.4134863921029668,0.2235376927780737,0.27356181269365415,0.41428966586664623,0.0008032737636794342
Z500,central_india,Week 5,2026-01-22,SPIRE,0.8089188729803307,30.972679252087673,30.68997327801032,4.336087083208171,6.814142846149731,5824.18814856658,5793.498175288569
TP,central_india,Week 5,2026-01-22,FuXi,0.9998953276535321,0.010313849085770495,0.0070892273032800365,0.26717294044749845,0.27356181269365415,0.00789250106695947,0.0008032737636794342
Z500,central_india,Week 5,2026-01-22,FuXi,-0.4449844988111738,14.225543976899878,9.899293698834384,5.1612061483319085,6.814142846149731,5803.397468987404,5793.498175288569
TP,central_india,Week 5,2026-01-22,ECMWF,0.9526296915347242,0.18597827018738666,0.14412288718084254,0.17757044016313814,0.27356181269365415,0.144926160944522,0.0008032737636794342
Z500,central_india,Week 5,2026-01-22,ECMWF,0.9368897628056654,17.385193129599873,16.770423976682896,2.4697656745353473,6.814142846149731,5810.268599265251,5793.498175288569
TP,central_india,Week 5,2026-01-22,NCEP,0.977750665755141,0.1199254255516672,0.0764829425477226,0.3398590012403446,0.27356181269365415,0.07728621631140202,0.0008032737636794342
Z500,central_india,Week 5,2026-01-22,NCEP,0.8893414257473947,7.072992273293713,6.261156083919092,5.0030245009865615,6.814142846149731,5799.759331372488,5793.498175288569
TP,central_india,Week 5,2026-01-22,MME,0.988888465847836,0.1684158529506492,0.16029536228370297,0.23865600937628562,0.27356181269365415,0.16109863604738242,0.0008032737636794342
Z500,central_india,Week 5,2026-01-22,MME,0.9260782717298526,16.639522462347212,15.905211759361686,2.1526747005355853,6.814142846149731,5809.403387047932,5793.498175288569
TP,central_india,Week 5,2026-01-22,Persistence,0.9999781504474285,0.0020075005048338173,-0.0007790280103332083,0.2731647596995859,0.27356181269365415,2.4245753346225875e-05,0.0008032737636794342
Z500,central_india,Week 5,2026-01-22,Persistence,0.5715773987005499,17.083761203599728,15.973077353997834,6.22991159119204,6.814142846149731,5809.4712526425665,5793.498175288569
TP,south_peninsula,Week 5,2026-01-22,SPIRE,0.9055322010950055,0.38931944778164407,0.2899361491355534,0.34159311130008113,0.524966493992514,0.30383633031671414,0.013900181181160834
Z500,south_peninsula,Week 5,2026-01-22,SPIRE,0.17947284362534188,27.914542627867416,27.339191503386434,0.5616550351278078,5.711951681168124,5858.506724981231,5831.167533477844
TP,south_peninsula,Week 5,2026-01-22,FuXi,0.9993179813144906,0.021431562668281855,0.008784323665242956,0.5220863719222806,0.524966493992514,0.02268450484640379,0.013900181181160834
Z500,south_peninsula,Week 5,2026-01-22,FuXi,0.19402596155834798,14.778279504507067,13.669178906048677,1.4993637081206168,5.711951681168124,5844.8367123838925,5831.167533477844
TP,south_peninsula,Week 5,2026-01-22,ECMWF,0.9493308470833067,0.33297424021141586,0.28234424606000647,0.4356508196026578,0.524966493992514,0.29624442724116723,0.013900181181160834
Z500,south_peninsula,Week 5,2026-01-22,ECMWF,0.8606914537662186,16.966458300227508,16.259288484158684,1.0381935784688583,5.711951681168124,5847.4268219620035,5831.167533477844
TP,south_peninsula,Week 5,2026-01-22,NCEP,0.9812342121397236,0.1337532843844189,0.08215172054944361,0.4852024449907729,0.524966493992514,0.09605190173060447,0.013900181181160834
Z500,south_peninsula,Week 5,2026-01-22,NCEP,-0.2456521307303579,6.199369221754395,1.5267799837101006,0.9299924678884791,5.711951681168124,5832.694313461555,5831.167533477844
TP,south_peninsula,Week 5,2026-01-22,MME,0.9816258787633731,0.20848918729137883,0.16580410985256155,0.43823413249558957,0.524966493992514,0.1797042910337224,0.013900181181160834
Z500,south_peninsula,Week 5,2026-01-22,MME,0.3520569937243107,15.69141313777077,14.698609719325985,0.7504658616123704,5.711951681168124,5845.866143197171,5831.167533477844
TP,south_peninsula,Week 5,2026-01-22,Persistence,0.9995532781387472,0.020113173283798334,-0.011624734086987408,0.529552384454998,0.524966493992514,0.0022754470941734255,0.013900181181160834
Z500,south_peninsula,Week 5,2026-01-22,Persistence,0.8196551767812178,16.302995869945303,15.807734983091601,2.4022833660924414,5.711951681168124,5846.975268460937,5831.167533477844
TP,east_northeast_india,Week 5,2026-01-22,SPIRE,0.9746963684845911,2.1779982775410507,1.423288175274149,2.0203020513153445,3.554734914528233,1.4331077429498562,0.00981956767570728
Z500,east_northeast_india,Week 5,2026-01-22,SPIRE,0.8901415042316393,18.820385769805487,15.737141895336386,4.657135724616033,14.247273201277405,5770.12989887512,5754.392756979783
TP,east_northeast_india,Week 5,2026-01-22,FuXi,0.9999903335621789,0.03640458137077265,0.029887016226070165,3.5409977043920096,3.554734914528233,0.03970658390177744,0.00981956767570728
Z500,east_northeast_india,Week 5,2026-01-22,FuXi,-0.7411812143154826,36.2548077066206,-31.5332236788028,4.55943827542661,14.247273201277405,5722.859533300983,5754.392756979783
TP,east_northeast_india,Week 5,2026-01-22,ECMWF,0.9855911661137128,1.0763996010587948,0.7766789616995824,3.0631913079938293,3.554734914528233,0.7864985293752897,0.00981956767570728
Z500,east_northeast_india,Week 5,2026-01-22,ECMWF,0.9775333229553557,9.281620516786742,-1.1436373610878905,5.219587500648834,14.247273201277405,5753.249119618697,5754.392756979783
TP,east_northeast_india,Week 5,2026-01-22,NCEP,0.9980502838210605,0.5261142529570431,0.3587671059324046,3.233389446123085,3.554734914528233,0.3685866736081118,0.00981956767570728
Z500,east_northeast_india,Week 5,2026-01-22,NCEP,0.7277336749593921,16.424925697436183,-12.441114265136145,5.950974469566537,14.247273201277405,5741.951642714647,5754.392756979783
TP,east_northeast_india,Week 5,2026-01-22,MME,0.9960711459127536,0.9306611182030292,0.6471553147830515,2.9506637513142167,3.554734914528233,0.6569748824587589,0.00981956767570728
Z500,east_northeast_india,Week 5,2026-01-22,MME,0.8906994495113395,13.873593070180954,-7.345208352422362,2.862689833712274,14.247273201277405,5747.047548627362,5754.392756979783
TP,east_northeast_india,Week 5,2026-01-22,Persistence,0.99999550829037,0.016565298161423565,-0.008193853219904642,3.564401632302125,3.554734914528233,0.0016257144558026381,0.00981956767570728
Z500,east_northeast_india,Week 5,2026-01-22,Persistence,0.9114077325529483,10.931719462299633,5.892730669448834,5.885385266413762,14.247273201277405,5760.285487649233,5754.392756979783
TP,All India,Week 6,2026-01-22,SPIRE,0.9533882451439448,1.3266264861072685,0.8326049827858063,1.0142648805858792,1.9534159795769337,0.8384445404818067,0.005839557696000252
Z500,All India,Week 6,2026-01-22,SPIRE,0.5423762260442475,19.69961155403299,-5.547773031687383,10.512139431429915,22.413785412325765,5801.0111618122955,5806.558934843983
TP,All India,Week 6,2026-01-22,FuXi,0.9999786296412294,0.015586100004913459,0.005515340474545115,1.946344455379055,1.9534159795769337,0.011354898170545372,0.005839557696000252
Z500,All India,Week 6,2026-01-22,FuXi,0.5521852508853762,22.92548586892522,-13.265592697359118,11.741379666307985,22.413785412325765,5793.293342146624,5806.558934843983
TP,All India,Week 6,2026-01-22,ECMWF,0.9351585558612713,0.9392903150984067,0.5308841129484665,1.478008310494185,1.9534159795769337,0.5367236706444667,0.005839557696000252
Z500,All India,Week 6,2026-01-22,ECMWF,0.20140508100359825,30.237259181258096,-20.77070643027401,5.447136187439255,22.413785412325765,5785.788228413708,5806.558934843983
TP,All India,Week 6,2026-01-22,NCEP,0.9135480302560909,1.0010984269025702,0.5544307932068137,1.5324457807787912,1.9534159795769337,0.5602703509028141,0.005839557696000252
Z500,All India,Week 6,2026-01-22,NCEP,0.585636887199603,43.74327264016842,-39.78807664955931,13.67939509087902,22.413785412325765,5766.770858194424,5806.558934843983
TP,All India,Week 6,2026-01-22,MME,0.9747705490045749,0.7861062513166306,0.4808588073539079,1.4607094006446404,1.9534159795769337,0.4866983650499082,0.005839557696000252
Z500,All India,Week 6,2026-01-22,MME,0.8163706529155085,26.45775428555137,-19.84303720221997,6.520687134597142,22.413785412325765,5786.715897641764,5806.558934843983
TP,All India,Week 6,2026-01-22,Persistence,0.9999251671250796,0.024784068278143844,0.000911555095404966,1.9597767823212129,1.9534159795769337,0.006751112791405218,0.005839557696000252
Z500,All India,Week 6,2026-01-22,Persistence,-0.025382843453027912,35.29614856807327,-25.79612544173378,8.281154380308763,22.413785412325765,5780.762809402249,5806.558934843983
TP,northwest_india,Week 6,2026-01-22,SPIRE,0.8901266035062332,1.474700117579557,1.0628534190864347,0.6333348163288255,1.544453045412798,1.0684799842038157,0.005626565117381219
Z500,northwest_india,Week 6,2026-01-22,SPIRE,-0.013010462543934218,21.370274870296793,-16.844028270390723,8.104410603635616,10.252984703090329,5749.43019349388,5766.274221764272
TP,northwest_india,Week 6,2026-01-22,FuXi,0.9999766569148529,0.02403861996999907,0.012782265107159579,1.5270069936089068,1.544453045412798,0.018408830224540797,0.005626565117381219
Z500,northwest_india,Week 6,2026-01-22,FuXi,0.43381722546534895,37.54770152623129,-35.568269799716084,12.154307209724195,10.252984703090329,5730.705951964555,5766.274221764272
TP,northwest_india,Week 6,2026-01-22,ECMWF,0.8231363241458985,1.384761934103658,0.9283977855010772,0.7360384949086576,1.544453045412798,0.9340243506184585,0.005626565117381219
Z500,northwest_india,Week 6,2026-01-22,ECMWF,0.08300075232088028,40.86880761068433,-39.52267512446808,2.805001725517133,10.252984703090329,5726.751546639803,5766.274221764272
TP,northwest_india,Week 6,2026-01-22,NCEP,0.7229945053938267,1.5745184388743507,1.1256618740437498,0.8454791027085722,1.544453045412798,1.131288439161131,0.005626565117381219
Z500,northwest_india,Week 6,2026-01-22,NCEP,0.27397626964382926,49.32720225029206,-47.211203437570475,13.155202088918594,10.252984703090329,5719.063018326699,5766.274221764272
TP,northwest_india,Week 6,2026-01-22,MME,0.949292918265747,1.096351848757015,0.7824238359346053,0.8711368800557723,1.544453045412798,0.7880504010519865,0.005626565117381219
Z500,northwest_india,Week 6,2026-01-22,MME,0.5456372853429121,35.86205944844158,-34.786544158036385,4.125605228357048,10.252984703090329,5731.487677606234,5766.274221764272
TP,northwest_india,Week 6,2026-01-22,Persistence,0.9998165791874268,0.03433744336719702,0.013059192117246222,1.5326130515430216,1.544453045412798,0.018685757234627443,0.005626565117381219
Z500,northwest_india,Week 6,2026-01-22,Persistence,-0.6037119411801627,46.422082007490665,-43.8963974832795,6.510801272358923,10.252984703090329,5722.37782428099,5766.274221764272
TP,central_india,Week 6,2026-01-22,SPIRE,0.7204792586632173,0.4964925980919727,0.45680754045445177,0.20608051879260214,0.2804158649984854,0.45681500633947086,7.465885019076357e-06
Z500,central_india,Week 6,2026-01-22,SPIRE,0.5995653485895521,18.927782611779747,-14.572004611702473,3.7972510788674523,13.967802941491179,5829.520906914674,5844.092911526376
TP,central_india,Week 6,2026-01-22,FuXi,0.9999997137277805,0.0005902901841142083,0.0005368843177071416,0.28029259049580685,0.2804158649984854,0.000544350202726218,7.465885019076357e-06
Z500,central_india,Week 6,2026-01-22,FuXi,0.8640162799870468,12.083072551233482,-7.5641493514784095,5.796944638675229,13.967802941491179,5836.528762174898,5844.092911526376
TP,central_india,Week 6,2026-01-22,ECMWF,0.9415627233938128,0.20587974429088943,0.16944758207856103,0.19509214109774176,0.2804158649984854,0.1694550479635801,7.465885019076357e-06
Z500,central_india,Week 6,2026-01-22,ECMWF,0.3507017064045098,30.435582695277795,-27.360376446265033,2.323538217714893,13.967802941491179,5816.732535080111,5844.092911526376
TP,central_india,Week 6,2026-01-22,NCEP,0.9545099432006562,0.12632485903787108,0.0917052473238342,0.24406328927525062,0.2804158649984854,0.09171271320885327,7.465885019076357e-06
Z500,central_india,Week 6,2026-01-22,NCEP,0.8225234552213574,52.085566855152216,-51.04470709678664,4.837664830593211,13.967802941491179,5793.0482044295895,5844.092911526376
TP,central_india,Week 6,2026-01-22,MME,0.9617420746891819,0.20164064202798962,0.17962431354363853,0.2197630726517502,0.2804158649984854,0.17963177942865763,7.465885019076357e-06
Z500,central_india,Week 6,2026-01-22,MME,0.9463033715061024,27.435491664397706,-25.13530937655819,3.191184952418721,13.967802941491179,5818.957602149819,5844.092911526376
TP,central_india,Week 6,2026-01-22,Persistence,0.9999999537149152,8.744206767853443e-05,1.677986832714952e-05,0.28042509734079685,0.2804158649984854,2.4245753346225875e-05,7.465885019076357e-06
Z500,central_india,Week 6,2026-01-22,Persistence,0.0335056549000011,37.66856543460526,-34.62165888380908,5.505962610254444,13.967802941491179,5809.4712526425665,5844.092911526376
