variable,region,week,init_date,model,pcc,rmse,bias,fcst_std,obs_std,fcst_mean,obs_mean
TP,south_peninsula,Week 1,2026-01-01,SPIRE,0.19040947105424483,0.6475198740791721,0.4207081471292868,0.2617643452953412,0.46966420091816774,0.42657156173909805,0.005863414609811306
Z500,south_peninsula,Week 1,2026-01-01,SPIRE,0.9782520861613011,19.636741789421535,19.43377583428248,2.139095138551219,4.873423799520395,5861.047707618168,5841.613931783884
TP,south_peninsula,Week 1,2026-01-01,FuXi,0.9995393701263975,0.023442438721743796,0.013748314152424432,0.4569034181812786,0.46966420091816774,0.019611728762235735,0.005863414609811306
Z500,south_peninsula,Week 1,2026-01-01,FuXi,0.9428717245491495,2.7057611756864715,2.134265123669982,4.955493014132803,4.873423799520395,5843.748196907553,5841.613931783884
TP,south_peninsula,Week 1,2026-01-01,ECMWF,-0.285467113657969,0.8869585493251559,0.48480400570591986,0.45673240563512313,0.46966420091816774,0.49066742031573113,0.005863414609811306
Z500,south_peninsula,Week 1,2026-01-01,ECMWF,0.5931013780323171,10.96761607420205,10.053761924937682,0.937276714401831,4.873423799520395,5851.667693708822,5841.613931783884
TP,south_peninsula,Week 1,2026-01-01,NCEP,0.611548971493799,0.4995522147702669,0.3252015137170209,0.36277916097517604,0.46966420091816774,0.33106492832683226,0.005863414609811306
Z500,south_peninsula,Week 1,2026-01-01,NCEP,0.9687078732804932,2.7536466716580734,-1.2016026089983918,2.5586138767556883,4.873423799520395,5840.412329174886,5841.613931783884
TP,south_peninsula,Week 1,2026-01-01,MME,0.5715643309696575,0.4953410768465196,0.31111549517616294,0.2615674536384074,0.46966420091816774,0.31697890978597426,0.005863414609811306
Z500,south_peninsula,Week 1,2026-01-01,MME,0.9539510598003202,8.018970882332544,7.605050068472969,2.5681134119371043,4.873423799520395,5849.218981852357,5841.613931783884
TP,south_peninsula,Week 1,2026-01-01,Persistence,0.9929353639802665,0.10485517296349219,0.0496883733433465,0.39272565263111137,0.46966420091816774,0.0555517879531578,0.005863414609811306
Z500,south_peninsula,Week 1,2026-01-01,Persistence,-0.9295196682663279,31.14654446085603,30.338758364413202,2.2845339103672733,4.873423799520395,5871.952690148299,5841.613931783884
TP,east_northeast_india,Week 1,2026-01-01,SPIRE,0.9836281450074201,0.5606698071449653,0.3338112838899744,1.227888847114988,1.6001592317694442,0.3364110731820516,0.0025997892920771246
Z500,east_northeast_india,Week 1,2026-01-01,SPIRE,0.33683380186755724,16.529131046839424,15.841087642407764,1.3849937176091738,5.002098876586109,5747.493751773939,5731.652664131531
TP,east_northeast_india,Week 1,2026-01-01,FuXi,0.999965306460936,0.01839201094291305,0.011954604125098266,1.5958977314069298,1.6001592317694442,0.01455439341717539,0.0025997892920771246
Z500,east_northeast_india,Week 1,2026-01-01,FuXi,-0.49816012770219703,6.849555719761676,-2.224304058391737,2.3203455311134062,5.002098876586109,5729.42836007314,5731.652664131531
TP,east_northeast_india,Week 1,2026-01-01,ECMWF,0.9723695069667002,0.5206347759195149,0.34317659569550596,1.4386902690132302,1.6001592317694442,0.34577638498758306,0.0025997892920771246
Z500,east_northeast_india,Week 1,2026-01-01,ECMWF,0.6293689929449139,14.777794337036696,14.186884350074141,1.7320185273828759,5.002098876586109,5745.839548481605,5731.652664131531
TP,east_northeast_india,Week 1,2026-01-01,NCEP,0.9952981511015152,0.21866203347612675,0.10619888158530688,1.4807729733606,1.6001592317694442,0.10879867087738401,0.0025997892920771246
Z500,east_northeast_india,Week 1,2026-01-01,NCEP,-0.08529427947172141,8.50876283966151,-5.648691051605157,3.529657439383258,5.002098876586109,5726.003973079924,5731.652664131531
TP,east_northeast_india,Week 1,2026-01-01,MME,0.9938290344613265,0.3120682617177716,0.19878534132397138,1.4279059441676105,1.6001592317694442,0.20138513061604849,0.0025997892920771246
Z500,east_northeast_india,Week 1,2026-01-01,MME,0.01342985598226532,7.673920796282901,5.538744220621339,1.8546036861822528,5.002098876586109,5737.1914083521515,5731.652664131531
TP,east_northeast_india,Week 1,2026-01-01,Persistence,0.9502081217507219,0.812151466974283,0.3549974789297687,0.9866962043244589,1.6001592317694442,0.35759726822184584,0.0025997892920771246
Z500,east_northeast_india,Week 1,2026-01-01,Persistence,-0.886625712092386,53.95842994992031,52.95841338271427,5.6430437200109225,5.002098876586109,5784.611077514244,5731.652664131531
TP,All India,Week 2,2026-01-01,SPIRE,0.9319481855468063,0.4598286919489568,0.28620520602965005,0.9538324870510226,0.988500187759757,0.29648198107965557,0.010276775050005522
Z500,All India,Week 2,2026-01-01,SPIRE,0.9734901227707641,8.020681214330791,-2.514458235798437,14.766996057693712,21.201971009310284,5803.214369964066,5805.7288281998635
TP,All India,Week 2,2026-01-01,FuXi,0.9999035675957918,0.014190090695647516,0.00027943838060062574,0.9848222425164791,0.988500187759757,0.010556213430606148,0.010276775050005522
Z500,All India,Week 2,2026-01-01,FuXi,0.32718603503143934,37.88655752557747,-32.1230248143069,5.487589899578671,21.201971009310284,5773.605803385557,5805.7288281998635
TP,All India,Week 2,2026-01-01,ECMWF,0.8410762527638826,0.6383000496387108,0.2672562247111064,1.0552368059582018,0.988500187759757,0.27753299976111184,0.010276775050005522
Z500,All India,Week 2,2026-01-01,ECMWF,0.8585854568536128,11.01379181501968,0.7871150673327093,16.611434079398162,21.201971009310284,5806.515943267197,5805.7288281998635
TP,All India,Week 2,2026-01-01,NCEP,0.9302051499210192,0.5088692127939171,0.34400612383438395,1.0142177306282607,0.988500187759757,0.3542828988843894,0.010276775050005522
Z500,All India,Week 2,2026-01-01,NCEP,0.6552713049225041,45.086749624126945,-41.942639265577114,9.755039093813895,21.201971009310284,5763.786188934287,5805.7288281998635
TP,All India,Week 2,2026-01-01,MME,0.9518827951762399,0.3783774462457127,0.22443674823893517,0.9729703391115179,0.988500187759757,0.23471352328894074,0.010276775050005522
Z500,All India,Week 2,2026-01-01,MME,0.8712451099571091,23.018098907712396,-18.948251812087427,10.566923154013846,21.201971009310284,5786.780576387776,5805.7288281998635
TP,All India,Week 2,2026-01-01,Persistence,0.9087483438544235,0.45370792710264346,0.12134428849804083,0.7536156427623799,0.988500187759757,0.13162106354804637,0.010276775050005522
Z500,All India,Week 2,2026-01-01,Persistence,0.7810105312588557,16.16405818562687,9.227643974368771,15.662841667322523,21.201971009310284,5814.956472174231,5805.7288281998635
TP,northwest_india,Week 2,2026-01-01,SPIRE,0.9935218745540242,0.21730578025222136,0.18381048229610403,0.9584959503756502,0.9919221347257722,0.18454872275081952,0.0007382404547154685
Z500,northwest_india,Week 2,2026-01-01,SPIRE,0.98400132029859,7.981520345630531,-2.956721474515525,13.685934301937628,20.46820219650908,5747.321483151968,5750.278204626485
TP,northwest_india,Week 2,2026-01-01,FuXi,0.9999981213389818,0.002588173012998891,0.0008488245436033217,0.9904098822222985,0.9919221347257722,0.0015870649983187905,0.0007382404547154685
Z500,northwest_india,Week 2,2026-01-01,FuXi,0.27839386527724463,44.0547197748501,-39.41530939194684,4.818362888133008,20.46820219650908,5710.862895234537,5750.278204626485
TP,northwest_india,Week 2,2026-01-01,ECMWF,0.9954168053443738,0.2526458977749675,0.21264072180799143,0.8893165771574292,0.9919221347257722,0.21337896226270686,0.0007382404547154685
Z500,northwest_india,Week 2,2026-01-01,ECMWF,0.9091073035236317,12.819851452268766,5.28284849963645,10.623887741028284,20.46820219650908,5755.56105312612,5750.278204626485
TP,northwest_india,Week 2,2026-01-01,NCEP,0.9844635397768063,0.3895630781232663,0.33262987240338493,0.8726780637357622,0.9919221347257722,0.3333681128581004,0.0007382404547154685
Z500,northwest_india,Week 2,2026-01-01,NCEP,0.8550078241420526,46.69307894876085,-45.051862615336695,11.344780413601143,20.46820219650908,5705.226342011147,5750.278204626485
TP,northwest_india,Week 2,2026-01-01,MME,0.9976404071300176,0.20553815712616472,0.18248247526277095,0.9239439106719446,0.9919221347257722,0.1832207157174864,0.0007382404547154685
Z500,northwest_india,Week 2,2026-01-01,MME,0.9073681661530519,24.07482405537891,-20.535261245540692,9.413629252115879,20.46820219650908,5729.742943380943,5750.278204626485
TP,northwest_india,Week 2,2026-01-01,Persistence,0.848553776923671,0.5696928878508997,0.20831510518815768,0.9172171500971356,0.9919221347257722,0.20905334564287315,0.0007382404547154685
Z500,northwest_india,Week 2,2026-01-01,Persistence,0.8939698128745368,17.76493835753409,13.798539444220408,11.890053830142646,20.46820219650908,5764.076744070704,5750.278204626485
TP,central_india,Week 2,2026-01-01,SPIRE,0.8827786273205932,0.2458540704624292,0.2203231375915338,0.22851675632564306,0.18231563207770177,0.22042539955922785,0.00010226196769401016
Z500,central_india,Week 2,2026-01-01,SPIRE,0.9756924311391035,5.552338969393559,0.030260776894024982,7.7067680821835145,12.808592598151314,5830.83951553384,5830.809254756947
TP,central_india,Week 2,2026-01-01,FuXi,0.9999981633157392,0.0004943487976564932,0.00034680026780147606,0.18227044901464493,0.18231563207770177,0.0004490622354954863,0.00010226196769401016
Z500,central_india,Week 2,2026-01-01,FuXi,-0.08840598677812495,26.455007235002622,-22.90864961036108,2.3724072342327323,12.808592598151314,5807.900605146586,5830.809254756947
TP,central_india,Week 2,2026-01-01,ECMWF,0.9839812056663911,0.05197982300548527,0.04013272299178794,0.18530266330369305,0.18231563207770177,0.040234984959481954,0.00010226196769401016
Z500,central_india,Week 2,2026-01-01,ECMWF,0.6888220350098474,10.439653239417087,4.45747136793938,7.119965445910586,12.808592598151314,5835.266726124885,5830.809254756947
TP,central_india,Week 2,2026-01-01,NCEP,0.8635741416607385,0.2862066131945791,0.23314955839926538,0.2956633173393559,0.18231563207770177,0.23325182036695943,0.00010226196769401016
Z500,central_india,Week 2,2026-01-01,NCEP,0.7304884407325604,37.6139430280647,-35.97854837533753,2.735550477024818,12.808592598151314,5794.830706381609,5830.809254756947
TP,central_india,Week 2,2026-01-01,MME,0.9541467678318191,0.1411945524988157,0.12348805481259714,0.215286941158977,0.18231563207770177,0.12359031678029114,0.00010226196769401016
Z500,central_india,Week 2,2026-01-01,MME,0.862548180816281,16.582061546930433,-13.599866460216239,4.1192995620423964,12.808592598151314,5817.20938829673,5830.809254756947
TP,central_india,Week 2,2026-01-01,Persistence,0.9999969354448811,0.0005109278885701787,4.502150979133833e-05,0.1820799239385289,0.18231563207770177,0.00014728347748534844,0.00010226196769401016
Z500,central_india,Week 2,2026-01-01,Persistence,0.7503258219176845,17.422236176025244,15.01930107105084,7.10885074065203,12.808592598151314,5845.828555827997,5830.809254756947
TP,south_peninsula,Week 2,2026-01-01,SPIRE,-0.4379930291913242,0.8842636515962964,0.5796447494068823,0.47346380583928943,0.3071843200586196,0.632559362057507,0.052914612650624526
Z500,south_peninsula,Week 2,2026-01-01,SPIRE,0.7989076881467165,3.5221860971862937,2.9546586726137716,1.4443941863340184,2.863055666803092,5866.115237208199,5863.160578535586
TP,south_peninsula,Week 2,2026-01-01,FuXi,0.9954960813163245,0.030984320504390362,-0.005608469993904385,0.29682927997045944,0.3071843200586196,0.04730614265672014,0.052914612650624526
Z500,south_peninsula,Week 2,2026-01-01,FuXi,-0.3412123495486131,16.53518806721532,-15.163679604607411,5.04243640625197,2.863055666803092,5847.996898930978,5863.160578535586
TP,south_peninsula,Week 2,2026-01-01,ECMWF,-0.5275017222593356,1.4255859811815303,0.8889858100309499,0.9214238430413021,0.3071843200586196,0.9419004226815745,0.052914612650624526
Z500,south_peninsula,Week 2,2026-01-01,ECMWF,0.8970023428343591,2.5019498205565025,-2.029376815186184,3.3028648073416096,2.863055666803092,5861.1312017204,5863.160578535586
TP,south_peninsula,Week 2,2026-01-01,NCEP,-0.16035523523020787,0.9855259366298205,0.7927142403548626,0.45167023280413565,0.3071843200586196,0.8456288530054873,0.052914612650624526
Z500,south_peninsula,Week 2,2026-01-01,NCEP,-0.24888223770322265,25.952628332260517,-25.606237341438522,2.476509180422899,2.863055666803092,5837.554341194148,5863.160578535586
TP,south_peninsula,Week 2,2026-01-01,MME,-0.3063249804376782,0.7949765001187196,0.5639340824496977,0.3838748405307188,0.3071843200586196,0.616848695100322,0.052914612650624526
Z500,south_peninsula,Week 2,2026-01-01,MME,0.26681352669131164,10.375684574145765,-9.961158772154649,1.6675638528840586,2.863055666803092,5853.199419763431,5863.160578535586
TP,south_peninsula,Week 2,2026-01-01,Persistence,0.9749006473032834,0.07346883953564687,0.0026371753025332795,0.27276649408642895,0.3071843200586196,0.0555517879531578,0.052914612650624526
Z500,south_peninsula,Week 2,2026-01-01,Persistence,0.7909517878908647,8.99356232424078,8.792111612711569,2.9814670242277903,2.863055666803092,5871.952690148299,5863.160578535586
TP,east_northeast_india,Week 2,2026-01-01,SPIRE,0.9909225577940968,0.453070926813379,0.295244424534157,1.566047154848928,1.8234583281337486,0.2965465817617492,0.0013021572275922193
Z500,east_northeast_india,Week 2,2026-01-01,SPIRE,0.9717839934221444,14.38316068462506,-14.169332331344494,3.7930150127401925,5.989228425279437,5783.890414713558,5798.059747044903
TP,east_northeast_india,Week 2,2026-01-01,FuXi,0.9999906578825131,0.011916949250664253,0.006208787342333613,1.8170116864222092,1.8234583281337486,0.0075109445699258325,0.0013021572275922193
Z500,east_northeast_india,Week 2,2026-01-01,FuXi,-0.29851500363866107,58.806647093491605,-58.35615977408884,2.696096580807443,5.989228425279437,5739.703587270813,5798.059747044903
TP,east_northeast_india,Week 2,2026-01-01,ECMWF,0.9960856813715232,0.24650974656373836,0.13187804295152233,1.6844269815698132,1.8234583281337486,0.13318020017911458,0.0013021572275922193
Z500,east_northeast_india,Week 2,2026-01-01,ECMWF,0.9302116846119424,14.0923648590101,-13.914670110726616,5.19088807775089,5.989228425279437,5784.145076934175,5798.059747044903
TP,east_northeast_india,Week 2,2026-01-01,NCEP,0.9994688835857128,0.10587985792486605,0.06380690224977936,1.7624212568336886,1.8234583281337486,0.06510905947737157,0.0013021572275922193
Z500,east_northeast_india,Week 2,2026-01-01,NCEP,0.23591718883429158,69.38682784732218,-69.1095377868701,3.541170075008396,5.989228425279437,5728.950209258032,5798.059747044903
TP,east_northeast_india,Week 2,2026-01-01,MME,0.9988397280026692,0.19215653790883722,0.12428453926944807,1.7040133608925883,1.8234583281337486,0.12558669649704032,0.0013021572275922193
Z500,east_northeast_india,Week 2,2026-01-01,MME,0.8445265277864987,39.101302702283235,-38.88742500075745,2.5295870961788176,5.989228425279437,5759.1723220441445,5798.059747044903
TP,east_northeast_india,Week 2,2026-01-01,Persistence,0.9652048394371306,0.8163581537956589,0.35629511099425354,1.201322892830029,1.8234583281337486,0.35759726822184584,0.0013021572275922193
Z500,east_northeast_india,Week 2,2026-01-01,Persistence,-0.3881313838423023,16.4486414237338,-13.448669530657863,5.371107883223728,5.989228425279437,5784.611077514244,5798.059747044903
TP,All India,Week 3,2026-01-01,SPIRE,0.9573999392769729,0.6376389613739782,0.5134864517053639,0.875596743067989,1.11934090305145,0.5202375644650082,0.006751112759644318
Z500,All India,Week 3,2026-01-01,SPIRE,0.7745447091221902,8.792433250835462,3.139107121483136,10.750497932946397,12.932640091338854,5783.901929022491,5780.762821901007
TP,All India,Week 3,2026-01-01,FuXi,0.9996158311806118,0.03690949430650722,0.01991211933827181,1.1207369417674582,1.11934090305145,0.02666323209791613,0.006751112759644318
Z500,All India,Week 3,2026-01-01,FuXi,-0.6241110966738816,43.814575125875784,-36.2344702066714,14.393558488816847,12.932640091338854,5744.528351694335,5780.762821901007
TP,All India,Week 3,2026-01-01,ECMWF,0.933236564442339,0.5970131150278022,0.4166011073307017,0.8991661351455091,1.11934090305145,0.4233522200903461,0.006751112759644318
Z500,All India,Week 3,2026-01-01,ECMWF,0.8958630686408517,8.348158877438296,-5.970920869709842,10.576334147041432,12.932640091338854,5774.791901031298,5780.762821901007
TP,All India,Week 3,2026-01-01,NCEP,0.954431394320852,0.5257415608537316,0.38679755065207205,0.9450233812179908,1.11934090305145,0.3935486634117164,0.006751112759644318
Z500,All India,Week 3,2026-01-01,NCEP,-0.1525339433194328,42.97157084849476,-39.74187432831509,8.214460570879108,12.932640091338854,5741.0209475726915,5780.762821901007
TP,All India,Week 3,2026-01-01,MME,0.9814659069415334,0.4267343061798001,0.33419930725660246,0.9423906959695036,1.11934090305145,0.34095042001624676,0.006751112759644318
Z500,All India,Week 3,2026-01-01,MME,0.2715450236668373,23.55880430115892,-19.70203957080336,6.965258209814443,12.932640091338854,5761.060782330203,5780.762821901007
TP,All India,Week 3,2026-01-01,Persistence,0.9380752622082085,0.43814227708741316,0.12486995078840206,0.8887600284565528,1.11934090305145,0.13162106354804637,0.006751112759644318
Z500,All India,Week 3,2026-01-01,Persistence,0.8362682211423391,35.472360061905,34.19365027322476,17.0438818994558,12.932640091338854,5814.956472174231,5780.762821901007
TP,northwest_india,Week 3,2026-01-01,SPIRE,0.9831676624402447,0.6926654251257979,0.5654843744585909,0.760711236240081,1.123000865847799,0.5841701315809498,0.018685757122358808
Z500,northwest_india,Week 3,2026-01-01,SPIRE,0.5409741936716445,10.637525512015948,0.5396663135704106,12.398910094704487,8.738048219690723,5722.917488629105,5722.377822315535
TP,northwest_india,Week 3,2026-01-01,FuXi,0.9993672395392351,0.04022702816485948,0.0028350440606829423,1.1261235068077367,1.123000865847799,0.02152080118304175,0.018685757122358808
Z500,northwest_india,Week 3,2026-01-01,FuXi,-0.1745251094906356,61.35537431201946,-60.28368646281607,5.980407131505883,8.738048219690723,5662.094135852719,5722.377822315535
TP,northwest_india,Week 3,2026-01-01,ECMWF,0.9530066289189107,0.9147875900744356,0.7326753769551723,0.6409504467381487,1.123000865847799,0.751361134077531,0.018685757122358808
Z500,northwest_india,Week 3,2026-01-01,ECMWF,0.6886604236076188,12.715463147977356,-10.532434035732921,9.274576304975044,8.738048219690723,5711.845388279801,5722.377822315535
TP,northwest_india,Week 3,2026-01-01,NCEP,0.9496344672142383,0.813084975219535,0.6590491189128779,0.7456203385192258,1.123000865847799,0.6777348760352367,0.018685757122358808
Z500,northwest_india,Week 3,2026-01-01,NCEP,0.12384995359861134,53.2515103854313,-51.71435044294905,10.364825118204294,8.738048219690723,5670.6634718725845,5722.377822315535
TP,northwest_india,Week 3,2026-01-01,MME,0.9911700663751671,0.5975781200209662,0.49001097859683107,0.8051631435569389,1.123000865847799,0.5086967357191898,0.018685757122358808
Z500,northwest_india,Week 3,2026-01-01,MME,0.3846400146294968,31.989357293251295,-30.49770115698196,8.66685435160855,8.738048219690723,5691.880121158553,5722.377822315535
TP,northwest_india,Week 3,2026-01-01,Persistence,0.8994282684967713,0.5290028252557418,0.19036758852051433,1.0619417869268715,1.123000865847799,0.20905334564287315,0.018685757122358808
Z500,northwest_india,Week 3,2026-01-01,Persistence,0.8347715168138307,42.26108653321739,41.69892175516923,12.198588449670023,8.738048219690723,5764.076744070704,5722.377822315535
TP,central_india,Week 3,2026-01-01,SPIRE,0.6471399401613992,0.42546003238207475,0.39618998038249653,0.17433690181419426,0.1927254386934106,0.3962142261362819,2.4245753785308622e-05
Z500,central_india,Week 3,2026-01-01,SPIRE,0.6781397012724234,6.737915263285373,4.017480082327337,2.5288823076927422,6.794808906592073,5813.4887692256725,5809.4712891433455
TP,central_india,Week 3,2026-01-01,FuXi,0.9969689647293469,0.03758580534219345,0.02972507162219711,0.1746973692572945,0.1927254386934106,0.029749317375982416,2.4245753785308622e-05
Z500,central_india,Week 3,2026-01-01,FuXi,-0.6358635504178131,30.376784312265066,-26.140925788167223,10.236177377164168,6.794808906592073,5783.330363355177,5809.4712891433455
TP,central_india,Week 3,2026-01-01,ECMWF,0.7314964738722469,0.2217068203609874,0.17851015180826635,0.1454204658934971,0.1927254386934106,0.17853439756205167,2.4245753785308622e-05
Z500,central_india,Week 3,2026-01-01,ECMWF,0.9111261263175535,5.861064577533145,-4.269596586260719,3.313292885157375,6.794808906592073,5805.201692557084,5809.4712891433455
TP,central_india,Week 3,2026-01-01,NCEP,0.7878734892720525,0.22769393936709545,0.19135836394315575,0.11808250805710879,0.1927254386934106,0.19138260969694107,2.4245753785308622e-05
Z500,central_india,Week 3,2026-01-01,NCEP,-0.8508105072503409,34.7782713415036,-32.991856875337234,4.626458529887826,6.794808906592073,5776.479432268007,5809.4712891433455
TP,central_india,Week 3,2026-01-01,MME,0.8827418686322,0.22096962724944677,0.19894589193902892,0.13775172576948116,0.1927254386934106,0.19897013769281424,2.4245753785308622e-05
Z500,central_india,Week 3,2026-01-01,MME,-0.4126835954812589,17.261341682034168,-14.846224791859484,3.4598470089267948,6.794808906592073,5794.625064351485,5809.4712891433455
TP,central_india,Week 3,2026-01-01,Persistence,0.9999970507005939,0.0005152468536974063,0.00012303772370003983,0.19254809600443956,0.1927254386934106,0.00014728347748534844,2.4245753785308622e-05
Z500,central_india,Week 3,2026-01-01,Persistence,0.9634263789758309,36.41759654925827,36.357266684652636,7.583163086383634,6.794808906592073,5845.828555827997,5809.4712891433455
TP,south_peninsula,Week 3,2026-01-01,SPIRE,-0.43218682716111445,0.7711289105620279,0.6113499820856145,0.2707038612675179,0.2846247815179638,0.6136254291838199,0.002275447098205479
Z500,south_peninsula,Week 3,2026-01-01,SPIRE,0.8850517643941506,11.065642275936352,11.000424477855745,2.545690994465109,2.4398152990698883,5857.975698865232,5846.975274387376
TP,south_peninsula,Week 3,2026-01-01,FuXi,0.9987871339518802,0.02803929546259676,0.023392650381154147,0.2777531970843026,0.2846247815179638,0.025668097479359626,0.002275447098205479
